           1.05  
          -0.30
 4247.000  0.5964
 4247.020  0.5514
 4247.040  0.5088
 4247.060  0.4745
 4247.080  0.4518
 4247.100  0.4446
 4247.120  0.4596
 4247.140  0.5021
 4247.160  0.5672
 4247.180  0.6405
 4247.200  0.7143
 4247.220  0.7878
 4247.240  0.8386
 4247.260  0.8249
 4247.280  0.7380
 4247.300  0.6146
 4247.320  0.4989
 4247.340  0.4219
 4247.360  0.3960
 4247.380  0.4095
 4247.400  0.4337
 4247.420  0.4412
 4247.440  0.4176
 4247.460  0.3663
 4247.480  0.3054
 4247.500  0.2560
 4247.520  0.2272
 4247.540  0.2148
 4247.560  0.2150
 4247.580  0.2285
 4247.600  0.2535
 4247.620  0.2817
 4247.640  0.3048
 4247.660  0.3200
 4247.680  0.3292
 4247.700  0.3335
 4247.720  0.3298
 4247.740  0.3161
 4247.760  0.2970
 4247.780  0.2819
 4247.800  0.2792
 4247.820  0.2929
 4247.840  0.3212
 4247.860  0.3567
 4247.880  0.3888
 4247.900  0.4094
 4247.920  0.4178
 4247.940  0.4173
 4247.960  0.4091
 4247.980  0.3919
 4248.000  0.3689
 4248.020  0.3521
 4248.040  0.3596
 4248.060  0.4048
 4248.080  0.4835
 4248.100  0.5692
 4248.120  0.6286
 4248.140  0.6423
 4248.160  0.6134
 4248.180  0.5619
 4248.200  0.5085
 4248.220  0.4619
 4248.240  0.4226
 4248.260  0.3926
 4248.280  0.3770
 4248.300  0.3786
 4248.320  0.3919
 4248.340  0.4042
 4248.360  0.4013
 4248.380  0.3751
 4248.400  0.3300
 4248.420  0.2797
 4248.440  0.2368
 4248.460  0.2066
 4248.480  0.1895
 4248.500  0.1849
 4248.520  0.1907
 4248.540  0.2008
 4248.560  0.2063
 4248.580  0.2069
 4248.600  0.2149
 4248.620  0.2356
 4248.640  0.2574
 4248.660  0.2704
 4248.680  0.2781
 4248.700  0.2861
 4248.720 -1.0000
 4248.740 -1.0000
 4248.760 -1.0000
 4248.780 -1.0000
 4248.800 -1.0000
 4248.820 -1.0000
 4248.840 -1.0000
 4248.860 -1.0000
 4248.880  0.3882
 4248.900  0.3679
 4248.920  0.3525
 4248.940  0.3544
 4248.960  0.3742
 4248.980  0.4102
 4249.000  0.4553
 4249.020  0.4920
 4249.040  0.5063
 4249.060  0.5024
 4249.080 -1.0000
 4249.100 -1.0000
 4249.120 -1.0000
 4249.140 -1.0000
 4249.160 -1.0000
 4249.180 -1.0000
 4249.200 -1.0000
 4249.220  0.3826
 4249.240  0.3874
 4249.260  0.4054
 4249.280  0.4319
 4249.300  0.4573
 4249.320  0.4789
 4249.340  0.4947
 4249.360 -1.0000
 4249.380 -1.0000
 4249.400 -1.0000
 4249.420 -1.0000
 4249.440 -1.0000
 4249.460 -1.0000
 4249.480 -1.0000
 4249.500 -1.0000
 4249.520  0.3874
 4249.540  0.4053
 4249.560  0.4285
 4249.580  0.4450
 4249.600  0.4480
 4249.620  0.4380
 4249.640  0.4203
 4249.660  0.3975
 4249.680  0.3713
 4249.700  0.3520
 4249.720  0.3578
 4249.740  0.4021
 4249.760  0.4789
 4249.780  0.5586
 4249.800  0.6053
 4249.820  0.6021
 4249.840  0.5593
 4249.860  0.5024
 4249.880  0.4513
 4249.900  0.4124
 4249.920  0.3852
 4249.940  0.3710
 4249.960  0.3743
 4249.980  0.3976
 4250.000  0.4334
 4250.020  0.4627
 4250.040  0.4675
 4250.060  0.4432
 4250.080  0.4000
 4250.100  0.3548
 4250.120  0.3242
 4250.140  0.3217
 4250.160  0.3538
 4250.180  0.4107
 4250.200  0.4648
 4250.220  0.4900
 4250.240  0.4812
 4250.260  0.4512
 4250.280  0.4156
 4250.300  0.3816
 4250.320  0.3473
 4250.340  0.3107
 4250.360  0.2758
 4250.380  0.2476
 4250.400  0.2277
 4250.420  0.2171
 4250.440  0.2178
 4250.460  0.2280
 4250.480  0.2403
 4250.500  0.2479
 4250.520  0.2499
 4250.540  0.2494
 4250.560  0.2506
 4250.580  0.2548
 4250.600  0.2574
 4250.620  0.2552
 4250.640  0.2523
 4250.660  0.2541
 4250.680  0.2577
 4250.700  0.2547
 4250.720  0.2459
 4250.740 -1.0000
 4250.760 -1.0000
 4250.780 -1.0000
 4250.800 -1.0000
 4250.820 -1.0000
 4250.840 -1.0000
 4250.860 -1.0000
 4250.880 -1.0000
 4250.900 -1.0000
 4250.920 -1.0000
 4250.940 -1.0000
 4250.960 -1.0000
 4250.980 -1.0000
 4251.000  0.2461
 4251.020  0.2679
 4251.040  0.2986
 4251.060  0.3295
 4251.080  0.3494
 4251.100  0.3529
 4251.120  0.3465
 4251.140  0.3420
 4251.160  0.3463
 4251.180  0.3576
 4251.200  0.3681
 4251.220  0.3770
 4251.240  0.3907
 4251.260  0.4123
 4251.280  0.4416
 4251.300  0.4825
 4251.320  0.5421
 4251.340  0.6266
 4251.360  0.7322
 4251.380  0.8349
 4251.400  0.9012
 4251.420  0.9121
 4251.440  0.8706
 4251.460  0.7954
 4251.480  0.7092
 4251.500  0.6315
 4251.520  0.5739
 4251.540  0.5408
 4251.560  0.5360
 4251.580  0.5609
 4251.600  0.6035
 4251.620  0.6405
 4251.640  0.6565
 4251.660  0.6497
 4251.680  0.6252
 4251.700  0.6016
 4251.720  0.6072
 4251.740  0.6550
 4251.760  0.7356
 4251.780  0.8292
 4251.800  0.9080
 4251.820  0.9388
 4251.840  0.9104
 4251.860  0.8438
 4251.880  0.7602
 4251.900  0.6675
 4251.920  0.5841
 4251.940  0.5315
 4251.960  0.5104
 4251.980  0.5076
 4252.000  0.5135
 4252.020  0.5249
 4252.040  0.5394
 4252.060  0.5508
 4252.080  0.5523
 4252.100  0.5477
 4252.120  0.5482
 4252.140  0.5526
 4252.160  0.5480
 4252.180  0.5300
 4252.200  0.5016
 4252.220  0.4588
 4252.240  0.4022
 4252.260  0.3499
 4252.280 -1.0000
 4252.300 -1.0000
 4252.320 -1.0000
 4252.340 -1.0000
 4252.360 -1.0000
 4252.380  0.1393
 4252.400  0.1379
 4252.420  0.1441
 4252.440  0.1539
 4252.460  0.1653
 4252.480  0.1789
 4252.500  0.1959
 4252.520  0.2146
 4252.540  0.2316
 4252.560  0.2452
 4252.580  0.2571
 4252.600  0.2705
 4252.620  0.2865
 4252.640  0.3042
 4252.660  0.3237
 4252.680  0.3496
 4252.700  0.3841
 4252.720  0.4234
 4252.740  0.4689
 4252.760  0.5310
 4252.780  0.6115
 4252.800  0.6919
 4252.820  0.7450
 4252.840  0.7532
 4252.860  0.7180
 4252.880  0.6619
 4252.900  0.6165
 4252.920  0.6053
 4252.940  0.6317
 4252.960  0.6832
 4252.980  0.7443
 4253.000  0.8061
 4253.020  0.8636
 4253.040  0.9101
 4253.060  0.9348
 4253.080  0.9237
 4253.100  0.8641
 4253.120  0.7533
 4253.140  0.6059
 4253.160  0.4528
 4253.180  0.3279
 4253.200  0.2502
 4253.220  0.2163
 4253.240  0.2140
 4253.260  0.2343
 4253.280  0.2657
 4253.300  0.2938
 4253.320  0.3124
 4253.340  0.3248
 4253.360  0.3302
 4253.380  0.3228
 4253.400  0.3068
 4253.420  0.2968
 4253.440 -1.0000
 4253.460 -1.0000
 4253.480 -1.0000
 4253.500 -1.0000
 4253.520 -1.0000
 4253.540 -1.0000
 4253.560 -1.0000
 4253.580 -1.0000
 4253.600 -1.0000
 4253.620 -1.0000
 4253.640 -1.0000
 4253.660 -1.0000
 4253.680 -1.0000
 4253.700 -1.0000
 4253.720 -1.0000
 4253.740 -1.0000
 4253.760 -1.0000
 4253.780 -1.0000
 4253.800 -1.0000
 4253.820 -1.0000
 4253.840  1.0652
 4253.860  1.0522
 4253.880  1.0330
 4253.900  1.0078
 4253.920  0.9690
 4253.940  0.9197
 4253.960  0.8688
 4253.980  0.8209
