           0.9900  1.0000
          -0.1000  0.0000
 4672.000  0.9929  1.0049
 4672.020  0.9838  1.0021
 4672.040  0.9886  1.0017
 4672.060  0.9960  1.0048
 4672.080  1.0061  1.0034
 4672.100  1.0117  1.0031
 4672.120  1.0080  1.0036
 4672.140  0.9969  1.0053
 4672.160  0.9853  1.0034
 4672.180  0.9801  1.0035
 4672.200  0.9845  1.0022
 4672.220  0.9955  0.9992
 4672.240  1.0058  0.9998
 4672.260  1.0091  1.0006
 4672.280  1.0038  1.0015
 4672.300  0.9929  0.9997
 4672.320  0.9820  1.0022
 4672.340  0.9765  1.0017
 4672.360  0.9783  1.0019
 4672.380  0.9854  1.0017
 4672.400  0.9942  1.0026
 4672.420  1.0016  1.0012
 4672.440  1.0054  1.0015
 4672.460  1.0052  1.0007
 4672.480  1.0015  1.0013
 4672.500  0.9958  1.0014
 4672.520  0.9896  1.0020
 4672.540  0.9850  1.0020
 4672.560  0.9831  1.0022
 4672.580  0.9846  1.0029
 4672.600  0.9888  1.0035
 4672.620  0.9944  1.0036
 4672.640  1.0000  1.0036
 4672.660  1.0043  1.0035
 4672.680  1.0071  1.0031
 4672.700  1.0084  1.0021
 4672.720  1.0082  1.0014
 4672.740  1.0064  1.0007
 4672.760  1.0029  1.0005
 4672.780  0.9976  1.0009
 4672.800  0.9910  1.0015
 4672.820  0.9843  1.0022
 4672.840  0.9788  1.0027
 4672.860  0.9757  1.0029
 4672.880  0.9756  1.0028
 4672.900  0.9778  1.0024
 4672.920  0.9808  1.0018
 4672.940  0.9826  1.0013
 4672.960  0.9815  1.0010
 4672.980  0.9771  1.0010
 4673.000  0.9706  1.0011
 4673.020  0.9641  1.0012
 4673.040  0.9604  1.0013
 4673.060  0.9616  1.0014
 4673.080  0.9682  1.0014
 4673.100  0.9786  1.0013
 4673.120  0.9899  1.0014
 4673.140  0.9989  1.0016
 4673.160  1.0030  1.0020
 4673.180  1.0015  1.0024
 4673.200  0.9952  1.0029
 4673.220  0.9865  1.0031
 4673.240  0.9780  1.0032
 4673.260  0.9714  1.0030
 4673.280  0.9672  1.0027
 4673.300  0.9647  1.0023
 4673.320  0.9626  1.0020
 4673.340  0.9599  1.0019
 4673.360  0.9567  1.0019
 4673.380  0.9538  1.0020
 4673.400  0.9526  1.0022
 4673.420  0.9541  1.0022
 4673.440  0.9585  1.0022
 4673.460  0.9647  1.0020
 4673.480  0.9708  1.0019
 4673.500  0.9747  1.0017
 4673.520  0.9750  1.0018
 4673.540  0.9715  1.0019
 4673.560  0.9654  1.0019
 4673.580  0.9587  1.0018
 4673.600  0.9533  1.0014
 4673.620  0.9508  1.0007
 4673.640  0.9514  0.9998
 4673.660  0.9545  0.9991
 4673.680  0.9586  0.9988
 4673.700  0.9620  0.9992
 4673.720  0.9635  1.0002
 4673.740  0.9623  1.0015
 4673.760  0.9583  1.0029
 4673.780  0.9521  1.0038
 4673.800  0.9447  1.0039
 4673.820  0.9371  1.0034
 4673.840  0.9303  1.0025
 4673.860  0.9251  1.0017
 4673.880  0.9220  1.0014
 4673.900  0.9207  1.0020
 4673.920  0.9207  1.0032
 4673.940  0.9204  1.0046
 4673.960  0.9185  1.0057
 4673.980  0.9135  1.0058
 4674.000  0.9042  1.0048
 4674.020  0.8904  1.0028
 4674.040  0.8727  1.0004
 4674.060  0.8527  0.9981
 4674.080  0.8325  0.9966
 4674.100  0.8145  0.9962
 4674.120  0.8013  0.9968
 4674.140  0.7946  0.9981
 4674.160  0.7954  0.9995
 4674.180  0.8040  1.0005
 4674.200  0.8193  1.0010
 4674.220  0.8395  1.0010
 4674.240  0.8621  1.0007
 4674.260  0.8844  1.0005
 4674.280  0.9037  1.0007
 4674.300  0.9185  1.0014
 4674.320  0.9282  1.0024
 4674.340  0.9334  1.0035
 4674.360  0.9357  1.0044
 4674.380  0.9370  1.0046
 4674.400  0.9389  1.0041
 4674.420  0.9426  1.0029
 4674.440  0.9481  1.0013
 4674.460  0.9547  0.9997
 4674.480  0.9615  0.9985
 4674.500  0.9673  0.9980
 4674.520  0.9717  0.9984
 4674.540  0.9743  0.9997
 4674.560  0.9755  1.0014
 4674.580  0.9758  1.0031
 4674.600  0.9758  1.0043
 4674.620  0.9757  1.0047
 4674.640  0.9759  1.0042
 4674.660  0.9763  1.0031
 4674.680  0.9766  1.0016
 4674.700  0.9767  1.0004
 4674.720  0.9761  0.9997
 4674.740  0.9746  0.9997
 4674.760  0.9722  1.0002
 4674.780  0.9694  1.0009
 4674.800  0.9668  1.0016
 4674.820  0.9654  1.0019
 4674.840  0.9662  1.0018
 4674.860  0.9696  1.0014
 4674.880  0.9754  1.0010
 4674.900  0.9824  1.0007
 4674.920  0.9891  1.0006
 4674.940  0.9935  1.0009
 4674.960  0.9946  1.0012
 4674.980  0.9923  1.0015
 4675.000  0.9876  1.0015
 4675.020  0.9826  1.0012
 4675.040  0.9792  1.0006
 4675.060  0.9791  0.9999
 4675.080  0.9824  0.9994
