           1.0400  1.0000
          -0.1400  0.0000
 4797.000  0.7872  0.8392
 4797.020  0.7499  0.7966
 4797.040 -1.0000  0.7247
 4797.060 -1.0000  0.6277
 4797.080 -1.0000  0.5173
 4797.100 -1.0000  0.6967
 4797.120 -1.0000  0.7970
 4797.140  0.6835  0.8656
 4797.160  0.6911  0.9086
 4797.180  0.7061  0.9250
 4797.200  0.7241  0.9427
 4797.220  0.7423  0.9511
 4797.240  0.7602  0.9597
 4797.260  0.7790  0.9668
 4797.280  0.7999  0.9693
 4797.300  0.8237  0.9737
 4797.320  0.8504  0.9778
 4797.340  0.8780  0.9756
 4797.360  0.9032  0.9754
 4797.380  0.9235  0.9712
 4797.400  0.9388  0.9693
 4797.420  0.9518  0.9661
 4797.440  0.9650  0.9611
 4797.460  0.9784  0.9578
 4797.480  0.9907  0.9610
 4797.500  1.0006  0.9633
 4797.520  1.0064  0.9681
 4797.540  1.0075  0.9722
 4797.560  1.0046  0.9756
 4797.580  0.9999  0.9744
 4797.600  0.9955  0.9676
 4797.620  0.9934  0.9548
 4797.640  0.9944  0.9390
 4797.660  0.9978  0.9243
 4797.680  1.0019  0.9215
 4797.700  1.0058  0.9284
 4797.720  1.0092  0.9430
 4797.740  1.0118  0.9603
 4797.760  1.0137  0.9746
 4797.780  1.0161  0.9808
 4797.800  1.0196  0.9773
 4797.820  1.0242  0.9674
 4797.840  1.0283  0.9569
 4797.860  1.0301  0.9516
 4797.880  1.0280  0.9536
 4797.900  1.0220  0.9593
 4797.920  1.0136  0.9604
 4797.940  1.0051  0.9469
 4797.960  0.9993  0.9121
 4797.980  0.9981  0.8562
 4798.000  1.0026  0.7882
 4798.020  1.0119  0.7231
 4798.040  1.0225  0.6779
 4798.060  1.0298  0.6652
 4798.080  1.0307  0.6888
 4798.100  1.0255  0.7418
 4798.120  1.0176  0.8097
 4798.140  1.0108  0.8756
 4798.160  1.0077  0.9260
 4798.180  1.0087  0.9550
 4798.200  1.0123  0.9646
 4798.220  1.0159  0.9619
 4798.240  1.0165  0.9551
 4798.260  1.0123  0.9496
 4798.280  1.0032  0.9465
 4798.300  0.9913  0.9439
 4798.320  0.9796  0.9392
 4798.340  0.9710  0.9323
 4798.360  0.9673  0.9257
 4798.380  0.9683  0.9240
 4798.400  0.9722  0.9307
 4798.420  0.9763  0.9460
 4798.440  0.9787  0.9658
 4798.460  0.9783  0.9832
 4798.480  0.9755  0.9915
 4798.500  0.9710  0.9881
 4798.520  0.9654  0.9753
 4798.540  0.9586  0.9601
 4798.560  0.9496  0.9502
 4798.580  0.9374  0.9502
 4798.600  0.9216  0.9585
 4798.620  0.9026  0.9677
 4798.640  0.8821  0.9669
 4798.660  0.8618  0.9473
 4798.680  0.8438  0.9057
 4798.700  0.8295  0.8479
 4798.720  0.8195  0.7864
 4798.740  0.8131  0.7367
 4798.760  0.8086  0.7119
 4798.780  0.8042  0.7182
 4798.800  0.7995  0.7530
 4798.820  0.7960  0.8059
 4798.840  0.7969  0.8630
 4798.860  0.8051  0.9112
 4798.880  0.8225  0.9421
 4798.900  0.8488  0.9536
 4798.920  0.8815  0.9492
 4798.940  0.9155  0.9357
 4798.960  0.9450  0.9208
 4798.980  0.9649  0.9102
 4799.000  0.9737  0.9068
 4799.020  0.9739  0.9104
 4799.040  0.9710  0.9186
 4799.060  0.9710  0.9282
 4799.080  0.9774  0.9361
 4799.100  0.9903  0.9406
 4799.120  1.0059  0.9414
 4799.140  1.0187  0.9400
 4799.160  1.0232  0.9388
 4799.180  1.0170  0.9400
 4799.200  1.0015  0.9450
 4799.220  0.9817  0.9535
 4799.240  0.9644  0.9636
 4799.260  0.9552  0.9726
 4799.280  0.9563  0.9782
 4799.300  0.9663  0.9796
 4799.320  0.9805  0.9778
 4799.340  0.9934  0.9751
 4799.360  1.0002  0.9739
 4799.380  0.9993  0.9751
 4799.400  0.9926  0.9775
 4799.420  0.9842  0.9784
 4799.440  0.9787  0.9754
 4799.460  0.9792  0.9675
 4799.480  0.9855  0.9565
 4799.500  0.9950  0.9460
 4799.520  1.0033  0.9395
 4799.540  1.0065  0.9379
 4799.560  1.0030  0.9376
 4799.580  0.9938  0.9315
 4799.600  0.9821  0.9115
 4799.620  0.9712  0.8729
 4799.640  0.9638  0.8175
 4799.660  0.9606  0.7555
 4799.680  0.9602  0.7022
 4799.700  0.9596  0.6735
 4799.720  0.9565  0.6795
 4799.740  0.9503  0.7203
 4799.760  0.9429  0.7856
 4799.780  0.9370  0.8582
 4799.800  0.9340  0.9202
 4799.820  0.9336  0.9597
 4799.840  0.9341  0.9743
 4799.860  0.9333  0.9708
 4799.880  0.9292  0.9610
 4799.900  0.9212  0.9559
 4799.920  0.9109  0.9609
 4799.940  0.9015  0.9744
 4799.960  0.8965  0.9895
 4799.980  0.8979  0.9984
 4800.000  0.9064  0.9969
 4800.020  0.9202  0.9865
 4800.040  0.9363  0.9734
 4800.060  0.9513  0.9649
 4800.080  0.9622  0.9656
 4800.100  0.9680  0.9746
 4800.120  0.9696  0.9863
 4800.140  0.9691  0.9936
 4800.160  0.9683  0.9916
 4800.180  0.9684  0.9806
 4800.200  0.9693  0.9659
 4800.220  0.9701  0.9549
 4800.240  0.9702  0.9527
 4800.260  0.9694  0.9583
 4800.280  0.9682  0.9647
 4800.300  0.9678  0.9610
 4800.320  0.9691  0.9373
 4800.340  0.9723  0.8905
 4800.360  0.9769  0.8262
 4800.380  0.9812  0.7579
 4800.400  0.9836  0.7028
 4800.420  0.9830  0.6754
 4800.440  0.9802  0.6825
 4800.460  0.9774  0.7211
 4800.480  0.9766  0.7800
 4800.500  0.9783  0.8440
 4800.520  0.9817  0.8995
 4800.540  0.9849  0.9379
 4800.560  0.9860  0.9580
 4800.580  0.9837  0.9639
 4800.600  0.9776  0.9626
 4800.620  0.9688  0.9606
 4800.640  0.9594  0.9614
 4800.660  0.9512  0.9658
 4800.680  0.9457  0.9722
 4800.700  0.9429  0.9783
 4800.720  0.9418  0.9823
 4800.740  0.9412  0.9840
 4800.760  0.9399  0.9838
 4800.780  0.9378  0.9828
 4800.800  0.9355  0.9818
 4800.820  0.9343  0.9812
 4800.840  0.9353  0.9808
 4800.860  0.9394  0.9804
 4800.880  0.9464  0.9793
 4800.900  0.9554  0.9769
 4800.920  0.9652  0.9724
 4800.940  0.9744  0.9648
 4800.960  0.9823  0.9538
 4800.980  0.9884  0.9396
 4801.000  0.9931  0.9239
 4801.020  0.9969  0.9090
 4801.040  1.0006  0.8981
 4801.060  1.0049  0.8937
 4801.080  1.0098  0.8970
 4801.100  1.0151  0.9072
 4801.120  1.0202  0.9214
 4801.140  1.0244  0.9351
