           1.0700  1.0000
          -0.1400  0.0000
 4872.000  0.9814  0.6824
 4872.020  1.0522  0.6736
 4872.040  1.0485  0.6995
 4872.060  1.0514  0.7295
 4872.080  1.0523  0.7523
 4872.100  1.0606  0.7713
 4872.120  1.0766  0.7885
 4872.140  1.0937  0.8000
 4872.160  1.1003  0.8018
 4872.180  1.0852  0.7940
 4872.200  1.0500  0.7694
 4872.220  1.0149  0.7245
 4872.240 -1.0000  0.6812
 4872.260 -1.0000  0.6003
 4872.280 -1.0000  0.4907
 4872.300 -1.0000  0.3807
 4872.320 -1.0000  0.5127
 4872.340 -1.0000  0.6321
 4872.360 -1.0000  0.7214
 4872.380  0.9818  0.7844
 4872.400  0.9962  0.8277
 4872.420  1.0098  0.8614
 4872.440  1.0176  0.8773
 4872.460  1.0216  0.8804
 4872.480  1.0242  0.8776
 4872.500  1.0262  0.8748
 4872.520  1.0267  0.8755
 4872.540  1.0251  0.8821
 4872.560  1.0224  0.8903
 4872.580  1.0211  0.8967
 4872.600  1.0235  0.8974
 4872.620  1.0304  0.8914
 4872.640  1.0398  0.8804
 4872.660  1.0478  0.8692
 4872.680  1.0501  0.8618
 4872.700  1.0441  0.8593
 4872.720  1.0305  0.8601
 4872.740  1.0132  0.8597
 4872.760  0.9973  0.8534
 4872.780  0.9871  0.8385
 4872.800  0.9841  0.8161
 4872.820  0.9867  0.7901
 4872.840  0.9904  0.7652
 4872.860  0.9903  0.7440
 4872.880  0.9845  0.7247
 4872.900  0.9768  0.7012
 4872.920 -1.0000  0.6646
 4872.940 -1.0000  0.6077
 4872.960 -1.0000  0.5281
 4872.980 -1.0000  0.4306
 4873.000 -1.0000  0.3261
 4873.020 -1.0000  0.2296
 4873.040 -1.0000  0.1543
 4873.060 -1.0000  0.1073
 4873.080 -1.0000  0.0879
 4873.100 -1.0000  0.0888
 4873.120 -1.0000  0.1005
 4873.140 -1.0000  0.1154
 4873.160 -1.0000  0.1312
 4873.180 -1.0000  0.1517
 4873.200 -1.0000  0.1840
 4873.220 -1.0000  0.2343
 4873.240 -1.0000  0.3045
 4873.260 -1.0000  0.3903
 4873.280 -1.0000  0.4818
 4873.300 -1.0000  0.5677
 4873.320 -1.0000  0.6387
 4873.340 -1.0000  0.6909
 4873.360  0.9680  0.7261
 4873.380  0.9847  0.7503
 4873.400  1.0066  0.7704
 4873.420  1.0268  0.7911
 4873.440  1.0416  0.8135
 4873.460  1.0507  0.8353
 4873.480  1.0560  0.8533
 4873.500  1.0595  0.8651
 4873.520  1.0623  0.8711
 4873.540  1.0640  0.8737
 4873.560  1.0634  0.8765
 4873.580  1.0598  0.8816
 4873.600  1.0533  0.8893
 4873.620  1.0459  0.8976
 4873.640  1.0398  0.9037
 4873.660  1.0369  0.9059
 4873.680  1.0379  0.9043
 4873.700  1.0415  0.9013
 4873.720  1.0457  0.8996
 4873.740  1.0481  0.9011
 4873.760  1.0479  0.9052
 4873.780  1.0457  0.9094
 4873.800  1.0434  0.9105
 4873.820  1.0425  0.9065
