intspec/vucd3_combine_best8_in    0.000    1.000    0.652   32.965    0.590  705.138  704.103    3.002   51.710   51.364    2.642    0.000    0.000    0.000    0.000    0.000    0.000   14.264   16.232    1.853    3.633    3.273    0.246    1.390
intspec/vucd3_combine_best8_in    1.000    1.800    1.380   36.492    0.429  709.275  708.392    3.001   49.877   49.611    2.289    0.000    0.000    0.000    0.000    0.000    0.000   14.799   16.915    2.157    3.678    3.176    0.278    0.978
intspec/vucd3_combine_best8_in    1.800    2.800    2.271   34.142    0.421  710.372  709.005    3.219   49.082   48.415    2.643    0.000    0.000    0.000    0.000    0.000    0.000   15.800   18.210    2.230    3.601    2.902    0.378    1.072
intspec/vucd3_combine_best8_in    2.800    4.000    3.345   25.406    0.416  705.115  703.961    3.913   45.708   44.798    3.186    0.000    0.000    0.000    0.000    0.000    0.000   16.453   19.484    2.252    2.960    2.338    0.490    0.749
intspec/vucd3_combine_best8_in    4.000    8.000    5.877   17.779    1.272  694.866  693.389    2.422   41.619   40.792    2.089    0.000    0.000    0.000    0.000    0.000    0.000   18.461   19.374    2.820    3.543    2.507    0.531    1.855
intspec/vucd3_combine_best8_in    8.000   12.000    9.892   10.721    0.860  711.503  708.647    4.116   33.665   30.914    4.494    0.000    0.000    0.000    0.000    0.000    0.000   17.742   19.099    3.239    3.420    2.861    0.534    0.989
