           1.03    1.05  
          -0.38    0.21  
 4347.000  1.0293  1.0383
 4347.020  1.0087  1.0432
 4347.040  0.9738  1.0435
 4347.060  0.9250  1.0448
 4347.080  0.8481  1.0454
 4347.100  0.7438  1.0468
 4347.120  0.6274  1.0559
 4347.140  0.5190  1.0713
 4347.160  0.4372 -1.0000
 4347.180  0.3986 -1.0000
 4347.200  0.4066 -1.0000
 4347.220  0.4457 -1.0000
 4347.240  0.4955 -1.0000
 4347.260  0.5476  1.0484
 4347.280  0.6078  1.0588
 4347.300  0.6823  1.0683
 4347.320  0.7643  1.0589
 4347.340  0.8389  1.0411
 4347.360  0.9025  1.0413
 4347.380  0.9619  1.0567
 4347.400  1.0131  1.0690
 4347.420  1.0448  1.0750
 4347.440  1.0566 -1.0000
 4347.460  1.0529 -1.0000
 4347.480  1.0382 -1.0000
 4347.500  1.0273 -1.0000
 4347.520  1.0314 -1.0000
 4347.540  1.0386  1.0608
 4347.560  1.0374  1.0549
 4347.580  1.0368  1.0534
 4347.600  1.0419  1.0582
 4347.620  1.0428  1.0625
 4347.640  1.0428  1.0601
 4347.660  1.0555  1.0538
 4347.680  1.0723 -1.0000
 4347.700  1.0686 -1.0000
 4347.720  1.0431 -1.0000
 4347.740  1.0215 -1.0000
 4347.760  1.0223 -1.0000
 4347.780  1.0353 -1.0000
 4347.800  1.0401  1.0254
 4347.820  1.0361  1.0084
 4347.840  1.0342  0.9839
 4347.860  1.0350  0.9338
 4347.880  1.0338  0.8476
 4347.900  1.0318  0.7340
 4347.920  1.0304  0.6064
 4347.940  1.0279  0.4920
 4347.960  1.0259  0.4271
 4347.980  1.0273  0.4201
 4348.000  1.0304  0.4531
 4348.020  1.0320  0.5074
 4348.040  1.0324  0.5583
 4348.060  1.0338  0.5805
 4348.080  1.0367  0.5861
 4348.100  1.0396  0.6141
 4348.120  1.0384  0.6788
 4348.140  1.0296  0.7664
 4348.160  1.0180  0.8618
 4348.180  1.0163  0.9471
 4348.200  1.0279  1.0041
 4348.220  1.0380  1.0303
 4348.240  1.0364  1.0368
 4348.260  1.0327  1.0347
 4348.280  1.0350  1.0333
 4348.300  1.0352  1.0374
 4348.320  1.0280  1.0432
 4348.340  1.0213  1.0458
 4348.360  1.0199  1.0461
 4348.380  1.0176  1.0447
 4348.400  1.0092  1.0399
 4348.420  0.9903  1.0347
 4348.440  0.9467  1.0339
 4348.460  0.8641  1.0364
 4348.480  0.7476  1.0386
 4348.500  0.6210  1.0407
 4348.520  0.5105  1.0444
 4348.540  0.4387  1.0486
 4348.560  0.4188  1.0486
 4348.580  0.4453  1.0439
 4348.600  0.4933  1.0394
 4348.620  0.5357  1.0380
 4348.640  0.5588  1.0375
 4348.660  0.5677  1.0378
 4348.680  0.5875  1.0385
 4348.700  0.6481  1.0361
 4348.720  0.7504  1.0313
 4348.740  0.8593  1.0308
 4348.760  0.9422  1.0360
 4348.780  0.9946  1.0431
 4348.800  1.0228  1.0520
 4348.820  1.0326  1.0618
 4348.840  1.0389  1.0666
 4348.860  1.0510 -1.0000
 4348.880 -1.0000 -1.0000
 4348.900 -1.0000 -1.0000
 4348.920 -1.0000 -1.0000
 4348.940 -1.0000 -1.0000
 4348.960 -1.0000 -1.0000
 4348.980 -1.0000 -1.0000
 4349.000 -1.0000 -1.0000
 4349.020  1.0317  0.9273
 4349.040  1.0343  0.9249
 4349.060  1.0400  0.9251
 4349.080  1.0406  0.9306
 4349.100  1.0351  0.9453
 4349.120  1.0311  0.9617
 4349.140  1.0302  0.9627
 4349.160  1.0292  0.9350
 4349.180  1.0296  0.8701
 4349.200  1.0324  0.7668
 4349.220  1.0328  0.6425
 4349.240  1.0280  0.5272
 4349.260  1.0203  0.4482
 4349.280  1.0132  0.4216
 4349.300  1.0087  0.4488
 4349.320  1.0090  0.5126
 4349.340  1.0138  0.5821
 4349.360  1.0194  0.6251
 4349.380  1.0213  0.6271
 4349.400  1.0170  0.6067
 4349.420  1.0066  0.6021
 4349.440  0.9940  0.6408
 4349.460  0.9871  0.7234
 4349.480  0.9894  0.8280
 4349.500  0.9940  0.9212
 4349.520  0.9902  0.9805
 4349.540  0.9760  1.0110
 4349.560  0.9571  1.0269
 4349.580  0.9389  1.0325
 4349.600  0.9231  1.0328
 4349.620  0.9116  1.0375
 4349.640  0.9072  1.0433
 4349.660  0.9125  1.0422
 4349.680  0.9267  1.0410
 4349.700  0.9428  1.0467
 4349.720  0.9497  1.0544
 4349.740  0.9368  1.0642
 4349.760  0.8940  1.0774
 4349.780  0.8136 -1.0000
 4349.800  0.6981 -1.0000
 4349.820  0.5683 -1.0000
 4349.840  0.4642 -1.0000
 4349.860  0.4189 -1.0000
 4349.880  0.4331 -1.0000
 4349.900  0.4877  1.0541
 4349.920  0.5584  1.0562
 4349.940  0.6123  1.0513
 4349.960  0.6237  1.0436
 4349.980  0.6043  1.0424
 4350.000  0.5956  1.0457
 4350.020  0.6279  1.0469
 4350.040  0.7000  1.0463
 4350.060  0.7944  1.0457
 4350.080  0.8907  1.0439
 4350.100  0.9674  1.0441
 4350.120  1.0111  1.0484
 4350.140  1.0266  1.0502
 4350.160  1.0295  1.0462
 4350.180  1.0308  1.0453
 4350.200  1.0315  1.0509
 4350.220  1.0304  1.0522
 4350.240  1.0305  1.0468
 4350.260  1.0333  1.0438
 4350.280  1.0353  1.0417
 4350.300  1.0370  1.0349
 4350.320  1.0446  1.0316
 4350.340  1.0555  1.0362
 4350.360  1.0566  1.0304
 4350.380  1.0434  0.9955
 4350.400  1.0265  0.9311
 4350.420  1.0208  0.8431
 4350.440  1.0316  0.7361
 4350.460  1.0480  0.6255
 4350.480  1.0553  0.5465
 4350.500  1.0510 -1.0000
 4350.520  1.0368 -1.0000
 4350.540  1.0172 -1.0000
 4350.560  1.0103 -1.0000
 4350.580  1.0237 -1.0000
 4350.600  1.0371  0.7224
 4350.620  1.0403  0.6907
 4350.640  1.0502  0.6577
 4350.660  1.0698 -1.0000
 4350.680 -1.0000 -1.0000
 4350.700 -1.0000 -1.0000
 4350.720 -1.0000 -1.0000
 4350.740 -1.0000 -1.0000
 4350.760 -1.0000 -1.0000
 4350.780  1.0613 -1.0000
 4350.800  1.0536  1.0179
 4350.820  1.0458  1.0276
 4350.840  1.0380  1.0330
 4350.860  1.0329  1.0392
 4350.880  1.0359  1.0515
 4350.900  1.0429  1.0667
 4350.920  1.0406  1.0711
 4350.940  1.0254  1.0596
 4350.960  1.0028  1.0443
 4350.980 -1.0000 -1.0000
 4351.000 -1.0000 -1.0000
 4351.020 -1.0000 -1.0000
 4351.040 -1.0000 -1.0000
 4351.060 -1.0000 -1.0000
 4351.080 -1.0000 -1.0000
 4351.100 -1.0000 -1.0000
 4351.120  0.4645  1.0396
 4351.140  0.5292  1.0533
 4351.160  0.6180  1.0694
 4351.180  0.6747  1.0698
 4351.200  0.6742  1.0564
 4351.220  0.6378  1.0467
 4351.240  0.6057  1.0454
 4351.260  0.6077  1.0474
 4351.280  0.6565  1.0508
 4351.300  0.7467  1.0522
 4351.320  0.8503  1.0488
 4351.340  0.9332  1.0445
 4351.360  0.9840  1.0424
 4351.380  1.0140  1.0415
 4351.400  1.0321  1.0417
 4351.420  1.0392  1.0415
 4351.440  1.0416  1.0401
 4351.460  1.0472  1.0437
 4351.480  1.0514  1.0533
 4351.500  1.0476  1.0547
 4351.520  1.0423  1.0356
 4351.540  1.0420  0.9977
 4351.560  1.0434  0.9403
 4351.580  1.0437  0.8510
 4351.600  1.0424  0.7262
 4351.620  1.0402  0.5925
 4351.640  1.0383  0.4876
 4351.660  1.0347  0.4310
 4351.680  1.0294  0.4303
 4351.700  1.0282  0.4884
 4351.720  1.0321  0.5868
 4351.740  1.0356  0.6832
 4351.760  1.0369  0.7346
 4351.780  1.0390  0.7240
 4351.800  1.0400  0.6707
 4351.820  1.0360  0.6178
 4351.840  1.0309  0.6062
 4351.860  1.0324  0.6537
 4351.880  1.0394  0.7475
 4351.900  1.0432  0.8530
 4351.920  1.0401  0.9367
 4351.940  1.0355  0.9878
 4351.960  1.0340  1.0144
 4351.980  1.0337  1.0257
 4352.000  1.0321  1.0278
 4352.020  1.0310  1.0289
 4352.040  1.0327  1.0342
 4352.060  1.0357  1.0408
 4352.080  1.0350  1.0429
 4352.100  1.0243  1.0387
 4352.120  0.9978  1.0316
 4352.140  0.9483  1.0261
 4352.160  0.8678  1.0250
 4352.180  0.7567  1.0303
 4352.200  0.6312  1.0393
 4352.220  0.5198  1.0452
 4352.240  0.4499  1.0444
 4352.260  0.4351  1.0404
 4352.280  0.4730  1.0378
 4352.300  0.5484  1.0380
 4352.320  0.6348  1.0407
 4352.340  0.6978  1.0439
 4352.360  0.7112  1.0463
 4352.380  0.6768  1.0478
 4352.400  0.6255  1.0481
 4352.420  0.5973  1.0458
 4352.440  0.6188  1.0421
 4352.460  0.6914  1.0403
 4352.480  0.7922  1.0408
 4352.500  0.8875  1.0414
 4352.520  0.9536  1.0419
 4352.540  0.9905  1.0414
 4352.560  1.0116  1.0376
 4352.580  1.0240  1.0289
 4352.600  1.0265  1.0120
 4352.620  1.0228  0.9799
 4352.640  1.0213  0.9246
 4352.660  1.0241  0.8423
 4352.680  1.0270  0.7356
 4352.700  1.0286  0.6179
 4352.720  1.0313  0.5145
 4352.740  1.0343  0.4516
 4352.760  1.0342  0.4452
 4352.780  1.0314  0.4989
 4352.800  1.0293  0.5974
 4352.820  1.0300  0.7006
 4352.840  1.0324  0.7591
 4352.860  1.0343  0.7491
 4352.880  1.0355  0.6884
 4352.900  1.0367  0.6195
 4352.920  1.0369  0.5833
 4352.940  1.0351  0.6042
 4352.960  1.0322  0.6816
 4352.980  1.0301  0.7896
 4353.000  1.0293  0.8899
 4353.020  1.0285  0.9565
