           1.00    1.01  
          -0.39    0.21  
 4472.000  0.9833  1.0348
 4472.020  0.9677  0.9929
 4472.040  0.9433  0.9900
 4472.060  0.9527  1.0038
 4472.080  0.9732  1.0231
 4472.100  0.9835  1.0265
 4472.120  0.9851  1.0193
 4472.140  0.9910  1.0175
 4472.160  1.0029  1.0203
 4472.180  1.0122  1.0192
 4472.200  1.0142  1.0172
 4472.220  1.0110  1.0198
 4472.240  1.0047  1.0224
 4472.260  0.9981  1.0204
 4472.280  0.9970  1.0160
 4472.300  1.0026  1.0126
 4472.320  1.0081  1.0115
 4472.340  1.0079  1.0110
 4472.360  1.0029  1.0087
 4472.380  0.9976  1.0081
 4472.400  0.9925  1.0130
 4472.420  0.9858  1.0172
 4472.440  0.9797  1.0149
 4472.460  0.9788  1.0117
 4472.480  0.9830  1.0125
 4472.500  0.9885  1.0130
 4472.520  0.9935  1.0121
 4472.540  0.9974  1.0141
 4472.560  0.9985  1.0170
 4472.580  0.9983  1.0164
 4472.600  0.9998  1.0139
 4472.620  1.0003  1.0117
 4472.640  0.9957  1.0087
 4472.660  0.9887  1.0061
 4472.680  0.9859  1.0070
 4472.700  0.9893  1.0123
 4472.720  0.9923  1.0200
 4472.740  0.9923  1.0262
 4472.760  0.9956  1.0281
 4472.780  1.0033  1.0270
 4472.800  1.0067  1.0243
 4472.820  1.0028  1.0209
 4472.840  0.9993  1.0188
 4472.860  0.9993  1.0191
 4472.880  0.9979  1.0199
 4472.900  0.9943  1.0182
 4472.920  0.9935  1.0126
 4472.940  0.9973  1.0039
 4472.960  0.9998  0.9940
 4472.980  0.9963  0.9852
 4473.000  0.9912  0.9794
 4473.020  0.9906  0.9790
 4473.040  0.9935  0.9854
 4473.060  0.9954  0.9958
 4473.080  0.9960  1.0048
 4473.100  0.9981  1.0088
 4473.120  1.0017  1.0086
 4473.140  1.0027  1.0087
 4473.160  1.0003  1.0130
 4473.180  0.9965  1.0200
 4473.200  0.9935  1.0239
 4473.220  0.9917  1.0223
 4473.240  0.9899  1.0178
 4473.260  0.9887  1.0127
 4473.280  0.9905  1.0074
 4473.300  0.9955  1.0055
 4473.320  1.0007  1.0110
 4473.340  1.0029  1.0199
 4473.360  1.0022  1.0237
 4473.380  1.0016  1.0214
 4473.400  1.0045  1.0177
 4473.420  1.0086  1.0142
 4473.440  1.0083  1.0105
 4473.460  1.0042  1.0076
 4473.480  1.0025  1.0042
 4473.500  1.0057  0.9973
 4473.520  1.0072  0.9901
 4473.540  0.9998  0.9882
 4473.560  0.9869  0.9919
 4473.580  0.9774  0.9988
 4473.600  0.9729  1.0074
 4473.620  0.9704  1.0147
 4473.640  0.9698  1.0183
 4473.660  0.9729  1.0209
 4473.680  0.9790  1.0236
 4473.700  0.9870  1.0224
 4473.720  0.9949  1.0178
 4473.740  0.9992  1.0169
 4473.760  0.9988  1.0200
 4473.780  0.9980  1.0209
 4473.800  0.9994  1.0184
 4473.820  0.9999  1.0161
 4473.840  0.9988  1.0142
 4473.860  1.0004  1.0110
 4473.880  1.0042  1.0071
 4473.900  1.0056  1.0003
 4473.920  1.0039  0.9886
 4473.940  1.0023  0.9792
 4473.960  1.0025  0.9821
 4473.980  1.0020  0.9943
 4474.000  0.9978  1.0027
 4474.020  0.9919  1.0041
 4474.040  0.9888  1.0048
 4474.060  0.9894  1.0065
 4474.080  0.9888  1.0065
 4474.100  0.9835  1.0069
 4474.120  0.9770  1.0097
 4474.140  0.9755  1.0133
 4474.160  0.9808  1.0172
 4474.180  0.9891  1.0205
 4474.200  0.9954  1.0198
 4474.220  0.9998  1.0161
 4474.240  1.0052  1.0156
 4474.260  1.0093  1.0200
 4474.280  1.0077  1.0252
 4474.300  1.0029  1.0267
 4474.320  1.0012  1.0225
 4474.340  1.0035  1.0140
 4474.360  1.0054  1.0065
 4474.380  1.0047  1.0033
 4474.400  1.0039  1.0025
 4474.420  1.0051  1.0025
 4474.440  1.0049  1.0044
 4474.460  1.0005  1.0069
 4474.480  0.9933  1.0072
 4474.500  0.9847  1.0069
 4474.520  0.9760  1.0090
 4474.540  0.9703  1.0121
 4474.560  0.9693  1.0129
 4474.580  0.9722  1.0125
 4474.600  0.9797  1.0136
 4474.620  0.9911  1.0164
 4474.640  1.0013  1.0190
