           0.97    0.95  
          -0.43    0.23  
 4872.000  0.9294  0.8896
 4872.020  0.9485  0.8805
 4872.040  0.9514  0.9028
 4872.060  0.9537  0.9159
 4872.080  0.9572  0.9264
 4872.100  0.9621  0.9365
 4872.120  0.9642  0.9449
 4872.140  0.9668  0.9485
 4872.160  0.9719  0.9519
 4872.180  0.9723  0.9582
 4872.200  0.9654 -1.0000
 4872.220 -1.0000 -1.0000
 4872.240 -1.0000 -1.0000
 4872.260 -1.0000 -1.0000
 4872.280 -1.0000 -1.0000
 4872.300 -1.0000 -1.0000
 4872.320 -1.0000 -1.0000
 4872.340 -1.0000 -1.0000
 4872.360 -1.0000 -1.0000
 4872.380 -1.0000 -1.0000
 4872.400  0.9541  0.9524
 4872.420  0.9648  0.9568
 4872.440  0.9715  0.9560
 4872.460  0.9720  0.9544
 4872.480  0.9721  0.9559
 4872.500  0.9721  0.9540
 4872.520  0.9679  0.9459
 4872.540  0.9626  0.9376
 4872.560  0.9605  0.9340
 4872.580  0.9574  0.9381
 4872.600  0.9483  0.9487
 4872.620  0.9358  0.9569
 4872.640  0.9223  0.9565
 4872.660  0.9075  0.9544
 4872.680  0.8979  0.9574
 4872.700  0.9044  0.9626
 4872.720  0.9247  0.9649
 4872.740  0.9446  0.9633
 4872.760  0.9571  0.9584
 4872.780  0.9646  0.9557
 4872.800  0.9674  0.9604
 4872.820  0.9648  0.9677
 4872.840  0.9616  0.9685
 4872.860  0.9627  0.9640
 4872.880  0.9663 -1.0000
 4872.900 -1.0000 -1.0000
 4872.920 -1.0000 -1.0000
 4872.940 -1.0000 -1.0000
 4872.960 -1.0000 -1.0000
 4872.980 -1.0000 -1.0000
 4873.000 -1.0000 -1.0000
 4873.020 -1.0000 -1.0000
 4873.040 -1.0000 -1.0000
 4873.060 -1.0000 -1.0000
 4873.080 -1.0000 -1.0000
 4873.100 -1.0000 -1.0000
 4873.120 -1.0000 -1.0000
 4873.140 -1.0000 -1.0000
 4873.160 -1.0000 -1.0000
 4873.180 -1.0000 -1.0000
 4873.200 -1.0000 -1.0000
 4873.220 -1.0000 -1.0000
 4873.240 -1.0000 -1.0000
 4873.260 -1.0000 -1.0000
 4873.280 -1.0000 -1.0000
 4873.300 -1.0000 -1.0000
 4873.320 -1.0000 -1.0000
 4873.340 -1.0000 -1.0000
 4873.360  0.9682 -1.0000
 4873.380  0.9637  0.9579
 4873.400  0.9599  0.9553
 4873.420  0.9587  0.9528
 4873.440  0.9583  0.9519
 4873.460  0.9566  0.9531
 4873.480  0.9545  0.9555
 4873.500  0.9523  0.9566
 4873.520  0.9485  0.9538
 4873.540  0.9434  0.9483
 4873.560  0.9388  0.9450
 4873.580  0.9361  0.9458
 4873.600  0.9369  0.9470
 4873.620  0.9425  0.9448
 4873.640  0.9507  0.9396
 4873.660  0.9562  0.9320
 4873.680  0.9575  0.9213
 4873.700  0.9594  0.9077
 4873.720  0.9648  0.8961
 4873.740  0.9700  0.8938
 4873.760  0.9718  0.9027
 4873.780  0.9712  0.9164
 4873.800  0.9694  0.9285
 4873.820  0.9662  0.9369
 4873.840  0.9661  0.9419
 4873.860  0.9734  0.9449
 4873.880  0.9808  0.9477
 4873.900  0.9798  0.9495
 4873.920  0.9761  0.9487
 4873.940  0.9776  0.9473
 4873.960  0.9788  0.9470
 4873.980  0.9746  0.9467
 4874.000 -1.0000 -1.0000
 4874.020 -1.0000 -1.0000
 4874.040 -1.0000 -1.0000
 4874.060 -1.0000 -1.0000
 4874.080 -1.0000 -1.0000
 4874.100 -1.0000 -1.0000
 4874.120 -1.0000 -1.0000
 4874.140 -1.0000 -1.0000
 4874.160 -1.0000 -1.0000
 4874.180 -1.0000 -1.0000
 4874.200  0.9757 -1.0000
 4874.220 -1.0000 -1.0000
 4874.240 -1.0000 -1.0000
 4874.260 -1.0000 -1.0000
 4874.280 -1.0000 -1.0000
 4874.300 -1.0000 -1.0000
 4874.320 -1.0000 -1.0000
 4874.340 -1.0000 -1.0000
 4874.360 -1.0000 -1.0000
 4874.380 -1.0000 -1.0000
 4874.400 -1.0000 -1.0000
 4874.420 -1.0000 -1.0000
 4874.440 -1.0000 -1.0000
 4874.460 -1.0000 -1.0000
 4874.480 -1.0000 -1.0000
 4874.500 -1.0000 -1.0000
 4874.520 -1.0000 -1.0000
 4874.540 -1.0000 -1.0000
 4874.560 -1.0000 -1.0000
 4874.580 -1.0000 -1.0000
 4874.600 -1.0000 -1.0000
 4874.620 -1.0000 -1.0000
 4874.640 -1.0000 -1.0000
 4874.660  0.9131 -1.0000
 4874.680  0.9151  0.9631
 4874.700  0.9187  0.9640
 4874.720  0.9214  0.9639
 4874.740  0.9206  0.9612
 4874.760  0.9180  0.9567
 4874.780  0.9187  0.9526
 4874.800  0.9252  0.9492
 4874.820  0.9343  0.9468
 4874.840  0.9424  0.9470
 4874.860  0.9493  0.9493
 4874.880  0.9560  0.9518
 4874.900  0.9608  0.9538
 4874.920  0.9625  0.9546
 4874.940  0.9640  0.9534
 4874.960  0.9671  0.9536
 4874.980  0.9684  0.9582
 4875.000  0.9661  0.9634
 4875.020  0.9648  0.9641
 4875.040  0.9688  0.9622
 4875.060  0.9749  0.9616
 4875.080  0.9751  0.9625
 4875.100  0.9687  0.9641
 4875.120  0.9620  0.9656
 4875.140  0.9599  0.9647
 4875.160  0.9619  0.9618
 4875.180  0.9660  0.9598
 4875.200  0.9704  0.9591
 4875.220  0.9734  0.9589
 4875.240  0.9743  0.9613
 4875.260  0.9735  0.9647
 4875.280  0.9717  0.9655
 4875.300  0.9713  0.9649
 4875.320  0.9737  0.9660
 4875.340  0.9761  0.9677
 4875.360  0.9744  0.9697
 4875.380  0.9711  0.9735
 4875.400  0.9709  0.9781
 4875.420  0.9733  0.9806
 4875.440  0.9748  0.9800
 4875.460  0.9751  0.9768
 4875.480  0.9769  0.9729
 4875.500  0.9799  0.9726
 4875.520  0.9818  0.9759
 4875.540 -1.0000 -1.0000
 4875.560 -1.0000 -1.0000
 4875.580 -1.0000 -1.0000
 4875.600 -1.0000 -1.0000
 4875.620 -1.0000 -1.0000
 4875.640 -1.0000 -1.0000
 4875.660 -1.0000 -1.0000
 4875.680 -1.0000 -1.0000
 4875.700 -1.0000 -1.0000
 4875.720 -1.0000 -1.0000
 4875.740 -1.0000 -1.0000
 4875.760 -1.0000 -1.0000
 4875.780 -1.0000 -1.0000
 4875.800 -1.0000 -1.0000
 4875.820 -1.0000 -1.0000
 4875.840 -1.0000 -1.0000
 4875.860 -1.0000 -1.0000
 4875.880 -1.0000 -1.0000
 4875.900 -1.0000 -1.0000
 4875.920 -1.0000 -1.0000
 4875.940 -1.0000 -1.0000
 4875.960 -1.0000 -1.0000
 4875.980  0.9646 -1.0000
 4876.000  0.9641  0.9417
 4876.020  0.9669  0.9363
 4876.040  0.9700  0.9299
 4876.060  0.9677  0.9228
 4876.080  0.9627  0.9138
 4876.100  0.9628  0.9035
 4876.120  0.9663  0.8972
 4876.140  0.9673  0.9006
 4876.160  0.9675  0.9112
 4876.180  0.9698  0.9225
 4876.200  0.9712  0.9329
 4876.220  0.9687  0.9412
 4876.240  0.9661  0.9443
 4876.260  0.9667  0.9435
 4876.280  0.9672  0.9437
 4876.300  0.9656  0.9454
 4876.320  0.9653  0.9462
 4876.340  0.9661  0.9464
 4876.360  0.9625  0.9480
 4876.380  0.9558  0.9513
 4876.400  0.9537  0.9546
 4876.420  0.9567  0.9567
 4876.440  0.9580  0.9574
 4876.460  0.9555  0.9576
 4876.480  0.9529  0.9571
 4876.500  0.9503  0.9554
 4876.520  0.9439  0.9533
 4876.540  0.9347  0.9536
 4876.560  0.9298  0.9573
 4876.580  0.9341  0.9609
 4876.600  0.9458  0.9612
 4876.620  0.9591  0.9597
 4876.640  0.9657  0.9592
 4876.660  0.9604  0.9615
 4876.680  0.9485  0.9673
 4876.700  0.9383  0.9741
 4876.720  0.9305 -1.0000
 4876.740  0.9229 -1.0000
 4876.760  0.9169 -1.0000
 4876.780  0.9149 -1.0000
 4876.800  0.9167 -1.0000
 4876.820  0.9192 -1.0000
 4876.840 -1.0000 -1.0000
 4876.860 -1.0000 -1.0000
 4876.880 -1.0000 -1.0000
 4876.900 -1.0000 -1.0000
 4876.920 -1.0000 -1.0000
 4876.940 -1.0000 -1.0000
 4876.960 -1.0000 -1.0000
 4876.980 -1.0000 -1.0000
 4877.000 -1.0000 -1.0000
 4877.020 -1.0000 -1.0000
 4877.040 -1.0000 -1.0000
 4877.060 -1.0000 -1.0000
 4877.080 -1.0000 -1.0000
 4877.100 -1.0000 -1.0000
 4877.120 -1.0000 -1.0000
 4877.140 -1.0000 -1.0000
 4877.160 -1.0000 -1.0000
 4877.180 -1.0000 -1.0000
 4877.200 -1.0000 -1.0000
 4877.220  0.9647 -1.0000
 4877.240  0.9619  0.9484
 4877.260  0.9613  0.9490
 4877.280  0.9653  0.9459
 4877.300  0.9706  0.9382
 4877.320  0.9726  0.9254
 4877.340  0.9713  0.9086
 4877.360  0.9670  0.8940
 4877.380  0.9576  0.8856
 4877.400  0.9467  0.8828
 4877.420  0.9415  0.8898
 4877.440  0.9389  0.9090
 4877.460  0.9318  0.9295
 4877.480  0.9225 -1.0000
 4877.500 -1.0000 -1.0000
 4877.520 -1.0000 -1.0000
 4877.540 -1.0000 -1.0000
 4877.560 -1.0000 -1.0000
 4877.580 -1.0000 -1.0000
 4877.600 -1.0000 -1.0000
 4877.620 -1.0000 -1.0000
 4877.640 -1.0000 -1.0000
 4877.660  0.8799 -1.0000
 4877.680  0.8809  0.9586
 4877.700  0.8877  0.9562
 4877.720  0.8968  0.9500
 4877.740  0.9074  0.9466
 4877.760  0.9231  0.9447
 4877.780  0.9411  0.9360
 4877.800  0.9542  0.9215
 4877.820  0.9608  0.9073
 4877.840  0.9636  0.8966
 4877.860  0.9634  0.8944
 4877.880  0.9612  0.9020
 4877.900  0.9601  0.9113
 4877.920  0.9600  0.9196
 4877.940  0.9564  0.9334
 4877.960  0.9481  0.9503
 4877.980  0.9373  0.9583
 4878.000  0.9256  0.9563
 4878.020  0.9160  0.9539
 4878.040  0.9138  0.9552
 4878.060  0.9195  0.9571
 4878.080  0.9277  0.9580
 4878.100  0.9333  0.9582
 4878.120 -1.0000 -1.0000
 4878.140 -1.0000 -1.0000
 4878.160 -1.0000 -1.0000
 4878.180 -1.0000 -1.0000
 4878.200 -1.0000 -1.0000
 4878.220 -1.0000 -1.0000
 4878.240 -1.0000 -1.0000
 4878.260 -1.0000 -1.0000
 4878.280 -1.0000 -1.0000
 4878.300 -1.0000 -1.0000
 4878.320 -1.0000 -1.0000
 4878.340 -1.0000 -1.0000
 4878.360 -1.0000 -1.0000
 4878.380 -1.0000 -1.0000
 4878.400 -1.0000 -1.0000
 4878.420 -1.0000 -1.0000
 4878.440 -1.0000 -1.0000
 4878.460  0.9078 -1.0000
 4878.480  0.8961  0.9446
 4878.500  0.8910  0.9452
 4878.520  0.8969  0.9404
 4878.540  0.9079  0.9329
 4878.560  0.9184  0.9279
 4878.580  0.9276  0.9242
 4878.600  0.9369  0.9204
 4878.620  0.9464  0.9197
 4878.640  0.9542  0.9226
 4878.660  0.9584  0.9269
 4878.680  0.9597  0.9326
 4878.700  0.9610  0.9395
 4878.720  0.9618  0.9443
 4878.740  0.9578  0.9469
 4878.760  0.9478  0.9491
 4878.780  0.9373  0.9502
 4878.800  0.9307  0.9502
 4878.820  0.9276  0.9515
 4878.840  0.9270  0.9552
 4878.860  0.9308  0.9603
 4878.880  0.9418  0.9660
 4878.900  0.9577  0.9683
 4878.920  0.9689  0.9637
 4878.940  0.9687  0.9560
 4878.960  0.9629  0.9530
 4878.980  0.9620  0.9561
 4879.000  0.9657  0.9612
 4879.020  0.9664  0.9642
 4879.040  0.9646  0.9645
 4879.060  0.9655  0.9647
 4879.080  0.9670  0.9667
 4879.100  0.9661  0.9682
 4879.120  0.9655  0.9688
 4879.140  0.9663  0.9737
 4879.160  0.9648  0.9823
 4879.180  0.9607 -1.0000
 4879.200 -1.0000 -1.0000
 4879.220 -1.0000 -1.0000
 4879.240 -1.0000 -1.0000
 4879.260 -1.0000 -1.0000
 4879.280 -1.0000 -1.0000
 4879.300 -1.0000 -1.0000
 4879.320 -1.0000 -1.0000
 4879.340 -1.0000 -1.0000
 4879.360 -1.0000 -1.0000
 4879.380 -1.0000 -1.0000
 4879.400 -1.0000 -1.0000
 4879.420 -1.0000 -1.0000
 4879.440 -1.0000 -1.0000
 4879.460 -1.0000 -1.0000
 4879.480 -1.0000 -1.0000
 4879.500 -1.0000 -1.0000
 4879.520 -1.0000 -1.0000
 4879.540 -1.0000 -1.0000
 4879.560 -1.0000 -1.0000
 4879.580 -1.0000 -1.0000
 4879.600 -1.0000 -1.0000
 4879.620 -1.0000 -1.0000
 4879.640 -1.0000 -1.0000
 4879.660 -1.0000 -1.0000
 4879.680 -1.0000 -1.0000
 4879.700  0.9774 -1.0000
 4879.720  0.9712  0.9451
 4879.740  0.9668  0.9453
 4879.760  0.9640  0.9471
 4879.780  0.9605  0.9501
 4879.800  0.9609  0.9523
 4879.820  0.9693  0.9526
 4879.840  0.9790  0.9519
 4879.860  0.9809  0.9503
 4879.880  0.9741  0.9470
 4879.900  0.9665  0.9443
 4879.920  0.9632  0.9463
 4879.940  0.9619  0.9506
 4879.960  0.9604  0.9520
 4879.980  0.9614  0.9486
 4880.000  0.9646  0.9419
 4880.020  0.9667  0.9359
 4880.040  0.9668  0.9330
 4880.060  0.9658  0.9303
 4880.080  0.9639  0.9259
 4880.100  0.9632  0.9222
 4880.120  0.9646  0.9221
 4880.140  0.9665  0.9246
 4880.160  0.9679  0.9290
 4880.180  0.9691  0.9352
 4880.200  0.9686  0.9422
 4880.220  0.9657  0.9489
 4880.240  0.9631  0.9538
 4880.260  0.9640  0.9561
 4880.280  0.9671  0.9573
 4880.300  0.9692  0.9592
 4880.320  0.9688  0.9611
 4880.340  0.9676  0.9618
 4880.360  0.9658  0.9621
 4880.380  0.9627  0.9620
 4880.400  0.9609  0.9614
 4880.420  0.9634  0.9612
 4880.440  0.9683  0.9619
 4880.460  0.9719  0.9624
 4880.480  0.9721  0.9611
 4880.500  0.9704  0.9580
 4880.520  0.9691  0.9552
 4880.540  0.9684  0.9558
 4880.560  0.9687  0.9597
 4880.580  0.9711  0.9627
 4880.600  0.9739  0.9628
 4880.620 -1.0000 -1.0000
 4880.640 -1.0000 -1.0000
 4880.660 -1.0000 -1.0000
 4880.680 -1.0000 -1.0000
 4880.700 -1.0000 -1.0000
 4880.720 -1.0000 -1.0000
 4880.740 -1.0000 -1.0000
 4880.760 -1.0000 -1.0000
 4880.780 -1.0000 -1.0000
 4880.800 -1.0000 -1.0000
 4880.820 -1.0000 -1.0000
 4880.840 -1.0000 -1.0000
 4880.860 -1.0000 -1.0000
 4880.880 -1.0000 -1.0000
 4880.900 -1.0000 -1.0000
 4880.920 -1.0000 -1.0000
 4880.940 -1.0000 -1.0000
 4880.960 -1.0000 -1.0000
 4880.980 -1.0000 -1.0000
 4881.000 -1.0000 -1.0000
 4881.020 -1.0000 -1.0000
 4881.040  0.9545 -1.0000
 4881.060  0.9586  0.9406
 4881.080  0.9637  0.9381
 4881.100  0.9668  0.9361
 4881.120  0.9694  0.9375
 4881.140  0.9730  0.9390
 4881.160  0.9742  0.9382
 4881.180  0.9713  0.9393
 4881.200  0.9699  0.9433
 4881.220  0.9725  0.9472
 4881.240  0.9732  0.9508
 4881.260  0.9702  0.9532
 4881.280  0.9702  0.9524
 4881.300  0.9732  0.9530
 4881.320  0.9720  0.9587
 4881.340  0.9670  0.9621
 4881.360  0.9650  0.9569
 4881.380  0.9668  0.9490
 4881.400  0.9672  0.9453
 4881.420  0.9660  0.9444
 4881.440  0.9673  0.9452
 4881.460  0.9696  0.9496
 4881.480  0.9670  0.9566
 4881.500  0.9609  0.9627
 4881.520  0.9564  0.9664
 4881.540  0.9534  0.9671
 4881.560  0.9524  0.9664
 4881.580  0.9556  0.9676
 4881.600  0.9595  0.9696
 4881.620  0.9569  0.9679
 4881.640  0.9502  0.9641
 4881.660  0.9487  0.9626
 4881.680  0.9526  0.9607
 4881.700  0.9551  0.9537
 4881.720  0.9553  0.9447
 4881.740  0.9572  0.9405
 4881.760  0.9613  0.9441
 4881.780  0.9662  0.9524
 4881.800  0.9720  0.9597
 4881.820  0.9777 -1.0000
 4881.840 -1.0000 -1.0000
 4881.860 -1.0000 -1.0000
 4881.880 -1.0000 -1.0000
 4881.900 -1.0000 -1.0000
 4881.920 -1.0000 -1.0000
 4881.940 -1.0000 -1.0000
 4881.960 -1.0000 -1.0000
 4881.980 -1.0000 -1.0000
 4882.000 -1.0000 -1.0000
 4882.020 -1.0000 -1.0000
 4882.040 -1.0000 -1.0000
 4882.060 -1.0000 -1.0000
 4882.080 -1.0000 -1.0000
 4882.100  0.9792  0.9560
 4882.120  0.9727  0.9521
 4882.140  0.9673  0.9492
 4882.160  0.9670  0.9454
 4882.180  0.9678  0.9411
 4882.200  0.9659  0.9399
 4882.220  0.9644  0.9405
 4882.240  0.9655  0.9399
 4882.260  0.9669  0.9405
 4882.280  0.9672  0.9432
 4882.300  0.9668  0.9438
 4882.320  0.9636  0.9416
 4882.340  0.9572  0.9385
 4882.360  0.9540  0.9353
 4882.380  0.9591  0.9357
 4882.400  0.9663  0.9439
 4882.420  0.9672  0.9534
 4882.440  0.9635  0.9564
 4882.460  0.9622  0.9572
 4882.480  0.9645  0.9618
 4882.500  0.9689  0.9663
 4882.520  0.9736 -1.0000
 4882.540 -1.0000 -1.0000
 4882.560 -1.0000 -1.0000
 4882.580 -1.0000 -1.0000
 4882.600 -1.0000 -1.0000
 4882.620 -1.0000 -1.0000
 4882.640 -1.0000 -1.0000
 4882.660 -1.0000 -1.0000
 4882.680  0.9654 -1.0000
 4882.700  0.9733  0.9385
 4882.720  0.9820  0.9451
 4882.740  0.9830  0.9509
 4882.760  0.9775  0.9568
 4882.780  0.9730  0.9631
 4882.800  0.9698  0.9662
 4882.820  0.9655  0.9659
 4882.840  0.9634  0.9632
 4882.860  0.9656  0.9584
 4882.880  0.9679  0.9549
 4882.900  0.9700  0.9555
 4882.920  0.9759  0.9580
 4882.940  0.9826  0.9603
 4882.960  0.9841  0.9613
 4882.980  0.9830  0.9583
 4883.000  0.9849  0.9522
 4883.020  0.9887 -1.0000
 4883.040 -1.0000 -1.0000
 4883.060 -1.0000 -1.0000
 4883.080 -1.0000 -1.0000
 4883.100 -1.0000 -1.0000
 4883.120 -1.0000 -1.0000
 4883.140 -1.0000 -1.0000
 4883.160 -1.0000 -1.0000
 4883.180 -1.0000 -1.0000
 4883.200 -1.0000 -1.0000
 4883.220 -1.0000 -1.0000
 4883.240 -1.0000 -1.0000
 4883.260  0.9590 -1.0000
 4883.280  0.9571  0.9522
 4883.300  0.9509  0.9497
 4883.320  0.9449  0.9509
 4883.340  0.9426  0.9515
 4883.360  0.9425  0.9489
 4883.380  0.9456  0.9455
 4883.400  0.9531  0.9413
 4883.420  0.9592  0.9376
 4883.440  0.9592  0.9383
 4883.460  0.9603  0.9420
 4883.480  0.9706  0.9461
 4883.500  0.9836  0.9511
 4883.520  0.9873  0.9515
 4883.540  0.9819  0.9409
 4883.560  0.9746  0.9263
 4883.580  0.9693  0.9184
 4883.600  0.9665  0.9135
 4883.620  0.9663  0.9050
 4883.640  0.9681  0.8991
 4883.660  0.9700  0.9021
 4883.680  0.9697  0.9087
 4883.700  0.9680  0.9147
 4883.720  0.9662  0.9220
 4883.740  0.9622  0.9307
 4883.760  0.9557  0.9400
 4883.780  0.9503  0.9484
 4883.800  0.9474  0.9531
 4883.820  0.9460  0.9539
 4883.840  0.9478  0.9535
 4883.860  0.9537  0.9508
 4883.880  0.9585  0.9451
 4883.900  0.9591  0.9414
 4883.920  0.9618  0.9410
 4883.940  0.9696  0.9403
 4883.960  0.9753  0.9417
 4883.980  0.9746  0.9485
 4884.000  0.9731  0.9560
 4884.020  0.9740  0.9603
 4884.040  0.9732  0.9630
 4884.060  0.9703  0.9621
 4884.080  0.9703  0.9564
 4884.100  0.9728  0.9493
 4884.120  0.9738  0.9405
 4884.140  0.9732  0.9300
 4884.160 -1.0000 -1.0000
 4884.180 -1.0000 -1.0000
 4884.200 -1.0000 -1.0000
 4884.220 -1.0000 -1.0000
 4884.240 -1.0000 -1.0000
 4884.260 -1.0000 -1.0000
 4884.280 -1.0000 -1.0000
 4884.300 -1.0000 -1.0000
 4884.320 -1.0000 -1.0000
 4884.340 -1.0000 -1.0000
 4884.360 -1.0000 -1.0000
 4884.380 -1.0000 -1.0000
 4884.400 -1.0000 -1.0000
 4884.420  0.9665  0.9856
 4884.440  0.9633  0.9696
 4884.460  0.9563  0.9545
 4884.480  0.9567  0.9497
 4884.500  0.9645  0.9494
 4884.520  0.9649  0.9463
 4884.540  0.9568  0.9440
 4884.560  0.9527  0.9451
 4884.580  0.9536  0.9447
 4884.600  0.9531  0.9428
 4884.620  0.9536  0.9443
 4884.640  0.9583  0.9479
 4884.660  0.9610  0.9478
 4884.680  0.9588  0.9445
 4884.700  0.9585  0.9433
 4884.720  0.9623  0.9462
 4884.740  0.9633  0.9500
 4884.760  0.9581  0.9514
 4884.780  0.9496  0.9504
 4884.800  0.9360  0.9492
 4884.820  0.9137  0.9489
 4884.840  0.8897  0.9485
 4884.860  0.8766  0.9468
 4884.880  0.8782  0.9440
 4884.900  0.8921  0.9418
 4884.920  0.9148  0.9413
 4884.940  0.9377  0.9423
 4884.960  0.9521  0.9433
 4884.980  0.9577  0.9420
 4885.000  0.9591  0.9385
 4885.020  0.9577  0.9369
 4885.040  0.9553  0.9388
 4885.060  0.9565  0.9413
 4885.080  0.9620  0.9430
 4885.100  0.9663  0.9456
 4885.120  0.9679  0.9488
 4885.140  0.9699  0.9508
 4885.160  0.9714  0.9530
 4885.180  0.9690  0.9556
 4885.200  0.9662  0.9544
 4885.220  0.9682  0.9487
 4885.240  0.9734  0.9451
 4885.260  0.9786  0.9469
 4885.280  0.9861  0.9529
 4885.300  0.9951  0.9634
 4885.320  0.9964  0.9761
 4885.340  0.9882  0.9843
 4885.360 -1.0000 -1.0000
 4885.380 -1.0000 -1.0000
 4885.400 -1.0000 -1.0000
 4885.420 -1.0000 -1.0000
 4885.440 -1.0000 -1.0000
 4885.460 -1.0000 -1.0000
 4885.480 -1.0000 -1.0000
 4885.500 -1.0000 -1.0000
 4885.520 -1.0000 -1.0000
 4885.540  0.9551 -1.0000
 4885.560  0.9616  0.9631
 4885.580  0.9699  0.9594
 4885.600  0.9725  0.9559
 4885.620  0.9677  0.9564
 4885.640  0.9618  0.9577
 4885.660  0.9597  0.9552
 4885.680  0.9598  0.9526
 4885.700  0.9573  0.9518
 4885.720  0.9533  0.9512
 4885.740  0.9545  0.9552
 4885.760  0.9619  0.9661
 4885.780  0.9672  0.9719
 4885.800  0.9638  0.9617
 4885.820  0.9549  0.9441
 4885.840  0.9508  0.9359
 4885.860  0.9548  0.9388
 4885.880  0.9580  0.9416
 4885.900  0.9552  0.9407
 4885.920  0.9533  0.9400
 4885.940  0.9571  0.9405
 4885.960  0.9621  0.9431
 4885.980  0.9648  0.9495
 4886.000  0.9667  0.9548
 4886.020  0.9688  0.9539
 4886.040  0.9700  0.9491
 4886.060  0.9709  0.9444
 4886.080  0.9737  0.9424
 4886.100  0.9773  0.9464
 4886.120  0.9781  0.9540
 4886.140  0.9760  0.9592
 4886.160  0.9762  0.9630
 4886.180  0.9805  0.9695
 4886.200  0.9830  0.9736
 4886.220  0.9786  0.9682
 4886.240  0.9707  0.9566
 4886.260  0.9691  0.9499
 4886.280  0.9762  0.9534
 4886.300  0.9805  0.9596
 4886.320  0.9758  0.9607
 4886.340  0.9717  0.9588
 4886.360  0.9746  0.9584
 4886.380  0.9779  0.9594
 4886.400  0.9779  0.9608
 4886.420  0.9779  0.9644
 4886.440  0.9768  0.9698
 4886.460  0.9714  0.9732
 4886.480  0.9644 -1.0000
 4886.500 -1.0000 -1.0000
 4886.520 -1.0000 -1.0000
 4886.540 -1.0000 -1.0000
 4886.560 -1.0000 -1.0000
 4886.580 -1.0000 -1.0000
 4886.600 -1.0000 -1.0000
 4886.620 -1.0000 -1.0000
 4886.640 -1.0000 -1.0000
 4886.660  0.9461  0.8725
 4886.680  0.9542  0.8870
 4886.700  0.9631  0.9053
 4886.720  0.9695  0.9217
 4886.740  0.9745  0.9352
 4886.760  0.9760  0.9432
 4886.780  0.9693  0.9451
 4886.800  0.9596  0.9453
 4886.820  0.9574  0.9450
 4886.840  0.9626  0.9438
 4886.860  0.9666  0.9460
 4886.880  0.9683  0.9524
 4886.900  0.9705  0.9578
 4886.920  0.9709  0.9602
 4886.940  0.9670  0.9607
 4886.960  0.9640  0.9580
 4886.980  0.9655  0.9537
 4887.000  0.9678  0.9531
 4887.020  0.9691  0.9566
 4887.040  0.9730  0.9623
 4887.060  0.9791  0.9705
 4887.080  0.9814  0.9753
 4887.100  0.9763  0.9662
 4887.120  0.9662  0.9471
 4887.140  0.9577  0.9362
 4887.160  0.9564  0.9391
 4887.180  0.9587  0.9418
 4887.200  0.9581  0.9384
 4887.220  0.9543  0.9362
 4887.240  0.9464  0.9356
 4887.260  0.9312  0.9324
 4887.280  0.9126  0.9290
 4887.300  0.9005  0.9290
 4887.320  0.8997  0.9322
 4887.340  0.9085  0.9379
 4887.360  0.9237  0.9440
 4887.380  0.9423  0.9473
 4887.400  0.9576  0.9467
 4887.420  0.9638  0.9442
 4887.440  0.9646  0.9428
 4887.460  0.9666  0.9443
 4887.480  0.9702  0.9465
 4887.500  0.9730  0.9473
 4887.520  0.9753  0.9504
 4887.540  0.9779  0.9565
 4887.560  0.9819  0.9586
 4887.580  0.9889  0.9550
 4887.600  0.9979 -1.0000
 4887.620  1.0041 -1.0000
 4887.640  1.0010 -1.0000
 4887.660  0.9866 -1.0000
 4887.680  0.9740 -1.0000
 4887.700  0.9757 -1.0000
 4887.720  0.9809 -1.0000
 4887.740  0.9756  0.9604
 4887.760  0.9673  0.9580
 4887.780  0.9668  0.9539
 4887.800  0.9680  0.9505
 4887.820  0.9644  0.9481
 4887.840  0.9622  0.9434
 4887.860  0.9646  0.9367
 4887.880  0.9630  0.9315
 4887.900  0.9549  0.9270
 4887.920  0.9495  0.9246
 4887.940  0.9490  0.9285
 4887.960  0.9469  0.9329
 4887.980  0.9437  0.9268
 4888.000  0.9454  0.9146
 4888.020  0.9523  0.9121
 4888.040  0.9587  0.9191
 4888.060  0.9592  0.9234
 4888.080  0.9558  0.9282
 4888.100  0.9551  0.9420
 4888.120  0.9587  0.9562
 4888.140  0.9633  0.9591
 4888.160  0.9661  0.9538
 4888.180  0.9664  0.9490
 4888.200  0.9650  0.9484
 4888.220  0.9614  0.9506
 4888.240  0.9577  0.9521
 4888.260  0.9584  0.9520
 4888.280  0.9643  0.9523
 4888.300  0.9719  0.9538
