           0.99    1.0000
          -0.40    0.22  
 4572.000  0.9945  0.9943
 4572.020  0.9924  0.9900
 4572.040  0.9864  0.9896
 4572.060  0.9823  0.9928
 4572.080  0.9796  0.9961
 4572.100  0.9776  0.9962
 4572.120  0.9764  0.9959
 4572.140  0.9781  0.9978
 4572.160  0.9816  1.0005
 4572.180  0.9829  1.0012
 4572.200  0.9801  0.9968
 4572.220  0.9762  0.9863
 4572.240  0.9726  0.9751
 4572.260  0.9696  0.9715
 4572.280  0.9700  0.9750
 4572.300  0.9748  0.9773
 4572.320  0.9791  0.9747
 4572.340  0.9794  0.9715
 4572.360  0.9771  0.9718
 4572.380  0.9747  0.9749
 4572.400  0.9724  0.9787
 4572.420  0.9690  0.9819
 4572.440  0.9657  0.9842
 4572.460  0.9662  0.9875
 4572.480  0.9698  0.9925
 4572.500  0.9716  0.9954
 4572.520  0.9703  0.9941
 4572.540  0.9698  0.9927
 4572.560  0.9738  0.9951
 4572.580  0.9818  0.9982
 4572.600  0.9899  0.9984
 4572.620  0.9944  0.9970
 4572.640  0.9948  0.9975
 4572.660  0.9942  0.9994
 4572.680  0.9948  1.0000
 4572.700  0.9963  0.9987
 4572.720  0.9975  0.9977
 4572.740  0.9976  0.9991
 4572.760  0.9961  1.0020
 4572.780  0.9933  1.0040
 4572.800  0.9900  1.0032
 4572.820  0.9855  0.9995
 4572.840  0.9800  0.9957
 4572.860  0.9772  0.9941
 4572.880  0.9779  0.9932
 4572.900  0.9771  0.9909
 4572.920  0.9725  0.9898
 4572.940  0.9688  0.9922
 4572.960  0.9692  0.9951
 4572.980  0.9718  0.9958
 4573.000  0.9736  0.9969
 4573.020  0.9751  1.0002
 4573.040  0.9784  1.0025
 4573.060  0.9832  1.0019
 4573.080  0.9885  1.0010
 4573.100  0.9942  1.0014
 4573.120  0.9984  0.9995
 4573.140  0.9988  0.9939
 4573.160  0.9968  0.9887
 4573.180  0.9970  0.9886
 4573.200  1.0005  0.9931
 4573.220  1.0038  0.9983
 4573.240  1.0037  1.0001
 4573.260  1.0006  0.9977
 4573.280  0.9968  0.9943
 4573.300  0.9947  0.9933
 4573.320  0.9946  0.9949
 4573.340  0.9961  0.9972
 4573.360  0.9979  0.9975
 4573.380  0.9993  0.9926
 4573.400  1.0009  0.9824
 4573.420  1.0020  0.9710
 4573.440  1.0001  0.9605
 4573.460  0.9974  0.9485
 4573.480  0.9980  0.9351
 4573.500  0.9998  0.9245
 4573.520  0.9978  0.9192
 4573.540  0.9926  0.9193
 4573.560  0.9884  0.9267
 4573.580  0.9868  0.9429
 4573.600  0.9876  0.9635
 4573.620  0.9907  0.9812
 4573.640  0.9942  0.9920
 4573.660  0.9941  0.9963
 4573.680  0.9900  0.9968
 4573.700  0.9861  0.9978
 4573.720  0.9866  1.0003
 4573.740  0.9907  1.0006
 4573.760  0.9957  0.9964
 4573.780  0.9991  0.9914
 4573.800  0.9994  0.9887
 4573.820  0.9965  0.9872
 4573.840  0.9932  0.9857
 4573.860  0.9939  0.9855
 4573.880  0.9986  0.9869
 4573.900  1.0020  0.9887
 4573.920  1.0002  0.9908
 4573.940  0.9955  0.9939
 4573.960  0.9924  0.9973
 4573.980  0.9909  0.9991
 4574.000  0.9886  0.9986
 4574.020  0.9831  0.9966
 4574.040  0.9726  0.9947
 4574.060  0.9578  0.9950
 4574.080  0.9428  0.9985
 4574.100  0.9305  1.0033
 4574.120  0.9208  1.0053
 4574.140  0.9152  1.0036
 4574.160  0.9177  1.0025
 4574.180  0.9292  1.0053
 4574.200  0.9456  1.0089
 4574.220  0.9628  1.0083
 4574.240  0.9791  1.0044
 4574.260  0.9924  1.0021
 4574.280  0.9999  1.0030
 4574.300  1.0011  1.0052
 4574.320  0.9992  1.0067
 4574.340  0.9970  1.0072
 4574.360  0.9953  1.0063
 4574.380  0.9949  1.0042
 4574.400  0.9946  1.0030
 4574.420  0.9924  1.0035
 4574.440  0.9892  1.0025
 4574.460  0.9881  0.9981
 4574.480  0.9897  0.9939
 4574.500  0.9910  0.9936
 4574.520  0.9913  0.9954
 4574.540  0.9918  0.9962
 4574.560  0.9918  0.9963
 4574.580  0.9915  0.9968
 4574.600  0.9921  0.9967
 4574.620  0.9930  0.9961
 4574.640  0.9929  0.9953
 4574.660  0.9914  0.9932
 4574.680  0.9905  0.9889
 4574.700  0.9915  0.9856
 4574.720  0.9930  0.9858
 4574.740  0.9939  0.9878
 4574.760  0.9947  0.9882
 4574.780  0.9945  0.9851
 4574.800  0.9919  0.9773
 4574.820  0.9880  0.9643
 4574.840  0.9870  0.9465
 4574.860  0.9900  0.9238
 4574.880  0.9920  0.8987
 4574.900  0.9899  0.8820
 4574.920  0.9875  0.8861
 4574.940  0.9887  0.9104
 4574.960  0.9909  0.9411
 4574.980  0.9898  0.9659
 4575.000  0.9867  0.9824
 4575.020  0.9862  0.9928
 4575.040  0.9884  0.9980
 4575.060  0.9892  0.9976
 4575.080  0.9878  0.9936
 4575.100  0.9889  0.9918
 4575.120  0.9947  0.9959
 4575.140  1.0009  1.0027
 4575.160  1.0021  1.0064
 4575.180  0.9991  1.0064
 4575.200  0.9954  1.0066
 4575.220  0.9935  1.0075
 4575.240  0.9935  1.0066
 4575.260  0.9936  1.0037
 4575.280  0.9916  1.0008
 4575.300  0.9872  0.9988
 4575.320  0.9827  0.9973
