           1.1200
           0.3200
 4147.000  1.0991
 4147.020  1.0891
 4147.040  1.0073
 4147.060  0.9180
 4147.080  0.8087
 4147.100  0.6924
 4147.120  0.5832
 4147.140  0.4932
 4147.160  0.4303
 4147.180  0.3952
 4147.200  0.3856
 4147.220  0.4105
 4147.240  0.4876
 4147.260  0.6229
 4147.280  0.7929
 4147.300  0.9512
 4147.320  1.0594
 4147.340  1.1065
 4147.360  1.1041
 4147.380  1.0675
 4147.400  1.0002
 4147.420  0.9038
 4147.440  0.7973
 4147.460  0.7186
 4147.480  0.7066
 4147.500  0.7703
 4147.520  0.8775
 4147.540  0.9813
 4147.560  1.0536
 4147.580  1.0914
 4147.600  1.1011
 4147.620  1.0891
 4147.640  1.0646
 4147.660  1.0384
 4147.680  1.0183
 4147.700  1.0069
 4147.720  1.0050
 4147.740  1.0168
 4147.760  1.0403
 4147.780  1.0608
 4147.800  1.0677
 4147.820  1.0630
 4147.840  1.0539
 4147.860  1.0461
 4147.880  1.0356
 4147.900  1.0083
 4147.920  0.9543
 4147.940  0.8807
 4147.960  0.8092
 4147.980  0.7652
 4148.000  0.7694
 4148.020  0.8253
 4148.040  0.9122
 4148.060  0.9944
 4148.080  1.0448
 4148.100  1.0611
 4148.120  1.0597
 4148.140  1.0558
 4148.160  1.0556
 4148.180  1.0594
 4148.200  1.0645
 4148.220  1.0650
 4148.240  1.0564
 4148.260  1.0422
 4148.280  1.0300
 4148.300  1.0171
 4148.320  0.9872
 4148.340  0.9244
 4148.360  0.8269
 4148.380  0.7067
 4148.400  0.5805
 4148.420  0.4663
 4148.440  0.3809
 4148.460  0.3340
 4148.480  0.3300
 4148.500  0.3747
 4148.520  0.4736
 4148.540  0.6154
 4148.560  0.7659
 4148.580  0.8871
 4148.600  0.9575
 4148.620  0.9793
 4148.640  0.9648
 4148.660  0.9164
 4148.680  0.8309
 4148.700  0.7206
 4148.720  0.6187
 4148.740  0.5573
 4148.760  0.5397
 4148.780 -1.0000
 4148.800 -1.0000
 4148.820 -1.0000
 4148.840 -1.0000
 4148.860 -1.0000
 4148.880 -1.0000
 4148.900 -1.0000
 4148.920 -1.0000
 4148.940 -1.0000
 4148.960 -1.0000
 4148.980 -1.0000
 4149.000  0.7790
 4149.020  0.7033
 4149.040  0.6029
 4149.060  0.5173
 4149.080  0.4761
 4149.100  0.4946
 4149.120  0.5703
 4149.140  0.6836
 4149.160  0.8014
 4149.180  0.8865
 4149.200 -1.0000
 4149.220 -1.0000
 4149.240 -1.0000
 4149.260 -1.0000
 4149.280 -1.0000
 4149.300 -1.0000
 4149.320 -1.0000
 4149.340 -1.0000
 4149.360 -1.0000
 4149.380 -1.0000
 4149.400 -1.0000
 4149.420 -1.0000
 4149.440 -1.0000
 4149.460 -1.0000
 4149.480 -1.0000
 4149.500 -1.0000
 4149.520 -1.0000
 4149.540 -1.0000
 4149.560 -1.0000
 4149.580 -1.0000
 4149.600 -1.0000
 4149.620 -1.0000
 4149.640 -1.0000
 4149.660 -1.0000
 4149.680 -1.0000
 4149.700 -1.0000
 4149.720 -1.0000
 4149.740 -1.0000
 4149.760 -1.0000
 4149.780 -1.0000
 4149.800 -1.0000
 4149.820 -1.0000
 4149.840 -1.0000
 4149.860 -1.0000
 4149.880 -1.0000
 4149.900 -1.0000
 4149.920 -1.0000
 4149.940 -1.0000
 4149.960  1.1720
 4149.980  1.1804
 4150.000 -1.0000
 4150.020 -1.0000
 4150.040 -1.0000
 4150.060 -1.0000
 4150.080 -1.0000
 4150.100 -1.0000
 4150.120  1.1585
 4150.140  1.1428
 4150.160  1.1245
 4150.180  1.1093
 4150.200  1.0909
 4150.220  1.0540
 4150.240  0.9871
 4150.260  0.8892
 4150.280  0.7749
 4150.300  0.6813
 4150.320  0.6537
 4150.340  0.7096
 4150.360  0.8216
 4150.380  0.9375
 4150.400  1.0148
 4150.420  1.0363
 4150.440  1.0052
 4150.460  0.9406
 4150.480  0.8824
 4150.500 -1.0000
 4150.520 -1.0000
 4150.540 -1.0000
 4150.560 -1.0000
 4150.580 -1.0000
 4150.600  1.0563
 4150.620  1.0681
 4150.640  1.0661
 4150.660  1.0519
 4150.680  1.0304
 4150.700  0.9999
 4150.720  0.9579
 4150.740  0.9109
 4150.760  0.8658
 4150.780  0.8155
 4150.800  0.7470
 4150.820  0.6653
 4150.840  0.6011
 4150.860  0.5887
 4150.880  0.6404
 4150.900  0.7404
 4150.920  0.8545
 4150.940  0.9478
 4150.960  1.0011
 4150.980 -1.0000
 4151.000 -1.0000
 4151.020 -1.0000
 4151.040 -1.0000
 4151.060 -1.0000
 4151.080  0.9818
 4151.100  0.9665
 4151.120  0.9435
 4151.140  0.9079
 4151.160  0.8517
 4151.180  0.7823
 4151.200  0.7329
 4151.220  0.7373
 4151.240  0.7941
 4151.260  0.8680
 4151.280  0.9272
 4151.300  0.9609
 4151.320  0.9645
 4151.340  0.9271
 4151.360  0.8472
 4151.380  0.7534
 4151.400  0.6919
 4151.420  0.6905
 4151.440  0.7426
 4151.460  0.8239
 4151.480  0.9120
 4151.500  0.9850
 4151.520  1.0185
 4151.540  0.9974
 4151.560  0.9256
 4151.580  0.8191
 4151.600  0.6974
 4151.620  0.5798
 4151.640  0.4851
 4151.660  0.4272
 4151.680  0.4089
 4151.700  0.4275
 4151.720  0.4833
 4151.740  0.5735
 4151.760  0.6752
 4151.780  0.7480
 4151.800  0.7601
 4151.820  0.7094
 4151.840  0.6175
 4151.860  0.5138
 4151.880  0.4257
 4151.900  0.3744
 4151.920  0.3687
 4151.940  0.4019
 4151.960  0.4608
 4151.980  0.5395
 4152.000  0.6393
 4152.020  0.7524
 4152.040  0.8574
 4152.060  0.9358
 4152.080  0.9882
 4152.100  1.0246
 4152.120  1.0461
 4152.140  1.0474
 4152.160  1.0298
 4152.180  0.9983
 4152.200  0.9485
 4152.220  0.8722
 4152.240  0.7823
 4152.260  0.7129
 4152.280  0.6920
 4152.300  0.7235
 4152.320  0.7934
 4152.340  0.8802
 4152.360  0.9614
 4152.380  1.0182
 4152.400  1.0453
 4152.420  1.0573
 4152.440  1.0720
 4152.460  1.0878
 4152.480  1.0943
 4152.500  1.0949
 4152.520  1.1002
 4152.540  1.1045
 4152.560 -1.0000
 4152.580 -1.0000
 4152.600 -1.0000
 4152.620 -1.0000
 4152.640 -1.0000
 4152.660 -1.0000
 4152.680 -1.0000
 4152.700  0.7473
 4152.720  0.7609
 4152.740  0.8201
 4152.760  0.9112
 4152.780  0.9975
 4152.800  1.0565
 4152.820  1.0898
 4152.840  1.1023
 4152.860  1.0907
 4152.880  1.0517
 4152.900  0.9890
 4152.920  0.9054
 4152.940  0.8019
 4152.960  0.6958
 4152.980  0.6269
 4153.000  0.6341
 4153.020  0.7159
 4153.040  0.8126
 4153.060 -1.0000
 4153.080 -1.0000
