           0.9800  1.0000
           0.19    0.00  
 4647.000  0.9678  0.9841
 4647.020  0.9744  0.9795
 4647.040  0.9770  0.9782
 4647.060  0.9784  0.9804
 4647.080  0.9765  0.9751
 4647.100  0.9711  0.9799
 4647.120  0.9651  0.9812
 4647.140  0.9625  0.9770
 4647.160  0.9637  0.9724
 4647.180  0.9681  0.9646
 4647.200  0.9749  0.9547
 4647.220  0.9830  0.9388
 4647.240  0.9905  0.9201
 4647.260  0.9946  0.8921
 4647.280  0.9907  0.8681
 4647.300  0.9785  0.8626
 4647.320  0.9653  0.8584
 4647.340  0.9600  0.8536
 4647.360  0.9653  0.8429
 4647.380  0.9747  0.8362
 4647.400  0.9791  0.8430
 4647.420  0.9755  0.8666
 4647.440  0.9675  0.8871
 4647.460  0.9597  0.9153
 4647.480  0.9560  0.9365
 4647.500  0.9577  0.9494
 4647.520  0.9638  0.9632
 4647.540  0.9723  0.9715
 4647.560  0.9806  0.9775
 4647.580  0.9856  0.9784
 4647.600  0.9855  0.9802
 4647.620  0.9810  0.9811
 4647.640  0.9739  0.9786
 4647.660  0.9660  0.9801
 4647.680  0.9598  0.9811
 4647.700  0.9571  0.9838
 4647.720  0.9579  0.9875
 4647.740  0.9611  0.9889
 4647.760  0.9655  0.9898
 4647.780  0.9703  0.9875
 4647.800  0.9743  0.9850
 4647.820  0.9767  0.9819
 4647.840  0.9772  0.9803
 4647.860  0.9762  0.9807
 4647.880  0.9735  0.9814
 4647.900  0.9693  0.9812
 4647.920  0.9641  0.9778
 4647.940  0.9595  0.9710
 4647.960  0.9569  0.9615
 4647.980  0.9567  0.9516
 4648.000  0.9593  0.9438
 4648.020  0.9645  0.9391
 4648.040  0.9709  0.9361
 4648.060  0.9762  0.9309
 4648.080  0.9793  0.9182
 4648.100  0.9807  0.8936
 4648.120  0.9810  0.8562
 4648.140  0.9806  0.8097
 4648.160  0.9807  0.7622
 4648.180  0.9828  0.7240
 4648.200  0.9860  0.7044
 4648.220  0.9877  0.7087
 4648.240  0.9867  0.7360
 4648.260  0.9836  0.7798
 4648.280  0.9794  0.8300
 4648.300  0.9753  0.8766
 4648.320  0.9730  0.9121
 4648.340  0.9738  0.9341
 4648.360  0.9768  0.9448
 4648.380  0.9802  0.9492
 4648.400  0.9824  0.9523
 4648.420  0.9823  0.9577
 4648.440  0.9792  0.9658
 4648.460  0.9739  0.9747
 4648.480  0.9683  0.9816
 4648.500  0.9644  0.9844
 4648.520  0.9632  0.9831
 4648.540  0.9643  0.9791
 4648.560  0.9665  0.9753
 4648.580  0.9684  0.9740
 4648.600  0.9685  0.9761
 4648.620  0.9665  0.9809
 4648.640  0.9633  0.9866
 4648.660  0.9607  0.9909
 4648.680  0.9603  0.9926
 4648.700  0.9627  0.9917
 4648.720  0.9670  0.9892
 4648.740  0.9716  0.9867
 4648.760  0.9746  0.9857
 4648.780  0.9745  0.9866
 4648.800  0.9709  0.9891
 4648.820  0.9654  0.9921
 4648.840  0.9604  0.9947
 4648.860  0.9579  0.9962
 4648.880  0.9587  0.9966
 4648.900  0.9626  0.9962
 4648.920  0.9684  0.9958
 4648.940  0.9738  0.9957
 4648.960  0.9765  0.9963
 4648.980  0.9760  0.9973
 4649.000  0.9729  0.9984
 4649.020  0.9688  0.9990
 4649.040  0.9652  0.9988
 4649.060  0.9636  0.9976
 4649.080  0.9647  0.9954
 4649.100  0.9677  0.9925
 4649.120  0.9709  0.9895
 4649.140  0.9732  0.9871
 4649.160  0.9740  0.9859
 4649.180  0.9735  0.9866
 4649.200  0.9723  0.9890
 4649.220  0.9715  0.9927
 4649.240  0.9718  0.9968
 4649.260  0.9732  1.0000
 4649.280  0.9748  1.0017
 4649.300  0.9758  1.0015
 4649.320  0.9756  1.0000
 4649.340  0.9742  0.9983
 4649.360  0.9720  0.9972
 4649.380  0.9698  0.9975
 4649.400  0.9685  0.9990
 4649.420  0.9686  1.0009
 4649.440  0.9697  1.0023
 4649.460  0.9711  1.0025
 4649.480  0.9724  1.0014
 4649.500  0.9737  0.9995
 4649.520  0.9748  0.9979
 4649.540  0.9762  0.9971
 4649.560  0.9783  0.9974
 4649.580  0.9813  0.9981
 4649.600  0.9843  0.9983
 4649.620  0.9859  0.9971
 4649.640  0.9855  0.9943
 4649.660  0.9831  0.9903
 4649.680  0.9794  0.9861
 4649.700  0.9755  0.9829
 4649.720  0.9734  0.9812
 4649.740  0.9742  0.9807
 4649.760  0.9778  0.9805
 4649.780  0.9821  0.9797
 4649.800  0.9855  0.9776
 4649.820  0.9865  0.9746
 4649.840  0.9844  0.9719
 4649.860  0.9795  0.9709
 4649.880  0.9739  0.9728
 4649.900  0.9704  0.9776
 4649.920  0.9703  0.9846
 4649.940  0.9731  0.9918
 4649.960  0.9779  0.9975
 4649.980  0.9830  1.0006
 4650.000  0.9865  1.0010
 4650.020  0.9872  0.9998
 4650.040  0.9860  0.9983
 4650.060  0.9848  0.9977
 4650.080  0.9851  0.9985
 4650.100  0.9870  1.0000
 4650.120  0.9898  1.0010
 4650.140  0.9924  1.0004
 4650.160  0.9925  0.9979
 4650.180  0.9885  0.9940
 4650.200  0.9812  0.9898
 4650.220  0.9729  0.9869
 4650.240  0.9664  0.9863
 4650.260  0.9634  0.9881
 4650.280  0.9650  0.9917
 4650.300  0.9705  0.9959
 4650.320  0.9772  0.9993
 4650.340  0.9820  1.0013
 4650.360  0.9832  1.0016
 4650.380  0.9807  1.0008
 4650.400  0.9758  0.9997
 4650.420  0.9700  0.9988
 4650.440  0.9654  0.9985
 4650.460  0.9634  0.9986
 4650.480  0.9635  0.9989
 4650.500  0.9643  0.9992
 4650.520  0.9646  0.9995
 4650.540  0.9640  0.9999
 4650.560  0.9630  1.0006
 4650.580  0.9621  1.0016
 4650.600  0.9622  1.0026
 4650.620  0.9639  1.0031
 4650.640  0.9667  1.0026
 4650.660  0.9689  1.0007
 4650.680  0.9693  0.9976
 4650.700  0.9676  0.9935
 4650.720  0.9641  0.9895
 4650.740  0.9597  0.9864
 4650.760  0.9556  0.9849
 4650.780  0.9531  0.9855
 4650.800  0.9523  0.9880
 4650.820  0.9525  0.9918
 4650.840  0.9527  0.9960
 4650.860  0.9529  0.9998
 4650.880  0.9533  1.0023
 4650.900  0.9546  1.0032
 4650.920  0.9572  1.0025
 4650.940  0.9614  1.0009
 4650.960  0.9666  0.9990
 4650.980  0.9710  0.9976
 4651.000  0.9730  0.9971
 4651.020  0.9718  0.9975
 4651.040  0.9683  0.9985
 4651.060  0.9640  0.9993
 4651.080  0.9608  0.9995
 4651.100  0.9601  0.9990
 4651.120  0.9624  0.9978
 4651.140  0.9665  0.9964
 4651.160  0.9702  0.9951
 4651.180  0.9716  0.9937
 4651.200  0.9705  0.9912
 4651.220  0.9677  0.9864
 4651.240  0.9646  0.9779
 4651.260  0.9632  0.9652
 4651.280  0.9643  0.9489
 4651.300  0.9673  0.9311
 4651.320  0.9698  0.9149
 4651.340  0.9695  0.9038
 4651.360  0.9652  0.9002
 4651.380  0.9581  0.9052
 4651.400  0.9505  0.9178
 4651.420  0.9452  0.9353
 4651.440  0.9449  0.9540
 4651.460  0.9499  0.9705
 4651.480  0.9581  0.9825
 4651.500  0.9662  0.9892
 4651.520  0.9716  0.9916
 4651.540  0.9731  0.9914
 4651.560  0.9708  0.9908
 4651.580  0.9665  0.9911
 4651.600  0.9635  0.9930
 4651.620  0.9641  0.9958
 4651.640  0.9680  0.9987
 4651.660  0.9731  1.0004
 4651.680  0.9770  1.0002
 4651.700  0.9778  0.9982
 4651.720  0.9741  0.9950
 4651.740  0.9665  0.9916
 4651.760  0.9577  0.9891
 4651.780  0.9507  0.9880
 4651.800  0.9468  0.9885
 4651.820  0.9459  0.9903
 4651.840  0.9467  0.9927
 4651.860  0.9476  0.9952
 4651.880  0.9469  0.9973
 4651.900  0.9441  0.9990
 4651.920  0.9406  1.0003
 4651.940  0.9388  1.0014
 4651.960  0.9401  1.0023
 4651.980  0.9448  1.0027
 4652.000  0.9520  1.0023
 4652.020  0.9601  1.0007
 4652.040  0.9666  0.9979
 4652.060  0.9697  0.9944
 4652.080  0.9693  0.9908
 4652.100  0.9668  0.9881
 4652.120  0.9638  0.9869
 4652.140  0.9615  0.9875
 4652.160  0.9611  0.9893
 4652.180  0.9625  0.9916
 4652.200  0.9648  0.9932
 4652.220  0.9666  0.9937
 4652.240  0.9672  0.9931
 4652.260  0.9668  0.9920
 4652.280  0.9660  0.9915
 4652.300  0.9652  0.9923
 4652.320  0.9655  0.9944
 4652.340  0.9670  0.9972
 4652.360  0.9692  0.9997
 4652.380  0.9705  1.0006
 4652.400  0.9697  0.9993
 4652.420  0.9659  0.9963
 4652.440  0.9585  0.9927
 4652.460  0.9481  0.9901
 4652.480  0.9366  0.9898
 4652.500  0.9263  0.9920
 4652.520  0.9198  0.9962
 4652.540  0.9190  1.0006
 4652.560  0.9245  1.0037
 4652.580  0.9355  1.0043
 4652.600  0.9496  1.0021
 4652.620  0.9639  0.9981
 4652.640  0.9757  0.9936
 4652.660  0.9830  0.9899
 4652.680  0.9856  0.9880
 4652.700  0.9850  0.9876
 4652.720  0.9835  0.9883
 4652.740  0.9828  0.9893
 4652.760  0.9837  0.9903
 4652.780  0.9856  0.9912
 4652.800  0.9867  0.9927
 4652.820  0.9846  0.9951
 4652.840  0.9784  0.9984
 4652.860  0.9694  1.0020
 4652.880  0.9601  1.0050
 4652.900  0.9534  1.0064
 4652.920  0.9516  1.0058
 4652.940  0.9557  1.0036
 4652.960  0.9641  1.0007
 4652.980  0.9733  0.9985
 4653.000  0.9798  0.9978
 4653.020  0.9820  0.9988
 4653.040  0.9800  1.0010
 4653.060  0.9753  1.0035
 4653.080  0.9710  1.0052
 4653.100  0.9697  1.0057
 4653.120  0.9720  1.0049
 4653.140  0.9759  1.0034
 4653.160  0.9787  1.0016
 4653.180  0.9784  0.9997
 4653.200  0.9740  0.9978
 4653.220  0.9663  0.9958
 4653.240  0.9585  0.9936
 4653.260  0.9547  0.9920
 4653.280  0.9572  0.9916
 4653.300  0.9651  0.9932
 4653.320  0.9757  0.9968
 4653.340  0.9857  1.0014
 4653.360  0.9913  1.0049
 4653.380  0.9903  1.0052
 4653.400  0.9836  1.0009
 4653.420  0.9746  0.9920
 4653.440  0.9668  0.9803
 4653.460  0.9625  0.9690
 4653.480  0.9629  0.9616
 4653.500  0.9677  0.9604
 4653.520  0.9738  0.9657
 4653.540  0.9783  0.9758
 4653.560  0.9798  0.9874
 4653.580  0.9792  0.9969
 4653.600  0.9776  1.0021
 4653.620  0.9765  1.0024
 4653.640  0.9771  0.9992
 4653.660  0.9794  0.9951
 4653.680  0.9821  0.9923
 4653.700  0.9833  0.9924
 4653.720  0.9820  0.9952
 4653.740  0.9786  0.9992
 4653.760  0.9741  1.0028
 4653.780  0.9697  1.0046
 4653.800  0.9669  1.0043
 4653.820  0.9660  1.0025
 4653.840  0.9667  1.0004
 4653.860  0.9672  0.9992
 4653.880  0.9665  0.9995
 4653.900  0.9641  1.0010
 4653.920  0.9605  1.0029
 4653.940  0.9567  1.0046
 4653.960  0.9539  1.0054
 4653.980  0.9534  1.0053
 4654.000  0.9553  1.0045
 4654.020  0.9589  1.0034
 4654.040  0.9632  1.0021
 4654.060  0.9673  1.0003
 4654.080  0.9709  0.9980
 4654.100  0.9738  0.9953
 4654.120  0.9761  0.9926
 4654.140  0.9782  0.9908
 4654.160  0.9802  0.9908
 4654.180  0.9814  0.9928
 4654.200  0.9811  0.9967
 4654.220  0.9791  1.0014
 4654.240  0.9755  1.0056
 4654.260  0.9709  1.0081
 4654.280  0.9662  1.0083
 4654.300  0.9626  1.0067
 4654.320  0.9610  1.0042
 4654.340  0.9615  1.0019
 4654.360  0.9639  1.0006
 4654.380  0.9673  1.0006
 4654.400  0.9709  1.0013
 4654.420  0.9735  1.0019
 4654.440  0.9744  1.0019
 4654.460  0.9735  1.0009
 4654.480  0.9712  0.9992
 4654.500  0.9677  0.9974
 4654.520  0.9639  0.9962
 4654.540  0.9605  0.9958
 4654.560  0.9580  0.9962
 4654.580  0.9566  0.9971
 4654.600  0.9560  0.9981
 4654.620  0.9560  0.9990
 4654.640  0.9559  0.9998
 4654.660  0.9554  1.0007
 4654.680  0.9545  1.0018
 4654.700  0.9534  1.0030
 4654.720  0.9528  1.0039
 4654.740  0.9532  1.0043
 4654.760  0.9547  1.0038
 4654.780  0.9572  1.0026
 4654.800  0.9601  1.0014
 4654.820  0.9627  1.0006
 4654.840  0.9643  1.0008
 4654.860  0.9648  1.0017
 4654.880  0.9644  1.0028
 4654.900  0.9638  1.0030
 4654.920  0.9636  1.0015
 4654.940  0.9641  0.9983
 4654.960  0.9654  0.9939
 4654.980  0.9670  0.9896
 4655.000  0.9682  0.9870
 4655.020  0.9685  0.9869
 4655.040  0.9679  0.9891
 4655.060  0.9666  0.9921
 4655.080  0.9649  0.9938
 4655.100  0.9635  0.9922
 4655.120  0.9627  0.9862
 4655.140  0.9625  0.9760
 4655.160  0.9623  0.9635
 4655.180  0.9619  0.9517
 4655.200  0.9610  0.9435
 4655.220  0.9595  0.9409
 4655.240  0.9577  0.9446
 4655.260  0.9561  0.9533
 4655.280  0.9555  0.9647
 4655.300  0.9562  0.9760
 4655.320  0.9583  0.9848
 4655.340  0.9620  0.9900
 4655.360  0.9672  0.9918
 4655.380  0.9731  0.9913
 4655.400  0.9790  0.9902
 4655.420  0.9839  0.9900
 4655.440  0.9872  0.9913
 4655.460  0.9879  0.9941
 4655.480  0.9860  0.9975
 4655.500  0.9823  1.0005
 4655.520  0.9781  1.0024
 4655.540  0.9746  1.0029
 4655.560  0.9730  1.0023
 4655.580  0.9740  1.0012
 4655.600  0.9775  1.0004
 4655.620  0.9821  1.0002
 4655.640  0.9859  1.0008
 4655.660  0.9875  1.0018
 4655.680  0.9861  1.0027
 4655.700  0.9814  1.0029
 4655.720  0.9745  1.0023
 4655.740  0.9671  1.0011
 4655.760  0.9610  0.9996
 4655.780  0.9572  0.9984
 4655.800  0.9561  0.9978
 4655.820  0.9575  0.9980
 4655.840  0.9604  0.9989
 4655.860  0.9636  1.0001
 4655.880  0.9661  1.0014
 4655.900  0.9675  1.0025
 4655.920  0.9678  1.0033
 4655.940  0.9671  1.0039
 4655.960  0.9659  1.0043
 4655.980  0.9647  1.0046
 4656.000  0.9639  1.0049
 4656.020  0.9638  1.0050
