           0.9800  1.0000
           0.20    0.00  
 4872.000  0.9130  0.8024
 4872.020  0.9976  0.7679
 4872.040  0.9664  0.8124
 4872.060  0.9593  0.8206
 4872.080  0.9553  0.8502
 4872.100  0.9613  0.8522
 4872.120  0.9760  0.8795
 4872.140  0.9946  0.8720
 4872.160  1.0080  0.8899
 4872.180  1.0070  0.8776
 4872.200  0.9871  0.8733
 4872.220  0.9523  0.8325
 4872.240  0.9183  0.8106
 4872.260 -1.0000  0.7464
 4872.280 -1.0000  0.6746
 4872.300 -1.0000  0.4777
 4872.320 -1.0000  0.6007
 4872.340 -1.0000  0.7381
 4872.360  0.9246  0.8131
 4872.380  0.9485  0.8665
 4872.400  0.9747  0.9004
 4872.420  0.9900  0.9235
 4872.440  0.9917  0.9364
 4872.460  0.9862  0.9374
 4872.480  0.9806  0.9386
 4872.500  0.9789  0.9317
 4872.520  0.9820  0.9325
 4872.540  0.9878  0.9326
 4872.560  0.9922  0.9437
 4872.580  0.9925  0.9487
 4872.600  0.9892  0.9542
 4872.620  0.9846  0.9477
 4872.640  0.9809  0.9428
 4872.660  0.9797  0.9311
 4872.680  0.9816  0.9240
 4872.700  0.9854  0.9179
 4872.720  0.9884  0.9215
 4872.740  0.9883  0.9222
 4872.760  0.9851  0.9229
 4872.780  0.9808  0.9141
 4872.800  0.9774  0.8988
 4872.820  0.9756  0.8759
 4872.840  0.9758  0.8540
 4872.860  0.9776  0.8349
 4872.880  0.9794  0.8224
 4872.900  0.9801  0.8094
 4872.920  0.9800  0.7901
 4872.940  0.9798  0.7530
 4872.960 -1.0000  0.6934
 4872.980 -1.0000  0.6097
 4873.000 -1.0000  0.5090
 4873.020 -1.0000  0.4024
 4873.040 -1.0000  0.3025
 4873.060 -1.0000  0.2180
 4873.080 -1.0000  0.1526
 4873.100 -1.0000  0.1052
 4873.120 -1.0000  0.0732
 4873.140 -1.0000  0.0558
 4873.160 -1.0000  0.0561
 4873.180 -1.0000  0.0805
 4873.200 -1.0000  0.1357
 4873.220 -1.0000  0.2239
 4873.240 -1.0000  0.3397
 4873.260 -1.0000  0.4699
 4873.280 -1.0000  0.5964
 4873.300 -1.0000  0.7020
 4873.320 -1.0000  0.7758
 4873.340  0.9512  0.8168
 4873.360  0.9594  0.8330
 4873.380  0.9717  0.8375
 4873.400  0.9839  0.8430
 4873.420  0.9914  0.8571
 4873.440  0.9921  0.8797
 4873.460  0.9872  0.9053
 4873.480  0.9809  0.9261
 4873.500  0.9773  0.9369
 4873.520  0.9781  0.9375
 4873.540  0.9820  0.9322
 4873.560  0.9867  0.9276
 4873.580  0.9899  0.9288
 4873.600  0.9900  0.9370
 4873.620  0.9870  0.9490
 4873.640  0.9829  0.9593
 4873.660  0.9805  0.9633
 4873.680  0.9813  0.9599
 4873.700  0.9843  0.9518
 4873.720  0.9875  0.9444
 4873.740  0.9887  0.9423
 4873.760  0.9864  0.9469
 4873.780  0.9804  0.9556
 4873.800  0.9725  0.9631
 4873.820  0.9668  0.9640
 4873.840  0.9666  0.9566
 4873.860  0.9726  0.9437
 4873.880  0.9828  0.9312
 4873.900  0.9938  0.9255
 4873.920  1.0016  0.9287
 4873.940  1.0015  0.9366
 4873.960  0.9923  0.9391
 4873.980  0.9778  0.9238
 4874.000  0.9639  0.8819
 4874.020  0.9548  0.8128
 4874.040 -1.0000  0.7272
 4874.060 -1.0000  0.6442
 4874.080 -1.0000  0.5863
 4874.100 -1.0000  0.5709
 4874.120 -1.0000  0.6028
 4874.140 -1.0000  0.6712
 4874.160  0.9293  0.7516
 4874.180  0.9221  0.8121
 4874.200  0.9180  0.8240
 4874.220 -1.0000  0.7707
 4874.240 -1.0000  0.6540
 4874.260 -1.0000  0.4938
 4874.280 -1.0000  0.3225
 4874.300 -1.0000  0.1745
 4874.320 -1.0000  0.0762
 4874.340 -1.0000  0.0374
 4874.360 -1.0000  0.0497
 4874.380 -1.0000  0.0904
 4874.400 -1.0000  0.1315
 4874.420 -1.0000  0.1499
 4874.440 -1.0000  0.1361
 4874.460 -1.0000  0.0973
 4874.480 -1.0000  0.0544
 4874.500 -1.0000  0.0339
 4874.520 -1.0000  0.0581
 4874.540 -1.0000  0.1368
 4874.560 -1.0000  0.2639
 4874.580 -1.0000  0.4193
 4874.600 -1.0000  0.5761
 4874.620 -1.0000  0.7093
 4874.640 -1.0000  0.8032
 4874.660  0.9418  0.8552
 4874.680  0.9521  0.8740
 4874.700  0.9701  0.8750
 4874.720  0.9899  0.8733
 4874.740  1.0040  0.8786
 4874.760  1.0085  0.8932
 4874.780  1.0048  0.9132
 4874.800  0.9973  0.9318
 4874.820  0.9900  0.9437
 4874.840  0.9844  0.9470
 4874.860  0.9805  0.9441
 4874.880  0.9773  0.9396
 4874.900  0.9747  0.9379
 4874.920  0.9728  0.9413
 4874.940  0.9723  0.9490
 4874.960  0.9744  0.9582
 4874.980  0.9788  0.9655
 4875.000  0.9840  0.9688
 4875.020  0.9875  0.9677
 4875.040  0.9887  0.9632
 4875.060  0.9878  0.9574
 4875.080  0.9858  0.9517
 4875.100  0.9846  0.9469
 4875.120  0.9857  0.9434
 4875.140  0.9894  0.9411
 4875.160  0.9932  0.9404
 4875.180  0.9946  0.9417
 4875.200  0.9921  0.9450
 4875.220  0.9861  0.9498
 4875.240  0.9783  0.9545
 4875.260  0.9715  0.9574
 4875.280  0.9685  0.9572
 4875.300  0.9703  0.9537
 4875.320  0.9753  0.9482
 4875.340  0.9806  0.9425
 4875.360  0.9841  0.9381
 4875.380  0.9852  0.9353
 4875.400  0.9850  0.9326
 4875.420  0.9857  0.9276
 4875.440  0.9897  0.9185
 4875.460  0.9974  0.9050
 4875.480  1.0063  0.8884
 4875.500  1.0120  0.8710
 4875.520  1.0102  0.8541
 4875.540  0.9992  0.8361
 4875.560  0.9817  0.8120
 4875.580  0.9657  0.7743
 4875.600 -1.0000  0.7158
 4875.620 -1.0000  0.6328
 4875.640 -1.0000  0.5275
 4875.660 -1.0000  0.4088
 4875.680 -1.0000  0.2904
 4875.700 -1.0000  0.1872
 4875.720 -1.0000  0.1115
 4875.740 -1.0000  0.0704
 4875.760 -1.0000  0.0650
 4875.780 -1.0000  0.0913
 4875.800 -1.0000  0.1434
 4875.820 -1.0000  0.2151
 4875.840 -1.0000  0.3012
 4875.860 -1.0000  0.3976
 4875.880 -1.0000  0.4994
 4875.900 -1.0000  0.6006
 4875.920 -1.0000  0.6937
 4875.940  0.9504  0.7710
 4875.960  0.9472  0.8273
 4875.980  0.9466  0.8613
 4876.000  0.9507  0.8764
 4876.020  0.9584  0.8797
 4876.040  0.9666  0.8795
 4876.060  0.9730  0.8823
 4876.080  0.9768  0.8912
 4876.100  0.9787  0.9051
 4876.120  0.9804  0.9205
 4876.140  0.9835  0.9335
 4876.160  0.9877  0.9419
 4876.180  0.9916  0.9462
 4876.200  0.9936  0.9485
 4876.220  0.9925  0.9518
 4876.240  0.9882  0.9573
 4876.260  0.9818  0.9647
 4876.280  0.9755  0.9718
 4876.300  0.9713  0.9760
 4876.320  0.9699  0.9761
 4876.340  0.9710  0.9725
 4876.360  0.9733  0.9677
 4876.380  0.9758  0.9643
 4876.400  0.9779  0.9640
 4876.420  0.9793  0.9664
 4876.440  0.9805  0.9691
