           1.0500  1.0000
           0.17    0.00  
 4147.000  1.0942  0.8714
 4147.020  1.0253  0.9284
 4147.040  1.0529  0.8774
 4147.060  1.0509  0.9278
 4147.080  1.0522  0.8845
 4147.100  1.0578  0.9356
 4147.120  1.0671  0.8927
 4147.140  1.0790  0.9412
 4147.160  1.0914  0.8930
 4147.180  1.1007  0.9327
 4147.200  1.1045  0.8944
 4147.220  1.1016  0.9293
 4147.240  1.0914  0.8978
 4147.260  1.0751  0.9380
 4147.280  1.0551  0.9064
 4147.300  1.0335  0.9408
 4147.320  1.0131  0.9086
 4147.340  0.9971  0.9323
 4147.360  0.9878  0.9053
 4147.380  0.9867  0.9273
 4147.400  0.9934  0.9060
 4147.420  1.0073  0.9354
 4147.440  1.0261  0.9175
 4147.460  1.0455  0.9386
 4147.480  1.0610  0.9223
 4147.500  1.0691  0.9345
 4147.520  1.0692  0.9261
 4147.540  1.0651  0.9418
 4147.560  1.0611  0.9241
 4147.580  1.0582  0.9377
 4147.600  1.0575  0.9269
 4147.620  1.0601  0.9373
 4147.640  1.0654  0.9238
 4147.660  1.0711  0.9277
 4147.680  1.0742  0.9174
 4147.700  1.0727  0.9218
 4147.720  1.0666  0.9185
 4147.740  1.0582  0.9261
 4147.760  1.0506  0.9234
 4147.780  1.0469  0.9245
 4147.800  1.0483  0.9172
 4147.820  1.0542  0.9106
 4147.840  1.0620  0.9022
 4147.860  1.0686  0.9006
 4147.880  1.0714  0.9001
 4147.900  1.0690  0.9038
 4147.920  1.0619  0.9061
 4147.940  1.0525  0.9068
 4147.960  1.0431  0.9034
 4147.980  1.0359  0.8982
 4148.000  1.0324  0.8937
 4148.020  1.0332  0.8931
 4148.040  1.0369  0.8975
 4148.060  1.0406  0.9059
 4148.080  1.0427  0.9148
 4148.100  1.0420  0.9207
 4148.120  1.0378  0.9213
 4148.140  1.0298  0.9175
 4148.160  1.0202  0.9121
 4148.180  1.0125  0.9090
 4148.200  1.0091  0.9107
 4148.220  1.0107  0.9167
 4148.240  1.0176  0.9239
 4148.260  1.0289  0.9284
 4148.280  1.0413  0.9274
 4148.300  1.0505  0.9210
 4148.320  1.0542  0.9125
 4148.340  1.0521  0.9067
 4148.360  1.0456  0.9067
 4148.380  1.0372  0.9126
 4148.400  1.0312  0.9208
 4148.420  1.0313  0.9256
 4148.440  1.0382  0.9224
 4148.460  1.0490  0.9103
 4148.480  1.0588  0.8930
 4148.500  1.0621  0.8770
