           1.0000  1.0000
           0.18    0.00  
 4397.000  1.0079  0.9726
 4397.020  1.0087  0.9726
 4397.040  1.0000  0.9773
 4397.060  0.9919  0.9766
 4397.080  0.9831  0.9797
 4397.100  0.9772  0.9817
 4397.120  0.9770  0.9815
 4397.140  0.9814  0.9758
 4397.160  0.9874  0.9789
 4397.180  0.9928  0.9783
 4397.200  0.9969  0.9847
 4397.220  0.9995  0.9826
 4397.240  1.0005  0.9859
 4397.260  1.0010  0.9829
 4397.280  1.0019  0.9835
 4397.300  1.0034  0.9788
 4397.320  1.0050  0.9801
 4397.340  1.0062  0.9771
 4397.360  1.0060  0.9798
 4397.380  1.0038  0.9805
 4397.400  1.0006  0.9856
 4397.420  0.9979  0.9846
 4397.440  0.9971  0.9857
 4397.460  0.9983  0.9842
 4397.480  1.0013  0.9819
 4397.500  1.0051  0.9834
 4397.520  1.0089  0.9825
 4397.540  1.0111  0.9840
 4397.560  1.0111  0.9875
 4397.580  1.0099  0.9877
 4397.600  1.0086  0.9874
 4397.620  1.0073  0.9836
 4397.640  1.0063  0.9830
 4397.660  1.0061  0.9813
 4397.680  1.0067  0.9823
 4397.700  1.0074  0.9839
 4397.720  1.0080  0.9872
 4397.740  1.0085  0.9886
 4397.760  1.0087  0.9883
 4397.780  1.0082  0.9855
 4397.800  1.0070  0.9829
 4397.820  1.0059  0.9807
 4397.840  1.0050  0.9805
 4397.860  1.0047  0.9823
 4397.880  1.0055  0.9839
 4397.900  1.0078  0.9830
 4397.920  1.0107  0.9776
 4397.940  1.0129  0.9679
 4397.960  1.0133  0.9560
 4397.980  1.0118  0.9460
 4398.000  1.0083  0.9416
 4398.020  1.0038  0.9448
 4398.040  1.0003  0.9548
 4398.060  0.9999  0.9679
 4398.080  1.0026  0.9790
 4398.100  1.0069  0.9839
 4398.120  1.0114  0.9811
 4398.140  1.0143  0.9723
 4398.160  1.0141  0.9610
 4398.180  1.0100  0.9509
 4398.200  1.0037  0.9433
 4398.220  0.9979  0.9365
 4398.240  0.9943  0.9259
 4398.260  0.9927  0.9071
 4398.280  0.9926  0.8783
 4398.300  0.9932  0.8426
 4398.320  0.9926  0.8079
 4398.340  0.9891  0.7841
 4398.360  0.9841  0.7798
 4398.380  0.9812  0.7988
 4398.400  0.9823  0.8375
 4398.420  0.9869  0.8864
 4398.440  0.9942  0.9336
 4398.460  1.0032  0.9683
 4398.480  1.0107  0.9854
 4398.500  1.0139  0.9864
 4398.520  1.0131  0.9779
 4398.540  1.0107  0.9686
 4398.560  1.0082  0.9651
 4398.580  1.0067  0.9696
 4398.600  1.0075  0.9793
 4398.620  1.0107  0.9891
 4398.640  1.0142  0.9938
 4398.660  1.0151  0.9912
 4398.680  1.0125  0.9829
 4398.700  1.0080  0.9735
 4398.720  1.0029  0.9676
 4398.740  0.9983  0.9679
 4398.760  0.9962  0.9739
 4398.780  0.9975  0.9821
 4398.800  1.0010  0.9883
 4398.820  1.0039  0.9896
 4398.840  1.0049  0.9861
 4398.860  1.0046  0.9803
 4398.880  1.0037  0.9760
 4398.900  1.0027  0.9761
 4398.920  1.0030  0.9807
 4398.940  1.0056  0.9872
 4398.960  1.0096  0.9917
 4398.980  1.0123  0.9909
 4399.000  1.0122  0.9834
 4399.020  1.0094  0.9712
 4399.040  1.0050  0.9582
 4399.060  0.9999  0.9483
 4399.080  0.9961  0.9443
 4399.100  0.9957  0.9463
 4399.120  0.9989  0.9522
 4399.140  1.0041  0.9589
 4399.160  1.0092  0.9641
 4399.180  1.0136  0.9671
 4399.200  1.0171  0.9688
 4399.220  1.0194  0.9708
 4399.240  1.0208  0.9741
 4399.260  1.0220  0.9785
 4399.280  1.0232  0.9827
 4399.300  1.0236  0.9849
 4399.320  1.0217  0.9842
 4399.340  1.0176  0.9813
 4399.360  1.0121  0.9780
 4399.380  1.0063  0.9765
 4399.400  1.0011  0.9780
 4399.420  0.9973  0.9821
 4399.440  0.9959  0.9866
 4399.460  0.9961  0.9891
 4399.480  0.9964  0.9877
 4399.500  0.9961  0.9826
 4399.520  0.9957  0.9755
 4399.540  0.9959  0.9695
 4399.560  0.9971  0.9668
 4399.580  0.9991  0.9681
 4399.600  1.0021  0.9720
 4399.620  1.0053  0.9760
 4399.640  1.0069  0.9775
 4399.660  1.0057  0.9750
 4399.680  1.0026  0.9691
 4399.700  0.9994  0.9615
 4399.720  0.9971  0.9545
 4399.740  0.9964  0.9493
 4399.760  0.9975  0.9464
 4399.780  1.0002  0.9452
 4399.800  1.0027  0.9449
 4399.820  1.0036  0.9457
 4399.840  1.0031  0.9486
 4399.860  1.0031  0.9546
 4399.880  1.0048  0.9638
 4399.900  1.0082  0.9745
 4399.920  1.0125  0.9836
 4399.940  1.0166  0.9872
 4399.960  1.0182  0.9827
 4399.980  1.0149  0.9701
 4400.000  1.0062  0.9522
 4400.020  0.9953  0.9334
 4400.040  0.9859  0.9179
 4400.060  0.9810  0.9076
 4400.080  0.9822  0.9019
 4400.100  0.9901  0.8983
 4400.120  1.0020  0.8946
 4400.140  1.0126  0.8907
 4400.160  1.0175  0.8894
 4400.180  1.0159  0.8948
 4400.200  1.0099  0.9097
 4400.220  1.0017  0.9327
 4400.240  0.9935  0.9575
 4400.260  0.9881  0.9743
 4400.280  0.9872  0.9735
 4400.300  0.9888  0.9506
 4400.320  0.9897  0.9094
 4400.340  0.9895  0.8607
 4400.360  0.9897  0.8191
 4400.380  0.9902  0.7962
 4400.400  0.9896  0.7948
 4400.420  0.9890  0.8074
 4400.440  0.9905  0.8186
 4400.460  0.9928  0.8117
 4400.480  0.9939  0.7768
 4400.500 -1.0000  0.7166
 4400.520 -1.0000  0.6465
 4400.540 -1.0000  0.5897
 4400.560 -1.0000  0.5682
 4400.580 -1.0000  0.5940
 4400.600 -1.0000  0.6639
 4400.620 -1.0000  0.7607
 4400.640  1.0155  0.8598
 4400.660  1.0101  0.9380
 4400.680  1.0044  0.9819
 4400.700  1.0001  0.9913
 4400.720  0.9976  0.9770
 4400.740  0.9992  0.9546
 4400.760  1.0062  0.9375
 4400.780  1.0150  0.9317
 4400.800  1.0200  0.9350
 4400.820  1.0197  0.9406
 4400.840  1.0158  0.9415
 4400.860  1.0099  0.9353
 4400.880  1.0033  0.9251
 4400.900  0.9994  0.9169
 4400.920  1.0009  0.9166
 4400.940  1.0069  0.9254
 4400.960  1.0129  0.9398
 4400.980  1.0159  0.9527
 4401.000  1.0160  0.9582
 4401.020  1.0136  0.9540
 4401.040  1.0088  0.9437
 4401.060  1.0035  0.9340
 4401.080  1.0011  0.9317
 4401.100  1.0024  0.9393
 4401.120  1.0044  0.9535
 4401.140  1.0047  0.9664
 4401.160  1.0035  0.9697
 4401.180  1.0016  0.9587
 4401.200  0.9990  0.9354
 4401.220  0.9964  0.9079
 4401.240  0.9963  0.8870
 4401.260  0.9996  0.8811
 4401.280  1.0029  0.8929
 4401.300  1.0030  0.9177
 4401.320  0.9999  0.9464
 4401.340  0.9955  0.9695
 4401.360  0.9910  0.9812
 4401.380  0.9878  0.9817
 4401.400  0.9880  0.9758
 4401.420  0.9926  0.9703
 4401.440  0.9988  0.9695
 4401.460  1.0025  0.9738
 4401.480  1.0019  0.9794
 4401.500  0.9981  0.9810
 4401.520  0.9928  0.9754
 4401.540  0.9880  0.9635
 4401.560  0.9874  0.9502
 4401.580  0.9935  0.9417
 4401.600  1.0048  0.9427
 4401.620  1.0156  0.9531
 4401.640  1.0217  0.9682
 4401.660  1.0217  0.9807
 4401.680  1.0157  0.9843
 4401.700  1.0050  0.9770
 4401.720  0.9937  0.9619
 4401.740  0.9874  0.9459
 4401.760  0.9884  0.9364
 4401.780  0.9945  0.9378
 4401.800  1.0024  0.9495
 4401.820  1.0099  0.9663
 4401.840  1.0149  0.9812
 4401.860  1.0159  0.9885
 4401.880  1.0136  0.9862
 4401.900  1.0112  0.9767
 4401.920  1.0103  0.9648
 4401.940  1.0101  0.9556
 4401.960  1.0092  0.9515
 4401.980  1.0073  0.9520
 4402.000  1.0040  0.9542
 4402.020  0.9991  0.9549
 4402.040  0.9934  0.9528
 4402.060  0.9892  0.9489
 4402.080  0.9879  0.9458
 4402.100  0.9889  0.9461
 4402.120  0.9898  0.9503
 4402.140  0.9893  0.9562
 4402.160  0.9872  0.9596
 4402.180  0.9834  0.9563
 4402.200  0.9787  0.9439
 4402.220  0.9752  0.9234
 4402.240  0.9744  0.8988
 4402.260  0.9753  0.8760
 4402.280  0.9745  0.8605
 4402.300  0.9688  0.8559
 4402.320  0.9566  0.8628
 4402.340  0.9389  0.8792
 4402.360  0.9184  0.9014
 4402.380  0.9001  0.9255
 4402.400  0.8890  0.9480
 4402.420  0.8880  0.9661
 4402.440  0.8966  0.9784
 4402.460  0.9119  0.9843
 4402.480  0.9304  0.9845
 4402.500  0.9489  0.9809
 4402.520  0.9644  0.9761
 4402.540  0.9755  0.9731
 4402.560  0.9827  0.9740
 4402.580  0.9879  0.9792
 4402.600  0.9921  0.9871
 4402.620  0.9950  0.9948
 4402.640  0.9969  0.9991
 4402.660  0.9981  0.9980
 4402.680  0.9984  0.9921
 4402.700  0.9977  0.9839
 4402.720  0.9968  0.9769
 4402.740  0.9971  0.9740
 4402.760  0.9988  0.9760
 4402.780  1.0009  0.9811
 4402.800  1.0024  0.9865
 4402.820  1.0032  0.9890
 4402.840  1.0032  0.9876
 4402.860  1.0021  0.9835
