           0.9700  1.0000
           0.19    0.00  
 4672.000  0.9475  1.0045
 4672.020  0.9496  1.0086
 4672.040  0.9600  1.0067
 4672.060  0.9686  1.0047
 4672.080  0.9759  1.0062
 4672.100  0.9806  1.0055
 4672.120  0.9822  1.0048
 4672.140  0.9802  1.0035
 4672.160  0.9758  1.0076
 4672.180  0.9710  1.0079
 4672.200  0.9666  1.0069
 4672.220  0.9630  1.0098
 4672.240  0.9607  1.0095
 4672.260  0.9595  1.0074
 4672.280  0.9580  1.0052
 4672.300  0.9561  1.0087
 4672.320  0.9549  1.0049
 4672.340  0.9544  1.0054
 4672.360  0.9544  1.0043
 4672.380  0.9551  1.0062
 4672.400  0.9565  1.0023
 4672.420  0.9578  1.0074
 4672.440  0.9596  1.0073
 4672.460  0.9629  1.0103
 4672.480  0.9679  1.0084
 4672.500  0.9740  1.0089
 4672.520  0.9799  1.0061
 4672.540  0.9843  1.0068
 4672.560  0.9865  1.0050
 4672.580  0.9860  1.0033
 4672.600  0.9824  1.0027
 4672.620  0.9763  1.0035
 4672.640  0.9699  1.0042
 4672.660  0.9653  1.0050
 4672.680  0.9636  1.0051
 4672.700  0.9649  1.0061
 4672.720  0.9688  1.0054
 4672.740  0.9740  1.0052
 4672.760  0.9785  1.0051
 4672.780  0.9812  1.0048
 4672.800  0.9816  1.0045
 4672.820  0.9803  1.0046
 4672.840  0.9785  1.0039
 4672.860  0.9775  1.0023
 4672.880  0.9785  0.9995
 4672.900  0.9817  0.9963
 4672.920  0.9867  0.9930
 4672.940  0.9922  0.9908
 4672.960  0.9972  0.9904
 4672.980  1.0003  0.9919
 4673.000  1.0013  0.9949
 4673.020  1.0002  0.9986
 4673.040  0.9978  1.0019
 4673.060  0.9950  1.0041
 4673.080  0.9926  1.0047
 4673.100  0.9910  1.0041
 4673.120  0.9904  1.0029
 4673.140  0.9900  1.0019
 4673.160  0.9894  1.0017
 4673.180  0.9880  1.0024
 4673.200  0.9853  1.0035
 4673.220  0.9815  1.0046
 4673.240  0.9774  1.0053
 4673.260  0.9738  1.0055
 4673.280  0.9714  1.0054
 4673.300  0.9704  1.0054
 4673.320  0.9708  1.0057
 4673.340  0.9719  1.0064
 4673.360  0.9728  1.0071
 4673.380  0.9728  1.0073
 4673.400  0.9723  1.0066
 4673.420  0.9718  1.0051
 4673.440  0.9721  1.0033
 4673.460  0.9739  1.0021
 4673.480  0.9775  1.0020
 4673.500  0.9825  1.0033
 4673.520  0.9874  1.0055
 4673.540  0.9904  1.0072
 4673.560  0.9910  1.0073
 4673.580  0.9896  1.0047
 4673.600  0.9870  0.9993
