           1.0100  1.0000
           0.18    0.00  
 4297.000  1.0241  0.9585
 4297.020  1.0217  0.9628
 4297.040  1.0229  0.9652
 4297.060  1.0231  0.9676
 4297.080  1.0222  0.9670
 4297.100  1.0194  0.9663
 4297.120  1.0153  0.9624
 4297.140  1.0125  0.9609
 4297.160  1.0118  0.9428
 4297.180  1.0113  0.9526
 4297.200  1.0109  0.9541
 4297.220  1.0109  0.9622
 4297.240  1.0112  0.9698
 4297.260  1.0125  0.9710
 4297.280  1.0140  0.9649
 4297.300  1.0153  0.9639
 4297.320  1.0177  0.9537
 4297.340  1.0227  0.9567
 4297.360  1.0301  0.9591
 4297.380  1.0359  0.9571
 4297.400  1.0342  0.9629
 4297.420  1.0209  0.9642
 4297.440  0.9943  0.9610
 4297.460  0.9560  0.9539
 4297.480  0.9131  0.9427
 4297.500  0.8757  0.9337
 4297.520  0.8534  0.9351
 4297.540  0.8535  0.9369
 4297.560  0.8761  0.9331
 4297.580  0.9131  0.9437
 4297.600  0.9525  0.9497
 4297.620  0.9841  0.9539
 4297.640  1.0013  0.9527
 4297.660  1.0016  0.9492
 4297.680  0.9876  0.9488
 4297.700  0.9667  0.9425
 4297.720  0.9480  0.9376
 4297.740  0.9375  0.9320
 4297.760  0.9363  0.9260
 4297.780  0.9418  0.9258
 4297.800  0.9514  0.9299
 4297.820  0.9633  0.9371
 4297.840  0.9759  0.9448
 4297.860  0.9878  0.9529
 4297.880  0.9981  0.9595
 4297.900  1.0066  0.9628
 4297.920  1.0120  0.9625
 4297.940  1.0130  0.9596
 4297.960  1.0089  0.9560
 4297.980  1.0013  0.9535
 4298.000  0.9933  0.9535
 4298.020  0.9873  0.9556
 4298.040  0.9850  0.9581
 4298.060  0.9871  0.9584
 4298.080  0.9920  0.9543
 4298.100  0.9964  0.9449
 4298.120  0.9974  0.9309
 4298.140  0.9952  0.9144
 4298.160  0.9925  0.8987
 4298.180  0.9922  0.8867
 4298.200  0.9969  0.8809
 4298.220  1.0078  0.8824
 4298.240  1.0226  0.8911
 4298.260  1.0356  0.9056
 4298.280  1.0411  0.9232
 4298.300  1.0374  0.9400
 4298.320  1.0259  0.9512
 4298.340  1.0107  0.9521
 4298.360  0.9970  0.9392
 4298.380  0.9898  0.9118
 4298.400  0.9913  0.8726
 4298.420  0.9980  0.8284
 4298.440  1.0029  0.7886
 4298.460  0.9984  0.7625
 4298.480  0.9804  0.7569
 4298.500  0.9511  0.7737
 4298.520  0.9184  0.8089
 4298.540  0.8924  0.8541
 4298.560  0.8811  0.8990
 4298.580  0.8870  0.9344
 4298.600  0.9077  0.9555
 4298.620  0.9376  0.9624
 4298.640  0.9700  0.9596
