           1.0200  1.0000
          -0.98    0.00  
 4522.000  0.9915  0.9995
 4522.020  0.9940  1.0001
 4522.040  1.0008  0.9932
 4522.060  1.0041  0.9880
 4522.080  1.0041  0.9934
 4522.100  1.0007  0.9904
 4522.120  0.9930  0.9919
 4522.140  0.9814  0.9898
 4522.160  0.9697  0.9893
 4522.180  0.9630  0.9895
 4522.200  0.9638  0.9890
 4522.220  0.9684  0.9882
 4522.240  0.9697  0.9841
 4522.260  0.9636  0.9795
 4522.280  0.9555  0.9664
 4522.300  0.9582  0.9367
 4522.320  0.9750  0.8875
 4522.340  0.9906  0.8567
 4522.360  0.9933  0.9016
 4522.380  0.9932  0.9510
 4522.400  1.0014  0.9731
 4522.420  1.0121  0.9797
 4522.440  1.0134  0.9814
 4522.460  1.0027  0.9759
 4522.480  0.9886  0.9729
 4522.500  0.9840  0.9495
 4522.520  0.9914  0.9207
 4522.540  0.9988  0.9054
 4522.560  0.9977  0.9423
 4522.580  0.9945  0.9741
 4522.600  0.9962  0.9863
 4522.620  1.0008  0.9890
 4522.640  1.0050  0.9934
 4522.660  1.0099  0.9934
 4522.680  1.0159  0.9915
 4522.700  1.0206  0.9885
 4522.720  1.0210  0.9872
 4522.740  1.0164  0.9843
 4522.760  1.0101  0.9905
 4522.780  1.0068  0.9891
 4522.800  1.0075  0.9913
 4522.820  1.0089  0.9913
 4522.840  1.0077  0.9938
 4522.860  1.0039  1.0001
 4522.880  1.0005  0.9969
 4522.900  1.0003  0.9995
 4522.920  1.0042  0.9959
 4522.940  1.0103  0.9940
 4522.960  1.0163  0.9987
 4522.980  1.0220  1.0001
 4523.000  1.0266  0.9986
 4523.020  1.0259  0.9950
 4523.040  1.0169  0.9969
 4523.060  1.0007  0.9971
 4523.080  0.9836  1.0006
 4523.100  0.9752  1.0034
 4523.120  0.9811  0.9992
 4523.140  0.9981  0.9991
 4523.160  1.0154  0.9945
 4523.180  1.0223  0.9982
 4523.200  1.0157  0.9985
 4523.220  1.0019  1.0002
 4523.240  0.9914  0.9993
 4523.260  0.9898  0.9955
 4523.280  0.9953  0.9983
 4523.300  1.0022  1.0001
 4523.320  1.0055  0.9985
 4523.340  1.0042  0.9978
 4523.360  1.0020  0.9986
 4523.380  1.0031  0.9990
 4523.400  1.0066  1.0006
 4523.420  1.0079  1.0036
 4523.440  1.0031  1.0023
 4523.460  0.9931  1.0042
 4523.480  0.9840  0.9988
 4523.500  0.9825  1.0016
 4523.520  0.9910  0.9981
 4523.540  1.0049  0.9940
 4523.560  1.0165  0.9951
 4523.580  1.0224  0.9955
 4523.600  1.0253  0.9980
 4523.620  1.0280  0.9921
 4523.640  1.0308  0.9974
 4523.660  1.0315  0.9929
 4523.680  1.0267  0.9958
 4523.700  1.0164  0.9973
 4523.720  1.0054  0.9981
 4523.740  0.9988  0.9982
 4523.760  0.9977  0.9924
 4523.780  0.9990  0.9941
 4523.800  0.9997  0.9919
 4523.820  0.9984  0.9876
 4523.840  0.9963  0.9890
 4523.860  0.9955  0.9856
 4523.880  0.9970  0.9875
 4523.900  0.9989  0.9876
 4523.920  0.9991  0.9849
 4523.940  0.9973  0.9840
 4523.960  0.9959  0.9777
 4523.980  0.9960  0.9682
 4524.000  0.9961  0.9590
 4524.020  0.9938  0.9370
 4524.040  0.9901  0.9123
 4524.060  0.9898  0.8670
 4524.080  0.9918  0.8165
 4524.100  0.9901  0.8110
 4524.120  0.9870  0.8511
 4524.140  0.9912  0.8995
 4524.160  1.0018  0.9327
 4524.180  1.0073  0.9516
 4524.200  1.0006  0.9669
 4524.220  0.9874  0.9745
 4524.240  0.9798  0.9838
 4524.260  0.9854  0.9841
 4524.280  0.9999  0.9874
 4524.300  1.0127  0.9924
 4524.320  1.0157  0.9918
 4524.340  1.0076  0.9909
 4524.360  0.9944  0.9861
 4524.380  0.9852  0.9874
 4524.400  0.9855  0.9851
 4524.420  0.9952  0.9921
 4524.440  1.0097  0.9924
 4524.460  1.0229  0.9916
 4524.480  1.0314  0.9942
 4524.500  1.0359  0.9925
 4524.520  1.0380  0.9957
 4524.540  1.0379  0.9958
 4524.560  1.0343  0.9997
 4524.580  1.0274  1.0004
 4524.600  1.0193  1.0012
 4524.620  1.0121  0.9925
 4524.640  1.0088  1.0004
 4524.660  1.0114  0.9956
 4524.680  1.0178  0.9945
 4524.700  1.0226  0.9967
 4524.720  1.0215  0.9919
 4524.740  1.0144  0.9967
 4524.760  1.0063  0.9993
 4524.780  1.0022  0.9942
 4524.800  1.0037  0.9987
 4524.820  1.0100  1.0003
 4524.840  1.0188  0.9994
 4524.860  1.0267  1.0017
 4524.880  1.0312  0.9979
 4524.900  1.0310  0.9991
 4524.920  1.0266  0.9997
 4524.940  1.0195  0.9992
 4524.960  1.0114  0.9988
 4524.980  1.0049  0.9999
 4525.000  1.0023  0.9958
 4525.020  1.0047  1.0027
 4525.040  1.0120  1.0017
 4525.060  1.0204  1.0005
 4525.080  1.0251  1.0023
 4525.100  1.0239  0.9991
 4525.120  1.0181  0.9993
 4525.140  1.0117  1.0016
 4525.160  1.0079  0.9984
 4525.180  1.0066  1.0004
 4525.200  1.0057  0.9993
 4525.220  1.0038  0.9973
 4525.240  1.0009  0.9994
 4525.260  0.9997  0.9997
 4525.280  1.0018  1.0001
 4525.300  1.0047  0.9932
 4525.320  1.0045  0.9963
 4525.340  1.0002  0.9920
 4525.360  0.9948  0.9955
 4525.380  0.9931  0.9986
 4525.400  0.9976  1.0002
 4525.420  1.0047  0.9980
 4525.440  1.0077  1.0023
 4525.460  1.0044  1.0008
 4525.480  0.9983  1.0017
 4525.500  0.9961  1.0000
 4525.520  1.0021  0.9995
 4525.540  1.0132  0.9952
 4525.560  1.0196  0.9940
 4525.580  1.0137  0.9955
 4525.600  0.9959  0.9962
 4525.620  0.9751  0.9949
 4525.640  0.9622  0.9959
 4525.660  0.9627  0.9934
 4525.680  0.9735  0.9917
 4525.700  0.9861  0.9923
 4525.720  0.9946  0.9969
 4525.740  0.9993  0.9958
 4525.760  1.0037  0.9945
 4525.780  1.0096  0.9916
 4525.800  1.0164  0.9917
 4525.820  1.0209  0.9905
 4525.840  1.0198  0.9934
 4525.860  1.0122  0.9945
 4525.880  1.0004  0.9999
