            .9800  1.0000
          -1.03    0.00  
 4772.000  1.0853  0.8940
 4772.020  0.9358  1.0492
 4772.040  0.9672  0.9933
 4772.060  0.9549  1.0312
 4772.080  0.9462  0.9988
 4772.100  0.9432  1.0244
 4772.120  0.9500  0.9966
 4772.140  0.9637  1.0109
 4772.160  0.9775  0.9865
 4772.180  0.9847  0.9913
 4772.200  0.9835  0.9771
 4772.220  0.9796  0.9885
 4772.240  0.9765  0.9622
 4772.260  0.9724  0.9770
 4772.280  0.9692  0.9904
 4772.300  0.9716  1.0032
 4772.320  0.9778  1.0040
 4772.340  0.9815  1.0149
 4772.360  0.9782  1.0061
 4772.380  0.9672  1.0137
 4772.400  0.9543  1.0140
 4772.420  0.9481  1.0170
 4772.440  0.9522  1.0143
 4772.460  0.9643  1.0203
 4772.480  0.9775  1.0143
 4772.500  0.9840  1.0181
 4772.520  0.9807  1.0175
 4772.540  0.9701  1.0189
 4772.560  0.9564  1.0138
 4772.580  0.9446  1.0182
 4772.600  0.9388  1.0097
 4772.620  0.9401  1.0027
 4772.640  0.9462  0.9938
 4772.660  0.9527  0.9912
 4772.680  0.9562  0.9987
 4772.700  0.9570  1.0105
 4772.720  0.9563  1.0112
 4772.740  0.9544  1.0149
 4772.760  0.9525  1.0141
 4772.780  0.9533  1.0214
 4772.800  0.9586  1.0182
 4772.820  0.9668  1.0227
 4772.840  0.9740  1.0168
 4772.860  0.9774  1.0199
 4772.880  0.9761  1.0138
 4772.900  0.9706  1.0144
 4772.920  0.9627  1.0133
 4772.940  0.9550  1.0162
 4772.960  0.9503  1.0163
 4772.980  0.9495  1.0170
 4773.000  0.9509  1.0114
 4773.020  0.9510  1.0133
 4773.040  0.9480  1.0022
 4773.060  0.9435  0.9973
 4773.080  0.9392  0.9716
 4773.100  0.9358  0.9645
 4773.120  0.9365  0.9729
 4773.140  0.9470  0.9866
 4773.160  0.9670  0.9905
 4773.180  0.9870  0.9929
 4773.200  0.9981  1.0018
 4773.220  0.9978  1.0027
 4773.240  0.9883  1.0042
 4773.260  0.9730  1.0008
 4773.280  0.9567  0.9956
 4773.300  0.9457  0.9931
 4773.320  0.9448  0.9722
 4773.340  0.9510  0.9602
 4773.360  0.9585  0.9642
 4773.380  0.9659  0.9865
 4773.400  0.9734  0.9918
 4773.420  0.9776  0.9974
 4773.440  0.9763  0.9944
 4773.460  0.9714  0.9808
 4773.480  0.9661  0.9646
 4773.500  0.9610  0.9502
 4773.520  0.9548  0.9534
 4773.540  0.9502  0.9777
 4773.560  0.9525  0.9941
 4773.580  0.9623  1.0036
 4773.600  0.9737  1.0060
 4773.620  0.9801  1.0101
 4773.640  0.9786  1.0118
 4773.660  0.9717  1.0208
 4773.680  0.9647  1.0157
 4773.700  0.9609  1.0148
 4773.720  0.9607  1.0116
 4773.740  0.9629  1.0129
 4773.760  0.9660  1.0171
 4773.780  0.9671  1.0130
 4773.800  0.9629  1.0128
 4773.820  0.9530  1.0123
 4773.840  0.9413  1.0116
 4773.860  0.9334  1.0114
 4773.880  0.9338  1.0076
 4773.900  0.9437  0.9987
 4773.920  0.9571  0.9761
 4773.940  0.9629  0.9621
 4773.960  0.9571  0.9742
 4773.980  0.9507  0.9987
 4774.000  0.9558  1.0045
 4774.020  0.9719  1.0116
 4774.040  0.9883  1.0140
 4774.060  0.9938  1.0119
 4774.080  0.9845  1.0131
 4774.100  0.9677  1.0117
 4774.120  0.9550  1.0016
 4774.140  0.9527  1.0019
 4774.160  0.9586  1.0022
 4774.180  0.9645  1.0131
 4774.200  0.9621  1.0129
 4774.220  0.9482  1.0186
 4774.240  0.9285  1.0156
 4774.260  0.9145  1.0192
 4774.280  0.9149  1.0139
 4774.300  0.9313  1.0126
 4774.320  0.9574  1.0062
 4774.340  0.9828  1.0009
 4774.360  0.9980  0.9970
 4774.380  0.9990  1.0061
 4774.400  0.9890  1.0104
 4774.420  0.9740  1.0146
 4774.440  0.9597  1.0150
 4774.460  0.9517  1.0182
 4774.480  0.9555  1.0245
 4774.500  0.9704  1.0177
 4774.520  0.9885  1.0183
 4774.540  1.0009  1.0169
 4774.560  1.0032  1.0127
 4774.580  0.9982  1.0165
 4774.600  0.9940  1.0153
 4774.620  0.9959  1.0120
 4774.640  1.0016  1.0090
 4774.660  1.0048  1.0075
 4774.680  1.0005  1.0051
 4774.700  0.9881  0.9996
 4774.720  0.9735  1.0026
 4774.740  0.9657  0.9932
 4774.760  0.9669  0.9734
 4774.780  0.9678  0.9570
 4774.800  0.9608  0.9666
 4774.820  0.9521  0.9882
 4774.840  0.9525  0.9869
 4774.860  0.9624  0.9814
 4774.880  0.9750  0.9832
 4774.900  0.9864  0.9916
 4774.920  0.9968  1.0020
 4774.940  1.0065  1.0051
 4774.960  1.0124  1.0101
 4774.980  1.0102  1.0083
 4775.000  0.9988  1.0132
 4775.020  0.9825  1.0124
 4775.040  0.9694  1.0127
 4775.060  0.9674  1.0153
 4775.080  0.9782  1.0086
 4775.100  0.9945  1.0064
 4775.120  1.0073  1.0093
 4775.140  1.0121  1.0059
 4775.160  1.0091  1.0024
 4775.180  1.0011  0.9999
 4775.200  0.9902  0.9947
 4775.220  0.9764  0.9872
 4775.240  0.9604  0.9776
 4775.260  0.9448  0.9522
 4775.280  0.9313  0.9277
 4775.300  0.9221  0.9218
 4775.320  0.9227  0.9286
 4775.340  0.9339  0.9257
 4775.360  0.9457  0.9217
 4775.380  0.9496  0.9401
 4775.400  0.9496  0.9573
 4775.420  0.9541  0.9726
 4775.440  0.9651  0.9772
 4775.460  0.9757  0.9814
 4775.480  0.9783  0.9776
 4775.500  0.9725  0.9827
 4775.520  0.9659  0.9738
 4775.540  0.9656  0.9659
 4775.560  0.9745  0.9564
 4775.580  0.9887  0.9357
 4775.600  0.9970  0.9052
 4775.620  0.9912  0.8942
 4775.640  0.9769  0.8945
 4775.660  0.9684  0.8953
 4775.680  0.9700  0.8741
 4775.700  0.9729  0.8465
 4775.720  0.9715  0.7976
 4775.740 -1.0000  0.7354
 4775.760 -1.0000  0.6532
 4775.780 -1.0000  0.5646
 4775.800 -1.0000  0.4967
 4775.820 -1.0000  0.5389
 4775.840 -1.0000  0.6375
 4775.860 -1.0000  0.6714
 4775.880  0.9555  0.7372
 4775.900  0.9538  0.8050
 4775.920  0.9544  0.8495
 4775.940  0.9570  0.8885
 4775.960  0.9583  0.9041
 4775.980  0.9561  0.9218
 4776.000  0.9527  0.9292
 4776.020  0.9512  0.9346
 4776.040  0.9523  0.9451
 4776.060  0.9553  0.9576
 4776.080  0.9588  0.9653
 4776.100  0.9605  0.9707
 4776.120  0.9595  0.9716
 4776.140  0.9559  0.9743
 4776.160  0.9506  0.9762
 4776.180  0.9441  0.9826
 4776.200  0.9367  0.9838
 4776.220  0.9300  0.9950
 4776.240  0.9271  0.9941
 4776.260  0.9306  1.0027
 4776.280  0.9403  0.9960
 4776.300  0.9525  0.9993
 4776.320  0.9627  0.9985
 4776.340  0.9667  0.9966
 4776.360  0.9622  0.9971
 4776.380  0.9522  0.9982
 4776.400  0.9440  0.9846
 4776.420  0.9417  0.9664
 4776.440  0.9433  0.9510
 4776.460  0.9456  0.9648
 4776.480  0.9498  0.9877
 4776.500  0.9553  0.9906
 4776.520  0.9554  0.9887
 4776.540  0.9476  0.9854
 4776.560  0.9384  0.9701
 4776.580  0.9365  0.9609
 4776.600  0.9451  0.9565
 4776.620  0.9615  0.9712
 4776.640  0.9785  0.9819
 4776.660  0.9880  0.9968
 4776.680  0.9864  1.0021
 4776.700  0.9763  1.0081
 4776.720  0.9640  1.0087
 4776.740  0.9547  1.0140
 4776.760  0.9490  1.0123
 4776.780  0.9445  1.0171
 4776.800  0.9387  1.0150
 4776.820  0.9313  1.0106
 4776.840  0.9238  1.0073
 4776.860  0.9186  1.0013
 4776.880  0.9173  1.0020
 4776.900  0.9211  1.0050
 4776.920  0.9299  1.0055
 4776.940  0.9415  1.0112
 4776.960  0.9534  1.0109
 4776.980  0.9622  1.0108
 4777.000  0.9658  1.0096
 4777.020  0.9657  1.0109
 4777.040  0.9660  1.0077
 4777.060  0.9692  1.0012
 4777.080  0.9728  0.9943
 4777.100  0.9731  0.9905
 4777.120  0.9676  0.9793
 4777.140  0.9565  0.9559
 4777.160  0.9446  0.9269
 4777.180  0.9400  0.8854
 4777.200  0.9433  0.8411
 4777.220  0.9510  0.8461
 4777.240  0.9659  0.8785
 4777.260  0.9882  0.8986
 4777.280  1.0063  0.9308
 4777.300  1.0106  0.9668
 4777.320  1.0030  0.9867
 4777.340  0.9905  0.9996
 4777.360  0.9783  0.9995
 4777.380  0.9677  1.0022
 4777.400  0.9594  1.0112
 4777.420  0.9540  1.0100
 4777.440  0.9516  1.0109
 4777.460  0.9540  1.0095
 4777.480  0.9624  1.0026
 4777.500  0.9751  1.0047
 4777.520  0.9892  1.0119
 4777.540  1.0017  1.0092
 4777.560  1.0084  1.0075
 4777.580  1.0083  1.0076
 4777.600  1.0040  1.0013
 4777.620  0.9979  1.0022
 4777.640  0.9919  1.0042
 4777.660  0.9881  1.0027
 4777.680  0.9873  0.9968
 4777.700  0.9877  0.9910
 4777.720  0.9888  0.9994
 4777.740  0.9919  1.0093
 4777.760  0.9957  1.0104
 4777.780  0.9955  1.0158
 4777.800  0.9889  1.0150
 4777.820  0.9785  1.0171
 4777.840  0.9703  1.0221
 4777.860  0.9687  1.0170
 4777.880  0.9726  1.0192
 4777.900  0.9787  1.0175
 4777.920  0.9842  1.0150
 4777.940  0.9878  1.0191
 4777.960  0.9895  1.0163
 4777.980  0.9877  1.0164
 4778.000  0.9812  1.0147
 4778.020  0.9721  1.0066
 4778.040  0.9675  0.9996
 4778.060  0.9747  0.9824
 4778.080  0.9886  0.9541
 4778.100  0.9944  0.9683
 4778.120  0.9869  0.9954
 4778.140  0.9712  1.0064
 4778.160  0.9532  1.0123
 4778.180  0.9392  1.0116
 4778.200  0.9362  1.0175
 4778.220  0.9462  1.0142
 4778.240  0.9629  1.0157
 4778.260  0.9770  1.0150
 4778.280  0.9831  1.0104
 4778.300  0.9828  1.0123
 4778.320  0.9812  1.0087
 4778.340  0.9812  1.0072
 4778.360  0.9809  1.0106
 4778.380  0.9782  1.0129
 4778.400  0.9739  1.0140
 4778.420  0.9715  1.0159
 4778.440  0.9740  1.0083
 4778.460  0.9806  1.0117
 4778.480  0.9883  1.0128
 4778.500  0.9937  1.0143
 4778.520  0.9946  1.0138
 4778.540  0.9921  1.0136
 4778.560  0.9885  1.0094
 4778.580  0.9851  1.0024
 4778.600  0.9813  1.0003
 4778.620  0.9776  0.9957
 4778.640  0.9740  0.9876
 4778.660  0.9710  0.9857
 4778.680  0.9707  0.9785
 4778.700  0.9749  0.9642
 4778.720  0.9823  0.9475
 4778.740  0.9892  0.9266
 4778.760  0.9896  0.9191
 4778.780  0.9799  0.9244
 4778.800  0.9627  0.9422
 4778.820  0.9451  0.9514
 4778.840  0.9344  0.9543
 4778.860  0.9375  0.9487
 4778.880  0.9554  0.9346
 4778.900  0.9769  0.9222
 4778.920  0.9880  0.9420
 4778.940  0.9853  0.9639
 4778.960  0.9749  0.9653
 4778.980  0.9648  0.9528
 4779.000  0.9590  0.9187
 4779.020  0.9532  0.8876
 4779.040  0.9410  0.8863
 4779.060  0.9278  0.9124
 4779.080  0.9266  0.9104
 4779.100  0.9384  0.8946
 4779.120  0.9500  0.8845
 4779.140  0.9523  0.9125
 4779.160  0.9513  0.9583
 4779.180  0.9563  0.9782
 4779.200  0.9645  0.9878
 4779.220  0.9670  0.9995
 4779.240  0.9606  1.0034
 4779.260  0.9478  1.0096
 4779.280  0.9344  1.0110
 4779.300  0.9269  1.0119
 4779.320  0.9296  1.0117
 4779.340  0.9418  1.0128
 4779.360  0.9567  1.0125
 4779.380  0.9652  1.0138
 4779.400  0.9620  1.0132
 4779.420  0.9505  1.0150
 4779.440  0.9420  1.0135
 4779.460  0.9484  1.0172
 4779.480  0.9719  1.0022
 4779.500  0.9980  0.9883
 4779.520  1.0080  0.9890
 4779.540  0.9965  0.9949
 4779.560  0.9738  1.0018
 4779.580  0.9555  1.0050
 4779.600  0.9513  1.0051
 4779.620  0.9586  1.0048
 4779.640  0.9690  1.0039
 4779.660  0.9769  0.9984
 4779.680  0.9818  0.9793
 4779.700  0.9827  0.9547
 4779.720  0.9783  0.9576
 4779.740  0.9724  0.9799
 4779.760  0.9702  0.9931
 4779.780  0.9701  1.0013
 4779.800  0.9666  1.0088
 4779.820  0.9586  1.0141
 4779.840  0.9486  1.0175
 4779.860  0.9395  1.0179
 4779.880  0.9340  1.0201
 4779.900  0.9345  1.0203
 4779.920  0.9422  1.0183
 4779.940  0.9558  1.0253
 4779.960  0.9706  1.0140
 4779.980  0.9785  1.0148
 4780.000  0.9757  1.0169
 4780.020  0.9653  1.0115
 4780.040  0.9525  1.0169
 4780.060  0.9420  1.0145
 4780.080  0.9353  1.0176
 4780.100  0.9312  1.0164
 4780.120  0.9286  1.0148
 4780.140  0.9276  1.0136
 4780.160  0.9285  1.0140
 4780.180  0.9306  1.0169
 4780.200  0.9317  1.0182
 4780.220  0.9301  1.0168
 4780.240  0.9278  1.0188
 4780.260  0.9289  1.0176
 4780.280  0.9345  1.0155
 4780.300  0.9386  1.0145
 4780.320  0.9329  1.0151
 4780.340  0.9139  1.0123
 4780.360  0.8868  1.0090
 4780.380  0.8632  1.0079
 4780.400  0.8529  1.0053
 4780.420  0.8547  1.0002
 4780.440  0.8575  0.9904
 4780.460  0.8514  0.9808
 4780.480  0.8382  0.9663
 4780.500  0.8274  0.9399
 4780.520  0.8266  0.9354
 4780.540  0.8389  0.9610
 4780.560  0.8630  0.9819
 4780.580  0.8889  0.9878
 4780.600  0.9041  0.9947
 4780.620  0.9074  1.0002
 4780.640  0.9064  0.9963
 4780.660  0.9082  1.0023
 4780.680  0.9157  0.9988
 4780.700  0.9261  0.9991
 4780.720  0.9351  1.0001
 4780.740  0.9408  0.9958
 4780.760  0.9413  0.9822
 4780.780  0.9367  0.9665
 4780.800  0.9310  0.9328
 4780.820  0.9257  0.8889
 4780.840  0.9198  0.8764
 4780.860  0.9206  0.9178
 4780.880  0.9379  0.9501
 4780.900  0.9645  0.9638
 4780.920  0.9775  0.9619
 4780.940  0.9646  0.9547
 4780.960  0.9406  0.9347
 4780.980  0.9296  0.8906
 4781.000  0.9375  0.8505
 4781.020  0.9532  0.8734
 4781.040  0.9688  0.9267
 4781.060  0.9830  0.9637
 4781.080  0.9929  0.9835
 4781.100  0.9950  0.9920
