           1.06    1.0000
          -0.95    0.00  
 4372.000  1.0612  0.9586
 4372.020  1.0636  0.9529
 4372.040  1.0510  0.9674
 4372.060  1.0460  0.9643
 4372.080  1.0449  0.9758
 4372.100  1.0474  0.9670
 4372.120  1.0513  0.9709
 4372.140  1.0546  0.9661
 4372.160  1.0558  0.9665
 4372.180  1.0548  0.9662
 4372.200  1.0532  0.9652
 4372.220  1.0520  0.9600
 4372.240  1.0516  0.9637
 4372.260  1.0523  0.9639
 4372.280  1.0534  0.9640
 4372.300  1.0536  0.9649
 4372.320  1.0535  0.9683
 4372.340  1.0555  0.9676
 4372.360  1.0593  0.9662
 4372.380  1.0616  0.9675
 4372.400  1.0593  0.9591
 4372.420  1.0530  0.9542
 4372.440  1.0480  0.9371
 4372.460  1.0484  0.9209
 4372.480  1.0522  0.9151
 4372.500  1.0570  0.9305
 4372.520  1.0621  0.9335
 4372.540  1.0645  0.9276
 4372.560  1.0595  0.9089
 4372.580  1.0483  0.9103
 4372.600  1.0398  0.9143
 4372.620  1.0395  0.9210
 4372.640  1.0444  0.9393
 4372.660  1.0492  0.9457
 4372.680  1.0514  0.9508
 4372.700  1.0528  0.9520
 4372.720  1.0591  0.9553
 4372.740  1.0692  0.9398
 4372.760  1.0713  0.9380
 4372.780  1.0575  0.9423
 4372.800  1.0352  0.9483
 4372.820  1.0195  0.9423
 4372.840  1.0197  0.9325
 4372.860  1.0315  0.9220
 4372.880  1.0430  0.9327
 4372.900  1.0468  0.9405
 4372.920  1.0437  0.9487
 4372.940  1.0411  0.9544
 4372.960  1.0475  0.9588
 4372.980  1.0623  0.9540
 4373.000  1.0740  0.9523
 4373.020  1.0706  0.9432
 4373.040  1.0536  0.9325
 4373.060  1.0400  0.9079
 4373.080  1.0417  0.8568
 4373.100  1.0504  0.8407
 4373.120  1.0545  0.8642
 4373.140  1.0540  0.9007
 4373.160  1.0558  0.9087
 4373.180  1.0644  0.8944
 4373.200  1.0741  0.8610
 4373.220  1.0720  0.8456
 4373.240  1.0565  0.8942
 4373.260  1.0430  0.9213
 4373.280  1.0423  0.9363
 4373.300  1.0524  0.9310
 4373.320  1.0666  0.9191
 4373.340  1.0774  0.9100
 4373.360  1.0818  0.9317
 4373.380  1.0833  0.9450
 4373.400  1.0839  0.9541
 4373.420  1.0814  0.9600
 4373.440  1.0752  0.9606
 4373.460  1.0666  0.9636
 4373.480  1.0580  0.9668
 4373.500  1.0498  0.9625
 4373.520  1.0418  0.9682
 4373.540  1.0353  0.9646
 4373.560  1.0319  0.9644
 4373.580  1.0333  0.9682
 4373.600  1.0383  0.9591
 4373.620  1.0433  0.9625
 4373.640  1.0453  0.9557
 4373.660  1.0439  0.9575
 4373.680  1.0418  0.9604
 4373.700  1.0436  0.9652
 4373.720  1.0497  0.9608
 4373.740  1.0561  0.9627
 4373.760  1.0581  0.9577
 4373.780  1.0542  0.9559
 4373.800  1.0466  0.9523
 4373.820  1.0385  0.9426
 4373.840  1.0314  0.9400
 4373.860  1.0272  0.9491
 4373.880  1.0296  0.9540
 4373.900  1.0391  0.9618
 4373.920  1.0516  0.9594
 4373.940  1.0605  0.9622
 4373.960  1.0614  0.9607
 4373.980  1.0536  0.9616
 4374.000  1.0403  0.9628
 4374.020  1.0272  0.9629
 4374.040  1.0199  0.9677
 4374.060  1.0212  0.9638
 4374.080  1.0292  0.9635
 4374.100  1.0408  0.9623
 4374.120  1.0530  0.9521
 4374.140  1.0600  0.9407
 4374.160  1.0578  0.9420
 4374.180  1.0523  0.9604
 4374.200  1.0525  0.9621
 4374.220  1.0590  0.9623
 4374.240  1.0658  0.9668
 4374.260  1.0686  0.9675
 4374.280  1.0660  0.9630
 4374.300  1.0582  0.9656
 4374.320  1.0486  0.9640
 4374.340  1.0420  0.9695
 4374.360  1.0412  0.9716
 4374.380  1.0453  0.9687
 4374.400  1.0497  0.9687
 4374.420  1.0513  0.9683
 4374.440  1.0488  0.9630
 4374.460  1.0424  0.9629
 4374.480  1.0356  0.9633
 4374.500  1.0323  0.9597
 4374.520  1.0340  0.9593
 4374.540  1.0404  0.9622
 4374.560  1.0496  0.9596
 4374.580  1.0568  0.9574
 4374.600  1.0584  0.9596
 4374.620  1.0557  0.9597
 4374.640  1.0529  0.9608
 4374.660  1.0540  0.9614
 4374.680  1.0595  0.9576
 4374.700  1.0660  0.9592
 4374.720  1.0702  0.9578
 4374.740  1.0708  0.9572
 4374.760  1.0685  0.9557
 4374.780  1.0657  0.9521
 4374.800  1.0657  0.9460
 4374.820  1.0679  0.9253
 4374.840  1.0644  0.9001
 4374.860  1.0502  0.9008
 4374.880  1.0319  0.9077
 4374.900  1.0192  0.9119
 4374.920  1.0141  0.9219
 4374.940  1.0155  0.9315
 4374.960  1.0234  0.9310
 4374.980  1.0359  0.9191
 4375.000  1.0471  0.9103
 4375.020  1.0513  0.9153
 4375.040  1.0487  0.9362
 4375.060  1.0437  0.9489
 4375.080  1.0388  0.9545
 4375.100  1.0354  0.9586
 4375.120  1.0373  0.9583
 4375.140  1.0471  0.9549
 4375.160  1.0594  0.9394
 4375.180  1.0631  0.9345
 4375.200  1.0548  0.9403
 4375.220  1.0411  0.9433
 4375.240  1.0325  0.9542
 4375.260  1.0341  0.9549
 4375.280  1.0421  0.9591
 4375.300  1.0494  0.9592
 4375.320  1.0532  0.9588
 4375.340  1.0551  0.9558
 4375.360  1.0586  0.9548
 4375.380  1.0636  0.9543
 4375.400  1.0661  0.9523
 4375.420  1.0630  0.9467
 4375.440  1.0567  0.9389
 4375.460  1.0559  0.9350
 4375.480  1.0671  0.9307
 4375.500  1.0819  0.9183
 4375.520  1.0843  0.9002
 4375.540  1.0744  0.8705
 4375.560 -1.0000  0.8196
 4375.580 -1.0000  0.7255
 4375.600 -1.0000  0.5738
