           1.0000  1.0000
          -0.18    0.00  
 4747.000  0.7394  0.9776
 4747.020  0.7395  0.9672
 4747.040  0.7436  0.9547
 4747.060  0.7472  0.9544
 4747.080  0.7525  0.9616
 4747.100  0.7615  0.9839
 4747.120  0.7758  0.9924
 4747.140  0.7931  0.9977
 4747.160  0.8086  1.0016
 4747.180  0.8198  1.0068
 4747.200  0.8261  1.0082
 4747.220  0.8271  1.0077
 4747.240  0.8237  1.0029
 4747.260  0.8185  0.9942
 4747.280  0.8151  0.9886
 4747.300  0.8169  0.9885
 4747.320  0.8257  0.9951
 4747.340  0.8400  1.0027
 4747.360  0.8553  1.0081
 4747.380  0.8669  1.0105
 4747.400  0.8734  1.0123
 4747.420  0.8787  1.0129
 4747.440  0.8887  1.0118
 4747.460  0.9071  1.0125
 4747.480  0.9327  1.0117
 4747.500  0.9591  1.0115
 4747.520  0.9783  1.0103
 4747.540  0.9848  1.0108
 4747.560  0.9797  1.0122
 4747.580  0.9690  1.0113
 4747.600  0.9586  1.0107
 4747.620  0.9527  1.0112
 4747.640  0.9529  1.0113
 4747.660  0.9592  1.0100
 4747.680  0.9710  1.0092
 4747.700  0.9868  1.0070
 4747.720  1.0033  1.0056
 4747.740  1.0162  1.0034
 4747.760  1.0212  1.0028
 4747.780  1.0173  1.0035
 4747.800  1.0072  1.0060
 4747.820  0.9958  1.0083
 4747.840  0.9872  1.0109
 4747.860  0.9825  1.0133
 4747.880  0.9802  1.0153
 4747.900  0.9778  1.0167
 4747.920  0.9736  1.0174
 4747.940  0.9675  1.0170
 4747.960  0.9607  1.0159
 4747.980  0.9545  1.0146
 4748.000  0.9495  1.0135
 4748.020  0.9448  1.0129
 4748.040  0.9387  1.0130
 4748.060  0.9297  1.0137
 4748.080  0.9175  1.0146
 4748.100  0.9044  1.0152
 4748.120  0.8935  1.0149
 4748.140  0.8879  1.0133
 4748.160  0.8888  1.0104
 4748.180  0.8960  1.0066
 4748.200  0.9081  1.0028
 4748.220  0.9234  0.9998
 4748.240  0.9399  0.9985
 4748.260  0.9553  0.9994
 4748.280  0.9674  1.0023
 4748.300  0.9750  1.0067
 4748.320  0.9786  1.0116
 4748.340  0.9799  1.0159
 4748.360  0.9808  1.0187
 4748.380  0.9828  1.0194
 4748.400  0.9863  1.0181
 4748.420  0.9915  1.0154
 4748.440  0.9980  1.0123
 4748.460  1.0050  1.0096
 4748.480  1.0101  1.0082
 4748.500  1.0107  1.0082
