           1.01    1.0000
          -0.17    0.00  
 4472.000  1.0334  0.8878
 4472.020  1.1634  0.7816
 4472.040  1.1533  0.7212
 4472.060  1.0931  0.8321
 4472.080  1.0196  0.9128
 4472.100  0.9928  0.9327
 4472.120  1.0089  0.9390
 4472.140  1.0426  0.9570
 4472.160  1.0777  0.9619
 4472.180  1.0998  0.9629
 4472.200  1.0996  0.9622
 4472.220  1.0804  0.9544
 4472.240  1.0557  0.9471
 4472.260  1.0384  0.9261
 4472.280  1.0286  0.9027
 4472.300  1.0167  0.9077
 4472.320  1.0025  0.9384
 4472.340  0.9970  0.9611
 4472.360  1.0058  0.9674
 4472.380  1.0229  0.9719
 4472.400  1.0387  0.9726
 4472.420  1.0459  0.9752
 4472.440  1.0425  0.9799
 4472.460  1.0324  0.9851
 4472.480  1.0217  0.9884
 4472.500  1.0155  0.9936
 4472.520  1.0152  0.9922
 4472.540  1.0175  0.9889
 4472.560  1.0169  0.9810
 4472.580  1.0101  0.9714
 4472.600  0.9984  0.9585
 4472.620  0.9869  0.9454
 4472.640  0.9817  0.9303
 4472.660  0.9842  0.9128
 4472.680  0.9894  0.9026
 4472.700  0.9931  0.9135
 4472.720  0.9974  0.9264
 4472.740  1.0046  0.9389
 4472.760  1.0131  0.9523
 4472.780  1.0194  0.9649
 4472.800  1.0210  0.9752
 4472.820  1.0175  0.9829
 4472.840  1.0117  0.9880
 4472.860  1.0078  0.9901
 4472.880  1.0087  0.9895
 4472.900  1.0146  0.9876
 4472.920  1.0231  0.9848
 4472.940  1.0311  0.9822
 4472.960  1.0360  0.9804
 4472.980  1.0372  0.9797
 4473.000  1.0358  0.9802
 4473.020  1.0331  0.9817
 4473.040  1.0306  0.9837
 4473.060  1.0290  0.9857
 4473.080  1.0288  0.9875
 4473.100  1.0300  0.9887
 4473.120  1.0326  0.9893
 4473.140  1.0359  0.9892
 4473.160  1.0389  0.9887
 4473.180  1.0408  0.9880
 4473.200  1.0411  0.9871
 4473.220  1.0399  0.9863
 4473.240  1.0379  0.9855
 4473.260  1.0356  0.9849
 4473.280  1.0334  0.9845
 4473.300  1.0318  0.9842
 4473.320  1.0308  0.9842
 4473.340  1.0308  0.9844
 4473.360  1.0317  0.9847
 4473.380  1.0335  0.9850
 4473.400  1.0363  0.9850
 4473.420  1.0397  0.9847
 4473.440  1.0427  0.9839
 4473.460  1.0430  0.9825
 4473.480  1.0384  0.9808
 4473.500  1.0281  0.9790
 4473.520  1.0150  0.9775
 4473.540  1.0041  0.9767
 4473.560  1.0006  0.9768
 4473.580  1.0063  0.9778
 4473.600  1.0181  0.9794
 4473.620  1.0306  0.9812
 4473.640  1.0388  0.9826
 4473.660  1.0408  0.9832
 4473.680  1.0376  0.9826
 4473.700  1.0315  0.9807
 4473.720  1.0246  0.9777
 4473.740  1.0183  0.9739
 4473.760  1.0139  0.9694
 4473.780  1.0129  0.9643
 4473.800  1.0162  0.9588
 4473.820  1.0224  0.9524
 4473.840  1.0276  0.9454
 4473.860  1.0273  0.9376
 4473.880  1.0188  0.9298
 4473.900  1.0051  0.9228
 4473.920  0.9927  0.9179
 4473.940  0.9887  0.9165
 4473.960  0.9960  0.9195
 4473.980  1.0108  0.9272
 4474.000  1.0262  0.9392
 4474.020  1.0365  0.9538
 4474.040  1.0393  0.9691
 4474.060  1.0357  0.9827
 4474.080  1.0274  0.9927
 4474.100  1.0160  0.9980
 4474.120  1.0028  0.9984
 4474.140  0.9897  0.9949
 4474.160  0.9785  0.9894
 4474.180  0.9705  0.9839
 4474.200  0.9648  0.9802
 4474.220  0.9590  0.9794
 4474.240  0.9508  0.9814
 4474.260  0.9398  0.9855
 4474.280  0.9288  0.9902
 4474.300  0.9225  0.9941
 4474.320  0.9257  0.9959
 4474.340  0.9403  0.9954
 4474.360  0.9629  0.9928
 4474.380  0.9869  0.9892
 4474.400  1.0057  0.9860
 4474.420  1.0158  0.9841
 4474.440  1.0186  0.9842
 4474.460  1.0189  0.9861
 4474.480  1.0211  0.9890
 4474.500  1.0279  0.9920
 4474.520  1.0392  0.9940
 4474.540  1.0538  0.9943
 4474.560  1.0696  0.9930
 4474.580  1.0842  0.9905
 4474.600  1.0935  0.9877
 4474.620  1.0934  0.9856
 4474.640  1.0816  0.9848
 4474.660  1.0604  0.9855
 4474.680  1.0361  0.9875
