           1.08    1.0000
          -0.16    0.00  
 4272.000  1.1562  0.7822
 4272.020  1.1580  0.7962
 4272.040  1.1105  0.8510
 4272.060  1.0862  0.8780
 4272.080  1.0788  0.8835
 4272.100  1.0911  0.8757
 4272.120  1.1205  0.8469
 4272.140  1.1515  0.8014
 4272.160  1.1570  0.7851
 4272.180  1.1300  0.8244
 4272.200  1.0937  0.8656
 4272.220  1.0709  0.8883
 4272.240  1.0629  0.8996
 4272.260  1.0618  0.9096
 4272.280  1.0638  0.9179
 4272.300  1.0685  0.9174
 4272.320  1.0745  0.9099
 4272.340  1.0783  0.9007
 4272.360  1.0780  0.8857
 4272.380  1.0737  0.8734
 4272.400  1.0667  0.8648
 4272.420  1.0584  0.8629
 4272.440  1.0509  0.8739
 4272.460  1.0481  0.8892
 4272.480  1.0547  0.8986
 4272.500  1.0737  0.9052
 4272.520  1.1039  0.8932
 4272.540  1.1377  0.8816
 4272.560  1.1646  0.8667
 4272.580  1.1761  0.8568
 4272.600  1.1696  0.8514
 4272.620  1.1504  0.8547
 4272.640  1.1316  0.8600
 4272.660  1.1253  0.8585
 4272.680  1.1322  0.8399
 4272.700  1.1427  0.7950
 4272.720 -1.0000  0.7192
 4272.740 -1.0000  0.6137
 4272.760 -1.0000  0.4918
 4272.780 -1.0000  0.3690
 4272.800 -1.0000  0.2700
 4272.820 -1.0000  0.2200
 4272.840 -1.0000  0.2322
 4272.860 -1.0000  0.2986
 4272.880 -1.0000  0.4030
 4272.900 -1.0000  0.5269
 4272.920 -1.0000  0.6495
 4272.940 -1.0000  0.7514
 4272.960  1.1426  0.8191
 4272.980  1.1294  0.8493
 4273.000  1.1152  0.8484
 4273.020  1.1068  0.8305
 4273.040  1.1038  0.8119
 4273.060  1.0980  0.8061
 4273.080  1.0821  0.8190
 4273.100  1.0588  0.8471
 4273.120  1.0373  0.8785
 4273.140  1.0252  0.8972
 4273.160  1.0244  0.8883
 4273.180  1.0299  0.8439
 4273.200 -1.0000  0.7662
 4273.220 -1.0000  0.6678
 4273.240 -1.0000  0.5692
 4273.260 -1.0000  0.4926
