           1.07    1.0000
          -0.16    0.00  
 4297.000  1.0498  0.9353
 4297.020  1.0466  0.9320
 4297.040  1.0393  0.9303
 4297.060  1.0331  0.9297
 4297.080  1.0287  0.9311
 4297.100  1.0282  0.9335
 4297.120  1.0332  0.9355
 4297.140  1.0448  0.9363
 4297.160  1.0615  0.9285
 4297.180  1.0779  0.9305
 4297.200  1.0884  0.9279
 4297.220  1.0878  0.9292
 4297.240  1.0739  0.9306
 4297.260  1.0505  0.9317
 4297.280  1.0251  0.9317
 4297.300  1.0056  0.9343
 4297.320  0.9959  0.9322
 4297.340  0.9945  0.9354
 4297.360  0.9979  0.9384
 4297.380  1.0032  0.9356
 4297.400  1.0082  0.9356
 4297.420  1.0130  0.9307
 4297.440  1.0179  0.9250
 4297.460  1.0229  0.9179
 4297.480  1.0270  0.9088
 4297.500  1.0300  0.9071
 4297.520  1.0347  0.9087
 4297.540  1.0440  0.9097
 4297.560  1.0572  0.9108
 4297.580  1.0708  0.9180
 4297.600  1.0830  0.9245
 4297.620  1.0933  0.9282
 4297.640  1.1015  0.9299
 4297.660  1.1083  0.9268
 4297.680  1.1128  0.9156
 4297.700  1.1111  0.9020
 4297.720  1.0995  0.8943
 4297.740  1.0778  0.8905
 4297.760  1.0484  0.8881
 4297.780  1.0142  0.8901
 4297.800  0.9803  0.8967
 4297.820  0.9538  0.9054
 4297.840  0.9406  0.9148
 4297.860  0.9424  0.9238
 4297.880  0.9558  0.9311
 4297.900  0.9751  0.9353
 4297.920  0.9950  0.9361
 4297.940  1.0123  0.9338
 4297.960  1.0259  0.9299
 4297.980  1.0350  0.9259
 4298.000  1.0394  0.9230
 4298.020  1.0394  0.9218
 4298.040  1.0367  0.9218
 4298.060  1.0345  0.9214
 4298.080  1.0352  0.9187
 4298.100  1.0388  0.9120
 4298.120  1.0424  0.9007
 4298.140  1.0413  0.8857
 4298.160  1.0332  0.8695
 4298.180  1.0226  0.8557
 4298.200  1.0185  0.8479
 4298.220  1.0294  0.8491
 4298.240  1.0554  0.8596
 4298.260  1.0864  0.8777
 4298.280  1.1093  0.8986
