           1.0000  1.0000
          -0.17    0.00  
 4572.000  0.9867  0.9819
 4572.020  0.9755  0.9809
 4572.040  0.9770  0.9812
 4572.060  0.9816  0.9824
 4572.080  0.9914  0.9826
 4572.100  1.0031  0.9741
 4572.120  1.0135  0.9682
 4572.140  1.0215  0.9495
 4572.160  1.0273  0.9275
 4572.180  1.0306  0.8875
 4572.200  1.0321  0.8360
 4572.220  1.0314  0.7704
 4572.240  1.0220  0.7227
 4572.260  1.0020  0.7281
 4572.280  0.9849  0.7878
 4572.300  0.9855  0.8530
 4572.320  1.0025  0.8972
 4572.340  1.0212  0.9298
 4572.360  1.0293  0.9485
 4572.380  1.0264  0.9622
 4572.400  1.0185  0.9696
 4572.420  1.0115  0.9793
 4572.440  1.0088  0.9819
 4572.460  1.0110  0.9875
 4572.480  1.0178  0.9902
 4572.500  1.0287  0.9923
 4572.520  1.0411  0.9957
 4572.540  1.0501  0.9952
 4572.560  1.0488  0.9938
 4572.580  1.0330  0.9916
 4572.600  1.0058  0.9914
 4572.620  0.9765  0.9921
 4572.640  0.9563  0.9934
 4572.660  0.9512  0.9959
 4572.680  0.9587  0.9993
 4572.700  0.9711  1.0006
 4572.720  0.9807  1.0029
 4572.740  0.9834  1.0013
 4572.760  0.9793  0.9999
 4572.780  0.9709  0.9971
 4572.800  0.9604  0.9953
 4572.820  0.9495  0.9944
 4572.840  0.9396  0.9955
 4572.860  0.9325  0.9976
 4572.880  0.9298  1.0007
 4572.900  0.9324  1.0036
 4572.920  0.9398  1.0055
 4572.940  0.9510  1.0057
 4572.960  0.9644  1.0041
 4572.980  0.9784  1.0013
 4573.000  0.9907  0.9981
 4573.020  0.9993  0.9956
 4573.040  1.0030  0.9944
 4573.060  1.0027  0.9949
 4573.080  1.0012  0.9967
 4573.100  1.0016  0.9992
 4573.120  1.0060  1.0014
 4573.140  1.0145  1.0026
 4573.160  1.0256  1.0025
 4573.180  1.0377  1.0014
 4573.200  1.0490  0.9999
 4573.220  1.0583  0.9986
 4573.240  1.0645  0.9982
 4573.260  1.0672  0.9990
 4573.280  1.0660  1.0007
 4573.300  1.0608  1.0026
 4573.320  1.0513  1.0040
 4573.340  1.0379  1.0044
 4573.360  1.0223  1.0035
 4573.380  1.0068  1.0016
 4573.400  0.9943  0.9996
 4573.420  0.9862  0.9981
 4573.440  0.9816  0.9979
 4573.460  0.9779  0.9991
 4573.480  0.9729  1.0014
 4573.500  0.9658  1.0039
 4573.520  0.9589  1.0058
 4573.540  0.9560  1.0061
 4573.560  0.9600  1.0045
 4573.580  0.9719  1.0015
 4573.600  0.9906  0.9979
