           0.98    1.01  
          -1.06   -0.47  
 4872.000  0.4833  1.0277
 4872.020  0.5500  1.0084
 4872.040  0.6027  0.9822
 4872.060  0.6977  0.9697
 4872.080  0.8141  0.9730
 4872.100  0.8961  0.9828
 4872.120  0.9293  0.9850
 4872.140  0.9418  0.9808
 4872.160  0.9478  0.9848
 4872.180  0.9454  0.9959
 4872.200  0.9314  0.9979
 4872.220  0.9094  0.9893
 4872.240  0.8941 -1.0000
 4872.260  0.8974 -1.0000
 4872.280  0.9113 -1.0000
 4872.300  0.9160 -1.0000
 4872.320  0.9048 -1.0000
 4872.340 -1.0000 -1.0000
 4872.360 -1.0000  0.9630
 4872.380 -1.0000  0.9131
 4872.400 -1.0000  0.8536
 4872.420 -1.0000  0.8107
 4872.440  0.7678  0.7933
 4872.460  0.7901  0.7966
 4872.480  0.8200  0.8149
 4872.500  0.8472  0.8424
 4872.520  0.8703  0.8699
 4872.540  0.8881  0.8888
 4872.560  0.8996  0.8997
 4872.580  0.9081  0.9069
 4872.600  0.9187  0.9060
 4872.620  0.9295  0.8870
 4872.640  0.9330  0.8485
 4872.660  0.9262  0.7954
 4872.680  0.9145  0.7353
 4872.700  0.9072  0.6886
 4872.720  0.9078  0.6774
 4872.740  0.9107  0.7007
 4872.760  0.9106  0.7402
 4872.780  0.9095  0.7809
 4872.800  0.9099  0.8173
 4872.820  0.9093  0.8491
 4872.840  0.9039  0.8783
 4872.860  0.8931  0.9040
 4872.880  0.8806  0.9207
 4872.900  0.8728  0.9272
 4872.920  0.8704 -1.0000
 4872.940  0.8642 -1.0000
 4872.960  0.8430 -1.0000
 4872.980  0.8055 -1.0000
 4873.000  0.7646 -1.0000
 4873.020  0.7371 -1.0000
 4873.040 -1.0000 -1.0000
 4873.060 -1.0000 -1.0000
 4873.080 -1.0000 -1.0000
 4873.100 -1.0000 -1.0000
 4873.120 -1.0000 -1.0000
 4873.140 -1.0000 -1.0000
 4873.160 -1.0000 -1.0000
 4873.180 -1.0000 -1.0000
 4873.200 -1.0000 -1.0000
 4873.220 -1.0000 -1.0000
 4873.240 -1.0000 -1.0000
 4873.260 -1.0000 -1.0000
 4873.280 -1.0000 -1.0000
 4873.300 -1.0000  0.8556
 4873.320 -1.0000  0.8673
 4873.340 -1.0000  0.8920
 4873.360 -1.0000  0.9239
 4873.380  0.7199  0.9494
 4873.400  0.7545  0.9582
 4873.420  0.8082  0.9518
 4873.440  0.8617  0.9401
 4873.460  0.8951  0.9299
 4873.480  0.9033  0.9208
 4873.500  0.8981  0.9113
 4873.520  0.8956  0.8990
 4873.540  0.9024  0.8835
 4873.560  0.9142  0.8685
 4873.580  0.9228  0.8557
 4873.600  0.9234  0.8458
 4873.620  0.9183  0.8408
 4873.640  0.9137  0.8440
 4873.660  0.9146  0.8584
 4873.680  0.9220  0.8817
 4873.700  0.9311  0.9086
 4873.720  0.9335  0.9331
 4873.740  0.9212  0.9507
 4873.760  0.8917  0.9618
 4873.780  0.8512  0.9687
 4873.800  0.8130  0.9737
 4873.820  0.7896  0.9769
 4873.840  0.7839  0.9757
 4873.860  0.7895  0.9707
 4873.880  0.7983  0.9644
 4873.900  0.8085  0.9560
 4873.920  0.8260  0.9491
 4873.940  0.8544  0.9529
 4873.960  0.8843  0.9679
 4873.980  0.8998  0.9833
 4874.000  0.8950  0.9914
 4874.020  0.8808 -1.0000
 4874.040  0.8763 -1.0000
 4874.060  0.8873 -1.0000
 4874.080  0.8984 -1.0000
 4874.100  0.8980 -1.0000
 4874.120 -1.0000 -1.0000
 4874.140 -1.0000  1.0494
 4874.160 -1.0000  1.0281
 4874.180 -1.0000 -1.0000
 4874.200 -1.0000 -1.0000
 4874.220 -1.0000 -1.0000
 4874.240  0.8426 -1.0000
 4874.260  0.8394 -1.0000
 4874.280  0.8295 -1.0000
 4874.300  0.8220 -1.0000
 4874.320  0.8280 -1.0000
 4874.340  0.8326 -1.0000
 4874.360 -1.0000 -1.0000
 4874.380 -1.0000 -1.0000
 4874.400 -1.0000 -1.0000
 4874.420 -1.0000 -1.0000
 4874.440 -1.0000 -1.0000
 4874.460 -1.0000 -1.0000
 4874.480 -1.0000 -1.0000
 4874.500 -1.0000 -1.0000
 4874.520 -1.0000 -1.0000
 4874.540 -1.0000 -1.0000
 4874.560 -1.0000 -1.0000
 4874.580 -1.0000 -1.0000
 4874.600 -1.0000  0.8563
 4874.620 -1.0000  0.8555
 4874.640 -1.0000  0.8417
 4874.660 -1.0000  0.8117
 4874.680 -1.0000  0.7819
 4874.700  0.9074  0.7718
 4874.720  0.9151  0.7859
 4874.740  0.9155  0.8146
 4874.760  0.9159  0.8420
 4874.780  0.9142  0.8567
 4874.800  0.9059  0.8595
 4874.820  0.8891  0.8620
 4874.840  0.8695  0.8776
 4874.860  0.8556  0.9087
 4874.880  0.8519  0.9462
 4874.900  0.8562  0.9771
 4874.920  0.8610  0.9911
 4874.940  0.8582  0.9866
 4874.960  0.8450  0.9733
 4874.980  0.8240  0.9654
 4875.000  0.8004  0.9689
 4875.020  0.7804  0.9743
 4875.040  0.7679  0.9702
 4875.060  0.7632  0.9571
 4875.080  0.7651  0.9432
 4875.100  0.7718  0.9350
 4875.120  0.7829  0.9305
 4875.140  0.7999  0.9235
 4875.160  0.8225  0.9156
 4875.180  0.8435  0.9137
 4875.200  0.8498  0.9227
 4875.220  0.8308  0.9376
 4875.240  0.7901  0.9455
 4875.260  0.7489  0.9419
 4875.280  0.7278  0.9347
 4875.300  0.7297  0.9321
 4875.320  0.7436  0.9391
 4875.340  0.7590  0.9576
 4875.360  0.7729  0.9818
 4875.380  0.7896  1.0024
 4875.400  0.8131  1.0118
 4875.420  0.8399  1.0082
 4875.440  0.8630  0.9964
 4875.460  0.8787  0.9816
 4875.480  0.8879  0.9721
 4875.500  0.8936  0.9766
 4875.520  0.8968  0.9948
 4875.540  0.8955  1.0178
 4875.560  0.8900  1.0364
 4875.580  0.8833 -1.0000
 4875.600  0.8794 -1.0000
 4875.620  0.8808 -1.0000
 4875.640  0.8862 -1.0000
 4875.660  0.8801 -1.0000
 4875.680 -1.0000 -1.0000
 4875.700 -1.0000 -1.0000
 4875.720 -1.0000 -1.0000
 4875.740 -1.0000 -1.0000
 4875.760 -1.0000 -1.0000
 4875.780 -1.0000 -1.0000
 4875.800 -1.0000 -1.0000
 4875.820 -1.0000 -1.0000
 4875.840 -1.0000 -1.0000
 4875.860 -1.0000 -1.0000
 4875.880 -1.0000 -1.0000
 4875.900 -1.0000 -1.0000
 4875.920 -1.0000  1.0112
 4875.940 -1.0000  1.0086
 4875.960 -1.0000  1.0110
 4875.980 -1.0000  1.0157
 4876.000 -1.0000  1.0127
 4876.020  0.9725  0.9955
 4876.040  0.9616  0.9737
 4876.060  0.9479  0.9649
 4876.080  0.9505  0.9694
 4876.100  0.9631  0.9730
 4876.120  0.9710  0.9719
 4876.140  0.9693  0.9743
 4876.160  0.9616  0.9811
 4876.180  0.9512  0.9834
 4876.200  0.9379  0.9761
 4876.220  0.9229  0.9657
 4876.240  0.9119  0.9622
 4876.260  0.9100  0.9683
 4876.280  0.9169  0.9768
 4876.300  0.9271  0.9778
 4876.320  0.9344  0.9689
 4876.340  0.9374  0.9572
 4876.360  0.9394  0.9514
 4876.380  0.9429  0.9524
 4876.400  0.9439  0.9510
 4876.420  0.9369  0.9401
 4876.440  0.9240  0.9253
 4876.460  0.9144  0.9152
 4876.480  0.9148  0.9114
 4876.500  0.9218  0.9095
 4876.520  0.9260  0.9019
 4876.540  0.9222  0.8817
 4876.560  0.9151  0.8542
 4876.580  0.9118  0.8336
 4876.600  0.9135  0.8268
 4876.620  0.9172  0.8338
 4876.640  0.9205  0.8565
 4876.660  0.9231  0.8882
 4876.680  0.9251  0.9128
 4876.700  0.9262 -1.0000
 4876.720  0.9250 -1.0000
 4876.740  0.9209 -1.0000
 4876.760  0.9166 -1.0000
 4876.780  0.9142 -1.0000
 4876.800  0.9133 -1.0000
 4876.820  0.9126 -1.0000
 4876.840  0.9114 -1.0000
 4876.860  0.9112 -1.0000
 4876.880  0.9154 -1.0000
 4876.900  0.9223 -1.0000
 4876.920  0.9274 -1.0000
 4876.940  0.9277 -1.0000
 4876.960  0.9124 -1.0000
 4876.980 -1.0000 -1.0000
 4877.000 -1.0000 -1.0000
 4877.020 -1.0000 -1.0000
 4877.040 -1.0000 -1.0000
 4877.060 -1.0000 -1.0000
 4877.080 -1.0000 -1.0000
