           0.97    0.98  
          -1.03   -0.46  
 4776.540  0.9291  0.9528
 4776.560  0.9001  0.9478
 4776.580  0.8641  0.9446
 4776.600  0.8329  0.9457
 4776.620  0.8191  0.9525
 4776.640  0.8260  0.9623
 4776.660  0.8464  0.9695
 4776.680  0.8677  0.9696
 4776.700  0.8807  0.9645
 4776.720  0.8820  0.9597
 4776.740  0.8734  0.9577
 4776.760  0.8604  0.9575
 4776.780  0.8507  0.9560
 4776.800  0.8495  0.9465
 4776.820  0.8558  0.9230
 4776.840  0.8645  0.8883
 4776.860  0.8707  0.8558
 4776.880  0.8736  0.8426
 4776.900  0.8783  0.8544
 4776.920  0.8886  0.8836
 4776.940  0.9014  0.9198
 4776.960  0.9099  0.9510
 4776.980  0.9119  0.9675
 4777.000  0.9118  0.9713
 4777.020  0.9166  0.9708
 4777.040  0.9270  0.9677
 4777.060  0.9386  0.9582
 4777.080  0.9475  0.9449
 4777.100  0.9532  0.9378
 4777.120  0.9571  0.9424
 4777.140  0.9611  0.9556
 4777.160  0.9649  0.9708
 4777.180  0.9655  0.9778
 4777.200  0.9600  0.9729
 4777.220  0.9507  0.9672
 4777.240  0.9458  0.9677
 4777.260  0.9499  0.9677
 4777.280  0.9562  0.9624
 4777.300  0.9581  0.9537
 4777.320  0.9581  0.9452
 4777.340  0.9550  0.9348
 4777.360  0.9408  0.9162
 4777.380  0.9148  0.8913
 4777.400  0.8865  0.8667
 4777.420  0.8655  0.8415
 4777.440  0.8577  0.8131
 4777.460  0.8645  0.7846
 4777.480  0.8809  0.7629
 4777.500  0.8994  0.7564
 4777.520  0.9161  0.7677
 4777.540  0.9290  0.7872
 4777.560  0.9369  0.8040
 4777.580  0.9403  0.8139
 4777.600  0.9411  0.8178
 4777.620  0.9425  0.8183
 4777.640  0.9458  0.8165
 4777.660  0.9477  0.8131
 4777.680  0.9442  0.8122
 4777.700  0.9373  0.8219
 4777.720  0.9344  0.8489
 4777.740  0.9411  0.8865
 4777.760  0.9546  0.9168
 4777.780  0.9638  0.9248
 4777.800  0.9597  0.9087
 4777.820  0.9449  0.8812
 4777.840  0.9312  0.8575
 4777.860  0.9285  0.8444
 4777.880  0.9356  0.8453
 4777.900  0.9421  0.8601
 4777.920  0.9381  0.8845
 4777.940  0.9224  0.9125
 4777.960  0.9001  0.9369
 4777.980  0.8746  0.9533
 4778.000  0.8458  0.9602
 4778.020  0.8142  0.9609
 4778.040  0.7862  0.9636
 4778.060  0.7704  0.9676
 4778.080  0.7685  0.9656
 4778.100  0.7748  0.9600
 4778.120  0.7815  0.9557
 4778.140  0.7843  0.9503
 4778.160  0.7865  0.9394
 4778.180  0.7954  0.9249
 4778.200  0.8126  0.9147
 4778.220  0.8302  0.9146
 4778.240  0.8388  0.9238
 4778.260  0.8415  0.9380
 4778.280  0.8517  0.9543
 4778.300  0.8757  0.9718
 4778.320  0.9038  0.9860
 4778.340  0.9206  0.9909
 4778.360  0.9187  0.9851
 4778.380  0.9038  0.9724
 4778.400  0.8866  0.9620
 4778.420  0.8731  0.9602
 4778.440  0.8634  0.9622
 4778.460  0.8584  0.9601
 4778.480  0.8605  0.9515
 4778.500  0.8690  0.9373
 4778.520  0.8803  0.9208
 4778.540  0.8906  0.9052
 4778.560  0.8992  0.8924
 4778.580  0.9097  0.8861
 4778.600  0.9262  0.8921
 4778.620  0.9474  0.9104
 4778.640  0.9666  0.9333
 4778.660  0.9762  0.9518
 4778.680  0.9737  0.9585
 4778.700  0.9624  0.9526
 4778.720  0.9487  0.9414
 4778.740  0.9390  0.9335
 4778.760  0.9366  0.9354
 4778.780  0.9407  0.9473
 4778.800  0.9468  0.9562
 4778.820  0.9502  0.9485
 4778.840  0.9507  0.9300
 4778.860  0.9521  0.9185
 4778.880  0.9567  0.9229
 4778.900  0.9617  0.9392
 4778.920  0.9625  0.9537
 4778.940  0.9585  0.9516
 4778.960  0.9539  0.9387
 4778.980  0.9528  0.9384
 4779.000  0.9555  0.9587
 4779.020  0.9593  0.9873
 4779.040  0.9573  1.0116
 4779.060  0.9451  1.0219
 4779.080  0.9267  1.0111
 4779.100  0.9065  0.9889
 4779.120  0.8873  0.9762
 4779.140  0.8760  0.9810
 4779.160  0.8780  0.9926
 4779.180  0.8899  0.9937
 4779.200  0.9032  0.9791
 4779.220  0.9125  0.9615
 4779.240  0.9197  0.9542
 4779.260  0.9271  0.9572
 4779.280  0.9338  0.9606
 4779.300  0.9400  0.9580
 4779.320  0.9466  0.9521
 4779.340  0.9513  0.9481
 4779.360  0.9506  0.9479
 4779.380  0.9439  0.9503
 4779.400  0.9351  0.9531
 4779.420  0.9290  0.9566
 4779.440  0.9275  0.9650
 4779.460  0.9289  0.9795
 4779.480  0.9312  0.9932
 4779.500  0.9351  0.9983
 4779.520  0.9425  0.9937
 4779.540  0.9547  0.9822
 4779.560  0.9686  0.9676
 4779.580  0.9776  0.9535
 4779.600  0.9788  0.9432
 4779.620  0.9765  0.9403
 4779.640  0.9761  0.9464
 4779.660  0.9787  0.9561
 4779.680  0.9811  0.9567
 4779.700  0.9798  0.9412
 4779.720  0.9745  0.9165
 4779.740  0.9700  0.8923
 4779.760  0.9703  0.8694
 4779.780  0.9724  0.8427
 4779.800  0.9716  0.8075
 4779.820  0.9695  0.7633
 4779.840  0.9692  0.7128
 4779.860  0.9697  0.6625
 4779.880  0.9697  0.6230
 4779.900  0.9694  0.6038
 4779.920  0.9675  0.6108
 4779.940  0.9643  0.6419
 4779.960  0.9629  0.6859
 4779.980  0.9657  0.7345
 4780.000  0.9721  0.7862
 4780.020  0.9779  0.8388
 4780.040  0.9771  0.8882
 4780.060  0.9695  0.9271
 4780.080  0.9602  0.9470
 4780.100  0.9533  0.9460
 4780.120  0.9484  0.9335
 4780.140  0.9414  0.9233
 4780.160  0.9314  0.9233
 4780.180  0.9245  0.9316
 4780.200  0.9270  0.9407
 4780.220  0.9381  0.9462
 4780.240  0.9505  0.9533
 4780.260  0.9544  0.9677
 4780.280  0.9447  0.9844
 4780.300  0.9254  0.9905
 4780.320  0.9037  0.9800
 4780.340  0.8823  0.9603
 4780.360  0.8595  0.9427
 4780.380  0.8331  0.9314
 4780.400  0.8010  0.9221
 4780.420  0.7634  0.9099
 4780.440  0.7245  0.8965
 4780.460  0.6923  0.8931
 4780.480  0.6733  0.9074
 4780.500  0.6690  0.9277
 4780.520  0.6765  0.9372
 4780.540  0.6933  0.9354
 4780.560  0.7183  0.9314
 4780.580  0.7479  0.9308
 4780.600  0.7781  0.9378
 4780.620  0.8088  0.9510
 4780.640  0.8416  0.9609
 4780.660  0.8752  0.9602
 4780.680  0.9052  0.9482
 4780.700  0.9252  0.9328
 4780.720  0.9312  0.9244
 4780.740  0.9261  0.9246
 4780.760  0.9202  0.9297
 4780.780  0.9228  0.9363
 4780.800  0.9335  0.9362
 4780.820  0.9427  0.9235
 4780.840  0.9414  0.9102
 4780.860  0.9321  0.9151
 4780.880  0.9248  0.9352
 4780.900  0.9221  0.9458
 4780.920  0.9192  0.9314
 4780.940  0.9172  0.9068
 4780.960  0.9201  0.8959
 4780.980  0.9236  0.9018
 4781.000  0.9182  0.9160
 4781.020  0.9038  0.9344
 4781.040  0.8935  0.9530
 4781.060  0.8996  0.9650
 4781.080  0.9185  0.9697
 4781.100  0.9356  0.9703
 4781.120  0.9440  0.9695
 4781.140  0.9453  0.9702
 4781.160  0.9457  0.9753
 4781.180  0.9543  0.9844
 4781.200  0.9711  0.9929
 4781.220  0.9831  0.9960
 4781.240  0.9783  0.9931
 4781.260  0.9590  0.9883
 4781.280  0.9408  0.9830
 4781.300  0.9387  0.9747
 4781.320  0.9492  0.9682
 4781.340  0.9548  0.9695
 4781.360  0.9441  0.9751
 4781.380  0.9201  0.9788
 4781.400  0.8980  0.9758
 4781.420  0.8929  0.9622
 4781.440  0.9038  0.9405
 4781.460  0.9165  0.9199
 4781.480  0.9220  0.9116
 4781.500  0.9219  0.9175
 4781.520  0.9213  0.9272
 4781.540  0.9218  0.9292
 4781.560  0.9209  0.9205
 4781.580  0.9182  0.9093
 4781.600  0.9203  0.9059
 4781.620  0.9316  0.9119
 4781.640  0.9472  0.9224
 4781.660  0.9589  0.9315
 4781.680  0.9637  0.9373
 4781.700  0.9653  0.9436
 4781.720  0.9677  0.9509
 4781.740  0.9689  0.9535
 4781.760  0.9645  0.9491
 4781.780  0.9570  0.9405
 4781.800  0.9534  0.9288
 4781.820  0.9577  0.9136
 4781.840  0.9671  0.8977
 4781.860  0.9736  0.8863
 4781.880  0.9716  0.8856
 4781.900  0.9642  0.8985
 4781.920  0.9599  0.9200
 4781.940  0.9622  0.9416
 4781.960  0.9677  0.9556
 4781.980  0.9704  0.9588
 4782.000  0.9671  0.9551
 4782.020  0.9600  0.9494
 4782.040  0.9521  0.9441
 4782.060  0.9432  0.9385
 4782.080  0.9327  0.9277
 4782.100  0.9217  0.9119
 4782.120  0.9128  0.8988
 4782.140  0.9103  0.8877
 4782.160  0.9147  0.8689
 4782.180  0.9193  0.8353
 4782.200  0.9187  0.7927
 4782.220  0.9179  0.7587
 4782.240  0.9247  0.7480
 4782.260  0.9379  0.7635
 4782.280  0.9489  0.7992
 4782.300  0.9511  0.8429
 4782.320  0.9449  0.8832
 4782.340  0.9377  0.9124
 4782.360  0.9358  0.9260
 4782.380  0.9380  0.9253
 4782.400  0.9366  0.9155
 4782.420  0.9260  0.9025
 4782.440  0.9095  0.8903
 4782.460  0.8968  0.8798
 4782.480  0.8962  0.8684
 4782.500  0.9064  0.8465
 4782.520  0.9178  0.8076
 4782.540  0.9236  0.7595
 4782.560  0.9252  0.7176
 4782.580  0.9287  0.6957
 4782.600  0.9364  0.6975
 4782.620  0.9409  0.7164
 4782.640  0.9331  0.7513
 4782.660  0.9159  0.7985
 4782.680  0.8970  0.8395
 4782.700  0.8753  0.8640
 4782.720  0.8502  0.8792
 4782.740  0.8271  0.8948
 4782.760  0.8086  0.9150
 4782.780  0.7940  0.9332
 4782.800  0.7848  0.9408
 4782.820  0.7847  0.9436
 4782.840  0.7937  0.9478
 4782.860  0.8060  0.9491
 4782.880  0.8164  0.9478
 4782.900  0.8264  0.9521
 4782.920  0.8394  0.9620
 4782.940  0.8537  0.9668
 4782.960  0.8654  0.9625
 4782.980  0.8759  0.9550
 4783.000  0.8859  0.9459
 4783.020  0.8878  0.9330
 4783.040  0.8735  0.9201
 4783.060  0.8459  0.9108
 4783.080  0.8174  0.9017
 4783.100  0.7975  0.8920
 4783.120  0.7833  0.8863
 4783.140  0.7661  0.8890
 4783.160  0.7436  0.9007
 4783.180  0.7250  0.9185
 4783.200  0.7237  0.9352
 4783.220  0.7455  0.9377
 4783.240  0.7821  0.9212
 4783.260  0.8187  0.8980
 4783.280  0.8455  0.8793
 4783.300  0.8631  0.8611
 4783.320  0.8791  0.8337
 4783.340  0.8998  0.7971
 4783.360  0.9252  0.7626
 4783.380  0.9501  0.7453
 4783.400  0.9672  0.7536
 4783.420  0.9712  0.7825
 4783.440  0.9640  0.8172
 4783.460  0.9553  0.8449
 4783.480  0.9547  0.8662
 4783.500  0.9630  0.8886
 4783.520  0.9705  0.9122
 4783.540  0.9656  0.9319
 4783.560  0.9460  0.9438
 4783.580  0.9230  0.9433
 4783.600  0.9098  0.9302
 4783.620  0.9093  0.9128
 4783.640  0.9137  0.8980
 4783.660  0.9127  0.8844
 4783.680  0.9022  0.8679
 4783.700  0.8873  0.8515
 4783.720  0.8758  0.8438
 4783.740  0.8707  0.8473
 4783.760  0.8717  0.8589
 4783.780  0.8804  0.8739
 4783.800  0.8968  0.8887
 4783.820  0.9108  0.9000
 4783.840  0.9065  0.9076
 4783.860  0.8778  0.9160
 4783.880  0.8361  0.9302
 4783.900  0.8017  0.9490
 4783.920  0.7879  0.9633
 4783.940  0.7935  0.9657
 4783.960  0.8068  0.9569
 4783.980  0.8164  0.9426
 4784.000  0.8209  0.9286
 4784.020  0.8272  0.9186
 4784.040  0.8428  0.9152
 4784.060  0.8679  0.9208
 4784.080  0.8945  0.9329
 4784.100  0.9133  0.9438
 4784.120  0.9205  0.9459
 4784.140  0.9186  0.9342
 4784.160  0.9121  0.9117
 4784.180  0.9054  0.8884
 4784.200  0.8999  0.8676
 4784.220  0.8941  0.8446
 4784.240  0.8865  0.8205
 4784.260  0.8772  0.8020
 4784.280  0.8658  0.7935
 4784.300  0.8530  0.7929
 4784.320  0.8427  0.7965
 4784.340  0.8423  0.8086
 4784.360  0.8569  0.8360
 4784.380  0.8815  0.8731
 4784.400  0.9033  0.9081
 4784.420  0.9139  0.9386
 4784.440  0.9162  0.9625
 4784.460  0.9168  0.9710
 4784.480  0.9151  0.9666
 4784.500  0.9115 -1.0000
 4784.520  0.9132 -1.0000
 4784.540  0.9201 -1.0000
 4784.560  0.9251 -1.0000
 4784.580  0.9260 -1.0000
 4784.600  0.9236 -1.0000
 4784.620  0.9172 -1.0000
 4784.640  0.9109  0.9169
 4784.660  0.9116  0.9085
 4784.680  0.9193  0.9101
 4784.700  0.9256  0.9213
 4784.720  0.9183  0.9311
 4784.740  0.8928  0.9354
 4784.760  0.8616  0.9376
 4784.780  0.8396  0.9342
 4784.800  0.8287  0.9201
 4784.820  0.8252  0.9001
 4784.840  0.8227  0.8770
 4784.860  0.8155  0.8433
 4784.880  0.8084  0.8002
 4784.900  0.8126  0.7654
 4784.920  0.8301  0.7535
 4784.940  0.8536  0.7646
 4784.960  0.8764  0.7917
 4784.980  0.8972  0.8272
 4785.000  0.9170  0.8659
 4785.020  0.9333  0.9016
 4785.040  0.9407  0.9239
 4785.060  0.9392  0.9270
 4785.080  0.9360  0.9161
 4785.100  0.9359  0.9009
 4785.120  0.9355  0.8905
 4785.140  0.9273  0.8889
 4785.160  0.9101  0.8917
 4785.180  0.8945  0.8975
 4785.200  0.8935  0.9125
 4785.220  0.9073  0.9328
 4785.240  0.9237  0.9478
 4785.260  0.9328  0.9590
 4785.280  0.9344  0.9731
 4785.300  0.9329  0.9868
 4785.320  0.9300  0.9940
 4785.340  0.9251  0.9934
 4785.360  0.9176  0.9884
 4785.380  0.9055  0.9840
 4785.400  0.8847  0.9806
 4785.420  0.8534  0.9758
 4785.440  0.8169  0.9685
 4785.460  0.7864  0.9594
 4785.480  0.7714  0.9506
 4785.500  0.7744  0.9452
 4785.520  0.7896  0.9446
 4785.540  0.8085  0.9471
 4785.560  0.8291  0.9505
 4785.580  0.8544  0.9540
 4785.600  0.8837  0.9569
 4785.620  0.9094  0.9552
 4785.640  0.9206  0.9454
 4785.660  0.9154  0.9283
 4785.680  0.9055  0.9084
 4785.700  0.9041  0.8882
 4785.720  0.9112  0.8669
 4785.740  0.9176  0.8420
 4785.760  0.9172  0.8131
 4785.780  0.9142  0.7883
 4785.800  0.9195  0.7800
 4785.820  0.9359  0.7923
 4785.840  0.9529  0.8162
 4785.860  0.9602  0.8385
 4785.880  0.9576  0.8512
 4785.900  0.9521  0.8543
 4785.920  0.9499  0.8540
 4785.940  0.9490  0.8583
 4785.960  0.9435  0.8669
 4785.980  0.9342  0.8713
 4786.000  0.9280  0.8649
 4786.020  0.9289  0.8498
 4786.040  0.9326  0.8358
 4786.060  0.9304  0.8299
 4786.080  0.9196  0.8324
 4786.100  0.9114  0.8478
 4786.120  0.9195  0.8797
 4786.140  0.9379  0.9145
 4786.160  0.9456  0.9383
 4786.180  0.9314  0.9583
 4786.200  0.9069  0.9834
 4786.220  0.8920  1.0044
 4786.240  0.8898  1.0050
 4786.260  0.8892  0.9889
 4786.280  0.8839  0.9758
 4786.300  0.8692  0.9755
 4786.320  0.8417  0.9812
 4786.340  0.8099  0.9837
 4786.360  0.7907  0.9812
 4786.380  0.7937  0.9770
 4786.400  0.8138  0.9744
 4786.420  0.8367  0.9701
 4786.440  0.8518  0.9537
 4786.460  0.8582  0.9270
 4786.480  0.8630  0.9141
 4786.500  0.8710  0.9324
 4786.520  0.8763  0.9655
 4786.540  0.8689  0.9888
 4786.560  0.8485  1.0005
 4786.580  0.8285  1.0040
 4786.600  0.8221  0.9977
 4786.620  0.8293  0.9873
 4786.640  0.8446  0.9804
 4786.660  0.8646  0.9792
 4786.680  0.8814  0.9826
 4786.700  0.8901  0.9860
 4786.720  0.8988  0.9867
 4786.740  0.9182  0.9848
 4786.760  0.9466  0.9771
 4786.780  0.9714  0.9593
 4786.800  0.9831  0.9307
 4786.820  0.9840  0.8893
 4786.840  0.9811  0.8333
 4786.860  0.9793  0.7682
 4786.880  0.9797  0.7054
 4786.900  0.9797  0.6536
 4786.920  0.9754  0.6147
 4786.940  0.9672  0.5906
 4786.960  0.9608  0.5872
 4786.980  0.9608  0.6091
 4787.000  0.9661  0.6565
 4787.020  0.9724  0.7227
 4787.040  0.9770  0.7932
 4787.060  0.9800  0.8539
 4787.080  0.9813  0.8972
 4787.100  0.9796  0.9228
 4787.120  0.9744  0.9398
 4787.140  0.9687  0.9571
 4787.160  0.9654  0.9708
 4787.180  0.9649  0.9733
 4787.200  0.9655  0.9645
 4787.220  0.9653  0.9491
 4787.240  0.9669  0.9344
 4787.260  0.9733  0.9321
 4787.280  0.9806  0.9463
 4787.300  0.9788  0.9640
 4787.320  0.9624  0.9704
 4787.340  0.9360  0.9663
 4787.360  0.9115  0.9613
 4787.380  0.8936  0.9628
 4787.400  0.8717  0.9706
 4787.420  0.8314  0.9730
 4787.440  0.7722  0.9607
 4787.460  0.7098  0.9427
 4787.480  0.6642  0.9363
 4787.500  0.6419  0.9453
 4787.520  0.6339  0.9567
 4787.540  0.6315  0.9553
 4787.560  0.6380  0.9385
 4787.580  0.6643  0.9163
 4787.600  0.7136  0.8989
 4787.620  0.7721  0.8876
 4787.640  0.8214  0.8749
 4787.660  0.8546  0.8554
 4787.680  0.8765  0.8372
 4787.700  0.8955  0.8336
 4787.720  0.9160  0.8489
 4787.740  0.9335  0.8777
 4787.760  0.9412  0.9086
 4787.780  0.9400  0.9306
 4787.800  0.9371  0.9400
 4787.820  0.9379  0.9380
 4787.840  0.9423  0.9258
 4787.860  0.9467  0.9096
 4787.880  0.9472  0.8969
 4787.900  0.9413  0.8900
 4787.920  0.9296  0.8970
 4787.940  0.9198  0.9180
 4787.960  0.9194  0.9332
 4787.980  0.9225  0.9321
 4788.000  0.9210  0.9265
 4788.020  0.9218  0.9290
 4788.040  0.9336  0.9422
 4788.060  0.9502  0.9620
 4788.080  0.9615  0.9786
 4788.100  0.9664  0.9848
 4788.120  0.9669  0.9852
 4788.140  0.9614  0.9851
 4788.160  0.9457  0.9798
 4788.180  0.9195  0.9692
 4788.200  0.8886  0.9633
 4788.220  0.8613  0.9645
 4788.240  0.8446  0.9614
 4788.260  0.8420  0.9455
 4788.280  0.8507  0.9304
 4788.300  0.8634  0.9390
 4788.320  0.8725  0.9633
 4788.340  0.8745  0.9772
 4788.360  0.8724  0.9810
 4788.380  0.8775  0.9803
 4788.400  0.8934  0.9673
 4788.420  0.9048  0.9461
 4788.440  0.8998  0.9280
 4788.460  0.8881  0.9176
 4788.480  0.8829  0.9136
 4788.500  0.8848  0.9072
 4788.520  0.8887  0.8874
 4788.540  0.8930  0.8507
 4788.560  0.8987  0.8016
 4788.580  0.9071  0.7523
 4788.600  0.9166  0.7171
 4788.620  0.9230  0.7035
 4788.640  0.9247  0.7136
 4788.660  0.9247  0.7469
 4788.680  0.9268  0.7957
 4788.700  0.9319  0.8475
 4788.720  0.9383  0.8922
 4788.740  0.9428  0.9237
 4788.760  0.9438  0.9403
 4788.780  0.9438  0.9427
 4788.800  0.9461  0.9369
 4788.820  0.9519  0.9311
 4788.840  0.9599  0.9193
 4788.860  0.9664  0.8902
 4788.880  0.9670  0.8521
 4788.900  0.9591  0.8219
 4788.920  0.9450  0.8050
 4788.940  0.9337  0.8005
 4788.960  0.9362  0.8067
 4788.980  0.9524  0.8177
 4789.000  0.9692  0.8306
 4789.020  0.9713  0.8503
 4789.040  0.9514  0.8761
 4789.060  0.9154  0.8975
 4789.080  0.8803  0.9083
 4789.100  0.8565  0.9132
 4789.120  0.8379  0.9203
 4789.140  0.8140  0.9315
 4789.160  0.7844  0.9384
 4789.180  0.7578  0.9347
 4789.200  0.7454  0.9283
 4789.220  0.7522  0.9303
 4789.240  0.7735  0.9413
 4789.260  0.8028  0.9548
 4789.280  0.8366  0.9617
 4789.300  0.8704  0.9579
 4789.320  0.8984  0.9494
 4789.340  0.9158  0.9454
 4789.360  0.9220  0.9467
 4789.380  0.9214  0.9464
 4789.400  0.9186  0.9386
