           1.05    1.15  
          -0.91   -0.41  
 4229.980  0.8465 -1.0000
 4230.000  0.8580 -1.0000
 4230.020  0.8691 -1.0000
 4230.040  0.8836 -1.0000
 4230.060  0.8967 -1.0000
 4230.080  0.8954 -1.0000
 4230.100  0.8713 -1.0000
 4230.120  0.8286 -1.0000
 4230.140  0.7744 -1.0000
 4230.160  0.7078 -1.0000
 4230.180  0.6234 -1.0000
 4230.200  0.5245 -1.0000
 4230.220  0.4336 -1.0000
 4230.240  0.3757 -1.0000
 4230.260  0.3500 -1.0000
 4230.280  0.3389 -1.0000
 4230.300  0.3334 -1.0000
 4230.320  0.3383 -1.0000
 4230.340  0.3643 -1.0000
 4230.360  0.4137 -1.0000
 4230.380  0.4733 -1.0000
 4230.400  0.5261 -1.0000
 4230.420  0.5616 -1.0000
 4230.440  0.5760  1.1110
 4230.460  0.5686  1.1237
 4230.480  0.5475  1.1342
 4230.500  0.5326  1.1349
 4230.520  0.5417  1.1252
 4230.540  0.5775  1.1119
 4230.560  0.6340  1.0967
 4230.580  0.7048  1.0773
 4230.600  0.7832  1.0595
 4230.620  0.8580  1.0511
 4230.640  0.9151  1.0509
 4230.660  0.9465  1.0566
 4230.680  0.9591  1.0678
 4230.700  0.9684  1.0822
 4230.720  0.9849  1.1002
 4230.740  1.0060  1.1185
 4230.760  1.0177  1.1281
 4230.780  1.0108  1.1290
 4230.800  0.9943  1.1292
 4230.820  0.9844  1.1353
 4230.840  0.9894  1.1493
 4230.860  1.0040  1.1641
 4230.880  1.0154  1.1702
 4230.900  1.0167  1.1698
 4230.920  1.0114  1.1696
 4230.940  1.0037  1.1670
 4230.960  0.9934  1.1588
 4230.980  0.9798  1.1490
 4231.000  0.9662  1.1345
 4231.020  0.9594  1.0997
 4231.040  0.9642  1.0280
 4231.060  0.9746  0.9199
 4231.080  0.9784  0.7935
 4231.100  0.9691  0.6701
 4231.120  0.9531  0.5751
 4231.140  0.9450 -1.0000
 4231.160  0.9536 -1.0000
 4231.180  0.9724 -1.0000
 4231.200  0.9868 -1.0000
 4231.220  0.9894 -1.0000
 4231.240  0.9837 -1.0000
 4231.260  0.9790 -1.0000
 4231.280  0.9808 -1.0000
 4231.300  0.9860 -1.0000
 4231.320  0.9894 -1.0000
 4231.340  0.9907  0.4955
 4231.360  0.9917  0.5351
 4231.380  0.9930  0.5857
 4231.400  0.9937  0.6294
 4231.420  0.9927  0.6457
 4231.440  0.9909  0.6207
 4231.460  0.9918  0.5623
 4231.480  0.9948  0.4913
 4231.500  0.9902  0.4243
 4231.520  0.9678  0.3721
 4231.540  0.9242  0.3393
 4231.560  0.8616  0.3276
 4231.580  0.7842  0.3438
 4231.600  0.6968  0.3947
 4231.620  0.6076  0.4725
 4231.640  0.5305  0.5509
 4231.660  0.4789  0.6093
 4231.680  0.4553  0.6462
 4231.700  0.4489  0.6633
 4231.720  0.4445  0.6588
 4231.740  0.4355  0.6362
 4231.760  0.4259  0.6009
 4231.780  0.4227  0.5617
 4231.800  0.4318  0.5386
 4231.820  0.4536  0.5470
 4231.840  0.4807  0.5877
 4231.860  0.5070  0.6588
 4231.880  0.5308  0.7463
 4231.900  0.5489  0.8182
 4231.920  0.5551  0.8494
 4231.940  0.5430  0.8317
 4231.960  0.5097  0.7635
 4231.980  0.4626  0.6529
 4232.000  0.4164  0.5234
 4232.020  0.3817  0.4050
 4232.040  0.3608  0.3191
 4232.060  0.3525  0.2702
 4232.080  0.3577  0.2508
 4232.100  0.3805  0.2485
 4232.120  0.4234  0.2527
 4232.140  0.4824  0.2612
 4232.160  0.5463  0.2768
 4232.180  0.6010  0.2976
 4232.200  0.6346  0.3160
 4232.220  0.6410  0.3236
 4232.240  0.6214  0.3168
 4232.260  0.5848  0.3006
 4232.280  0.5469  0.2888
 4232.300  0.5233  0.2961
 4232.320  0.5232  0.3326
 4232.340  0.5476  0.4026
 4232.360  0.5911  0.5033
 4232.380  0.6427  0.6210
 4232.400  0.6884  0.7370
 4232.420  0.7146  0.8366
 4232.440  0.7109  0.9148
 4232.460  0.6740  0.9735
 4232.480  0.6102  1.0151
 4232.500  0.5316  1.0445
 4232.520  0.4515  1.0708
 4232.540  0.3812  1.0960
 4232.560  0.3269  1.1124
 4232.580  0.2898  1.1163
 4232.600  0.2675  1.1137
 4232.620  0.2562  1.1138
 4232.640  0.2536  1.1202
 4232.660  0.2596  1.1284
 4232.680  0.2747  1.1337
 4232.700  0.2947  1.1312
 4232.720  0.3101  1.1112
 4232.740  0.3135  1.0696
 4232.760  0.3087  1.0118
 4232.780  0.3107  0.9417
 4232.800  0.3345  0.8609
 4232.820  0.3834  0.7791
 4232.840  0.4483  0.7158
 4232.860  0.5168  0.6931
 4232.880  0.5837  0.7248
 4232.900  0.6536  0.8035
 4232.920  0.7315  0.8981
 4232.940  0.8137  0.9742
 4232.960  0.8897  1.0204
 4232.980  0.9493  1.0461
 4233.000  0.9881  1.0588
 4233.020  1.0081  1.0599
 4233.040  1.0153  1.0505
 4233.060  1.0156  1.0239
 4233.080  1.0143  0.9687
 4233.100  1.0163  0.8859
 4233.120  1.0221  0.7879
 4233.140  1.0264  0.6812
 4233.160  1.0242  0.5698
 4233.180  1.0169  0.4650
 4233.200  1.0081  0.3805
 4233.220  0.9956  0.3244
 4233.240  0.9729  0.2991
 4233.260  0.9359  0.3043
 4233.280  0.8859  0.3350
 4233.300  0.8299  0.3796
 4233.320  0.7791  0.4232
 4233.340  0.7421  0.4560
 4233.360  0.7199  0.4757
 4233.380  0.7109  0.4820
 4233.400  0.7176  0.4759
 4233.420  0.7459  0.4615
 4233.440  0.7970  0.4423
 4233.460  0.8601  0.4255
 4233.480  0.9166  0.4227
 4233.500  0.9504  0.4392
 4233.520  0.9566  0.4697
 4233.540  0.9418  0.5080
 4233.560  0.9143  0.5589
 4233.580  0.8745  0.6308
 4233.600  0.8190  0.7182
 4233.620  0.7473  0.8024
 4233.640  0.6641  0.8638
 4233.660  0.5766  0.8946
 4233.680  0.4912  0.9002
 4233.700  0.4145  0.8925
 4233.720  0.3556  0.8889
 4233.740  0.3258  0.9057
 4233.760  0.3306  0.9478
 4233.780  0.3627  1.0064
 4233.800  0.4033  1.0575
 4233.820  0.4320  1.0841
 4233.840  0.4414  1.0973
 4233.860  0.4393  1.1086
 4233.880  0.4336  1.1136
 4233.900  0.4279  1.1112
 4233.920  0.4268  1.1100
 4233.940  0.4323  1.1124
 4233.960  0.4399  1.1077
 4233.980  0.4445  1.0939
 4234.000  0.4462  1.0883
 4234.020  0.4508  1.1028
 4234.040  0.4661  1.1226
 4234.060  0.4991  1.1186
 4234.080  0.5526  1.0813
 4234.100  0.6227  1.0297
 4234.120  0.6981  0.9939
 4234.140  0.7621  0.9900
 4234.160  0.8034  1.0027
 4234.180  0.8224  1.0064
 4234.200  0.8281  0.9989
 4234.220  0.8305 -1.0000
 4234.240  0.8378 -1.0000
 4234.260  0.8577 -1.0000
 4234.280  0.8924 -1.0000
 4234.300  0.9308 -1.0000
 4234.320  0.9565 -1.0000
 4234.340 -1.0000 -1.0000
 4234.360 -1.0000 -1.0000
 4234.380 -1.0000 -1.0000
 4234.400 -1.0000 -1.0000
 4234.420 -1.0000 -1.0000
 4234.440 -1.0000 -1.0000
 4234.460 -1.0000 -1.0000
 4234.480 -1.0000  1.1898
 4234.500 -1.0000  1.1786
 4234.520 -1.0000  1.1573
 4234.540 -1.0000  1.1336
 4234.560 -1.0000  1.1152
 4234.580  1.0005  1.1013
 4234.600  0.9765  1.0811
 4234.620  0.9567  1.0447
 4234.640  0.9523  0.9888
 4234.660  0.9567  0.9172
 4234.680  0.9591  0.8378
 4234.700  0.9575  0.7531
 4234.720  0.9580  0.6642
 4234.740  0.9679  0.5801
 4234.760  0.9867  0.5110
 4234.780  1.0041  0.4585
 4234.800  1.0141  0.4172
 4234.820  1.0212  0.3821
 4234.840  1.0297  0.3556
 4234.860  1.0369  0.3460
 4234.880  1.0383  0.3612
 4234.900  1.0356  0.4071
 4234.920  1.0350  0.4827
 4234.940  1.0393  0.5763
 4234.960  1.0453  0.6708
 4234.980  1.0492  0.7491
 4235.000  1.0491  0.7958
 4235.020  1.0428  0.8042
 4235.040  1.0282  0.7793
 4235.060  1.0042  0.7261
 4235.080  0.9724  0.6516
 4235.100  0.9383  0.5769
 4235.120  0.9071  0.5248
 4235.140  0.8775  0.5007
 4235.160  0.8429  0.5005
 4235.180  0.7975  0.5252
 4235.200  0.7376  0.5797
 4235.220  0.6652  0.6621
 4235.240  0.5897  0.7612
 4235.260  0.5198  0.8611
 4235.280  0.4591  0.9425
 4235.300  0.4078  0.9885
 4235.320  0.3666  0.9940
 4235.340  0.3379  0.9606
 4235.360  0.3257  0.8900
 4235.380  0.3362  0.7877
 4235.400  0.3732  0.6689
 4235.420  0.4340  0.5533
 4235.440  0.5081  0.4543
 4235.460  0.5807  0.3798
 4235.480  0.6399  0.3315
 4235.500  0.6792  0.3025
 4235.520  0.6955  0.2847
 4235.540  0.6882  0.2795
 4235.560  0.6606  0.2991
 4235.580  0.6206  0.3594
 4235.600  0.5784  0.4669
 4235.620  0.5431  0.6086
 4235.640  0.5198  0.7560
 4235.660  0.5110  0.8801
 4235.680  0.5205  0.9651
 4235.700  0.5515  1.0105
 4235.720  0.6017  1.0258
 4235.740  0.6622  1.0239
 4235.760  0.7206  1.0060
 4235.780  0.7676  0.9637
 4235.800  0.8020  0.9008
 4235.820  0.8231  0.8362
 4235.840  0.8208  0.7930
 4235.860  0.7852  0.7905
 4235.880  0.7187  0.8313
 4235.900  0.6357  0.8955
 4235.920  0.5544  0.9605
 4235.940  0.4842  1.0179
 4235.960  0.4210  1.0667
 4235.980  0.3606  1.1014
 4236.000  0.3100  1.1168
 4236.020  0.2845  1.1175
 4236.040  0.2951  1.1160
 4236.060  0.3394  1.1187
 4236.080  0.4040  1.1165
 4236.100  0.4780  1.0938
 4236.120  0.5592  1.0433
 4236.140  0.6483  0.9694
 4236.160  0.7389  0.8829
 4236.180  0.8184  0.7940
 4236.200  0.8779  0.7057
 4236.220  0.9162  0.6168
 4236.240  0.9347  0.5277
 4236.260  0.9321  0.4417
 4236.280  0.9094  0.3658
 4236.300  0.8738  0.3075
 4236.320  0.8373  0.2687
 4236.340  0.8122  0.2444
 4236.360  0.8062  0.2280
 4236.380  0.8199  0.2189
 4236.400  0.8463  0.2219
 4236.420  0.8752  0.2460
 4236.440  0.9023  0.3025
 4236.460  0.9301  0.3965
 4236.480  0.9591  0.5166
 4236.500  0.9849  0.6410
 4236.520  1.0017  0.7490
 4236.540  1.0045  0.8262
 4236.560  0.9929  0.8674
 4236.580  0.9738  0.8756
 4236.600  0.9540  0.8533
 4236.620  0.9327  0.7973
 4236.640  0.9013  0.7134
 4236.660  0.8511  0.6269
 4236.680  0.7801  0.5614
 4236.700  0.6932  0.5222
 4236.720  0.6004  0.5056
 4236.740  0.5111  0.5100
 4236.760  0.4311  0.5370
 4236.780  0.3644  0.5838
 4236.800  0.3146  0.6384
 4236.820  0.2828  0.6875
 4236.840  0.2660  0.7241
 4236.860  0.2588  0.7477
 4236.880  0.2579  0.7621
 4236.900  0.2676  0.7744
 4236.920  0.2955  0.7864
 4236.940  0.3445  0.7931
 4236.960  0.4106  0.7906
 4236.980  0.4871  0.7783
 4237.000  0.5684  0.7612
 4237.020  0.6503  0.7481
 4237.040  0.7258  0.7431
 4237.060  0.7826  0.7499
 4237.080  0.8081  0.7793
 4237.100  0.7977  0.8363
 4237.120  0.7562  0.9090
 4237.140  0.6962  0.9772
 4237.160  0.6314  1.0246
 4237.180  0.5711  1.0458
 4237.200  0.5223  1.0500
 4237.220  0.4918  1.0506
 4237.240  0.4838  1.0521
 4237.260  0.4981  1.0495
 4237.280  0.5294  1.0364
 4237.300  0.5686  1.0108
 4237.320  0.6085  0.9813
 4237.340  0.6456  0.9546
 4237.360  0.6770  0.9241
 4237.380  0.7004  0.8766
 4237.400  0.7157  0.8054
 4237.420  0.7247  0.7173
 4237.440  0.7287  0.6276
 4237.460  0.7283  0.5479
 4237.480  0.7238  0.4845
 4237.500  0.7167  0.4462
 4237.520  0.7110  0.4450
 4237.540  0.7125  0.4874
 4237.560  0.7258  0.5701
 4237.580  0.7514  0.6776
 4237.600  0.7846  0.7841
 4237.620  0.8180  0.8636
 4237.640  0.8474  0.9039
 4237.660  0.8754  0.9076
 4237.680  0.9061  0.8822
 4237.700  0.9373  0.8329
 4237.720  0.9603  0.7640
 4237.740  0.9688  0.6810
 4237.760  0.9637  0.5881
 4237.780  0.9513  0.4933
 4237.800  0.9365  0.4129
 4237.820  0.9160  0.3584
 4237.840  0.8849  0.3305
 4237.860  0.8464  0.3261
 4237.880  0.8070  0.3444
 4237.900  0.7661  0.3870
 4237.920  0.7173  0.4563
 4237.940  0.6538  0.5537
 4237.960  0.5776  0.6756
 4237.980  0.5048  0.8079
 4238.000  0.4573  0.9243
 4238.020  0.4499  0.9965
 4238.040  0.4822  1.0132
 4238.060  0.5403  0.9798
 4238.080  0.6067  0.9071
 4238.100  0.6694  0.8121
 4238.120  0.7229  0.7174
 4238.140  0.7643  0.6381
 4238.160  0.7914  0.5785
 4238.180  0.8013  0.5410
 4238.200  0.7890  0.5278
 4238.220  0.7490  0.5403
 4238.240  0.6797  0.5822
 4238.260  0.5899  0.6561
 4238.280  0.4988  0.7558
 4238.300  0.4245  0.8660
 4238.320  0.3726  0.9667
 4238.340  0.3401  1.0398
 4238.360  0.3249  1.0760
 4238.380  0.3317  1.0755
 4238.400  0.3691  1.0468
 4238.420  0.4380  1.0055
 4238.440  0.5261  0.9663
 4238.460  0.6166  0.9374
 4238.480  0.6983  0.9221
 4238.500  0.7666  0.9146
 4238.520  0.8194  0.9005
 4238.540  0.8531  0.8606
 4238.560  0.8645  0.7837
 4238.580  0.8543  0.6796
 4238.600  0.8243  0.5681
 4238.620  0.7722  0.4652
 4238.640  0.6976  0.3822
 4238.660  0.6129  0.3235
 4238.680  0.5415  0.2878
 4238.700  0.5061  0.2733
 4238.720  0.5120  0.2814
 4238.740  0.5447  0.3173
 4238.760  0.5901  0.3869
 4238.780  0.6475  0.4876
 4238.800  0.7192  0.6052
 4238.820  0.7965  0.7199
 4238.840  0.8606  0.8145
 4238.860  0.8959  0.8830
 4238.880  0.9064  0.9341
 4238.900  0.9099  0.9824
 4238.920  0.9136  1.0338
 4238.940  0.9079  1.0820
 4238.960  0.8850  1.1132
 4238.980  0.8540  1.1182
 4239.000  0.8334  1.1010
 4239.020  0.8282  1.0691
 4239.040  0.8142  1.0274
 4239.060  0.7625  0.9779
 4239.080  0.6722  0.9166
 4239.100  0.5684  0.8468
 4239.120  0.4787  0.7910
 4239.140  0.4108 -1.0000
 4239.160  0.3513 -1.0000
 4239.180  0.2963 -1.0000
