           0.98    0.99  
          -1.03   -0.46  
 4751.320  0.7995  0.8113
 4751.340  0.7900  0.8489
 4751.360  0.7818  0.8841
 4751.380  0.7798  0.9099
 4751.400  0.7894  0.9285
 4751.420  0.8093  0.9418
 4751.440  0.8300  0.9459
 4751.460  0.8422  0.9385
 4751.480  0.8452  0.9246
 4751.500  0.8459  0.9143
 4751.520  0.8508  0.9140
 4751.540  0.8603  0.9244
 4751.560  0.8698  0.9377
 4751.580  0.8783  0.9391
 4751.600  0.8907  0.9217
 4751.620  0.9100  0.8895
 4751.640  0.9305  0.8516
 4751.660  0.9425  0.8222
 4751.680  0.9394  0.8134
 4751.700  0.9226  0.8256
 4751.720  0.9007  0.8511
 4751.740  0.8815  0.8767
 4751.760  0.8646  0.8887
 4751.780  0.8453  0.8873
 4751.800  0.8218  0.8850
 4751.820  0.7984  0.8901
 4751.840  0.7843  0.9071
 4751.860  0.7880  0.9333
 4751.880  0.8112  0.9522
 4751.900  0.8466  0.9533
 4751.920  0.8826  0.9460
 4751.940  0.9086  0.9447
 4751.960  0.9214  0.9522
 4751.980  0.9285  0.9636
 4752.000  0.9367  0.9733
 4752.020  0.9466  0.9769
 4752.040  0.9545  0.9746
 4752.060  0.9539  0.9705
 4752.080  0.9415  0.9685
 4752.100  0.9232  0.9674
 4752.120  0.9085  0.9648
 4752.140  0.9008  0.9660
 4752.160  0.8964  0.9743
 4752.180  0.8889  0.9817
 4752.200  0.8771  0.9803
 4752.220  0.8668  0.9704
 4752.240  0.8621  0.9592
 4752.260  0.8621  0.9557
 4752.280  0.8639  0.9602
 4752.300  0.8655  0.9657
 4752.320  0.8682  0.9681
 4752.340  0.8739  0.9681
 4752.360  0.8805  0.9660
 4752.380  0.8867  0.9607
 4752.400  0.8954  0.9495
 4752.420  0.9088  0.9342
 4752.440  0.9257  0.9247
 4752.460  0.9419  0.9295
 4752.480  0.9517  0.9417
 4752.500  0.9541  0.9469
 4752.520  0.9542  0.9422
 4752.540  0.9570  0.9349
 4752.560  0.9621  0.9323
 4752.580  0.9668  0.9380
 4752.600  0.9684  0.9481
 4752.620  0.9658  0.9546
 4752.640  0.9620  0.9546
 4752.660  0.9624  0.9550
 4752.680  0.9685  0.9633
 4752.700  0.9765  0.9746
 4752.720  0.9807  0.9779
 4752.740  0.9761  0.9687
 4752.760  0.9621  0.9524
 4752.780  0.9452  0.9400
 4752.800  0.9366  0.9398
 4752.820  0.9449  0.9495
 4752.840  0.9667  0.9599
 4752.860  0.9855  0.9641
 4752.880  0.9867  0.9590
 4752.900  0.9706  0.9483
 4752.920  0.9512  0.9439
 4752.940  0.9444  0.9485
 4752.960  0.9544  0.9543
 4752.980  0.9728  0.9552
 4753.000  0.9877  0.9475
 4753.020  0.9916  0.9304
 4753.040  0.9843  0.9083
 4753.060  0.9706  0.8845
 4753.080  0.9555  0.8585
 4753.100  0.9437  0.8311
 4753.120  0.9389  0.8096
 4753.140  0.9407  0.8013
 4753.160  0.9445  0.8106
 4753.180  0.9459  0.8387
 4753.200  0.9454  0.8768
 4753.220  0.9476  0.9117
 4753.240  0.9555  0.9378
 4753.260  0.9661  0.9540
 4753.280  0.9699  0.9609
 4753.300  0.9619  0.9633
 4753.320  0.9475  0.9642
 4753.340  0.9351  0.9608
 4753.360  0.9292  0.9533
 4753.380  0.9287  0.9469
 4753.400  0.9297  0.9445
 4753.420  0.9317  0.9446
 4753.440  0.9370  0.9436
 4753.460  0.9444  0.9421
 4753.480  0.9504  0.9409
 4753.500  0.9542  0.9392
 4753.520  0.9555  0.9414
 4753.540  0.9561  0.9514
 4753.560  0.9584  0.9649
 4753.580  0.9589  0.9742
 4753.600  0.9497  0.9775
 4753.620  0.9274  0.9772
 4753.640  0.8973  0.9747
 4753.660  0.8688  0.9706
 4753.680  0.8481  0.9655
 4753.700  0.8361  0.9602
 4753.720  0.8326  0.9593
 4753.740  0.8397  0.9677
 4753.760  0.8578  0.9790
 4753.780  0.8823  0.9808
 4753.800  0.9069  0.9705
 4753.820  0.9266  0.9563
 4753.840  0.9385  0.9459
 4753.860  0.9432  0.9407
 4753.880  0.9434  0.9388
 4753.900  0.9416  0.9391
 4753.920  0.9395  0.9422
 4753.940  0.9385  0.9497
 4753.960  0.9399  0.9604
 4753.980  0.9443  0.9688
 4754.000  0.9505  0.9736
 4754.020  0.9563  0.9785
 4754.040  0.9603  0.9830
 4754.060  0.9618  0.9835
 4754.080  0.9595  0.9763
 4754.100  0.9546  0.9610
 4754.120  0.9535  0.9453
 4754.140  0.9616  0.9388
 4754.160  0.9759  0.9438
 4754.180  0.9884  0.9537
 4754.200  0.9926  0.9580
 4754.220  0.9887  0.9519
 4754.240  0.9825  0.9424
 4754.260  0.9788  0.9396
 4754.280  0.9780  0.9412
 4754.300  0.9757  0.9392
 4754.320  0.9685  0.9349
 4754.340  0.9573  0.9332
 4754.360  0.9471  0.9351
 4754.380  0.9411  0.9401
 4754.400  0.9378  0.9455
 4754.420  0.9334  0.9469
 4754.440  0.9275  0.9455
 4754.460  0.9246  0.9448
 4754.480  0.9280  0.9400
 4754.500  0.9364  0.9236
 4754.520  0.9474  0.8960
 4754.540  0.9588  0.8651
 4754.560  0.9699  0.8388
 4754.580  0.9811  0.8207
 4754.600  0.9902  0.8116
 4754.620  0.9909  0.8144
 4754.640  0.9787  0.8309
 4754.660  0.9571  0.8565
 4754.680  0.9383  0.8833
 4754.700  0.9339  0.9064
 4754.720  0.9431  0.9219
 4754.740  0.9541  0.9310
 4754.760  0.9547  0.9416
 4754.780  0.9436  0.9543
 4754.800  0.9313  0.9613
 4754.820  0.9297  0.9604
 4754.840  0.9390  0.9541
 4754.860  0.9502  0.9451
 4754.880  0.9552  0.9347
 4754.900  0.9542  0.9250
 4754.920  0.9545  0.9185
 4754.940  0.9612  0.9141
 4754.960  0.9687  0.9062
 4754.980  0.9681  0.8940
 4755.000  0.9586  0.8774
 4755.020  0.9459  0.8506
 4755.040  0.9336  0.8164
 4755.060  0.9223  0.7955
 4755.080  0.9106  0.8039
 4755.100  0.8953  0.8329
 4755.120  0.8752  0.8613
 4755.140  0.8560  0.8782
 4755.160  0.8453  0.8885
 4755.180  0.8441  0.9034
 4755.200  0.8477  0.9254
 4755.220  0.8534  0.9478
 4755.240  0.8628  0.9653
 4755.260  0.8780  0.9742
 4755.280  0.8990  0.9734
 4755.300  0.9226  0.9694
 4755.320  0.9438  0.9643
 4755.340  0.9574  0.9393
 4755.360  0.9624  0.8839
 4755.380  0.9627  0.8271
 4755.400  0.9680  0.7937
 4755.420  0.9872  0.7796
 4755.440  1.0045  0.7826
 4755.460  1.0010  0.8042
 4755.480  0.9887  0.8393
 4755.500  0.9811  0.8787
 4755.520  0.9720  0.9138
 4755.540  0.9548  0.9407
 4755.560  0.9281  0.9572
 4755.580  0.8945  0.9606
 4755.600  0.8629  0.9507
 4755.620  0.8431  0.9300
 4755.640  0.8382  0.9016
 4755.660  0.8456  0.8693
 4755.680  0.8596  0.8380
 4755.700  0.8744  0.8112
 4755.720  0.8866  0.7924
 4755.740  0.8965  0.7881
 4755.760  0.9072  0.8024
 4755.780  0.9207  0.8320
 4755.800  0.9358  0.8684
 4755.820  0.9495  0.9014
 4755.840  0.9568  0.9249
 4755.860  0.9532  0.9390
 4755.880  0.9378  0.9474
 4755.900  0.9150  0.9559
 4755.920  0.8924  0.9677
 4755.940  0.8744  0.9776
 4755.960  0.8611  0.9774
 4755.980  0.8497  0.9693
 4756.000  0.8381  0.9619
 4756.020  0.8286  0.9573
 4756.040  0.8285  0.9561
 4756.060  0.8437  0.9614
 4756.080  0.8706  0.9699
 4756.100  0.8981  0.9733
 4756.120  0.9164  0.9686
 4756.140  0.9217  0.9528
 4756.160  0.9165  0.9269
 4756.180  0.9089  0.9016
 4756.200  0.9043  0.8854
 4756.220  0.8984  0.8806
 4756.240  0.8837  0.8837
 4756.260  0.8599  0.8847
 4756.280  0.8351  0.8812
 4756.300  0.8209  0.8817
 4756.320  0.8226  0.8919
 4756.340  0.8365  0.9097
 4756.360  0.8558  0.9264
 4756.380  0.8764  0.9282
 4756.400  0.8979  0.9118
 4756.420  0.9202  0.8913
 4756.440  0.9388  0.8785
 4756.460  0.9484  0.8705
 4756.480  0.9508  0.8611
 4756.500  0.9533  0.8468
 4756.520  0.9584  0.8250
 4756.540  0.9585  0.8033
 4756.560  0.9480  0.7997
 4756.580  0.9349  0.8222
 4756.600  0.9318  0.8572
 4756.620  0.9412  0.8841
 4756.640  0.9561  0.8927
 4756.660  0.9677  0.8847
 4756.680  0.9720  0.8688
 4756.700  0.9695  0.8535
 4756.720  0.9632  0.8412
 4756.740  0.9543  0.8327
 4756.760  0.9419  0.8297
 4756.780  0.9255  0.8322
 4756.800  0.9067  0.8380
 4756.820  0.8879  0.8460
 4756.840  0.8709  0.8559
 4756.860  0.8587  0.8699
 4756.880  0.8568  0.8904
 4756.900  0.8685  0.9140
 4756.920  0.8898  0.9318
 4756.940  0.9104  0.9382
 4756.960  0.9219  0.9366
 4756.980  0.9221  0.9346
 4757.000  0.9141  0.9367
 4757.020  0.9019  0.9406
 4757.040  0.8865  0.9425
 4757.060  0.8676  0.9445
 4757.080  0.8497  0.9483
 4757.100  0.8420  0.9496
 4757.120  0.8478  0.9468
 4757.140  0.8588  0.9430
 4757.160  0.8633  0.9377
 4757.180  0.8583  0.9318
 4757.200  0.8530  0.9325
 4757.220  0.8574  0.9406
 4757.240  0.8706  0.9448
 4757.260  0.8837  0.9354
 4757.280  0.8886  0.9174
 4757.300  0.8843  0.9044
 4757.320  0.8772  0.9008
 4757.340  0.8734  0.9009
 4757.360  0.8726  0.9030
 4757.380  0.8730  0.9086
 4757.400  0.8773  0.9167
 4757.420  0.8889  0.9270
 4757.440  0.9060  0.9378
 4757.460  0.9207  0.9439
 4757.480  0.9259  0.9440
 4757.500  0.9244  0.9437
 4757.520  0.9249  0.9490
 4757.540  0.9308  0.9592
 4757.560  0.9367  0.9674
 4757.580  0.9381  0.9676
 4757.600  0.9372  0.9587
 4757.620  0.9389  0.9460
 4757.640  0.9432  0.9371
 4757.660  0.9447  0.9285
 4757.680  0.9401  0.9081
 4757.700  0.9341  0.8727
 4757.720  0.9340  0.8321
 4757.740  0.9400  0.8016
 4757.760  0.9457 -1.0000
 4757.780  0.9448 -1.0000
 4757.800  0.9382 -1.0000
 4757.820  0.9344 -1.0000
 4757.840  0.9378 -1.0000
 4757.860  0.9404 -1.0000
 4757.880  0.9337 -1.0000
 4757.900  0.9203 -1.0000
 4757.920  0.9133 -1.0000
 4757.940  0.9252 -1.0000
 4757.960  0.9507 -1.0000
 4757.980  0.9685 -1.0000
 4758.000  0.9648 -1.0000
 4758.020  0.9453 -1.0000
 4758.040  0.9255 -1.0000
 4758.060  0.9172  0.9052
 4758.080  0.9197  0.9176
 4758.100  0.9241  0.9253
 4758.120  0.9250 -1.0000
 4758.140  0.9243 -1.0000
 4758.160  0.9227 -1.0000
 4758.180  0.9188 -1.0000
 4758.200  0.9139 -1.0000
 4758.220  0.9107 -1.0000
 4758.240  0.9099 -1.0000
 4758.260  0.9078  0.9060
 4758.280  0.8972  0.8673
 4758.300  0.8744  0.8212
 4758.320  0.8463  0.8016
 4758.340  0.8255  0.8264
 4758.360  0.8175  0.8771
 4758.380  0.8170  0.9213
 4758.400  0.8155  0.9385
 4758.420  0.8099  0.9285
 4758.440  0.8033  0.9130
 4758.460  0.7991  0.9149
 4758.480  0.7984  0.9321
 4758.500  0.8011  0.9461
 4758.520  0.8080  0.9460
 4758.540  0.8190  0.9319
 4758.560  0.8324  0.9094
 4758.580  0.8459  0.8857
 4758.600  0.8577  0.8630
 4758.620  0.8670  0.8390
 4758.640  0.8738  0.8109
 4758.660  0.8783  0.7789
 4758.680  0.8812  0.7501
 4758.700  0.8856  0.7330
 4758.720  0.8944  0.7338
 4758.740  0.9060  0.7547
 4758.760  0.9136  0.7914
 4758.780  0.9092  0.8335
 4758.800  0.8920  0.8699
 4758.820  0.8693  0.8933
 4758.840  0.8487  0.9053
 4758.860  0.8338  0.9108
 4758.880  0.8243  0.9123
 4758.900  0.8199  0.9135
 4758.920  0.8223  0.9183
 4758.940  0.8331  0.9258
 4758.960  0.8507  0.9329
 4758.980  0.8725  0.9384
 4759.000  0.8964  0.9411
 4759.020  0.9198  0.9408
 4759.040  0.9384  0.9382
 4759.060  0.9471  0.9343
 4759.080  0.9429  0.9321
 4759.100  0.9285  0.9347
 4759.120  0.9115  0.9421
 4759.140  0.8981  0.9536
 4759.160  0.8884  0.9660
 4759.180  0.8772  0.9725
 4759.200  0.8581  0.9693
 4759.220  0.8282  0.9573
 4759.240  0.7909  0.9408
 4759.260  0.7553  0.9280
 4759.280  0.7333  0.9271
 4759.300  0.7321  0.9348
 4759.320  0.7507  0.9408
 4759.340  0.7804  0.9405
 4759.360  0.8118  0.9337
 4759.380  0.8401  0.9232
 4759.400  0.8655  0.9136
 4759.420  0.8871  0.9013
 4759.440  0.9012  0.8830
 4759.460  0.9065  0.8638
 4759.480  0.9064  0.8424
 4759.500  0.9042  0.8155
 4759.520  0.9020  0.7901
 4759.540  0.9037  0.7782
 4759.560  0.9113  0.7906
 4759.580  0.9192  0.8278
 4759.600  0.9216  0.8744
 4759.620  0.9220  0.9120
 4759.640  0.9263  0.9338
 4759.660  0.9331  0.9444
 4759.680  0.9369  0.9480
 4759.700  0.9357  0.9450
 4759.720  0.9322  0.9381
 4759.740  0.9305  0.9310
 4759.760  0.9316  0.9227
 4759.780  0.9349  0.9093
 4759.800  0.9404  0.8912
 4759.820  0.9485  0.8703
 4759.840  0.9573  0.8509
 4759.860  0.9639  0.8428
 4759.880  0.9649  0.8510
 4759.900  0.9575  0.8690
 4759.920  0.9440  0.8903
 4759.940  0.9297  0.9118
 4759.960  0.9179  0.9297
 4759.980  0.9093  0.9448
 4760.000  0.9041  0.9631
 4760.020  0.8989  0.9801
 4760.040  0.8876  0.9828
 4760.060  0.8658  0.9685
 4760.080  0.8356  0.9446
 4760.100  0.8075  0.9203
 4760.120  0.7968  0.9011
 4760.140  0.8109  0.8861
 4760.160  0.8431  0.8689
 4760.180  0.8787  0.8460
 4760.200  0.9042  0.8266
 4760.220  0.9149  0.8247
 4760.240  0.9152  0.8422
 4760.260  0.9126  0.8683
 4760.280  0.9123  0.8920
 4760.300  0.9154  0.9086
 4760.320  0.9183  0.9195
 4760.340  0.9154  0.9295
 4760.360  0.9028  0.9398
 4760.380  0.8830  0.9454
 4760.400  0.8643  0.9447
 4760.420  0.8551  0.9440
 4760.440  0.8575  0.9492
 4760.460  0.8675  0.9582
 4760.480  0.8815  0.9617
 4760.500  0.8998  0.9544
 4760.520  0.9233  0.9402
 4760.540  0.9480  0.9308
 4760.560  0.9643  0.9367
 4760.580  0.9650  0.9533
 4760.600  0.9553  0.9638
 4760.620  0.9481  0.9569
 4760.640  0.9520  0.9353
 4760.660  0.9609  0.9117
 4760.680  0.9591  0.8987
 4760.700  0.9369  0.9018
 4760.720  0.9013  0.9179
 4760.740  0.8683  0.9372
 4760.760  0.8500  0.9521
 4760.780  0.8481  0.9611
 4760.800  0.8553  0.9650
 4760.820  0.8633  0.9629
 4760.840  0.8703  0.9518
 4760.860  0.8795  0.9296
 4760.880  0.8927  0.8987
 4760.900  0.9092  0.8676
 4760.920  0.9290  0.8473
 4760.940  0.9512  0.8373
 4760.960  0.9687  0.8327
 4760.980  0.9710 -1.0000
 4761.000  0.9595 -1.0000
 4761.020  0.9489 -1.0000
 4761.040  0.9500 -1.0000
 4761.060  0.9585 -1.0000
 4761.080  0.9645  0.9796
 4761.100  0.9630  0.9805
 4761.120  0.9536  0.9711
 4761.140  0.9411  0.9646
 4761.160  0.9337  0.9742
 4761.180  0.9338  0.9961
 4761.200  0.9354  1.0108
 4761.220  0.9337  1.0050
 4761.240  0.9304  0.9858
 4761.260  0.9311  0.9674
 4761.280  0.9377  0.9570
 4761.300  0.9461  0.9523
 4761.320  0.9512  0.9473
 4761.340  0.9511  0.9401
 4761.360  0.9487  0.9303
 4761.380  0.9489  0.9208
 4761.400  0.9538  0.9189
 4761.420  0.9577  0.9271
 4761.440  0.9491  0.9399
 4761.460  0.9234  0.9503
 4761.480  0.8903  0.9551
 4761.500  0.8651  0.9559
 4761.520  0.8582  0.9572
 4761.540  0.8669  0.9649
 4761.560  0.8772  0.9766
 4761.580  0.8791  0.9806
 4761.600  0.8777  0.9738
 4761.620  0.8850  0.9700
 4761.640  0.9046  0.9789
 4761.660  0.9281  0.9920
 4761.680  0.9441  0.9979
 4761.700  0.9496  0.9953
 4761.720  0.9511  0.9890
 4761.740  0.9568  0.9867
 4761.760  0.9692  0.9931
 4761.780  0.9832  1.0026
 4761.800  0.9909  1.0054
 4761.820  0.9894  0.9985
 4761.840  0.9820  0.9879
 4761.860  0.9728  0.9810
 4761.880  0.9651  0.9794
 4761.900  0.9599  0.9783
 4761.920  0.9564  0.9708
 4761.940  0.9529  0.9554
 4761.960  0.9480  0.9386
 4761.980  0.9411  0.9265
 4762.000  0.9350  0.9193
 4762.020  0.9356  0.9163
 4762.040  0.9438  0.9187
 4762.060  0.9522  0.9228
 4762.080  0.9537  0.9225
 4762.100  0.9496  0.9184
 4762.120  0.9466  0.9175
 4762.140  0.9501  0.9241
 4762.160  0.9607  0.9360
 4762.180  0.9745  0.9471
 4762.200  0.9856  0.9537
 4762.220  0.9905  0.9592
 4762.240  0.9891  0.9674
 4762.260  0.9835  0.9725
 4762.280  0.9754  0.9664
 4762.300  0.9682  0.9518
 4762.320  0.9681  0.9388
 4762.340  0.9775  0.9315
 4762.360  0.9898  0.9305
 4762.380  0.9971  0.9387
 4762.400  0.9976  0.9524
 4762.420  0.9921  0.9616
 4762.440  0.9839  0.9637
 4762.460  0.9785  0.9620
 4762.480  0.9762  0.9557
 4762.500  0.9711  0.9425
 4762.520  0.9612  0.9269
 4762.540  0.9540  0.9190
 4762.560  0.9575  0.9242
 4762.580  0.9691  0.9391
 4762.600  0.9780  0.9550
 4762.620  0.9753  0.9663
 4762.640  0.9595  0.9753
 4762.660  0.9374  0.9865
 4762.680  0.9187  0.9961
 4762.700  0.9090  0.9974
 4762.720  0.9080  0.9896
 4762.740  0.9131  0.9770
 4762.760  0.9202  0.9694
 4762.780  0.9254  0.9721
 4762.800  0.9270  0.9779
 4762.820  0.9276  0.9789
 4762.840  0.9319  0.9752
 4762.860  0.9398  0.9701
 4762.880  0.9449  0.9660
 4762.900  0.9411  0.9633
 4762.920  0.9304  0.9600
 4762.940  0.9225  0.9510
 4762.960  0.9250  0.9284
 4762.980  0.9361  0.8889
 4763.000  0.9461  0.8385
 4763.020  0.9471  0.7878
 4763.040  0.9426  0.7466
 4763.060  0.9424  0.7183
 4763.080  0.9503  0.7019
 4763.100  0.9620  0.6993
 4763.120  0.9707  0.7157
 4763.140  0.9735  0.7537
 4763.160  0.9747  0.8044
 4763.180  0.9790  0.8466
 4763.200  0.9848  0.8672
 4763.220  0.9884  0.8696
 4763.240  0.9879  0.8600
 4763.260  0.9825  0.8415
 4763.280  0.9747  0.8183
 4763.300  0.9672  0.7965
 4763.320  0.9598  0.7856
 4763.340  0.9536  0.7968
 4763.360  0.9519  0.8319
 4763.380  0.9552  0.8742
 4763.400  0.9587  0.9022
 4763.420  0.9586  0.9119
 4763.440  0.9561  0.9161
 4763.460  0.9571  0.9200
 4763.480  0.9642  0.9210
 4763.500  0.9706  0.9195
 4763.520  0.9647  0.9130
 4763.540  0.9395  0.9004
 4763.560  0.8980  0.8886
 4763.580  0.8489  0.8803
 4763.600  0.8000  0.8732
 4763.620  0.7571  0.8686
 4763.640  0.7267  0.8691
 4763.660  0.7152  0.8749
 4763.680  0.7233  0.8804
 4763.700  0.7428  0.8794
 4763.720  0.7645  0.8766
 4763.740  0.7861  0.8820
 4763.760  0.8102  0.8972
 4763.780  0.8362  0.9135
 4763.800  0.8569  0.9222
 4763.820  0.8637  0.9277
 4763.840  0.8563  0.9371
 4763.860  0.8429  0.9453
 4763.880  0.8329  0.9449
 4763.900  0.8340  0.9307
 4763.920  0.8456  0.9020
 4763.940  0.8588  0.8718
 4763.960  0.8690  0.8531
 4763.980  0.8798  0.8429
 4764.000  0.8960  0.8364
 4764.020  0.9155  0.8368
 4764.040  0.9292  0.8453
 4764.060  0.9306  0.8591
 4764.080  0.9239  0.8750
 4764.100  0.9164  0.8901
 4764.120  0.9115  0.9014
 4764.140  0.9106  0.9074
 4764.160  0.9138  0.9140
 4764.180  0.9191  0.9268
 4764.200  0.9224  0.9412
 4764.220  0.9200  0.9530
 4764.240  0.9133  0.9636
 4764.260  0.9077  0.9733
 4764.280  0.9083  0.9804
 4764.300  0.9153  0.9840
 4764.320  0.9242  0.9843
 4764.340  0.9305  0.9831
 4764.360  0.9325  0.9827
 4764.380  0.9309  0.9865
