           0.95    1.00  
          -1.07   -0.47  
 4922.000  1.0027  0.9227
 4922.020  0.9956  0.9179
 4922.040  0.9599  0.9368
 4922.060  0.9230  0.9396
 4922.080  0.8843  0.9401
 4922.100  0.8529  0.9403
 4922.120  0.8310  0.9325
 4922.140  0.8145  0.9113
 4922.160  0.8011  0.8843
 4922.180  0.7920  0.8622
 4922.200  0.7879  0.8466
 4922.220  0.7879  0.8386
 4922.240  0.7923  0.8466
 4922.260  0.8057  0.8699
 4922.280  0.8312  0.8945
 4922.300  0.8649  0.9129
 4922.320  0.8995  0.9270
 4922.340  0.9275  0.9355
 4922.360  0.9404  0.9359
 4922.380  0.9365  0.9301
 4922.400  0.9272  0.9226
 4922.420  0.9243  0.9183
 4922.440  0.9281  0.9191
 4922.460  0.9302  0.9216
 4922.480  0.9225  0.9198
 4922.500  0.9054  0.9128
 4922.520  0.8869  0.9055
 4922.540  0.8742  0.9013
 4922.560  0.8696  0.8995
 4922.580  0.8740  0.9010
 4922.600  0.8875  0.9094
 4922.620  0.9073  0.9258
 4922.640  0.9260  0.9438
 4922.660  0.9332  0.9539
 4922.680  0.9246  0.9526
 4922.700  0.9101  0.9462
 4922.720  0.9022  0.9492
 4922.740  0.9014  0.9625
 4922.760  0.8958  0.9668
 4922.780  0.8740  0.9534
 4922.800  0.8435  0.9363
 4922.820  0.8266  0.9293
 4922.840  0.8340  0.9287
 4922.860  0.8552  0.9256
 4922.880  0.8742  0.9269
 4922.900  0.8835  0.9430
 4922.920  0.8865  0.9666
 4922.940  0.8861  0.9831
 4922.960  0.8827  0.9882
 4922.980  0.8863  0.9863
 4923.000  0.9046  0.9807
 4923.020  0.9244  0.9697
 4923.040  0.9311  0.9551
 4923.060  0.9287  0.9440
 4923.080  0.9257  0.9436
 4923.100  0.9205  0.9491
 4923.120  0.9072  0.9411
 4923.140  0.8886  0.9154
 4923.160  0.8793  0.8928
 4923.180  0.8884  0.8897
 4923.200  0.9077  0.9040
 4923.220  0.9243  0.9230
 4923.240  0.9313  0.9373
 4923.260  0.9292  0.9469
 4923.280  0.9240  0.9493
 4923.300  0.9210  0.9411
 4923.320  0.9211  0.9294
 4923.340  0.9247  0.9210
 4923.360  0.9304  0.9149
 4923.380  0.9331  0.9096
 4923.400  0.9312  0.9053
 4923.420  0.9299  0.8999
 4923.440  0.9321  0.8898
 4923.460  0.9337  0.8733
 4923.480  0.9310  0.8523
 4923.500  0.9257  0.8310
 4923.520  0.9221  0.8142
 4923.540  0.9215  0.8047
 4923.560  0.9218  0.8033
 4923.580  0.9195  0.8118
 4923.600  0.9149  0.8302
 4923.620  0.9132  0.8520
 4923.640  0.9183  0.8659
 4923.660  0.9257  0.8653
 4923.680  0.9280  0.8569
 4923.700  0.9251  0.8508
 4923.720  0.9223  0.8510
 4923.740  0.9209  0.8558
 4923.760  0.9191  0.8600
 4923.780  0.9157  0.8640
 4923.800  0.9108  0.8755
 4923.820  0.9039  0.8932
 4923.840  0.8931 -1.0000
 4923.860  0.8812 -1.0000
 4923.880  0.8771 -1.0000
 4923.900  0.8844 -1.0000
 4923.920  0.8941 -1.0000
 4923.940  0.8969 -1.0000
 4923.960  0.8927 -1.0000
 4923.980  0.8836  1.0291
 4924.000  0.8694  1.0313
 4924.020  0.8528  1.0193
 4924.040  0.8376  0.9984
 4924.060  0.8250  0.9839
 4924.080  0.8128  0.9849
 4924.100  0.7995  0.9955
 4924.120  0.7883  1.0016
 4924.140  0.7844  0.9962
 4924.160  0.7905  0.9820
 4924.180  0.8040  0.9668
 4924.200  0.8187  0.9570
 4924.220  0.8292  0.9525
 4924.240  0.8338  0.9491
 4924.260  0.8354  0.9442
 4924.280  0.8372  0.9390
 4924.300  0.8386  0.9360
 4924.320  0.8357  0.9332
 4924.340  0.8266  0.9211
 4924.360  0.8151  0.8923
 4924.380  0.8106  0.8530
 4924.400  0.8219  0.8152
 4924.420  0.8495  0.7840
 4924.440  0.8804  0.7578
 4924.460  0.8992  0.7349
 4924.480  0.9042  0.7168
 4924.500  0.9070  0.7074
 4924.520  0.9160  0.7075
 4924.540  0.9311  0.7137
 4924.560  0.9474  0.7262
 4924.580  0.9591  0.7502
 4924.600  0.9612  0.7844
 4924.620  0.9537  0.8147
 4924.640  0.9429 -1.0000
 4924.660  0.9363 -1.0000
 4924.680  0.9369 -1.0000
 4924.700  0.9415 -1.0000
 4924.720  0.9420 -1.0000
 4924.740  0.9325 -1.0000
 4924.760  0.9171 -1.0000
 4924.780  0.9067  0.7661
 4924.800  0.9069  0.7566
 4924.820  0.9135  0.7376
 4924.840  0.9182  0.7087
 4924.860  0.9152  0.6732
 4924.880  0.9041  0.6403
 4924.900  0.8888  0.6220
 4924.920  0.8736  0.6202
 4924.940  0.8599  0.6252
 4924.960  0.8436  0.6303
 4924.980  0.8199  0.6362
 4925.000  0.7927  0.6422
 4925.020  0.7695  0.6498
 4925.040  0.7527  0.6653
 4925.060  0.7390  0.6950
 4925.080  0.7263  0.7404
 4925.100  0.7154  0.7926
 4925.120  0.7078  0.8347
 4925.140  0.7063  0.8590
 4925.160  0.7165 -1.0000
 4925.180  0.7447 -1.0000
 4925.200  0.7868 -1.0000
 4925.220  0.8226 -1.0000
 4925.240  0.8365 -1.0000
 4925.260 -1.0000 -1.0000
 4925.280 -1.0000  1.0285
 4925.300 -1.0000  1.0143
 4925.320 -1.0000  0.9963
 4925.340 -1.0000  0.9808
 4925.360  0.7382  0.9681
 4925.380  0.7347  0.9591
 4925.400  0.7237  0.9556
 4925.420  0.7041  0.9600
 4925.440  0.6785  0.9678
 4925.460  0.6456  0.9664
 4925.480  0.6104  0.9534
 4925.500  0.5879  0.9388
 4925.520  0.5888  0.9278
 4925.540  0.6067  0.9200
 4925.560  0.6252  0.9147
 4925.580  0.6357  0.9057
 4925.600  0.6437  0.8833
 4925.620  0.6590  0.8534
 4925.640  0.6843 -1.0000
 4925.660  0.7168 -1.0000
 4925.680  0.7532 -1.0000
 4925.700  0.7912 -1.0000
 4925.720  0.8291 -1.0000
 4925.740  0.8631 -1.0000
 4925.760  0.8869  0.7936
 4925.780  0.9024  0.8104
 4925.800  0.9214  0.8288
 4925.820  0.9473  0.8406
 4925.840  0.9669  0.8481
 4925.860  0.9701  0.8562
 4925.880  0.9606  0.8637
 4925.900  0.9511  0.8684
 4925.920  0.9525  0.8698
 4925.940  0.9619  0.8635
 4925.960  0.9662  0.8437
 4925.980  0.9561  0.8155
 4926.000  0.9344  0.7928
 4926.020  0.9165  0.7811
 4926.040  0.9167  0.7720
 4926.060  0.9278  0.7564
 4926.080  0.9304  0.7345
 4926.100  0.9168  0.7157
 4926.120  0.8947  0.7160
 4926.140  0.8764  0.7428
 4926.160  0.8659  0.7846
 4926.180  0.8571  0.8226
 4926.200  0.8433  0.8509
 4926.220  0.8261  0.8769
 4926.240  0.8106  0.9054
 4926.260  0.7987  0.9318
 4926.280  0.7884  0.9473
 4926.300  0.7783  0.9461
 4926.320  0.7707  0.9288
 4926.340  0.7700  0.9034
 4926.360  0.7784  0.8847
 4926.380  0.7925  0.8833
 4926.400  0.8056  0.8937
 4926.420  0.8130  0.9022
 4926.440  0.8160  0.9033
 4926.460  0.8190  0.8984
 4926.480  0.8230  0.8888
 4926.500  0.8254  0.8778
 4926.520  0.8258  0.8689
 4926.540  0.8244  0.8588
 4926.560  0.8171  0.8372
 4926.580  0.8010  0.8017
 4926.600  0.7814  0.7637
 4926.620  0.7658  0.7362
 4926.640  0.7565  0.7216
 4926.660  0.7501  0.7156
 4926.680  0.7434  0.7154
 4926.700  0.7389  0.7175
 4926.720  0.7434  0.7162
 4926.740  0.7601  0.7120
 4926.760  0.7862  0.7182
 4926.780  0.8164  0.7475
 4926.800  0.8471  0.7964
 4926.820  0.8768  0.8485
 4926.840  0.9036  0.8852
 4926.860  0.9229  0.8949
 4926.880  0.9303  0.8827
 4926.900  0.9262  0.8651
 4926.920  0.9147  0.8507
 4926.940  0.9010  0.8318
 4926.960  0.8906  0.8007
 4926.980  0.8854  0.7666
 4927.000  0.8842  0.7441
 4927.020  0.8872  0.7372
 4927.040  0.8946  0.7491
 4927.060  0.9022  0.7880
 4927.080  0.9038  0.8429
 4927.100  0.8983  0.8763
 4927.120  0.8867  0.8870
 4927.140  0.8662  0.9152
 4927.160  0.8312  0.9579
 4927.180  0.7827  0.9772
 4927.200  0.7355  0.9705
 4927.220  0.7031  0.9595
 4927.240  0.6831  0.9557
 4927.260  0.6704  0.9597
 4927.280  0.6681  0.9649
 4927.300  0.6794  0.9644
 4927.320  0.7009  0.9580
 4927.340  0.7249  0.9480
 4927.360  0.7441  0.9291
 4927.380  0.7584  0.8943
 4927.400  0.7777  0.8561
 4927.420  0.8083  0.8388
 4927.440  0.8431  0.8446
 4927.460  0.8664 -1.0000
 4927.480  0.8694 -1.0000
 4927.500  0.8584 -1.0000
 4927.520  0.8453 -1.0000
 4927.540  0.8372 -1.0000
 4927.560 -1.0000 -1.0000
 4927.580 -1.0000 -1.0000
 4927.600 -1.0000 -1.0000
 4927.620 -1.0000  0.9311
 4927.640 -1.0000  0.9214
 4927.660 -1.0000  0.9065
 4927.680 -1.0000  0.8916
 4927.700  0.8763  0.8825
 4927.720  0.8873  0.8806
 4927.740  0.8956  0.8847
 4927.760  0.9013  0.8932
 4927.780  0.9082  0.8966
 4927.800  0.9158  0.8808
 4927.820  0.9226  0.8472
 4927.840  0.9285  0.8161
 4927.860  0.9319  0.8015
 4927.880  0.9305  0.7965
 4927.900  0.9253  0.7882
 4927.920  0.9205  0.7686
 4927.940  0.9176  0.7338
 4927.960  0.9123  0.6877
 4927.980  0.8989  0.6433
 4928.000  0.8777  0.6143
 4928.020  0.8538  0.6071
 4928.040  0.8326  0.6160
 4928.060  0.8184  0.6293
 4928.080  0.8131  0.6394
 4928.100  0.8165  0.6423
 4928.120  0.8278  0.6425
 4928.140  0.8448  0.6565
 4928.160  0.8634  0.6942
 4928.180  0.8783  0.7450
 4928.200  0.8853  0.7917
 4928.220  0.8853  0.8266
 4928.240  0.8845  0.8499
 4928.260  0.8876  0.8627
 4928.280  0.8930  0.8666
 4928.300  0.8965  0.8643
 4928.320  0.8961  0.8598
 4928.340  0.8922  0.8554
 4928.360  0.8863  0.8509
 4928.380  0.8788  0.8447
 4928.400  0.8689  0.8276
 4928.420  0.8548  0.7881
 4928.440  0.8348  0.7291
 4928.460  0.8110  0.6680
 4928.480  0.7882  0.6247
 4928.500  0.7665  0.6088
 4928.520  0.7409  0.6145
 4928.540  0.7070  0.6340
 4928.560  0.6675  0.6661
 4928.580  0.6318  0.7045
 4928.600  0.6099  0.7338
 4928.620  0.6057  0.7465
 4928.640  0.6154 -1.0000
 4928.660  0.6308 -1.0000
 4928.680  0.6465 -1.0000
 4928.700  0.6629 -1.0000
 4928.720  0.6828 -1.0000
 4928.740  0.7072 -1.0000
 4928.760  0.7329 -1.0000
 4928.780  0.7540 -1.0000
 4928.800  0.7679  0.7550
 4928.820  0.7785  0.7503
 4928.840  0.7917  0.7532
 4928.860  0.8109  0.7711
 4928.880  0.8341  0.8023
 4928.900  0.8527  0.8399
 4928.920  0.8568  0.8767
 4928.940  0.8464  0.9027
 4928.960  0.8294 -1.0000
 4928.980  0.8119 -1.0000
 4929.000  0.7941 -1.0000
 4929.020  0.7702 -1.0000
 4929.040  0.7315 -1.0000
 4929.060  0.6772 -1.0000
 4929.080  0.6217 -1.0000
 4929.100  0.5845 -1.0000
 4929.120  0.5747 -1.0000
 4929.140  0.5896 -1.0000
 4929.160  0.6194 -1.0000
 4929.180  0.6535 -1.0000
 4929.200  0.6867 -1.0000
 4929.220  0.7215 -1.0000
 4929.240  0.7597 -1.0000
 4929.260  0.7933 -1.0000
 4929.280  0.8068 -1.0000
 4929.300  0.7925 -1.0000
 4929.320  0.7615  0.7098
 4929.340  0.7342  0.7008
 4929.360  0.7202  0.6793
 4929.380  0.7163  0.6483
 4929.400  0.7211  0.6252
 4929.420  0.7379  0.6260
 4929.440  0.7645  0.6522
 4929.460  0.7914  0.6909
 4929.480  0.8136  0.7248
 4929.500  0.8353  0.7489
 4929.520  0.8626  0.7732
 4929.540  0.8946  0.8052
 4929.560  0.9215  0.8359
 4929.580  0.9333  0.8534
 4929.600  0.9297  0.8649
 4929.620  0.9203  0.8784
 4929.640  0.9127  0.8794
 4929.660  0.9039  0.8547
 4929.680  0.8944  0.8178
 4929.700  0.8942  0.7911
 4929.720  0.9044  0.7812
 4929.740  0.9089 -1.0000
 4929.760  0.8911 -1.0000
 4929.780  0.8515 -1.0000
 4929.800  0.8103 -1.0000
 4929.820  0.7844 -1.0000
 4929.840 -1.0000 -1.0000
 4929.860 -1.0000 -1.0000
 4929.880 -1.0000 -1.0000
 4929.900 -1.0000 -1.0000
 4929.920 -1.0000  0.8559
 4929.940 -1.0000  0.8874
 4929.960 -1.0000  0.9203
 4929.980 -1.0000  0.9450
 4930.000  0.6181  0.9604
 4930.020  0.6179  0.9682
 4930.040  0.6330  0.9722
 4930.060  0.6644  0.9746
 4930.080  0.7027  0.9767
 4930.100  0.7386  0.9816
 4930.120  0.7689  0.9899
 4930.140  0.7963  0.9959
 4930.160  0.8221  0.9915
 4930.180  0.8390  0.9751
 4930.200  0.8395  0.9543
 4930.220  0.8291  0.9404
 4930.240  0.8200  0.9394
 4930.260  0.8165  0.9470
 4930.280  0.8104  0.9577
 4930.300  0.7889  0.9715
 4930.320  0.7496  0.9854
 4930.340  0.7038  0.9933
 4930.360  0.6647 -1.0000
 4930.380  0.6376 -1.0000
 4930.400  0.6211 -1.0000
 4930.420  0.6147 -1.0000
 4930.440  0.6218 -1.0000
 4930.460  0.6463 -1.0000
 4930.480  0.6851 -1.0000
 4930.500  0.7281 -1.0000
 4930.520  0.7670 -1.0000
 4930.540  0.8020 -1.0000
 4930.560  0.8418 -1.0000
 4930.580  0.8947 -1.0000
 4930.600  0.9499 -1.0000
 4930.620  0.9752 -1.0000
 4930.640  0.9545 -1.0000
 4930.660  0.9145 -1.0000
 4930.680  0.8933 -1.0000
 4930.700  0.8990  0.8761
 4930.720  0.9138  0.9127
 4930.740  0.9227  0.9526
 4930.760  0.9261  0.9763
 4930.780  0.9273  0.9761
 4930.800  0.9247  0.9544
 4930.820  0.9182  0.9222
 4930.840  0.9138  0.8974
 4930.860  0.9184  0.8920
 4930.880  0.9324  0.9031
 4930.900  0.9460  0.9222
 4930.920  0.9495  0.9389
 4930.940  0.9427  0.9420
 4930.960  0.9329  0.9305
 4930.980  0.9273  0.9151
 4931.000  0.9300  0.9054
 4931.020  0.9378  0.9037
 4931.040  0.9439  0.9063
 4931.060  0.9461  0.9049
 4931.080  0.9460  0.8957
 4931.100  0.9421  0.8903
 4931.120  0.9302  0.9025
 4931.140  0.9077  0.9273
 4931.160  0.8761  0.9454
 4931.180  0.8411  0.9454
 4931.200  0.8096  0.9330
 4931.220  0.7851  0.9253
 4931.240  0.7688  0.9280
 4931.260  0.7623  0.9193
 4931.280  0.7674  0.8821
 4931.300  0.7857  0.8329
 4931.320  0.8142  0.7948
 4931.340  0.8399  0.7732
 4931.360  0.8517  0.7686
 4931.380  0.8561  0.7798
 4931.400  0.8652  0.7986
 4931.420  0.8799  0.8175
 4931.440  0.8922  0.8407
 4931.460  0.8970  0.8728
 4931.480  0.8957  0.9032
 4931.500  0.8933  0.9192
 4931.520  0.8943 -1.0000
 4931.540  0.8983 -1.0000
 4931.560  0.9007 -1.0000
 4931.580  0.8971 -1.0000
 4931.600  0.8868 -1.0000
 4931.620  0.8738 -1.0000
 4931.640  0.8672 -1.0000
 4931.660  0.8735 -1.0000
 4931.680  0.8877  0.8571
 4931.700  0.8982  0.8627
 4931.720  0.8998  0.8714
 4931.740  0.8970  0.8757
 4931.760  0.8929  0.8696
 4931.780  0.8898  0.8559
 4931.800  0.8923  0.8382
 4931.820  0.8947  0.8145
 4931.840  0.8824  0.7825
 4931.860  0.8551  0.7460
 4931.880  0.8266  0.7156
 4931.900  0.8071  0.7008
 4931.920  0.7962  0.7035
 4931.940  0.7882  0.7227
 4931.960  0.7836  0.7582
 4931.980  0.7921  0.7977
 4932.000  0.8156 -1.0000
 4932.020  0.8406 -1.0000
 4932.040  0.8563 -1.0000
 4932.060  0.8652 -1.0000
 4932.080  0.8710 -1.0000
 4932.100 -1.0000 -1.0000
 4932.120 -1.0000 -1.0000
 4932.140 -1.0000 -1.0000
 4932.160 -1.0000 -1.0000
 4932.180 -1.0000 -1.0000
 4932.200 -1.0000  0.9361
 4932.220 -1.0000  0.9327
 4932.240 -1.0000  0.9364
 4932.260 -1.0000  0.9397
 4932.280 -1.0000  0.9279
 4932.300  0.8134  0.9059
