           0.95    1.00  
          -1.07   -0.47  
 4932.320  0.8276  0.8896
 4932.340  0.8456  0.8828
 4932.360  0.8515  0.8800
 4932.380  0.8365  0.8776
 4932.400  0.8083  0.8781
 4932.420  0.7799  0.8828
 4932.440  0.7563  0.8896
 4932.460  0.7377  0.8981
 4932.480  0.7264  0.9065
 4932.500  0.7263  0.9111
 4932.520  0.7395  0.9129
 4932.540  0.7617  0.9103
 4932.560  0.7850  0.8977
 4932.580  0.8062  0.8762
 4932.600  0.8266  0.8557
 4932.620  0.8470  0.8426
 4932.640  0.8666  0.8356
 4932.660  0.8855  0.8314
 4932.680  0.9035  0.8289
 4932.700  0.9180  0.8300
 4932.720  0.9233  0.8361
 4932.740  0.9170  0.8459
 4932.760  0.9061  0.8591
 4932.780  0.9009  0.8748
 4932.800  0.9038  0.8884
 4932.820  0.9093  0.8973
 4932.840  0.9115  0.9034
 4932.860  0.9073  0.9084
 4932.880  0.8981  0.9134
 4932.900  0.8885  0.9208
 4932.920  0.8816  0.9338
 4932.940  0.8765  0.9515
 4932.960  0.8734  0.9676
 4932.980  0.8753  0.9759
 4933.000  0.8845  0.9734
 4933.020  0.8982  0.9622
 4933.040  0.9090  0.9508
 4933.060  0.9115  0.9457
 4933.080  0.9067  0.9440
 4933.100  0.9002  0.9386
 4933.120  0.8957  0.9275
 4933.140  0.8937  0.9173
 4933.160  0.8913  0.9165
 4933.180  0.8823  0.9231
 4933.200  0.8638  0.9214
 4933.220  0.8415  0.9033
 4933.240  0.8251  0.8852
 4933.260  0.8189  0.8822
 4933.280  0.8211  0.8885
 4933.300  0.8253  0.9011
 4933.320  0.8266  0.9241
 4933.340  0.8245  0.9447
 4933.360  0.8198  0.9468
 4933.380  0.8196  0.9391
 4933.400  0.8378  0.9380
 4933.420  0.8740  0.9396
 4933.440  0.9073  0.9294
 4933.460  0.9229  0.9038
 4933.480  0.9261  0.8714
 4933.500  0.9306  0.8446
 4933.520  0.9405  0.8286
 4933.540  0.9448  0.8202
 4933.560  0.9356  0.8156
 4933.580  0.9239  0.8189
 4933.600  0.9270  0.8384
 4933.620  0.9474  0.8688
 4933.640  0.9680  0.8885
 4933.660  0.9681  0.8818
 4933.680  0.9480  0.8525
 4933.700  0.9304  0.8244
 4933.720  0.9313  0.8207
 4933.740  0.9413  0.8343
 4933.760  0.9394  0.8446
 4933.780  0.9197  0.8526
 4933.800  0.8998  0.8601
 4933.820  0.8965  0.8517
 4933.840  0.9035  0.8219
 4933.860  0.9084  0.7860
 4933.880  0.9087  0.7593
 4933.900  0.9057  0.7440
 4933.920  0.9023  0.7356
 4933.940  0.9047  0.7304
 4933.960  0.9129  0.7296
 4933.980  0.9201  0.7420
 4934.000  0.9206  0.7699
 4934.020  0.9140  0.7984
 4934.040  0.9023  0.8143
 4934.060  0.8850  0.8181
 4934.080  0.8590  0.8196
 4934.100  0.8273  0.8320
 4934.120  0.8003  0.8590
 4934.140  0.7852  0.8871
 4934.160  0.7804  0.9014
 4934.180  0.7821  0.9027
 4934.200  0.7892  0.9001
 4934.220  0.8049 -1.0000
 4934.240  0.8301 -1.0000
 4934.260  0.8562 -1.0000
 4934.280  0.8719 -1.0000
 4934.300  0.8752 -1.0000
 4934.320 -1.0000 -1.0000
 4934.340 -1.0000 -1.0000
 4934.360 -1.0000 -1.0000
 4934.380 -1.0000 -1.0000
 4934.400 -1.0000 -1.0000
 4934.420 -1.0000 -1.0000
 4934.440 -1.0000 -1.0000
 4934.460 -1.0000  0.8207
 4934.480 -1.0000  0.8356
 4934.500 -1.0000  0.8555
 4934.520 -1.0000  0.8693
 4934.540  0.7264  0.8715
 4934.560  0.7503  0.8652
 4934.580  0.7848  0.8580
 4934.600  0.8140  0.8569
 4934.620  0.8265  0.8661
 4934.640  0.8260  0.8853
 4934.660  0.8256  0.9086
 4934.680  0.8344  0.9271
 4934.700  0.8514  0.9347
 4934.720  0.8707  0.9291
 4934.740  0.8868  0.9159
 4934.760  0.8979  0.9043
 4934.780  0.9033  0.8982
 4934.800  0.9009  0.8965
 4934.820  0.8905  0.8981
 4934.840  0.8751  0.9015
 4934.860  0.8555  0.9067
 4934.880  0.8297  0.9143
 4934.900  0.7994  0.9208
 4934.920  0.7730  0.9207
 4934.940  0.7590  0.9149
 4934.960  0.7581  0.9103
 4934.980  0.7616  0.9131
 4935.000  0.7602  0.9233
 4935.020  0.7573  0.9366
 4935.040  0.7665  0.9462
 4935.060  0.7944  0.9449
 4935.080  0.8326  0.9333
 4935.100  0.8644  0.9203
 4935.120  0.8801  0.9136
 4935.140  0.8851  0.9111
 4935.160  0.8890  0.9037
 4935.180  0.8908  0.8862
 4935.200  0.8861  0.8637
 4935.220  0.8801  0.8551
 4935.240  0.8833  0.8727
 4935.260  0.8977  0.8981
 4935.280  0.9102  0.9070
 4935.300  0.9027  0.9042
 4935.320  0.8775  0.9046
 4935.340  0.8555  0.9077
 4935.360  0.8464  0.9053
 4935.380  0.8474  0.8971
 4935.400  0.8589  0.8910
 4935.420  0.8759  0.8909
 4935.440  0.8891  0.8919
 4935.460  0.8982  0.8917
 4935.480  0.9058  0.8950
 4935.500  0.9073  0.9040
 4935.520  0.8976  0.9133
 4935.540  0.8814  0.9169
 4935.560  0.8724  0.9146
 4935.580  0.8803  0.9117
 4935.600  0.8990  0.9110
 4935.620  0.9152  0.9077
 4935.640  0.9230  0.8960
 4935.660  0.9238  0.8709
 4935.680  0.9208  0.8281
 4935.700  0.9149  0.7715
 4935.720  0.9041  0.7162
 4935.740  0.8908  0.6838
 4935.760  0.8833  0.6867
 4935.780  0.8830  0.7143
 4935.800  0.8788  0.7492
 4935.820  0.8642  0.7834
 4935.840  0.8487  0.8092
 4935.860  0.8459  0.8162
 4935.880  0.8557  0.8028
 4935.900  0.8714  0.7797
 4935.920  0.8909  0.7597
 4935.940  0.9066  0.7434
 4935.960  0.9049  0.7228
 4935.980  0.8870  0.6987
 4936.000  0.8693  0.6881
 4936.020  0.8639  0.7058
 4936.040  0.8708  0.7458
 4936.060  0.8826  0.7904
 4936.080  0.8931  0.8258
 4936.100  0.9003  0.8467
 4936.120  0.9032  0.8581
 4936.140  0.9021  0.8682
 4936.160  0.8994  0.8793
 4936.180  0.8951  0.8898
 4936.200  0.8861  0.8941
 4936.220  0.8701  0.8852
 4936.240  0.8511  0.8688
 4936.260  0.8360  0.8583
 4936.280  0.8238  0.8567
 4936.300  0.8076  0.8583
 4936.320  0.7856  0.8579
 4936.340  0.7649  0.8501
 4936.360  0.7546  0.8361
 4936.380  0.7576  0.8263
 4936.400  0.7647  0.8263
 4936.420  0.7639 -1.0000
 4936.440  0.7547 -1.0000
 4936.460  0.7465 -1.0000
 4936.480  0.7459 -1.0000
 4936.500  0.7513 -1.0000
 4936.520 -1.0000 -1.0000
 4936.540 -1.0000 -1.0000
 4936.560 -1.0000 -1.0000
 4936.580 -1.0000 -1.0000
 4936.600 -1.0000 -1.0000
 4936.620 -1.0000 -1.0000
 4936.640 -1.0000 -1.0000
 4936.660 -1.0000 -1.0000
 4936.680 -1.0000  0.9209
 4936.700 -1.0000  0.9232
 4936.720 -1.0000  0.9279
 4936.740 -1.0000  0.9287
 4936.760 -1.0000  0.9261
 4936.780  0.8749  0.9265
 4936.800  0.8692  0.9301
 4936.820  0.8627  0.9305
 4936.840  0.8599  0.9266
 4936.860  0.8606  0.9245
 4936.880  0.8633  0.9283
 4936.900  0.8665  0.9362
 4936.920  0.8690  0.9419
 4936.940  0.8678  0.9356
 4936.960  0.8597  0.9119
 4936.980  0.8445  0.8818
 4937.000  0.8265  0.8662
 4937.020  0.8127  0.8707
 4937.040  0.8099  0.8823
 4937.060  0.8206  0.8868
 4937.080  0.8394  0.8793
 4937.100  0.8537  0.8655
 4937.120  0.8543  0.8510
 4937.140  0.8424  0.8328
 4937.160  0.8276  0.8076
 4937.180  0.8207  0.7850
 4937.200  0.8261  0.7850
 4937.220  0.8402  0.8125
 4937.240  0.8557  0.8425
 4937.260  0.8666  0.8606
 4937.280  0.8730  0.8788
 4937.300  0.8782  0.8961
 4937.320  0.8765  0.9001
 4937.340  0.8659  0.8916
 4937.360  0.8665  0.8763
 4937.380  0.8920  0.8559
 4937.400  0.9217  0.8284
 4937.420  0.9292  0.7883
 4937.440  0.9170  0.7374
 4937.460  0.9052  0.6908
 4937.480  0.9042  0.6605
 4937.500  0.9053  0.6388
 4937.520  0.8946  0.6162
 4937.540  0.8750  0.6047
 4937.560  0.8643  0.6204
 4937.580  0.8709  0.6601
 4937.600  0.8837  0.7060
 4937.620  0.8852  0.7397
 4937.640  0.8712  0.7561
 4937.660  0.8572  0.7707
 4937.680  0.8576  0.7997
 4937.700  0.8629  0.8309
 4937.720  0.8536  0.8392
 4937.740  0.8259  0.8280
 4937.760  0.7976 -1.0000
 4937.780  0.7936 -1.0000
 4937.800  0.8175 -1.0000
 4937.820  0.8456 -1.0000
 4937.840  0.8603 -1.0000
 4937.860  0.8676  0.9089
 4937.880  0.8713  0.8994
 4937.900  0.8677  0.8864
 4937.920  0.8625  0.8796
 4937.940  0.8629  0.8822
 4937.960  0.8610  0.8916
 4937.980  0.8444  0.9047
 4938.000  0.8125  0.9224
 4938.020  0.7756  0.9450
 4938.040  0.7430  0.9687
 4938.060  0.7170  0.9889
 4938.080  0.6956  1.0022
 4938.100  0.6761 -1.0000
 4938.120  0.6576 -1.0000
 4938.140  0.6439 -1.0000
 4938.160  0.6421 -1.0000
 4938.180  0.6551 -1.0000
 4938.200  0.6776 -1.0000
 4938.220  0.6994 -1.0000
 4938.240  0.7145 -1.0000
 4938.260  0.7246 -1.0000
 4938.280  0.7393  0.9847
 4938.300  0.7673  0.9802
 4938.320  0.8063  0.9765
 4938.340  0.8434  0.9777
 4938.360  0.8659  0.9782
 4938.380  0.8702  0.9706
 4938.400  0.8646  0.9570
 4938.420  0.8606  0.9425
 4938.440  0.8603  0.9292
 4938.460  0.8577  0.9183
 4938.480  0.8473  0.9127
 4938.500  0.8327  0.9126
 4938.520  0.8235  0.9134
 4938.540  0.8277  0.9107
 4938.560  0.8442  0.9069
 4938.580  0.8620 -1.0000
 4938.600  0.8709 -1.0000
 4938.620  0.8710 -1.0000
 4938.640  0.8696 -1.0000
 4938.660  0.8704 -1.0000
 4938.680 -1.0000 -1.0000
 4938.700 -1.0000 -1.0000
 4938.720 -1.0000 -1.0000
 4938.740 -1.0000 -1.0000
 4938.760 -1.0000 -1.0000
 4938.780 -1.0000 -1.0000
 4938.800 -1.0000 -1.0000
 4938.820 -1.0000 -1.0000
 4938.840 -1.0000 -1.0000
 4938.860 -1.0000 -1.0000
 4938.880 -1.0000 -1.0000
 4938.900 -1.0000  0.9960
 4938.920 -1.0000  0.9852
 4938.940 -1.0000  0.9718
 4938.960 -1.0000  0.9586
 4938.980  0.8994  0.9443
 4939.000  0.8970  0.9304
 4939.020  0.8942  0.9216
 4939.040  0.8911  0.9211
 4939.060  0.8868  0.9271
 4939.080  0.8813  0.9339
 4939.100  0.8760 -1.0000
 4939.120  0.8737 -1.0000
