           0.95    0.95  
           0.0200  0.6700
 4522.000  0.9463  0.8836
 4522.020  0.9402  0.8943
 4522.040  0.9431  0.9088
 4522.060  0.9438  0.9158
 4522.080  0.9444  0.9168
 4522.100  0.9445  0.9171
 4522.120  0.9425  0.9222
 4522.140  0.9390  0.9337
 4522.160  0.9358  0.9476
 4522.180  0.9321  0.9539
 4522.200  0.9267  0.9483
 4522.220  0.9224  0.9397
 4522.240  0.9224  0.9361
 4522.260  0.9278  0.9323
 4522.280  0.9357  0.9236
 4522.300  0.9394  0.9177
 4522.320  0.9393  0.9225
 4522.340  0.9412  0.9314
 4522.360  0.9439  0.9364
 4522.380  0.9434  0.9377
 4522.400  0.9399  0.9340
 4522.420  0.9363  0.9288
 4522.440  0.9347  0.9282
 4522.460  0.9341  0.9272
 4522.480  0.9313  0.9188
 4522.500  0.9229  0.9068
 4522.520  0.9121  0.8980
 4522.540  0.9038  0.8920
 4522.560  0.8949  0.8864
 4522.580  0.8846  0.8821
 4522.600  0.8785  0.8769
 4522.620  0.8794  0.8664
 4522.640  0.8865  0.8516
 4522.660  0.8970  0.8353
 4522.680  0.9082  0.8189
 4522.700  0.9185  0.8041
 4522.720  0.9259  0.7929
 4522.740  0.9311  0.7864
 4522.760  0.9355  0.7841
 4522.780  0.9378  0.7868
 4522.800  0.9376  0.7960
 4522.820  0.9375  0.8101
 4522.840  0.9383  0.8241
 4522.860  0.9379  0.8353
 4522.880  0.9346  0.8458
 4522.900  0.9310  0.8591
 4522.920  0.9323  0.8753
 4522.940  0.9370  0.8893
 4522.960  0.9403  0.8955
 4522.980  0.9439  0.8957
 4523.000  0.9492  0.8952
 4523.020  0.9519  0.8947
 4523.040  0.9493  0.8920
 4523.060  0.9430  0.8876
 4523.080  0.9362  0.8841
 4523.100  0.9327  0.8819
 4523.120  0.9329  0.8788
 4523.140  0.9318  0.8704
 4523.160  0.9264  0.8556
 4523.180  0.9173  0.8393
 4523.200  0.9070  0.8283
 4523.220  0.8980  0.8253
 4523.240  0.8915  0.8271
 4523.260  0.8848  0.8280
 4523.280  0.8745  0.8253
 4523.300  0.8612  0.8230
 4523.320  0.8457  0.8254
 4523.340  0.8277  0.8325
 4523.360  0.8100  0.8403
 4523.380  0.7971  0.8457
 4523.400  0.7899  0.8512
 4523.420  0.7887  0.8619
 4523.440  0.7937  0.8783
 4523.460  0.8029  0.8956
 4523.480  0.8152  0.9085
 4523.500  0.8318  0.9151
 4523.520  0.8511  0.9164
 4523.540  0.8686  0.9159
 4523.560  0.8828  0.9176
 4523.580  0.8955  0.9225
 4523.600  0.9059  0.9267
 4523.620  0.9096  0.9258
 4523.640  0.9060  0.9211
 4523.660  0.9002  0.9172
 4523.680  0.8947  0.9158
 4523.700  0.8899  0.9149
 4523.720  0.8867  0.9119
 4523.740  0.8835  0.9072
 4523.760  0.8781  0.9023
 4523.780  0.8720  0.8962
 4523.800  0.8673  0.8887
 4523.820  0.8614  0.8835
 4523.840  0.8510  0.8845
 4523.860  0.8373  0.8888
 4523.880  0.8252  0.8918
 4523.900  0.8192  0.8946
 4523.920  0.8191  0.9007
 4523.940  0.8218  0.9097
 4523.960  0.8261  0.9182
 4523.980  0.8287  0.9239
 4524.000  0.8289  0.9254
 4524.020  0.8319  0.9222
 4524.040  0.8393  0.9190
 4524.060  0.8504  0.9235
 4524.080  0.8645  0.9358
 4524.100  0.8771  0.9466
 4524.120  0.8850  0.9500
 4524.140  0.8909  0.9476
 4524.160  0.8976  0.9436
 4524.180  0.9053  0.9420
 4524.200  0.9121  0.9421
 4524.220  0.9160  0.9401
 4524.240  0.9187  0.9363
 4524.260  0.9217  0.9349
 4524.280  0.9222  0.9365
 4524.300  0.9192  0.9368
 4524.320  0.9148  0.9311
 4524.340  0.9115  0.9191
 4524.360  0.9112  0.9064
 4524.380  0.9131  0.8971
 4524.400  0.9133  0.8888
 4524.420  0.9090  0.8782
 4524.440  0.9011  0.8654
 4524.460  0.8924  0.8494
 4524.480  0.8855  0.8268
 4524.500  0.8826  0.8001
 4524.520  0.8852  0.7762
 4524.540  0.8915  0.7579
 4524.560  0.8978  0.7410
 4524.580  0.9038  0.7223
 4524.600  0.9121  0.7040
 4524.620  0.9199  0.6906
 4524.640  0.9251  0.6846
 4524.660  0.9309  0.6840
 4524.680  0.9386  0.6852
 4524.700  0.9461  0.6899
 4524.720  0.9495  0.7009
 4524.740  0.9469  0.7154
 4524.760  0.9422  0.7295
 4524.780  0.9385  0.7445
 4524.800  0.9352  0.7640
 4524.820  0.9328  0.7882
 4524.840  0.9318  0.8131
 4524.860  0.9323  0.8329
 4524.880  0.9356  0.8466
 4524.900  0.9384  0.8586
 4524.920  0.9367  0.8728
 4524.940  0.9307  0.8881
 4524.960  0.9249  0.9012
 4524.980  0.9216  0.9106
 4525.000  0.9173  0.9163
 4525.020  0.9087  0.9196
 4525.040  0.8987  0.9211
 4525.060  0.8884  0.9192
 4525.080  0.8769  0.9135
 4525.100  0.8639  0.9051
 4525.120  0.8474  0.8955
 4525.140  0.8281  0.8857
 4525.160  0.8084  0.8754
 4525.180  0.7872  0.8640
 4525.200  0.7634  0.8529
 4525.220  0.7384  0.8424
 4525.240  0.7161  0.8298
 4525.260  0.7017  0.8134
 4525.280  0.6958  0.7950
 4525.300  0.6943  0.7780
 4525.320  0.6948  0.7657
 4525.340  0.6976  0.7591
 4525.360  0.7034  0.7552
 4525.380  0.7130  0.7516
 4525.400  0.7254  0.7484
 4525.420  0.7389  0.7457
 4525.440  0.7547  0.7440
 4525.460  0.7727  0.7457
 4525.480  0.7910  0.7522
 4525.500  0.8115  0.7620
 4525.520  0.8357  0.7723
 4525.540  0.8594  0.7820
 4525.560  0.8769  0.7928
 4525.580  0.8869  0.8085
 4525.600  0.8905  0.8305
 4525.620  0.8909  0.8550
 4525.640  0.8921  0.8768
 4525.660  0.8964  0.8931
 4525.680  0.9015  0.9041
 4525.700  0.9014  0.9119
 4525.720  0.8956  0.9188
 4525.740  0.8915  0.9255
 4525.760  0.8935  0.9296
 4525.780  0.8967  0.9296
 4525.800  0.8954  0.9289
 4525.820  0.8885  0.9332
 4525.840  0.8777  0.9430
 4525.860  0.8625  0.9524
 4525.880  0.8431  0.9553
 4525.900  0.8252  0.9507
 4525.920  0.8107  0.9423
 4525.940  0.7961  0.9352
 4525.960  0.7823  0.9324
 4525.980  0.7740  0.9323
 4526.000  0.7718  0.9306
 4526.020  0.7722  0.9231
 4526.040  0.7721  0.9084
 4526.060  0.7709  0.8876
 4526.080  0.7682  0.8627
 4526.100  0.7632  0.8347
 4526.120  0.7577  0.8043
 4526.140  0.7554  0.7727
 4526.160  0.7578  0.7404
 4526.180  0.7640  0.7068
 4526.200  0.7743  0.6698
 4526.220  0.7897  0.6298
 4526.240  0.8100  0.5908
 4526.260  0.8334  0.5574
 4526.280  0.8558  0.5317
 4526.300  0.8746  0.5127
 4526.320  0.8897  0.5007
 4526.340  0.8998  0.4981
 4526.360  0.9063  0.5077
 4526.380  0.9109  0.5274
 4526.400  0.9131  0.5522
 4526.420  0.9127  0.5798
 4526.440  0.9109  0.6118
 4526.460  0.9102  0.6517
 4526.480  0.9132  0.6991
 4526.500  0.9190  0.7483
 4526.520  0.9240  0.7926
 4526.540  0.9266  0.8281
 4526.560  0.9285  0.8561
 4526.580  0.9312  0.8807
 4526.600  0.9335  0.9044
 4526.620  0.9338  0.9252
 4526.640  0.9302  0.9391
 4526.660  0.9226  0.9450
 4526.680  0.9126  0.9448
 4526.700  0.9011  0.9418
 4526.720  0.8875  0.9381
 4526.740  0.8685  0.9335
 4526.760  0.8432  0.9282
 4526.780  0.8165  0.9249
 4526.800  0.7927  0.9273
 4526.820  0.7699  0.9349
 4526.840  0.7429  0.9420
 4526.860  0.7103  0.9444
 4526.880  0.6726  0.9430
 4526.900  0.6320  0.9414
 4526.920  0.5942  0.9404
 4526.940  0.5639  0.9388
 4526.960  0.5412  0.9362
 4526.980  0.5258  0.9336
 4527.000  0.5201  0.9314
 4527.020  0.5264  0.9274
 4527.040  0.5437  0.9191
 4527.060  0.5688  0.9093
 4527.080  0.6000  0.9042
 4527.100  0.6383  0.9034
 4527.120  0.6844  0.9005
 4527.140  0.7336  0.8936
 4527.160  0.7782  0.8873
 4527.180  0.8149  0.8875
 4527.200  0.8469  0.8957
 4527.220  0.8760  0.9062
 4527.240  0.8991  0.9131
 4527.260  0.9134  0.9174
 4527.280  0.9191  0.9223
 4527.300  0.9210  0.9266
 4527.320  0.9238  0.9290
 4527.340  0.9254  0.9318
 4527.360  0.9221  0.9362
 4527.380  0.9166  0.9403
 4527.400  0.9139  0.9418
 4527.420  0.9167  0.9403
 4527.440  0.9247  0.9374
 4527.460  0.9317  0.9352
 4527.480  0.9339  0.9336
 4527.500  0.9346  0.9318
 4527.520  0.9376  0.9311
 4527.540  0.9410  0.9330
 4527.560  0.9417  0.9359
 4527.580  0.9410  0.9388
 4527.600  0.9410  0.9424
 4527.620  0.9388  0.9463
 4527.640  0.9328  0.9483
 4527.660  0.9263  0.9467
 4527.680  0.9209  0.9425
 4527.700  0.9159  0.9394
 4527.720  0.9108  0.9402
 4527.740  0.9057  0.9445
 4527.760  0.8994  0.9490
 4527.780  0.8934  0.9508
 4527.800  0.8912  0.9495
 4527.820  0.8933  0.9464
 4527.840  0.9004  0.9439
 4527.860  0.9122  0.9441
