           1.05    1.08  
           0.0200  0.6300
 4222.000  0.9663  1.0020
 4222.020  0.9806  0.9664
 4222.040 -1.0000  0.9424
 4222.060 -1.0000  0.9209
 4222.080 -1.0000 -1.0000
 4222.100 -1.0000 -1.0000
 4222.120 -1.0000 -1.0000
 4222.140 -1.0000 -1.0000
 4222.160 -1.0000 -1.0000
 4222.180 -1.0000 -1.0000
 4222.200 -1.0000  0.4993
 4222.220 -1.0000  0.4627
 4222.240  0.9980  0.4245
 4222.260  0.9952  0.3857
 4222.280  0.9969  0.3458
 4222.300  1.0002  0.3107
 4222.320  1.0016  0.2901
 4222.340  1.0017  0.2860
 4222.360  1.0007  0.2941
 4222.380  1.0000  0.3098
 4222.400  1.0011  0.3295
 4222.420  1.0036  0.3507
 4222.440  1.0050  0.3741
 4222.460  1.0034  0.4049
 4222.480  1.0006  0.4482
 4222.500  1.0009  0.5048
 4222.520  1.0037  0.5708
 4222.540  1.0031  0.6429
 4222.560  0.9972  0.7188
 4222.580  0.9865  0.7921
 4222.600  0.9710  0.8549
 4222.620  0.9514  0.9046
 4222.640  0.9231  0.9396
 4222.660  0.8849  0.9593
 4222.680  0.8451  0.9684
 4222.700  0.8082  0.9724
 4222.720  0.7706  0.9711
 4222.740  0.7288  0.9584
 4222.760  0.6866  0.9303
 4222.780  0.6466  0.8910
 4222.800  0.6031  0.8473
 4222.820  0.5550  0.8041
 4222.840  0.5083  0.7627
 4222.860  0.4661  0.7211
 4222.880  0.4283  0.6763
 4222.900  0.3939  0.6279
 4222.920  0.3631  0.5781
 4222.940  0.3384  0.5310
 4222.960  0.3228  0.4898
 4222.980  0.3180  0.4564
 4223.000  0.3232  0.4319
 4223.020  0.3362  0.4176
 4223.040  0.3557  0.4130
 4223.060  0.3833  0.4136
 4223.080  0.4215  0.4142
 4223.100  0.4697  0.4165
 4223.120  0.5264  0.4275
 4223.140  0.5908  0.4505
 4223.160  0.6615  0.4827
 4223.180  0.7339  0.5172
 4223.200  0.8016  0.5506
 4223.220  0.8593  0.5852
 4223.240  0.9015  0.6168
 4223.260  0.9272  0.6346
 4223.280  0.9402  0.6371
 4223.300  0.9417  0.6320
 4223.320 -1.0000 -1.0000
 4223.340 -1.0000 -1.0000
 4223.360 -1.0000 -1.0000
 4223.380 -1.0000 -1.0000
 4223.400 -1.0000 -1.0000
 4223.420 -1.0000 -1.0000
 4223.440 -1.0000 -1.0000
 4223.460 -1.0000 -1.0000
 4223.480 -1.0000  0.4716
 4223.500  0.6962  0.4851
 4223.520  0.6753  0.5111
 4223.540 -1.0000  0.5414
 4223.560 -1.0000 -1.0000
 4223.580 -1.0000 -1.0000
 4223.600 -1.0000 -1.0000
 4223.620 -1.0000 -1.0000
 4223.640 -1.0000 -1.0000
 4223.660 -1.0000 -1.0000
 4223.680 -1.0000  0.9298
 4223.700  0.4195  0.9458
 4223.720  0.4198  0.9672
 4223.740 -1.0000  0.9892
 4223.760 -1.0000 -1.0000
 4223.780 -1.0000 -1.0000
 4223.800 -1.0000 -1.0000
 4223.820 -1.0000 -1.0000
 4223.840 -1.0000 -1.0000
 4223.860 -1.0000 -1.0000
 4223.880 -1.0000 -1.0000
 4223.900 -1.0000 -1.0000
