           0.93    0.89  
           0.0200  0.7000
 4722.000  0.9030  0.8529
 4722.020  0.9069  0.8436
 4722.040  0.9059  0.8303
 4722.060  0.9081  0.8175
 4722.080  0.9107  0.8053
 4722.100  0.9121  0.7950
 4722.120  0.9103  0.7867
 4722.140  0.9054  0.7797
 4722.160  0.8993  0.7739
 4722.180  0.8929  0.7714
 4722.200  0.8851  0.7748
 4722.220  0.8762  0.7841
 4722.240  0.8698  0.7957
 4722.260  0.8689  0.8068
 4722.280  0.8729  0.8174
 4722.300  0.8769  0.8287
 4722.320  0.8795  0.8416
 4722.340  0.8828  0.8555
 4722.360  0.8863  0.8675
 4722.380  0.8867  0.8740
 4722.400  0.8829  0.8756
 4722.420  0.8787  0.8768
 4722.440  0.8783  0.8807
 4722.460  0.8803  0.8859
 4722.480  0.8832  0.8891
 4722.500  0.8896  0.8886
 4722.520  0.8989  0.8851
 4722.540  0.9057  0.8802
 4722.560  0.9089  0.8745
 4722.580  0.9113  0.8676
 4722.600  0.9115  0.8593
 4722.620  0.9085  0.8501
 4722.640  0.9043  0.8409
 4722.660  0.8984  0.8333
 4722.680  0.8905  0.8292
 4722.700  0.8831  0.8273
 4722.720  0.8775  0.8224
 4722.740  0.8702  0.8122
 4722.760  0.8574  0.8011
 4722.780  0.8435  0.7936
 4722.800  0.8339  0.7878
 4722.820  0.8265  0.7789
 4722.840  0.8177  0.7627
 4722.860  0.8089  0.7394
 4722.880  0.8060  0.7141
 4722.900  0.8161  0.6905
 4722.920  0.8367  0.6658
 4722.940  0.8567  0.6356
 4722.960  0.8709  0.5997
 4722.980  0.8821  0.5619
 4723.000  0.8907  0.5260
 4723.020  0.8977  0.4939
 4723.040  0.9056  0.4672
 4723.060  0.9103  0.4480
 4723.080  0.9085  0.4384
 4723.100  0.9072  0.4401
 4723.120  0.9100  0.4531
 4723.140  0.9117  0.4750
 4723.160  0.9103  0.5007
 4723.180  0.9091  0.5237
 4723.200  0.9099  0.5441
 4723.220  0.9107  0.5683
 4723.240  0.9102  0.5996
 4723.260  0.9071  0.6337
 4723.280  0.9008  0.6656
 4723.300  0.8935  0.6938
 4723.320  0.8851  0.7154
 4723.340  0.8743  0.7265
 4723.360  0.8650  0.7270
 4723.380  0.8587  0.7223
 4723.400  0.8543  0.7209
 4723.420  0.8527  0.7255
 4723.440  0.8523  0.7310
 4723.460  0.8489  0.7327
 4723.480  0.8423  0.7309
 4723.500  0.8345  0.7276
 4723.520  0.8259  0.7242
 4723.540  0.8159  0.7222
 4723.560  0.8010  0.7235
 4723.580  0.7776  0.7265
 4723.600  0.7478  0.7262
 4723.620  0.7149  0.7209
 4723.640  0.6818  0.7141
 4723.660  0.6489  0.7091
 4723.680  0.6126  0.7056
 4723.700  0.5721  0.7027
 4723.720  0.5329  0.7017
 4723.740  0.5027  0.7060
 4723.760  0.4852  0.7181
 4723.780  0.4794  0.7352
 4723.800  0.4835  0.7519
 4723.820  0.4965  0.7670
 4723.840  0.5172  0.7815
 4723.860  0.5445  0.7933
 4723.880  0.5760  0.8010
 4723.900  0.6069  0.8080
 4723.920  0.6359  0.8186
 4723.940  0.6664  0.8312
 4723.960  0.6988  0.8415
 4723.980  0.7270  0.8476
 4724.000  0.7471  0.8507
 4724.020  0.7597  0.8510
 4724.040  0.7666  0.8470
 4724.060  0.7686  0.8397
 4724.080  0.7662  0.8334
 4724.100  0.7620  0.8309
 4724.120  0.7583  0.8294
 4724.140  0.7547  0.8240
 4724.160  0.7498  0.8147
 4724.180  0.7453  0.8055
 4724.200  0.7458  0.7982
 4724.220  0.7521  0.7925
 4724.240  0.7586  0.7911
 4724.260  0.7621  0.7974
 4724.280  0.7666  0.8099
 4724.300  0.7730  0.8229
 4724.320  0.7761  0.8309
 4724.340  0.7722  0.8332
 4724.360  0.7638  0.8345
 4724.380  0.7555  0.8394
 4724.400  0.7513  0.8485
 4724.420  0.7527  0.8581
 4724.440  0.7598  0.8651
 4724.460  0.7714  0.8684
 4724.480  0.7853  0.8685
 4724.500  0.8006  0.8677
 4724.520  0.8168  0.8685
 4724.540  0.8315  0.8707
 4724.560  0.8428  0.8724
 4724.580  0.8506  0.8722
 4724.600  0.8567  0.8700
 4724.620  0.8630  0.8673
 4724.640  0.8689  0.8670
 4724.660  0.8732  0.8689
 4724.680  0.8758  0.8688
 4724.700  0.8771  0.8657
 4724.720  0.8778  0.8627
 4724.740  0.8777  0.8609
 4724.760  0.8761  0.8582
 4724.780  0.8734  0.8537
 4724.800  0.8711  0.8488
 4724.820  0.8673  0.8443
 4724.840  0.8585  0.8394
 4724.860  0.8469  0.8339
 4724.880  0.8369  0.8288
 4724.900  0.8308  0.8255
 4724.920  0.8306  0.8254
 4724.940  0.8348  0.8274
 4724.960  0.8408  0.8281
 4724.980  0.8482  0.8237
 4725.000  0.8553  0.8139
 4725.020  0.8619  0.8025
 4725.040  0.8689  0.7942
 4725.060  0.8768  0.7899
 4725.080  0.8864  0.7863
 4725.100  0.8960  0.7819
 4725.120  0.9014  0.7807
 4725.140  0.9030  0.7827
 4725.160  0.9045  0.7844
 4725.180  0.9065  0.7880
 4725.200  0.9064  0.7960
 4725.220  0.9050  0.8068
 4725.240  0.9046  0.8177
 4725.260  0.9041  0.8265
 4725.280  0.9029  0.8320
 4725.300  0.9026  0.8350
 4725.320  0.9045  0.8355
 4725.340  0.9084  0.8333
 4725.360  0.9128  0.8307
 4725.380  0.9148  0.8313
 4725.400  0.9132  0.8360
 4725.420  0.9094  0.8398
 4725.440  0.9036  0.8378
 4725.460  0.8948  0.8309
 4725.480  0.8866  0.8228
 4725.500  0.8809  0.8135
 4725.520  0.8747  0.7998
 4725.540  0.8692  0.7825
 4725.560  0.8671  0.7678
 4725.580  0.8669  0.7602
 4725.600  0.8661  0.7590
 4725.620  0.8636  0.7607
 4725.640  0.8596  0.7642
 4725.660  0.8562  0.7699
 4725.680  0.8541  0.7785
 4725.700  0.8517  0.7903
 4725.720  0.8482  0.8027
 4725.740  0.8447  0.8114
 4725.760  0.8418  0.8153
 4725.780  0.8367  0.8181
 4725.800  0.8274  0.8234
 4725.820  0.8198  0.8315
 4725.840  0.8194  0.8384
 4725.860  0.8252  0.8403
 4725.880  0.8342  0.8390
 4725.900  0.8444  0.8384
 4725.920  0.8541  0.8376
 4725.940  0.8638  0.8343
 4725.960  0.8745  0.8300
 4725.980  0.8838  0.8272
 4726.000  0.8901  0.8255
 4726.020  0.8930  0.8235
 4726.040  0.8911  0.8208
 4726.060  0.8877  0.8183
 4726.080  0.8865  0.8167
 4726.100  0.8843  0.8140
 4726.120  0.8776  0.8068
 4726.140  0.8682  0.7953
 4726.160  0.8603  0.7836
 4726.180  0.8533  0.7731
 4726.200  0.8443  0.7613
 4726.220  0.8344  0.7481
 4726.240  0.8262  0.7375
 4726.260  0.8198  0.7310
 4726.280  0.8144  0.7260
 4726.300  0.8095  0.7197
 4726.320  0.8061  0.7118
 4726.340  0.8079  0.7058
 4726.360  0.8163  0.7066
 4726.380  0.8269  0.7154
 4726.400  0.8370  0.7299
 4726.420  0.8465  0.7477
 4726.440  0.8544  0.7653
 4726.460  0.8597  0.7795
 4726.480  0.8618  0.7906
 4726.500  0.8626  0.8021
 4726.520  0.8659  0.8154
 4726.540  0.8703  0.8294
 4726.560  0.8716  0.8411
 4726.580  0.8704  0.8478
 4726.600  0.8685  0.8513
 4726.620  0.8651  0.8555
 4726.640  0.8612  0.8610
 4726.660  0.8582  0.8641
 4726.680  0.8557  0.8632
 4726.700  0.8534  0.8608
 4726.720  0.8506  0.8587
 4726.740  0.8471  0.8546
 4726.760  0.8439  0.8457
 4726.780  0.8422  0.8310
 4726.800  0.8402  0.8125
 4726.820  0.8361  0.7952
 4726.840  0.8296  0.7823
 4726.860  0.8226  0.7701
 4726.880  0.8160  0.7557
 4726.900  0.8076  0.7427
 4726.920  0.7956  0.7328
 4726.940  0.7813  0.7240
 4726.960  0.7671  0.7172
 4726.980  0.7555  0.7134
 4727.000  0.7475  0.7118
 4727.020  0.7440  0.7141
 4727.040  0.7463  0.7228
 4727.060  0.7523  0.7370
 4727.080  0.7618  0.7533
 4727.100  0.7779  0.7704
 4727.120  0.8001  0.7876
 4727.140  0.8234  0.8033
 4727.160  0.8448  0.8161
 4727.180  0.8624  0.8258
 4727.200  0.8734  0.8329
 4727.220  0.8794  0.8399
 4727.240  0.8853  0.8491
 4727.260  0.8907  0.8591
 4727.280  0.8918  0.8671
 4727.300  0.8889  0.8723
 4727.320  0.8864  0.8745
 4727.340  0.8877  0.8734
 4727.360  0.8917  0.8720
 4727.380  0.8946  0.8734
 4727.400  0.8934  0.8773
 4727.420  0.8904  0.8824
