           0.93    0.90  
           0.0200  0.6900
 4672.000  0.8687  0.8588
 4672.020  0.8575  0.8642
 4672.040  0.8569  0.8634
 4672.060  0.8500  0.8609
 4672.080  0.8383  0.8572
 4672.100  0.8239  0.8549
 4672.120  0.8092  0.8542
 4672.140  0.7922  0.8532
 4672.160  0.7731  0.8516
 4672.180  0.7588  0.8531
 4672.200  0.7539  0.8595
 4672.220  0.7562  0.8668
 4672.240  0.7626  0.8721
 4672.260  0.7717  0.8773
 4672.280  0.7812  0.8841
 4672.300  0.7904  0.8914
 4672.320  0.7992  0.8974
 4672.340  0.8050  0.9011
 4672.360  0.8076  0.9036
 4672.380  0.8104  0.9072
 4672.400  0.8148  0.9109
 4672.420  0.8192  0.9119
 4672.440  0.8244  0.9106
 4672.460  0.8337  0.9107
 4672.480  0.8485  0.9129
 4672.500  0.8659  0.9148
 4672.520  0.8804  0.9153
 4672.540  0.8888  0.9160
 4672.560  0.8944  0.9174
 4672.580  0.9001  0.9178
 4672.600  0.9021  0.9165
 4672.620  0.8989  0.9153
 4672.640  0.8959  0.9160
 4672.660  0.8961  0.9174
 4672.680  0.8957  0.9164
 4672.700  0.8940  0.9125
 4672.720  0.8932  0.9093
 4672.740  0.8920  0.9092
 4672.760  0.8898  0.9108
 4672.780  0.8898  0.9116
 4672.800  0.8911  0.9112
 4672.820  0.8913  0.9101
 4672.840  0.8924  0.9089
 4672.860  0.8956  0.9071
 4672.880  0.8998  0.9040
 4672.900  0.9050  0.9007
 4672.920  0.9136  0.8997
 4672.940  0.9239  0.9005
 4672.960  0.9296  0.8998
 4672.980  0.9288  0.8968
 4673.000  0.9276  0.8936
 4673.020  0.9311  0.8912
 4673.040  0.9364  0.8882
 4673.060  0.9395  0.8834
 4673.080  0.9403  0.8778
 4673.100  0.9417  0.8726
 4673.120  0.9447  0.8685
 4673.140  0.9468  0.8649
 4673.160  0.9482  0.8610
 4673.180  0.9504  0.8559
 4673.200  0.9518  0.8467
 4673.220  0.9519  0.8329
 4673.240  0.9521  0.8192
 4673.260  0.9508  0.8104
