           0.95    0.90  
           0.0200  0.7000
 4747.000  0.6755  0.8417
 4747.020  0.6837  0.8262
 4747.040  0.6915  0.8261
 4747.060  0.6919  0.8221
 4747.080  0.6836  0.8137
 4747.100  0.6717  0.8014
 4747.120  0.6667  0.7910
 4747.140  0.6729  0.7846
 4747.160  0.6874  0.7798
 4747.180  0.7084  0.7748
 4747.200  0.7339  0.7700
 4747.220  0.7615  0.7671
 4747.240  0.7909  0.7686
 4747.260  0.8193  0.7765
 4747.280  0.8434  0.7910
 4747.300  0.8634  0.8100
 4747.320  0.8778  0.8286
 4747.340  0.8864  0.8412
 4747.360  0.8924  0.8461
 4747.380  0.8964  0.8471
 4747.400  0.8957  0.8500
 4747.420  0.8918  0.8566
 4747.440  0.8894  0.8647
 4747.460  0.8895  0.8712
 4747.480  0.8906  0.8756
 4747.500  0.8928  0.8794
 4747.520  0.8971  0.8832
 4747.540  0.9015  0.8860
 4747.560  0.9058  0.8878
 4747.580  0.9129  0.8901
 4747.600  0.9202  0.8928
 4747.620  0.9208  0.8937
 4747.640  0.9155  0.8920
 4747.660  0.9109  0.8893
 4747.680  0.9070  0.8870
 4747.700  0.8998  0.8842
 4747.720  0.8878  0.8794
 4747.740  0.8730  0.8725
 4747.760  0.8589  0.8642
 4747.780  0.8491  0.8544
 4747.800  0.8435  0.8449
 4747.820  0.8382  0.8378
 4747.840  0.8313  0.8317
 4747.860  0.8269  0.8254
 4747.880  0.8282  0.8192
 4747.900  0.8335  0.8112
 4747.920  0.8401  0.7995
 4747.940  0.8479  0.7872
 4747.960  0.8566  0.7783
 4747.980  0.8655  0.7723
 4748.000  0.8752  0.7664
 4748.020  0.8846  0.7607
 4748.040  0.8916  0.7577
 4748.060  0.8978  0.7593
 4748.080  0.9055  0.7641
 4748.100  0.9132  0.7691
 4748.120  0.9196  0.7744
 4748.140  0.9235  0.7826
 4748.160  0.9267  0.7934
 4748.180  0.9321  0.8022
 4748.200  0.9369  0.8071
 4748.220  0.9387  0.8127
 4748.240  0.9414  0.8216
 4748.260  0.9420  0.8312
 4748.280  0.9366  0.8401
 4748.300  0.9316  0.8474
 4748.320  0.9313  0.8506
 4748.340  0.9314  0.8492
 4748.360  0.9289  0.8468
 4748.380  0.9238  0.8467
 4748.400  0.9196  0.8501
 4748.420  0.9199  0.8556
 4748.440  0.9203  0.8600
 4748.460  0.9173  0.8625
 4748.480  0.9146  0.8661
 4748.500  0.9107  0.8717
 4748.520  0.9023  0.8761
 4748.540  0.8901  0.8767
 4748.560  0.8757  0.8754
 4748.580  0.8623  0.8758
 4748.600  0.8512  0.8783
 4748.620  0.8398  0.8802
 4748.640  0.8283  0.8801
 4748.660  0.8169  0.8806
 4748.680  0.8063  0.8841
 4748.700  0.8014  0.8894
 4748.720  0.8028  0.8929
 4748.740  0.8057  0.8915
 4748.760  0.8093  0.8848
 4748.780  0.8148  0.8769
 4748.800  0.8219  0.8733
 4748.820  0.8319  0.8743
 4748.840  0.8448  0.8760
 4748.860  0.8578  0.8760
 4748.880  0.8681  0.8760
 4748.900  0.8751  0.8762
 4748.920  0.8797  0.8748
 4748.940  0.8831  0.8698
 4748.960  0.8860  0.8626
 4748.980  0.8894  0.8575
 4749.000  0.8917  0.8571
 4749.020  0.8909  0.8590
 4749.040  0.8901  0.8572
 4749.060  0.8932  0.8474
 4749.080  0.8988  0.8333
 4749.100  0.9034  0.8228
 4749.120  0.9064  0.8174
 4749.140  0.9090  0.8125
 4749.160  0.9122  0.8036
 4749.180  0.9141  0.7906
 4749.200  0.9151  0.7789
 4749.220  0.9191  0.7745
 4749.240  0.9258  0.7758
 4749.260  0.9312  0.7781
 4749.280  0.9354  0.7799
 4749.300  0.9395  0.7824
 4749.320  0.9426  0.7857
 4749.340  0.9428  0.7900
 4749.360  0.9392  0.7972
 4749.380  0.9348  0.8071
 4749.400  0.9328  0.8148
 4749.420  0.9322  0.8159
 4749.440  0.9324  0.8111
 4749.460  0.9325  0.8037
 4749.480  0.9309  0.7960
 4749.500  0.9280  0.7884
 4749.520  0.9255  0.7788
 4749.540  0.9242  0.7662
 4749.560  0.9246  0.7518
 4749.580  0.9247  0.7368
 4749.600  0.9227  0.7230
 4749.620  0.9194  0.7127
 4749.640  0.9181  0.7069
 4749.660  0.9197  0.7045
 4749.680  0.9198  0.7039
 4749.700  0.9158  0.7058
 4749.720  0.9095  0.7107
 4749.740  0.9029  0.7170
 4749.760  0.8958  0.7236
 4749.780  0.8868  0.7321
 4749.800  0.8755  0.7433
 4749.820  0.8639  0.7556
 4749.840  0.8549  0.7672
 4749.860  0.8500  0.7788
 4749.880  0.8458  0.7889
 4749.900  0.8384  0.7929
 4749.920  0.8317  0.7903
 4749.940  0.8303  0.7864
 4749.960  0.8315  0.7855
 4749.980  0.8328  0.7875
 4750.000  0.8372  0.7884
 4750.020  0.8461  0.7839
 4750.040  0.8559  0.7762
 4750.060  0.8620  0.7699
 4750.080  0.8646  0.7623
 4750.100  0.8681  0.7501
 4750.120  0.8715  0.7382
 4750.140  0.8695  0.7334
 4750.160  0.8613  0.7359
 4750.180  0.8510  0.7424
 4750.200  0.8416  0.7505
 4750.220  0.8341  0.7606
 4750.240  0.8242  0.7734
 4750.260  0.8074  0.7877
 4750.280  0.7883  0.8001
 4750.300  0.7721  0.8075
 4750.320  0.7576  0.8092
 4750.340  0.7463  0.8092
 4750.360  0.7420  0.8113
 4750.380  0.7445  0.8153
 4750.400  0.7546  0.8192
 4750.420  0.7709  0.8206
 4750.440  0.7867  0.8170
 4750.460  0.7990  0.8104
 4750.480  0.8099  0.8043
 4750.500  0.8189  0.7958
