# File generated by CMD 2.7 (http://stev.oapd.inaf.it/cmd) on Mon Oct 26 19:26:35 CET 2015
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014), MNRAS, 444, 2525 + Tang et al. (2014), MNRAS, 445, 4287 + Chen et al. (2015), MNRAS accepted
# Warning: the TP-AGB phase is not included! TP-AGB tracks are in preparation by Marigo et al.
# Photometric system: HST/ACS HRC
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: SSP integrated magnitudes
#	Z	Age		mbol    F220W   F250W   F330W   F344N   F435W   F475W   F550M   F555W   F606W   F625W   F658N   F660N   F775W   F814W   F850LP  F892N
	0.0200	3.16e+08	3.224	3.819	3.770	3.615	3.615	3.646	3.587	3.444	3.487	3.407	3.328	3.226	3.257	3.117	3.068	2.958	2.969
	0.0200	3.55e+08	3.335	4.028	3.949	3.749	3.747	3.738	3.670	3.517	3.562	3.478	3.396	3.295	3.325	3.182	3.134	3.025	3.036
	0.0200	3.98e+08	3.442	4.247	4.134	3.884	3.880	3.835	3.757	3.589	3.638	3.549	3.463	3.360	3.390	3.242	3.194	3.085	3.096
	0.0200	4.47e+08	3.552	4.476	4.325	4.021	4.015	3.941	3.850	3.667	3.720	3.625	3.533	3.429	3.459	3.306	3.258	3.150	3.162
	0.0200	5.01e+08	3.661	4.716	4.523	4.160	4.153	4.055	3.951	3.750	3.807	3.706	3.607	3.499	3.530	3.372	3.325	3.216	3.229
	0.0200	5.62e+08	3.768	4.969	4.727	4.301	4.293	4.178	4.059	3.836	3.899	3.789	3.683	3.569	3.600	3.438	3.390	3.282	3.295
	0.0200	6.31e+08	3.873	5.234	4.933	4.441	4.432	4.311	4.175	3.928	3.997	3.877	3.761	3.639	3.672	3.505	3.457	3.347	3.361
	0.0200	7.08e+08	3.976	5.511	5.140	4.579	4.569	4.452	4.298	4.023	4.098	3.967	3.842	3.708	3.743	3.571	3.522	3.411	3.425
	0.0200	7.94e+08	4.080	5.803	5.351	4.718	4.708	4.601	4.428	4.123	4.205	4.061	3.925	3.778	3.817	3.641	3.591	3.477	3.492
	0.0200	8.91e+08	4.186	6.105	5.562	4.856	4.846	4.751	4.559	4.227	4.316	4.159	4.013	3.853	3.895	3.717	3.666	3.551	3.567
	0.0200	1.00e+09	4.279	6.424	5.778	4.997	4.987	4.901	4.689	4.328	4.424	4.254	4.098	3.924	3.969	3.785	3.732	3.612	3.628
	0.0200	1.12e+09	4.377	6.752	5.998	5.143	5.133	5.052	4.822	4.435	4.537	4.355	4.190	4.005	4.052	3.862	3.807	3.683	3.699
	0.0200	1.26e+09	4.467	7.090	6.219	5.288	5.279	5.196	4.946	4.535	4.643	4.449	4.276	4.079	4.129	3.934	3.876	3.748	3.764
	0.0200	1.41e+09	4.536	7.420	6.438	5.438	5.430	5.334	5.064	4.626	4.740	4.534	4.351	4.143	4.195	3.989	3.927	3.791	3.808
	0.0200	1.58e+09	4.492	7.735	6.650	5.584	5.577	5.440	5.139	4.652	4.779	4.550	4.350	4.128	4.180	3.942	3.870	3.713	3.729
	0.0200	1.78e+09	4.635	8.041	6.884	5.797	5.786	5.661	5.353	4.853	4.984	4.749	4.545	4.323	4.374	4.101	4.021	3.849	3.867
	0.0200	2.00e+09	4.736	8.349	7.109	5.980	5.969	5.834	5.515	4.998	5.134	4.891	4.683	4.457	4.508	4.211	4.124	3.940	3.959
	0.0200	2.24e+09	4.807	8.656	7.332	6.156	6.147	5.988	5.653	5.117	5.258	5.007	4.793	4.563	4.614	4.292	4.199	4.001	4.023
	0.0200	2.51e+09	4.917	8.979	7.567	6.342	6.336	6.157	5.810	5.260	5.404	5.147	4.929	4.696	4.746	4.409	4.311	4.104	4.128
	0.0200	2.82e+09	5.015	9.341	7.832	6.534	6.535	6.318	5.955	5.387	5.535	5.270	5.047	4.809	4.859	4.511	4.409	4.195	4.221
	0.0200	3.16e+09	4.970	9.719	8.119	6.727	6.740	6.421	6.027	5.416	5.576	5.291	5.055	4.808	4.857	4.480	4.369	4.137	4.165
	0.0200	3.55e+09	5.042	10.022	8.365	6.919	6.941	6.566	6.158	5.531	5.695	5.402	5.161	4.910	4.959	4.568	4.452	4.209	4.241
	0.0200	3.98e+09	5.233	10.127	8.477	7.044	7.066	6.716	6.317	5.702	5.863	5.575	5.337	5.087	5.137	4.759	4.645	4.406	4.439
	0.0200	4.47e+09	5.371	10.440	8.709	7.216	7.246	6.867	6.462	5.841	6.003	5.713	5.474	5.221	5.271	4.895	4.781	4.541	4.576
	0.0200	5.01e+09	5.392	10.713	8.921	7.370	7.408	6.967	6.547	5.905	6.073	5.774	5.528	5.271	5.321	4.929	4.810	4.560	4.596
	0.0200	5.62e+09	5.572	10.976	9.127	7.550	7.594	7.146	6.725	6.084	6.251	5.952	5.706	5.449	5.499	5.109	4.989	4.740	4.777
	0.0200	6.31e+09	5.708	11.218	9.313	7.708	7.760	7.289	6.865	6.221	6.390	6.089	5.842	5.583	5.634	5.246	5.127	4.876	4.915
	0.0200	7.08e+09	5.813	11.465	9.501	7.863	7.923	7.416	6.986	6.335	6.505	6.201	5.952	5.690	5.742	5.353	5.233	4.980	5.020
	0.0200	7.94e+09	5.865	11.710	9.693	8.016	8.084	7.523	7.083	6.417	6.591	6.281	6.028	5.763	5.815	5.416	5.292	5.033	5.075
	0.0200	8.91e+09	5.948	11.957	9.893	8.179	8.255	7.645	7.197	6.521	6.698	6.382	6.126	5.858	5.911	5.504	5.379	5.116	5.159
	0.0200	1.00e+10	6.028	12.206	10.100	8.349	8.431	7.773	7.317	6.630	6.810	6.489	6.230	5.959	6.012	5.597	5.468	5.199	5.244
	0.0200	1.12e+10	6.113	12.452	10.311	8.520	8.609	7.898	7.433	6.735	6.918	6.591	6.329	6.056	6.109	5.688	5.558	5.284	5.331
	0.0200	1.26e+10	6.196	12.693	10.526	8.695	8.789	8.025	7.552	6.842	7.028	6.696	6.431	6.155	6.208	5.780	5.647	5.369	5.417
