# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Wed Nov 23 18:45:42 CET 2016
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# Warning: you choose not to include the TP-AGB phase!
# Photometric system: HST/ACS HRC
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: SSP integrated magnitudes
#	Z	Age		mbol    F220W   F250W   F330W   F344N   F435W   F475W   F550M   F555W   F606W   F625W   F658N   F660N   F775W   F814W   F850LP  F892N
	0.0080	1.00e+08	1.951	1.939	2.079	2.266	2.290	2.794	2.781	2.685	2.716	2.649	2.585	2.463	2.508	2.409	2.370	2.282	2.290
	0.0080	1.12e+08	2.053	2.066	2.194	2.358	2.379	2.862	2.842	2.738	2.770	2.701	2.634	2.511	2.556	2.454	2.415	2.327	2.337
	0.0080	1.26e+08	2.158	2.196	2.312	2.454	2.473	2.937	2.910	2.797	2.832	2.759	2.689	2.564	2.609	2.502	2.464	2.376	2.386
	0.0080	1.41e+08	2.262	2.331	2.436	2.554	2.572	3.017	2.983	2.861	2.897	2.820	2.746	2.617	2.663	2.551	2.512	2.422	2.434
	0.0080	1.58e+08	2.368	2.470	2.565	2.660	2.673	3.099	3.059	2.928	2.967	2.885	2.807	2.676	2.720	2.604	2.563	2.471	2.483
	0.0080	1.78e+08	2.474	2.613	2.699	2.775	2.788	3.181	3.136	2.997	3.038	2.954	2.873	2.740	2.784	2.661	2.619	2.523	2.537
	0.0080	2.00e+08	2.581	2.761	2.835	2.892	2.906	3.259	3.210	3.068	3.109	3.023	2.941	2.809	2.853	2.724	2.680	2.581	2.595
	0.0080	2.24e+08	2.691	2.913	2.974	3.010	3.023	3.334	3.283	3.139	3.181	3.095	3.013	2.883	2.926	2.794	2.749	2.649	2.663
	0.0080	2.51e+08	2.802	3.073	3.120	3.132	3.144	3.410	3.357	3.211	3.254	3.167	3.085	2.957	2.999	2.865	2.820	2.718	2.732
	0.0080	2.82e+08	2.913	3.239	3.270	3.256	3.266	3.488	3.431	3.284	3.327	3.240	3.157	3.032	3.073	2.936	2.890	2.787	2.801
	0.0080	3.16e+08	3.025	3.413	3.425	3.381	3.390	3.567	3.506	3.355	3.399	3.312	3.228	3.106	3.146	3.007	2.961	2.858	2.873
	0.0080	3.55e+08	3.139	3.592	3.585	3.508	3.515	3.649	3.584	3.429	3.474	3.386	3.302	3.182	3.220	3.081	3.036	2.934	2.949
	0.0080	3.98e+08	3.256	3.779	3.749	3.636	3.642	3.734	3.664	3.504	3.550	3.461	3.376	3.258	3.296	3.157	3.113	3.013	3.028
	0.0080	4.47e+08	3.369	3.972	3.916	3.763	3.767	3.820	3.743	3.577	3.624	3.533	3.445	3.329	3.366	3.227	3.184	3.085	3.101
	0.0080	5.01e+08	3.480	4.175	4.089	3.892	3.894	3.912	3.827	3.650	3.700	3.606	3.515	3.398	3.435	3.294	3.251	3.153	3.169
	0.0080	5.62e+08	3.590	4.386	4.267	4.022	4.022	4.011	3.915	3.726	3.779	3.679	3.584	3.465	3.502	3.360	3.317	3.219	3.235
	0.0080	6.31e+08	3.699	4.604	4.449	4.152	4.151	4.117	4.010	3.806	3.862	3.758	3.657	3.535	3.573	3.427	3.384	3.286	3.304
	0.0080	7.08e+08	3.804	4.824	4.629	4.280	4.277	4.227	4.108	3.887	3.948	3.837	3.731	3.604	3.643	3.493	3.449	3.349	3.368
	0.0080	7.94e+08	3.904	5.051	4.814	4.411	4.407	4.346	4.214	3.973	4.039	3.919	3.805	3.673	3.712	3.556	3.511	3.408	3.428
	0.0080	8.91e+08	4.018	5.287	5.002	4.543	4.538	4.477	4.331	4.072	4.142	4.015	3.895	3.756	3.797	3.638	3.593	3.489	3.510
	0.0080	1.00e+09	4.113	5.528	5.187	4.669	4.664	4.608	4.447	4.163	4.239	4.102	3.973	3.824	3.867	3.701	3.654	3.547	3.569
	0.0080	1.12e+09	4.215	5.779	5.375	4.797	4.792	4.749	4.571	4.265	4.346	4.198	4.061	3.902	3.947	3.776	3.727	3.617	3.640
	0.0080	1.26e+09	4.303	6.038	5.563	4.917	4.913	4.883	4.688	4.356	4.444	4.285	4.139	3.968	4.016	3.838	3.788	3.674	3.697
