  0.0  1.0  0.652  4.152 vucd3_combine_best8_int_fc0-1.fits
  1.0  1.8  1.380  4.095 vucd3_combine_best8_int_fc1-1.fits
  1.8  2.8  2.271  4.087 vucd3_combine_best8_int_fc1-2.fits
  2.8  4.0  3.345  4.079 vucd3_combine_best8_int_fc2-4.fits
  4.0  8.0  5.877  4.066 vucd3_combine_best8_int_fc4-8.fits
  8.0 12.0  9.892  4.080 vucd3_combine_best8_int_fc8-12.fits
