           1.0000
           1.17
 4522.000  0.6039
 4522.020  0.6166
 4522.040  0.6508
 4522.060  0.6896
 4522.080  0.7338
 4522.100  0.7702
 4522.120  0.7858
 4522.140  0.7768
 4522.160  0.7482
 4522.180  0.7052
 4522.200  0.6553
 4522.220  0.6143
 4522.240  0.5993
 4522.260  0.6170
 4522.280  0.6644
 4522.300  0.7333
 4522.320  0.8084
 4522.340  0.8735
 4522.360  0.9216
 4522.380  0.9526
 4522.400  0.9654
 4522.420  0.9581
 4522.440  0.9325
 4522.460  0.8946
 4522.480  0.8550
 4522.500  0.8245
 4522.520  0.8042
 4522.540  0.7867
 4522.560  0.7663
 4522.580  0.7408
 4522.600  0.7094
 4522.620  0.6772
 4522.640  0.6560
 4522.660  0.6565
 4522.680  0.6798
 4522.700  0.7179
 4522.720  0.7591
 4522.740  0.7928
 4522.760  0.8150
 4522.780  0.8301
 4522.800  0.8443
 4522.820  0.8590
 4522.840  0.8715
 4522.860  0.8781
 4522.880  0.8786
 4522.900  0.8760
 4522.920  0.8727
 4522.940  0.8695
 4522.960  0.8658
 4522.980  0.8585
 4523.000  0.8463
 4523.020  0.8336
 4523.040  0.8248
 4523.060  0.8189
 4523.080  0.8144
 4523.100  0.8138
 4523.120  0.8202
 4523.140  0.8317
 4523.160  0.8401
 4523.180  0.8370
 4523.200  0.8227
 4523.220  0.8070
 4523.240  0.7997
 4523.260  0.8020
 4523.280  0.8099
 4523.300  0.8194
 4523.320  0.8281
 4523.340  0.8358
 4523.360  0.8446
 4523.380  0.8571
 4523.400  0.8720
 4523.420  0.8827
 4523.440  0.8822
 4523.460  0.8684
 4523.480  0.8467
 4523.500  0.8271
 4523.520  0.8175
 4523.540  0.8199
 4523.560  0.8304
 4523.580  0.8428
 4523.600  0.8530
 4523.620  0.8612
 4523.640  0.8686
 4523.660  0.8758
 4523.680  0.8822
 4523.700  0.8863
 4523.720  0.8860
 4523.740  0.8798
 4523.760  0.8699
 4523.780  0.8633
 4523.800  0.8659
 4523.820  0.8772
 4523.840  0.8904
 4523.860  0.8969
 4523.880  0.8921
 4523.900  0.8759
 4523.920  0.8491
 4523.940  0.8124
 4523.960  0.7700
 4523.980  0.7309
 4524.000  0.7030
 4524.020  0.6871
 4524.040  0.6801
 4524.060  0.6778
 4524.080  0.6758
 4524.100  0.6701
 4524.120  0.6568
 4524.140  0.6331
 4524.160  0.6030
 4524.180  0.5795
 4524.200  0.5786
 4524.220  0.6086
 4524.240  0.6633
 4524.260  0.7283
 4524.280  0.7920
 4524.300  0.8469
 4524.320  0.8848
 4524.340  0.9017
 4524.360  0.9019
 4524.380  0.8918
 4524.400  0.8763
 4524.420  0.8597
 4524.440  0.8475
 4524.460  0.8430
 4524.480  0.8451
 4524.500  0.8506
 4524.520  0.8572
 4524.540  0.8638
 4524.560  0.8697
 4524.580  0.8708
 4524.600  0.8628
 4524.620  0.8471
 4524.640  0.8282
 4524.660  0.8057
 4524.680  0.7800
 4524.700  0.7589
 4524.720  0.7523
 4524.740  0.7606
 4524.760  0.7727
 4524.780  0.7751
 4524.800  0.7623
 4524.820  0.7391
 4524.840  0.7144
 4524.860  0.6941
 4524.880  0.6823
 4524.900  0.6839
 4524.920  0.7026
 4524.940  0.7368
 4524.960  0.7799
 4524.980  0.8222
 4525.000  0.8545
 4525.020  0.8725
 4525.040  0.8780
 4525.060  0.8764
 4525.080  0.8721
 4525.100  0.8671
 4525.120  0.8624
 4525.140  0.8594
 4525.160  0.8601
 4525.180  0.8654
 4525.200  0.8708
 4525.220  0.8695
 4525.240  0.8568
 4525.260  0.8331
 4525.280  0.8056
 4525.300  0.7843
 4525.320  0.7768
 4525.340  0.7854
 4525.360  0.8087
 4525.380  0.8401
 4525.400  0.8701
 4525.420  0.8935
 4525.440  0.9098
 4525.460  0.9191
 4525.480  0.9205
 4525.500  0.9142
 4525.520  0.9016
 4525.540  0.8865
 4525.560  0.8737
 4525.580  0.8635
 4525.600  0.8527
 4525.620  0.8368
 4525.640  0.8110
 4525.660  0.7707
 4525.680  0.7142
 4525.700  0.6444
 4525.720  0.5688
 4525.740  0.4986
 4525.760  0.4451
 4525.780  0.4170
 4525.800  0.4204
 4525.820  0.4572
 4525.840  0.5239
 4525.860  0.6105
 4525.880  0.7006
 4525.900  0.7769
 4525.920  0.8312
 4525.940  0.8655
 4525.960  0.8838
 4525.980  0.8898
 4526.000  0.8868
 4526.020  0.8755
 4526.040  0.8524
 4526.060  0.8125
 4526.080  0.7572
 4526.100  0.6984
 4526.120  0.6544
 4526.140  0.6398
 4526.160  0.6575
 4526.180  0.6994
 4526.200  0.7534
 4526.220  0.8105
 4526.240  0.8647
 4526.260  0.9083
 4526.280  0.9328
 4526.300  0.9333
 4526.320  0.9117
 4526.340  0.8775
 4526.360  0.8414
 4526.380  0.8109
 4526.400  0.7925
 4526.420  0.7918
 4526.440  0.8090
 4526.460  0.8362
 4526.480  0.8615
 4526.500  0.8778
 4526.520  0.8828
 4526.540  0.8753
 4526.560  0.8542
 4526.580  0.8192
 4526.600  0.7724
 4526.620  0.7206
 4526.640  0.6767
 4526.660  0.6543
 4526.680  0.6611
 4526.700  0.6949
 4526.720  0.7440
 4526.740  0.7923
 4526.760  0.8248
 4526.780  0.8309
 4526.800  0.8072
 4526.820  0.7631
 4526.840  0.7208
 4526.860  0.7009
 4526.880  0.7092
 4526.900  0.7399
 4526.920  0.7840
 4526.940  0.8317
 4526.960  0.8729
 4526.980  0.9006
 4527.000  0.9121
 4527.020  0.9068
 4527.040  0.8851
 4527.060  0.8491
 4527.080  0.8056
 4527.100  0.7675
 4527.120  0.7484
 4527.140  0.7541
 4527.160  0.7806
 4527.180  0.8188
 4527.200  0.8576
 4527.220  0.8874
 4527.240  0.9053
 4527.260  0.9160
 4527.280  0.9228
 4527.300  0.9202
 4527.320  0.9027
 4527.340  0.8736
 4527.360  0.8432
 4527.380  0.8210
 4527.400  0.8102
 4527.420  0.8069
 4527.440  0.8039
 4527.460  0.7964
 4527.480  0.7844
 4527.500  0.7722
 4527.520  0.7645
 4527.540  0.7628
 4527.560  0.7661
 4527.580  0.7734
 4527.600  0.7850
 4527.620  0.8031
 4527.640  0.8279
 4527.660  0.8556
 4527.680  0.8800
 4527.700  0.8937
 4527.720  0.8898
 4527.740  0.8674
 4527.760  0.8351
 4527.780  0.8036
 4527.800  0.7790
 4527.820  0.7637
 4527.840  0.7575
 4527.860  0.7551
 4527.880  0.7476
 4527.900  0.7287
 4527.920  0.7023
 4527.940  0.6839
 4527.960  0.6878
 4527.980  0.7133
 4528.000  0.7495
 4528.020  0.7878
 4528.040  0.8249
 4528.060  0.8599
 4528.080  0.8895
 4528.100  0.9050
 4528.120  0.8997
 4528.140  0.8751
 4528.160  0.8407
 4528.180  0.8070
 4528.200  0.7803
 4528.220  0.7614
 4528.240  0.7502
 4528.260  0.7495
 4528.280  0.7632
 4528.300  0.7903
 4528.320  0.8231
 4528.340  0.8511
 4528.360  0.8690
 4528.380  0.8782
 4528.400  0.8808
 4528.420  0.8782
 4528.440  0.8724
 4528.460  0.8661
 4528.480  0.8605
 4528.500  0.8531
 4528.520  0.8387
 4528.540  0.8143
 4528.560  0.7832
 4528.580  0.7510
 4528.600  0.7237
 4528.620  0.7085
 4528.640  0.7127
 4528.660  0.7390
 4528.680  0.7813
 4528.700  0.8272
 4528.720  0.8640
 4528.740  0.8836
 4528.760  0.8840
 4528.780  0.8676
 4528.800  0.8394
 4528.820  0.8088
 4528.840  0.7868
 4528.860  0.7774
 4528.880  0.7781
 4528.900  0.7845
 4528.920  0.7919
 4528.940  0.7950
 4528.960  0.7907
 4528.980  0.7807
 4529.000  0.7686
 4529.020  0.7577
 4529.040  0.7519
 4529.060  0.7557
 4529.080  0.7718
 4529.100  0.7974
 4529.120  0.8233
 4529.140  0.8402
 4529.160  0.8465
 4529.180  0.8451
 4529.200  0.8358
 4529.220  0.8150
 4529.240  0.7844
 4529.260  0.7544
 4529.280  0.7382
 4529.300  0.7433
 4529.320  0.7658
 4529.340  0.7950
 4529.360  0.8213
 4529.380  0.8386
 4529.400  0.8437
 4529.420  0.8338
 4529.440  0.8050
 4529.460  0.7557
 4529.480  0.6898
 4529.500  0.6179
 4529.520  0.5524
 4529.540  0.5017
 4529.560  0.4688
 4529.580  0.4522
 4529.600  0.4501
 4529.620  0.4653
 4529.640  0.5035
 4529.660  0.5658
 4529.680  0.6454
 4529.700  0.7282
 4529.720  0.7970
 4529.740  0.8393
 4529.760  0.8549
 4529.780  0.8531
 4529.800  0.8476
 4529.820  0.8489
 4529.840  0.8572
 4529.860  0.8660
 4529.880  0.8717
 4529.900  0.8749
 4529.920  0.8754
 4529.940  0.8708
 4529.960  0.8563
 4529.980  0.8278
 4530.000  0.7814
 4530.020  0.7164
 4530.040  0.6420
 4530.060  0.5746
 4530.080  0.5255
 4530.100  0.4975
 4530.120  0.4913
 4530.140  0.5078
 4530.160  0.5454
 4530.180  0.5995
 4530.200  0.6629
 4530.220  0.7290
 4530.240  0.7912
 4530.260  0.8415
 4530.280  0.8731
 4530.300  0.8852
 4530.320  0.8810
 4530.340  0.8628
 4530.360  0.8321
 4530.380  0.7954
 4530.400  0.7631
 4530.420  0.7419
 4530.440  0.7305
