           1.0000  1.0000
          -1.1400  0.0000
 4672.000  0.9155  1.0054
 4672.020  0.9351  1.0121
 4672.040  0.9720  1.0095
 4672.060  1.0038  1.0064
 4672.080  1.0279  1.0085
 4672.100  1.0366  1.0076
 4672.120  1.0262  1.0066
 4672.140  1.0002  1.0044
 4672.160  0.9700  1.0105
 4672.180  0.9498  1.0109
 4672.200  0.9468  1.0096
 4672.220  0.9578  1.0144
 4672.240  0.9752  1.0140
 4672.260  0.9901  1.0111
 4672.280  0.9953  1.0079
 4672.300  0.9896  1.0122
 4672.320  0.9756  1.0069
 4672.340  0.9548  1.0069
 4672.360  0.9299  1.0058
 4672.380  0.9060  1.0080
 4672.400  0.8883  1.0044
 4672.420  0.8807  1.0104
 4672.440  0.8845  1.0109
 4672.460  0.8979  1.0141
 4672.480  0.9168  1.0125
 4672.500  0.9366  1.0125
 4672.520  0.9536  1.0095
 4672.540  0.9656  1.0089
 4672.560  0.9721  1.0064
 4672.580  0.9736  1.0046
 4672.600  0.9717  1.0037
 4672.620  0.9693  1.0044
 4672.640  0.9689  1.0053
 4672.660  0.9716  1.0066
 4672.680  0.9769  1.0073
 4672.700  0.9829  1.0080
 4672.720  0.9880  1.0077
 4672.740  0.9911  1.0073
 4672.760  0.9921  1.0070
 4672.780  0.9917  1.0068
 4672.800  0.9903  1.0066
 4672.820  0.9875  1.0062
 4672.840  0.9820  1.0048
 4672.860  0.9715  1.0020
 4672.880  0.9545  0.9979
 4672.900  0.9305  0.9930
 4672.920  0.9014  0.9885
 4672.940  0.8713  0.9855
 4672.960  0.8456  0.9851
 4672.980  0.8287  0.9874
 4673.000  0.8229  0.9918
 4673.020  0.8265  0.9973
 4673.040  0.8350  1.0022
 4673.060  0.8416  1.0054
 4673.080  0.8407  1.0064
 4673.100  0.8293  1.0055
 4673.120  0.8088  1.0038
 4673.140  0.7848  1.0023
 4673.160  0.7652  1.0020
 4673.180  0.7578  1.0028
 4673.200  0.7675  1.0044
 4673.220  0.7947  1.0061
 4673.240  0.8351  1.0072
 4673.260  0.8813  1.0076
 4673.280  0.9250  1.0075
 4673.300  0.9593  1.0074
 4673.320  0.9806  1.0079
 4673.340  0.9893  1.0089
 4673.360  0.9890  1.0099
 4673.380  0.9851  1.0102
 4673.400  0.9832  1.0092
 4673.420  0.9867  1.0070
 4673.440  0.9967  1.0044
 4673.460  1.0110  1.0026
 4673.480  1.0253  1.0025
 4673.500  1.0345  1.0044
 4673.520  1.0342  1.0076
 4673.540  1.0225  1.0100
 4673.560  1.0004  1.0099
 4673.580  0.9719  1.0057
 4673.600  0.9434  0.9976
 4673.620  0.9216  0.9871
 4673.640  0.9123  0.9770
 4673.660  0.9178  0.9702
 4673.680  0.9360  0.9688
 4673.700  0.9606  0.9731
 4673.720  0.9830  0.9817
 4673.740  0.9956  0.9919
 4673.760  0.9938  1.0010
 4673.780  0.9776  1.0068
 4673.800  0.9514  1.0089
 4673.820  0.9221  1.0080
 4673.840  0.8973  1.0058
 4673.860  0.8825  1.0039
 4673.880  0.8796  1.0032
 4673.900  0.8867  1.0035
 4673.920  0.8994  1.0041
 4673.940  0.9124  1.0039
 4673.960  0.9219  1.0025
 4673.980  0.9267  1.0001
 4674.000  0.9279  0.9975
 4674.020  0.9282  0.9957
 4674.040  0.9297  0.9955
 4674.060  0.9334  0.9967
 4674.080  0.9383  0.9989
 4674.100  0.9424  1.0012
 4674.120  0.9439  1.0031
 4674.140  0.9423  1.0042
 4674.160  0.9389  1.0050
 4674.180  0.9365  1.0058
 4674.200  0.9378  1.0070
 4674.220  0.9445  1.0084
 4674.240  0.9559  1.0096
 4674.260  0.9695  1.0098
 4674.280  0.9815  1.0087
 4674.300  0.9885  1.0067
 4674.320  0.9890  1.0044
 4674.340  0.9838  1.0028
 4674.360  0.9761  1.0024
 4674.380  0.9698  1.0033
 4674.400  0.9681  1.0045
 4674.420  0.9725  1.0049
 4674.440  0.9818  1.0033
 4674.460  0.9936  0.9993
 4674.480  1.0047  0.9936
 4674.500  1.0125  0.9878
 4674.520  1.0161  0.9834
 4674.540  1.0160  0.9820
 4674.560  1.0136  0.9838
 4674.580  1.0100  0.9883
 4674.600  1.0051  0.9941
 4674.620  0.9979  0.9996
 4674.640  0.9868  1.0037
 4674.660  0.9712  1.0060
 4674.680  0.9519  1.0067
 4674.700  0.9321  1.0067
 4674.720  0.9159  1.0065
 4674.740  0.9077  1.0066
 4674.760  0.9097  1.0070
 4674.780  0.9214  1.0074
 4674.800  0.9392  1.0075
 4674.820  0.9577  1.0071
 4674.840  0.9717  1.0066
 4674.860  0.9779  1.0061
 4674.880  0.9759  1.0060
 4674.900  0.9688  1.0063
 4674.920  0.9612  1.0068
 4674.940  0.9574  1.0072
 4674.960  0.9597  1.0070
 4674.980  0.9677  1.0064
 4675.000  0.9778  1.0052
 4675.020  0.9859  1.0038
 4675.040  0.9881  1.0025
 4675.060  0.9831  1.0012
 4675.080  0.9724  1.0000
 4675.100  0.9598  0.9989
 4675.120  0.9496  0.9978
 4675.140  0.9451  0.9970
 4675.160  0.9474  0.9968
 4675.180  0.9548  0.9975
 4675.200  0.9644  0.9991
 4675.220  0.9730  1.0015
 4675.240  0.9787  1.0042
 4675.260  0.9815  1.0064
 4675.280  0.9830  1.0078
 4675.300  0.9852  1.0082
 4675.320  0.9896  1.0080
 4675.340  0.9965  1.0075
 4675.360  1.0042  1.0073
 4675.380  1.0104  1.0074
 4675.400  1.0130  1.0078
 4675.420  1.0107  1.0080
 4675.440  1.0037  1.0078
 4675.460  0.9932  1.0071
 4675.480  0.9807  1.0062
 4675.500  0.9675  1.0054
 4675.520  0.9542  1.0051
 4675.540  0.9411  1.0055
 4675.560  0.9284  1.0063
 4675.580  0.9173  1.0072
 4675.600  0.9092  1.0075
 4675.620  0.9061  1.0070
 4675.640  0.9091  1.0059
 4675.660  0.9180  1.0045
 4675.680  0.9306  1.0035
 4675.700  0.9436  1.0032
 4675.720  0.9533  1.0039
 4675.740  0.9572  1.0051
 4675.760  0.9553  1.0063
 4675.780  0.9496  1.0072
 4675.800  0.9437  1.0073
 4675.820  0.9413  1.0069
 4675.840  0.9444  1.0064
 4675.860  0.9529  1.0060
 4675.880  0.9643  1.0060
 4675.900  0.9750  1.0062
 4675.920  0.9813  1.0063
 4675.940  0.9814  1.0059
 4675.960  0.9751  1.0049
 4675.980  0.9642  1.0036
 4676.000  0.9511  1.0023
 4676.020  0.9381  1.0016
 4676.040  0.9264  1.0015
 4676.060  0.9165  1.0019
 4676.080  0.9083  1.0018
 4676.100  0.9021  1.0007
 4676.120  0.8986  0.9978
 4676.140  0.8989  0.9934
 4676.160  0.9042  0.9880
 4676.180  0.9141  0.9830
 4676.200  0.9272  0.9796
 4676.220  0.9406  0.9786
 4676.240  0.9513  0.9805
 4676.260  0.9574  0.9847
 4676.280  0.9587  0.9901
 4676.300  0.9571  0.9956
 4676.320  0.9554  1.0000
 4676.340  0.9560  1.0030
 4676.360  0.9599  1.0044
 4676.380  0.9660  1.0049
 4676.400  0.9714  1.0050
 4676.420  0.9731  1.0052
 4676.440  0.9693  1.0059
 4676.460  0.9601  1.0070
 4676.480  0.9478  1.0082
 4676.500  0.9358  1.0091
 4676.520  0.9271  1.0094
 4676.540  0.9230  1.0091
 4676.560  0.9225  1.0083
 4676.580  0.9235  1.0073
 4676.600  0.9231  1.0063
 4676.620  0.9201  1.0057
 4676.640  0.9151  1.0056
 4676.660  0.9106  1.0061
 4676.680  0.9097  1.0069
 4676.700  0.9140  1.0079
 4676.720  0.9233  1.0087
 4676.740  0.9345  1.0093
 4676.760  0.9434  1.0095
 4676.780  0.9461  1.0094
 4676.800  0.9412  1.0091
 4676.820  0.9302  1.0087
 4676.840  0.9174  1.0083
 4676.860  0.9081  1.0080
 4676.880  0.9064  1.0078
 4676.900  0.9137  1.0076
 4676.920  0.9275  1.0074
 4676.940  0.9431  1.0075
 4676.960  0.9550  1.0077
 4676.980  0.9593  1.0082
 4677.000  0.9552  1.0088
 4677.020  0.9453  1.0094
 4677.040  0.9345  1.0097
 4677.060  0.9276  1.0097
 4677.080  0.9275  1.0092
 4677.100  0.9340  1.0085
 4677.120  0.9437  1.0076
 4677.140  0.9510  1.0070
 4677.160  0.9505  1.0068
 4677.180  0.9390  1.0071
 4677.200  0.9165  1.0079
 4677.220  0.8868  1.0089
 4677.240  0.8560  1.0099
 4677.260  0.8318  1.0106
 4677.280  0.8202  1.0110
 4677.300  0.8249  1.0110
 4677.320  0.8455  1.0107
 4677.340  0.8777  1.0101
 4677.360  0.9141  1.0095
 4677.380  0.9459  1.0087
 4677.400  0.9651  1.0079
 4677.420  0.9665  1.0070
 4677.440  0.9496  1.0062
 4677.460  0.9185  1.0054
 4677.480  0.8815  1.0047
 4677.500  0.8482  1.0044
 4677.520  0.8274  1.0045
 4677.540  0.8241  1.0053
 4677.560  0.8382  1.0067
 4677.580  0.8649  1.0086
 4677.600  0.8961  1.0108
 4677.620  0.9237  1.0129
 4677.640  0.9420  1.0144
 4677.660  0.9492  1.0149
 4677.680  0.9479  1.0142
 4677.700  0.9432  1.0125
 4677.720  0.9408  1.0103
 4677.740  0.9444  1.0081
 4677.760  0.9544  1.0068
 4677.780  0.9683  1.0068
 4677.800  0.9814  1.0080
 4677.820  0.9896  1.0100
 4677.840  0.9903  1.0122
 4677.860  0.9837  1.0136
 4677.880  0.9724  1.0139
 4677.900  0.9600  1.0128
 4677.920  0.9497  1.0109
 4677.940  0.9434  1.0088
 4677.960  0.9412  1.0072
 4677.980  0.9417  1.0065
 4678.000  0.9429  1.0068
 4678.020  0.9430  1.0078
 4678.040  0.9407  1.0091
 4678.060  0.9358  1.0101
 4678.080  0.9286  1.0107
 4678.100  0.9201  1.0108
 4678.120  0.9120  1.0107
 4678.140  0.9061  1.0105
 4678.160  0.9051  1.0103
 4678.180  0.9109  1.0101
 4678.200  0.9247  1.0095
 4678.220  0.9457  1.0086
 4678.240  0.9708  1.0072
 4678.260  0.9948  1.0056
 4678.280  1.0121  1.0040
 4678.300  1.0178  1.0028
 4678.320  1.0106  1.0021
 4678.340  0.9925  1.0018
 4678.360  0.9692  1.0018
 4678.380  0.9476  1.0018
 4678.400  0.9339  1.0015
 4678.420  0.9311  1.0008
 4678.440  0.9384  0.9996
 4678.460  0.9513  0.9981
 4678.480  0.9640  0.9963
 4678.500  0.9715  0.9945
 4678.520  0.9715  0.9928
 4678.540  0.9649  0.9915
 4678.560  0.9551  0.9909
 4678.580  0.9458  0.9913
 4678.600  0.9392  0.9927
 4678.620  0.9355  0.9952
 4678.640  0.9327  0.9982
 4678.660  0.9283  1.0014
 4678.680  0.9210  1.0040
 4678.700  0.9118  1.0058
 4678.720  0.9038  1.0066
 4678.740  0.9007  1.0065
 4678.760  0.9051  1.0058
 4678.780  0.9168  1.0049
 4678.800  0.9328  1.0038
 4678.820  0.9480  1.0026
 4678.840  0.9577  1.0011
 4678.860  0.9597  0.9992
 4678.880  0.9552  0.9970
 4678.900  0.9483  0.9950
 4678.920  0.9442  0.9938
 4678.940  0.9464  0.9938
 4678.960  0.9548  0.9952
 4678.980  0.9654  0.9977
 4679.000  0.9717  1.0008
 4679.020  0.9676  1.0036
 4679.040  0.9502  1.0055
 4679.060  0.9212  1.0063
 4679.080  0.8874  1.0061
 4679.100  0.8578  1.0055
 4679.120  0.8411  1.0052
 4679.140  0.8424  1.0055
 4679.160  0.8615  1.0066
 4679.180  0.8935  1.0082
 4679.200  0.9304  1.0097
 4679.220  0.9645  1.0108
 4679.240  0.9905  1.0111
 4679.260  1.0066  1.0105
 4679.280  1.0144  1.0095
 4679.300  1.0173  1.0084
 4679.320  1.0183  1.0076
 4679.340  1.0191  1.0073
 4679.360  1.0198  1.0076
 4679.380  1.0189  1.0082
 4679.400  1.0154  1.0088
 4679.420  1.0089  1.0092
 4679.440  1.0005  1.0092
 4679.460  0.9920  1.0086
 4679.480  0.9849  1.0078
 4679.500  0.9800  1.0070
 4679.520  0.9762  1.0067
 4679.540  0.9721  1.0071
 4679.560  0.9658  1.0082
 4679.580  0.9572  1.0098
 4679.600  0.9475  1.0111
 4679.620  0.9393  1.0113
 4679.640  0.9357  1.0099
 4679.660  0.9388  1.0067
 4679.680  0.9484  1.0024
 4679.700  0.9621  0.9979
 4679.720  0.9760  0.9948
 4679.740  0.9855  0.9940
 4679.760  0.9877  0.9959
 4679.780  0.9817  1.0000
 4679.800  0.9696  1.0050
 4679.820  0.9552  1.0094
 4679.840  0.9426  1.0120
 4679.860  0.9349  1.0122
 4679.880  0.9333  1.0104
 4679.900  0.9368  1.0079
 4679.920  0.9429  1.0058
 4679.940  0.9485  1.0051
 4679.960  0.9513  1.0059
 4679.980  0.9501  1.0076
 4680.000  0.9456  1.0095
 4680.020  0.9395  1.0105
 4680.040  0.9335  1.0104
 4680.060  0.9290  1.0094
 4680.080  0.9255  1.0081
 4680.100  0.9214  1.0073
 4680.120  0.9139  1.0074
 4680.140  0.9004  1.0084
 4680.160  0.8796  1.0099
 4680.180  0.8525  1.0112
 4680.200  0.8227  1.0120
 4680.220  0.7958  1.0120
 4680.240  0.7782  1.0116
 4680.260  0.7748  1.0108
 4680.280  0.7878  1.0101
 4680.300  0.8149  1.0095
 4680.320  0.8506  1.0089
 4680.340  0.8867  1.0083
 4680.360  0.9156  1.0077
 4680.380  0.9319  1.0074
 4680.400  0.9348  1.0077
 4680.420  0.9277  1.0084
 4680.440  0.9170  1.0095
 4680.460  0.9098  1.0104
 4680.480  0.9110  1.0104
 4680.500  0.9215  1.0093
 4680.520  0.9387  1.0073
 4680.540  0.9568  1.0048
 4680.560  0.9699  1.0029
 4680.580  0.9742  1.0021
 4680.600  0.9694  1.0029
 4680.620  0.9586  1.0047
 4680.640  0.9473  1.0069
 4680.660  0.9403  1.0086
 4680.680  0.9406  1.0093
 4680.700  0.9479  1.0089
 4680.720  0.9592  1.0078
 4680.740  0.9704  1.0069
 4680.760  0.9776  1.0063
 4680.780  0.9794  1.0062
 4680.800  0.9765  1.0062
 4680.820  0.9715  1.0058
 4680.840  0.9673  1.0049
 4680.860  0.9659  1.0036
 4680.880  0.9676  1.0026
 4680.900  0.9712  1.0025
 4680.920  0.9748  1.0034
 4680.940  0.9767  1.0051
 4680.960  0.9761  1.0068
 4680.980  0.9730  1.0078
 4681.000  0.9681  1.0076
 4681.020  0.9616  1.0065
 4681.040  0.9536  1.0052
 4681.060  0.9439  1.0045
 4681.080  0.9327  1.0047
 4681.100  0.9213  1.0055
 4681.120  0.9122  1.0059
 4681.140  0.9087  1.0049
 4681.160  0.9133  1.0022
 4681.180  0.9269  0.9985
 4681.200  0.9480  0.9953
 4681.220  0.9721  0.9941
 4681.240  0.9935  0.9958
 4681.260  1.0069  0.9995
 4681.280  1.0089  1.0029
 4681.300  0.9993  1.0032
 4681.320  0.9810  0.9981
 4681.340  0.9585  0.9875
 4681.360  0.9371  0.9733
 4681.380  0.9216  0.9593
 4681.400  0.9151  0.9494
 4681.420  0.9187  0.9462
 4681.440  0.9313  0.9497
 4681.460  0.9506  0.9574
 4681.480  0.9733  0.9657
 4681.500  0.9963  0.9714
 4681.520  1.0159  0.9732
 4681.540  1.0288  0.9726
 4681.560  1.0322  0.9726
 4681.580  1.0249  0.9761
 4681.600  1.0081  0.9845
 4681.620  0.9854  0.9963
 4681.640  0.9622  1.0081
 4681.660  0.9437  1.0158
 4681.680  0.9338  1.0167
 4681.700  0.9336  1.0108
 4681.720  0.9415  1.0006
 4681.740  0.9533  0.9898
 4681.760  0.9642  0.9811
 4681.780  0.9702  0.9746
 4681.800  0.9701  0.9672
 4681.820  0.9653  0.9546
 4681.840  0.9595  0.9327
 4681.860  0.9568  0.9008
 4681.880  0.9596  0.8628
 4681.900  0.9676  0.8262
 4681.920  0.9764  0.7998
 4681.940  0.9794  0.7907
 4681.960  0.9706  0.8014
 4681.980  0.9479  0.8288
 4682.000  0.9141  0.8654
 4682.020  0.8756  0.9022
