           1.0300  1.0000
          -1.1600  0.0000
 4772.000  0.9780  0.9424
 4772.020  0.9153  1.0045
 4772.040  0.8921  1.0228
 4772.060  0.8703  1.0150
 4772.080  0.8588  1.0070
 4772.100  0.8596  1.0016
 4772.120  0.8759  0.9859
 4772.140  0.9036  0.9812
 4772.160  0.9333  0.9760
 4772.180  0.9536  0.9651
 4772.200  0.9607  0.9775
 4772.220  0.9629  0.9768
 4772.240  0.9630  0.9397
 4772.260  0.9571  0.9644
 4772.280  0.9509  0.9756
 4772.300  0.9515  0.9840
 4772.320  0.9576  0.9970
 4772.340  0.9675  1.0064
 4772.360  0.9803  1.0082
 4772.380  0.9943  1.0093
 4772.400  1.0076  1.0094
 4772.420  1.0184  1.0048
 4772.440  1.0226  1.0035
 4772.460  1.0162  1.0055
 4772.480  0.9974  1.0105
 4772.500  0.9683  1.0169
 4772.520  0.9361  1.0220
 4772.540  0.9106  1.0192
 4772.560  0.9000  1.0117
 4772.580  0.9073  1.0007
 4772.600  0.9280  0.9891
 4772.620  0.9516  0.9811
 4772.640  0.9661  0.9808
 4772.660  0.9635  0.9850
 4772.680  0.9428  0.9937
 4772.700  0.9092  1.0006
 4772.720  0.8713  1.0052
 4772.740  0.8381  1.0074
 4772.760  0.8174  1.0085
 4772.780  0.8127  1.0099
 4772.800  0.8229  1.0121
 4772.820  0.8426  1.0145
 4772.840  0.8648  1.0158
 4772.860  0.8843  1.0148
 4772.880  0.8992  1.0117
 4772.900  0.9113  1.0075
 4772.920  0.9239  1.0045
 4772.940  0.9392  1.0039
 4772.960  0.9566  1.0057
 4772.980  0.9724  1.0080
 4773.000  0.9816  1.0076
 4773.020  0.9796  1.0019
 4773.040  0.9650  0.9901
 4773.060  0.9403  0.9742
 4773.080  0.9118  0.9589
 4773.100  0.8875  0.9494
 4773.120  0.8741  0.9492
 4773.140  0.8740  0.9587
 4773.160  0.8849  0.9743
 4773.180  0.9012  0.9904
 4773.200  0.9173  1.0008
