           1.0300  1.0000
           0.1300  0.0000
 4222.000  1.0336  0.8347
 4222.020 -1.0000  0.8046
 4222.040 -1.0000  0.7550
 4222.060 -1.0000  0.6821
 4222.080 -1.0000  0.6161
 4222.100 -1.0000  0.5617
 4222.120 -1.0000  0.4859
 4222.140 -1.0000  0.4719
 4222.160 -1.0000  0.5657
 4222.180 -1.0000  0.6539
 4222.200 -1.0000  0.7358
 4222.220 -1.0000  0.7850
 4222.240  0.9818  0.8192
 4222.260  0.9802  0.8467
 4222.280  0.9868  0.8617
 4222.300  0.9985  0.8672
 4222.320  1.0097  0.8873
 4222.340  1.0236  0.8744
 4222.360  1.0411  0.8865
 4222.380  1.0551  0.8906
 4222.400  1.0601  0.8960
 4222.420  1.0562  0.8971
 4222.440  1.0457  0.8991
 4222.460  1.0340  0.9179
 4222.480  1.0270  0.9099
 4222.500  1.0266  0.9187
 4222.520  1.0276  0.9038
 4222.540  1.0218  0.8953
 4222.560  1.0074  0.8868
 4222.580  0.9855  0.8555
 4222.600  0.9512  0.9046
 4222.620  0.9000  0.9037
 4222.640  0.8289  0.9136
 4222.660  0.7359  0.9198
 4222.680  0.6247  0.9234
 4222.700  0.5097  0.9242
 4222.720  0.4119  0.9269
 4222.740  0.3423  0.9148
 4222.760  0.2966  0.9342
 4222.780  0.2648  0.9070
 4222.800  0.2398  0.8907
 4222.820  0.2213  0.9052
 4222.840  0.2132  0.8927
 4222.860  0.2192  0.9091
 4222.880  0.2426  0.8899
 4222.900  0.2841  0.8819
 4222.920  0.3405  0.8397
 4222.940  0.4078  0.8340
 4222.960  0.4853  0.8483
 4222.980  0.5718  0.8866
 4223.000  0.6569  0.8945
 4223.020  0.7243  0.9103
 4223.040  0.7683  0.9028
 4223.060  0.7965  0.9282
 4223.080  0.8136  0.8991
 4223.100  0.8192  0.9279
 4223.120  0.8165  0.9120
 4223.140  0.8078  0.9111
 4223.160  0.7917  0.9085
 4223.180  0.7655  0.8824
 4223.200  0.7306  0.9071
 4223.220  0.6980  0.8863
 4223.240  0.6824  0.8731
 4223.260  0.6893  0.8833
 4223.280  0.7062  0.8524
 4223.300  0.7132  0.8416
 4223.320 -1.0000  0.7901
 4223.340 -1.0000  0.7108
 4223.360 -1.0000  0.5794
 4223.380 -1.0000  0.3704
 4223.400 -1.0000  0.2597
 4223.420 -1.0000  0.5496
 4223.440 -1.0000  0.6771
 4223.460 -1.0000  0.7628
