           1.1700  1.0000
           0.1300  0.0000
 4197.000 -1.0000  0.7849
 4197.020 -1.0000  0.7272
 4197.040 -1.0000  0.6703
 4197.060 -1.0000  0.5884
 4197.080 -1.0000  0.4479
 4197.100 -1.0000  0.3077
 4197.120 -1.0000  0.2986
 4197.140 -1.0000  0.4256
 4197.160 -1.0000  0.5363
 4197.180 -1.0000  0.6440
 4197.200 -1.0000  0.6682
 4197.220 -1.0000  0.7013
 4197.240 -1.0000  0.6833
 4197.260 -1.0000  0.6567
 4197.280 -1.0000  0.6842
 4197.300 -1.0000  0.7191
 4197.320 -1.0000  0.7581
 4197.340  0.7105  0.8026
 4197.360  0.6754  0.8233
 4197.380  0.6234  0.8551
 4197.400  0.5799  0.8543
 4197.420  0.5632  0.8900
 4197.440  0.5785  0.8734
 4197.460  0.6205  0.8776
 4197.480  0.6855  0.8808
 4197.500  0.7720  0.8767
 4197.520  0.8668  0.8777
 4197.540  0.9492  0.8820
 4197.560  1.0116  0.8832
 4197.580  1.0565  0.8698
 4197.600  1.0818  0.8673
 4197.620  1.0843  0.8694
 4197.640  1.0670  0.8690
 4197.660  1.0371  0.8697
 4197.680  0.9985  0.8597
 4197.700  0.9528  0.8449
 4197.720  0.9116  0.8163
 4197.740 -1.0000  0.7743
 4197.760 -1.0000  0.7228
 4197.780 -1.0000  0.6639
 4197.800 -1.0000  0.6657
 4197.820 -1.0000  0.6912
 4197.840 -1.0000  0.7616
 4197.860 -1.0000  0.8027
 4197.880  0.8060  0.8397
 4197.900  0.7981  0.8635
 4197.920  0.7933  0.8746
 4197.940  0.7899  0.8970
 4197.960  0.7881  0.9024
 4197.980  0.7903  0.8951
 4198.000  0.7979  0.8941
 4198.020  0.8141  0.9010
 4198.040  0.8424  0.9047
 4198.060  0.8753  0.9014
 4198.080  0.8962  0.9087
 4198.100  0.8955  0.9136
 4198.120  0.8742  0.9212
 4198.140  0.8386  0.9151
 4198.160  0.8007  0.9245
 4198.180  0.7770  0.9158
 4198.200  0.7795  0.9354
 4198.220  0.8055  0.9270
 4198.240  0.8402  0.9289
 4198.260  0.8752  0.9271
 4198.280  0.9134  0.9222
 4198.300  0.9557  0.9196
 4198.320  0.9965  0.9249
 4198.340  1.0279  0.9161
 4198.360  1.0463  0.9235
 4198.380  1.0533  0.9357
 4198.400  1.0445  0.9127
 4198.420  1.0130  0.9308
 4198.440  0.9650  0.9149
 4198.460  0.9137  0.9322
 4198.480  0.8668  0.9063
 4198.500  0.8273  0.9016
 4198.520  0.7946  0.8987
 4198.540  0.7649  0.9210
 4198.560  0.7335  0.9240
 4198.580  0.6963  0.9240
 4198.600  0.6527  0.9180
 4198.620  0.6104  0.9170
 4198.640  0.5789  0.9078
 4198.660  0.5551  0.9095
 4198.680  0.5313  0.9348
 4198.700  0.5128  0.9204
 4198.720  0.5057  0.9222
 4198.740  0.5026  0.9183
 4198.760  0.4976  0.9398
 4198.780  0.4975  0.9280
 4198.800  0.5063  0.9146
 4198.820  0.5196  0.8980
 4198.840  0.5362  0.9171
 4198.860  0.5598  0.9016
 4198.880  0.5901  0.9046
 4198.900  0.6229  0.8949
 4198.920  0.6552  0.9143
 4198.940  0.6884  0.9078
 4198.960  0.7275  0.9085
 4198.980  0.7771  0.8916
 4199.000  0.8350  0.9101
 4199.020  0.8932  0.9175
