           0.9900  1.0000
           0.1400  0.0000
 4447.000  0.9696  1.0049
 4447.020  0.9722  0.9937
 4447.040  0.9651  0.9944
 4447.060  0.9604  1.0062
 4447.080  0.9569  0.9888
 4447.100  0.9536  1.0002
 4447.120  0.9491  0.9994
 4447.140  0.9418  1.0039
 4447.160  0.9311  0.9955
 4447.180  0.9212  0.9996
 4447.200  0.9180  0.9956
 4447.220  0.9197  0.9961
 4447.240  0.9193  1.0062
 4447.260  0.9128  1.0014
 4447.280  0.9013  0.9976
 4447.300  0.8923  1.0068
 4447.320  0.8919  0.9967
 4447.340  0.8982  0.9947
 4447.360  0.9048  0.9914
 4447.380  0.9048  0.9736
 4447.400  0.8950  0.9993
 4447.420  0.8791  0.9858
 4447.440  0.8622  1.0060
 4447.460  0.8479  0.9912
 4447.480  0.8396  1.0019
 4447.500  0.8394  1.0039
 4447.520  0.8450  1.0098
 4447.540  0.8523  1.0086
 4447.560  0.8639  0.9969
 4447.580  0.8830  1.0095
 4447.600  0.9033  0.9975
 4447.620  0.9168  0.9890
 4447.640  0.9250  0.9868
 4447.660  0.9322  0.9938
 4447.680  0.9398  1.0125
 4447.700  0.9480  1.0055
 4447.720  0.9557  1.0061
 4447.740  0.9617  0.9951
 4447.760  0.9666  0.9881
 4447.780  0.9707  0.9921
 4447.800  0.9708  0.9767
 4447.820  0.9636  0.9904
 4447.840  0.9534  0.9983
 4447.860  0.9456  1.0018
 4447.880  0.9403  1.0077
 4447.900  0.9352  1.0056
 4447.920  0.9284  1.0154
 4447.940  0.9205  1.0181
 4447.960  0.9133  1.0052
 4447.980  0.9071  1.0133
 4448.000  0.9006  1.0125
 4448.020  0.8911  1.0060
 4448.040  0.8783  1.0073
 4448.060  0.8669  1.0047
 4448.080  0.8594  1.0023
 4448.100  0.8539  1.0143
 4448.120  0.8479  0.9982
 4448.140  0.8423  1.0039
 4448.160  0.8438  0.9929
 4448.180  0.8568  0.9912
 4448.200  0.8763  0.9828
 4448.220  0.8942  0.9700
 4448.240  0.9052  0.9620
 4448.260  0.9070  0.9782
 4448.280  0.8986  0.9864
 4448.300  0.8772  0.9886
 4448.320  0.8376  0.9901
 4448.340  0.7815  0.9838
 4448.360  0.7269  0.9801
 4448.380  0.6989  0.9737
 4448.400  0.7051  0.9668
 4448.420  0.7310  0.9702
 4448.440  0.7584  0.9736
 4448.460  0.7819  0.9769
 4448.480  0.8065  0.9803
 4448.500  0.8351  0.9837
 4448.520  0.8644  0.9870
 4448.540  0.8888  0.9904
 4448.560  0.9030  0.9938
 4448.580  0.9053  0.9972
 4448.600  0.9008  1.0005
 4448.620  0.8948  1.0039
 4448.640  0.8879  1.0073
 4448.660  0.8800  1.0106
 4448.680  0.8743  1.0159
 4448.700  0.8725  1.0102
 4448.720  0.8715  1.0169
 4448.740  0.8675  1.0033
 4448.760  0.8660  1.0034
 4448.780  0.8774  1.0102
 4448.800  0.8986  0.9971
 4448.820  0.9170  1.0033
 4448.840  0.9304  1.0029
 4448.860  0.9433  1.0014
 4448.880  0.9550  1.0104
 4448.900  0.9600  0.9971
 4448.920  0.9533  1.0014
 4448.940  0.9361  1.0007
 4448.960  0.9163  0.9949
