           1.0000  1.0000
           0.1300  0.0000
 4297.000  0.9686  0.9594
 4297.020  0.9379  0.9687
 4297.040  0.9458  0.9697
 4297.060  0.9614  0.9630
 4297.080  0.9825  0.9595
 4297.100  0.9942  0.9567
 4297.120  0.9973  0.9601
 4297.140  1.0069  0.9680
 4297.160  1.0249  0.9326
 4297.180  1.0370  0.9546
 4297.200  1.0358  0.9447
 4297.220  1.0233  0.9561
 4297.240  1.0036  0.9693
 4297.260  0.9782  0.9689
 4297.280  0.9464  0.9577
 4297.300  0.9141  0.9647
 4297.320  0.8863  0.9427
 4297.340  0.8536  0.9548
 4297.360  0.8056  0.9630
 4297.380  0.7375  0.9406
 4297.400  0.6476  0.9548
 4297.420  0.5463  0.9573
 4297.440  0.4514  0.9566
 4297.460  0.3729  0.9527
 4297.480  0.3108  0.9351
 4297.500  0.2638  0.9259
 4297.520  0.2294  0.9383
 4297.540  0.2013  0.9331
 4297.560  0.1773  0.9193
 4297.580  0.1649  0.9452
 4297.600  0.1697  0.9471
 4297.620  0.1909  0.9578
 4297.640  0.2280  0.9510
 4297.660  0.2763  0.9443
 4297.680  0.3247  0.9376
 4297.700  0.3693  0.9308
 4297.720  0.4119  0.9241
 4297.740  0.4480  0.9173
 4297.760  0.4695  0.9106
 4297.780  0.4760  0.9074
 4297.800  0.4757  0.9246
 4297.820  0.4790  0.9564
 4297.840  0.4925  0.9560
 4297.860  0.5220  0.9549
 4297.880  0.5744  0.9599
 4297.900  0.6459  0.9467
 4297.920  0.7224  0.9480
 4297.940  0.7971  0.9493
 4297.960  0.8691  0.9506
 4297.980  0.9294  0.9519
 4298.000  0.9665  0.9532
 4298.020  0.9771  0.9546
 4298.040  0.9691  0.9581
 4298.060  0.9546  0.9468
 4298.080  0.9412  0.9349
 4298.100  0.9300  0.9242
 4298.120  0.9221  0.9369
 4298.140  0.9196  0.9327
 4298.160  0.9240  0.9163
 4298.180  0.9378  0.8776
 4298.200  0.9600  0.8134
 4298.220  0.9814  0.8495
 4298.240  0.9923  0.9073
 4298.260  0.9886  0.9276
 4298.280  0.9693  0.9304
 4298.300  0.9336  0.9271
 4298.320  0.8808  0.9437
 4298.340  0.8130  0.9286
 4298.360  0.7399  0.9283
 4298.380  0.6809  0.9183
 4298.400 -1.0000  0.8713
 4298.420 -1.0000  0.8155
 4298.440 -1.0000  0.6849
 4298.460 -1.0000  0.7907
 4298.480 -1.0000  0.7780
 4298.500 -1.0000  0.6808
 4298.520 -1.0000  0.7785
 4298.540 -1.0000  0.8562
 4298.560  0.3578  0.9080
 4298.580  0.3497  0.9444
 4298.600  0.3480  0.9368
 4298.620  0.3539  0.9493
 4298.640  0.3733  0.9495
 4298.660  0.4140  0.9641
 4298.680  0.4754  0.9631
 4298.700  0.5444  0.9620
 4298.720  0.6019  0.9610
 4298.740  0.6327  0.9599
 4298.760  0.6308  0.9589
 4298.780  0.6015  0.9578
 4298.800  0.5593  0.9568
 4298.820  0.5231  0.9558
 4298.840  0.5053  0.9452
 4298.860  0.5028  0.9342
 4298.880  0.5059  0.9445
 4298.900  0.5179  0.9500
 4298.920  0.5524  0.9569
 4298.940  0.6110  0.9617
 4298.960  0.6784  0.9613
 4298.980  0.7377  0.9610
 4299.000  0.7763  0.9607
 4299.020  0.7895  0.9603
 4299.040  0.7859  0.9600
 4299.060  0.7757  0.9597
 4299.080  0.7591  0.9593
 4299.100  0.7431  0.9632
 4299.120  0.7475  0.9644
 4299.140  0.7795  0.9552
 4299.160  0.8244  0.9574
 4299.180  0.8682  0.9645
 4299.200  0.9078  0.9677
 4299.220  0.9422  0.9679
 4299.240  0.9648  0.9611
 4299.260  0.9691  0.9668
 4299.280  0.9571  0.9712
 4299.300  0.9361  0.9663
 4299.320  0.9105  0.9669
 4299.340  0.8805  0.9758
 4299.360  0.8429  0.9689
 4299.380  0.7929  0.9651
 4299.400  0.7303  0.9664
 4299.420  0.6609  0.9526
 4299.440  0.5933  0.9662
 4299.460  0.5353  0.9505
 4299.480  0.4880  0.9603
 4299.500  0.4478  0.9702
 4299.520  0.4119  0.9560
 4299.540  0.3837  0.9734
 4299.560  0.3685  0.9649
 4299.580  0.3646  0.9724
 4299.600  0.3718  0.9617
 4299.620  0.3996  0.9579
 4299.640  0.4525  0.9524
 4299.660  0.5205  0.9358
 4299.680  0.5868  0.9191
 4299.700  0.6367  0.9025
 4299.720  0.6545  0.8859
 4299.740  0.6287  0.8692
 4299.760  0.5761  0.8526
 4299.780  0.5337  0.7229
 4299.800  0.5136  0.7572
 4299.820  0.5029  0.8635
 4299.840  0.4974  0.9021
 4299.860  0.5064  0.9237
 4299.880  0.5426  0.9305
 4299.900  0.6135  0.8977
 4299.920  0.7085  0.8874
 4299.940  0.7975  0.8930
 4299.960  0.8579  0.9262
 4299.980  0.8976  0.9442
 4300.000  0.9302  0.9017
 4300.020 -1.0000  0.8248
 4300.040 -1.0000  0.7143
 4300.060 -1.0000  0.6706
 4300.080 -1.0000  0.8219
 4300.100 -1.0000  0.8829
 4300.120  1.0331  0.9107
 4300.140  1.0198  0.9304
 4300.160  1.0090  0.9262
 4300.180  1.0033  0.9454
 4300.200  0.9971  0.9385
 4300.220  0.9849  0.9277
 4300.240  0.9583  0.9227
 4300.260  0.9155  0.9123
 4300.280  0.8678  0.8878
 4300.300 -1.0000  0.8550
 4300.320 -1.0000  0.7789
 4300.340 -1.0000  0.6567
 4300.360 -1.0000  0.4382
 4300.380 -1.0000  0.5388
 4300.400 -1.0000  0.7129
 4300.420 -1.0000  0.8187
 4300.440  0.2791  0.8676
 4300.460  0.2516  0.8876
 4300.480  0.2242  0.9232
 4300.500  0.1984  0.9297
 4300.520  0.1755  0.9445
 4300.540  0.1567  0.9428
 4300.560  0.1462  0.9411
 4300.580  0.1466  0.9394
 4300.600  0.1582  0.9377
 4300.620  0.1812  0.9360
 4300.640  0.2124  0.9344
 4300.660  0.2438  0.9327
 4300.680  0.2687  0.9329
 4300.700  0.2902  0.9586
 4300.720  0.3214  0.9854
 4300.740  0.3742  0.9630
 4300.760  0.4516  0.9691
 4300.780  0.5486  0.9578
 4300.800  0.6523  0.9521
 4300.820  0.7460  0.9464
 4300.840  0.8210  0.9407
 4300.860  0.8791  0.9350
 4300.880  0.9217  0.9294
 4300.900  0.9457  0.9237
 4300.920  0.9532  0.9180
 4300.940  0.9534  0.9123
 4300.960  0.9536  0.9129
 4300.980  0.9545  0.9539
 4301.000  0.9535  0.9536
 4301.020  0.9475  0.9654
 4301.040  0.9357  0.9595
 4301.060  0.9162  0.9634
 4301.080  0.8812  0.9592
 4301.100  0.8209  0.9502
 4301.120  0.7355  0.9514
 4301.140  0.6420  0.9444
 4301.160  0.5620  0.9459
 4301.180  0.5056  0.9373
 4301.200  0.4677  0.9605
 4301.220  0.4374  0.9330
 4301.240  0.4078  0.9559
 4301.260  0.3804  0.9322
 4301.280  0.3601  0.9235
 4301.300  0.3542  0.9117
 4301.320  0.3717  0.8600
 4301.340  0.4105  0.8707
 4301.360  0.4546  0.8813
 4301.380  0.4852  0.8919
 4301.400  0.4943  0.9026
 4301.420  0.4880  0.9132
 4301.440  0.4746  0.9238
 4301.460  0.4559  0.9344
 4301.480  0.4347  0.9451
 4301.500  0.4175  0.9557
 4301.520  0.4090  0.9593
 4301.540  0.4135  0.9601
 4301.560  0.4419  0.9826
 4301.580  0.5021  0.9773
 4301.600  0.5865  0.9761
 4301.620  0.6778  0.9748
 4301.640  0.7605  0.9736
 4301.660  0.8253  0.9723
 4301.680  0.8675  0.9710
 4301.700  0.8891  0.9698
 4301.720  0.9002  0.9685
 4301.740  0.9105  0.9674
 4301.760  0.9195  0.9675
 4301.780  0.9220  0.9607
 4301.800  0.9153  0.9671
 4301.820  0.8957  0.9606
 4301.840  0.8547  0.9646
 4301.860  0.7876  0.9633
 4301.880  0.7012  0.9539
 4301.900  0.6124  0.9603
 4301.920  0.5365  0.9586
 4301.940  0.4776  0.9581
 4301.960  0.4328  0.9263
 4301.980  0.4025  0.9161
 4302.000  0.3867  0.8672
 4302.020  0.3779  0.9194
 4302.040  0.3732  0.9463
 4302.060  0.3802  0.9500
 4302.080  0.4052  0.9685
 4302.100  0.4422  0.9660
 4302.120  0.4760  0.9634
 4302.140  0.4956  0.9609
 4302.160  0.5018  0.9583
 4302.180  0.4976  0.9557
 4302.200  0.4835  0.9532
 4302.220  0.4680  0.9506
 4302.240  0.4623  0.9481
 4302.260  0.4687  0.9543
 4302.280  0.4863  0.9525
 4302.300  0.5209  0.9563
 4302.320  0.5796  0.9636
 4302.340  0.6581  0.9573
 4302.360  0.7400  0.9510
 4302.380  0.8105  0.9448
 4302.400  0.8668  0.9385
 4302.420  0.9132  0.9322
 4302.440  0.9462  0.9260
 4302.460  0.9563  0.9481
 4302.480  0.9414  0.9532
 4302.500  0.9056  0.9509
 4302.520  0.8477  0.9414
 4302.540  0.7682  0.9354
 4302.560  0.6786  0.9228
 4302.580  0.5954  0.9276
 4302.600  0.5266  0.9287
 4302.620  0.4705  0.9460
 4302.640  0.4245  0.9440
 4302.660  0.3906  0.9483
 4302.680  0.3716  0.9514
 4302.700  0.3646  0.9415
 4302.720  0.3646  0.9468
 4302.740  0.3731  0.9391
 4302.760  0.3949  0.9254
 4302.780  0.4254  0.9102
 4302.800  0.4454  0.8593
 4302.820  0.4423  0.8573
 4302.840  0.4284  0.8698
 4302.860  0.4209  0.8149
 4302.880  0.4237  0.7860
 4302.900  0.4363  0.8285
 4302.920  0.4548  0.8628
 4302.940  0.4780  0.9027
 4302.960  0.5237  0.9302
 4302.980  0.6046  0.9013
 4303.000  0.6995  0.9264
 4303.020  0.7748  0.9099
 4303.040  0.8158  0.9526
 4303.060  0.8276  0.9453
 4303.080 -1.0000  0.8803
 4303.100 -1.0000  0.8051
 4303.120 -1.0000  0.6874
 4303.140 -1.0000  0.7800
 4303.160 -1.0000  0.7536
 4303.180 -1.0000  0.7510
 4303.200 -1.0000  0.6298
 4303.220 -1.0000  0.7391
 4303.240 -1.0000  0.8009
 4303.260  0.4021  0.8568
 4303.280  0.3818  0.8860
 4303.300  0.3595  0.8996
 4303.320  0.3365  0.9008
 4303.340  0.3143  0.8807
 4303.360  0.2932  0.8426
 4303.380  0.2726  0.8983
 4303.400  0.2511  0.9067
 4303.420  0.2293  0.9152
 4303.440  0.2104  0.9236
 4303.460  0.1918  0.9320
 4303.480  0.1703  0.9404
 4303.500  0.1534  0.9667
 4303.520  0.1521  0.9374
 4303.540  0.1705  0.9496
 4303.560  0.2096  0.9397
 4303.580  0.2672  0.9429
 4303.600  0.3336  0.9461
 4303.620  0.3976  0.9493
 4303.640  0.4522  0.9524
 4303.660  0.4905  0.9556
 4303.680  0.5046  0.9514
 4303.700  0.4912  0.9305
 4303.720  0.4584  0.9432
 4303.740  0.4223  0.9344
 4303.760  0.3933  0.9371
 4303.780  0.3740  0.9263
 4303.800  0.3663  0.9540
 4303.820  0.3696  0.9384
 4303.840  0.3782  0.9586
 4303.860  0.3889  0.9424
 4303.880  0.4015  0.9408
 4303.900  0.4133  0.9392
 4303.920  0.4197  0.9376
 4303.940  0.4199  0.9360
 4303.960  0.4196  0.9345
 4303.980  0.4298  0.9329
 4304.000  0.4598  0.9313
 4304.020  0.5093  0.9231
 4304.040  0.5659  0.9212
 4304.060  0.6082  0.8999
 4304.080  0.6159  0.8730
 4304.100  0.5919  0.9141
 4304.120  0.5611  0.9080
 4304.140  0.5420  0.8546
 4304.160 -1.0000  0.7971
 4304.180 -1.0000  0.7186
 4304.200 -1.0000  0.6173
 4304.220 -1.0000  0.4494
 4304.240 -1.0000  0.2757
 4304.260 -1.0000  0.1556
 4304.280 -1.0000  0.1913
 4304.300 -1.0000  0.3582
 4304.320 -1.0000  0.5278
 4304.340 -1.0000  0.6209
 4304.360 -1.0000  0.6825
 4304.380 -1.0000  0.7388
 4304.400 -1.0000  0.7114
 4304.420 -1.0000  0.5781
 4304.440 -1.0000  0.4843
 4304.460 -1.0000  0.4404
 4304.480 -1.0000  0.3985
 4304.500 -1.0000  0.4736
 4304.520 -1.0000  0.6251
 4304.540 -1.0000  0.7075
 4304.560 -1.0000  0.7092
 4304.580 -1.0000  0.7028
 4304.600 -1.0000  0.7132
 4304.620 -1.0000  0.6945
 4304.640 -1.0000  0.7884
 4304.660 -1.0000  0.8528
 4304.680  0.3985  0.8534
 4304.700  0.4066  0.8539
 4304.720  0.4170  0.8545
 4304.740  0.4241  0.8550
 4304.760  0.4270  0.8556
 4304.780  0.4275  0.8561
 4304.800  0.4219  0.8567
 4304.820  0.4096  0.8572
 4304.840  0.3987  0.8526
 4304.860  0.3907  0.8404
 4304.880  0.3806  0.8938
 4304.900  0.3709  0.8865
 4304.920  0.3648  0.8811
 4304.940  0.3611  0.9192
 4304.960  0.3631  0.9234
 4304.980  0.3695  0.9061
 4305.000  0.3651  0.8854
 4305.020  0.3459  0.9455
 4305.040  0.3316  0.9385
 4305.060  0.3336  0.9349
 4305.080  0.3403  0.9313
 4305.100  0.3399  0.9277
 4305.120  0.3315  0.9241
 4305.140  0.3176  0.9205
 4305.160  0.3043  0.9156
 4305.180  0.3005  0.9108
 4305.200  0.3081  0.9059
 4305.220  0.3224  0.9011
 4305.240  0.3393  0.8962
 4305.260  0.3570  0.8387
 4305.280 -1.0000  0.8207
 4305.300 -1.0000  0.7931
 4305.320 -1.0000  0.6686
 4305.340 -1.0000  0.5323
 4305.360 -1.0000  0.4002
 4305.380 -1.0000  0.2526
 4305.400 -1.0000  0.1644
 4305.420 -1.0000  0.2133
 4305.440 -1.0000  0.3618
 4305.460 -1.0000  0.5042
 4305.480 -1.0000  0.6067
 4305.500 -1.0000  0.6641
 4305.520 -1.0000  0.6573
 4305.540 -1.0000  0.5969
 4305.560 -1.0000  0.6405
 4305.580 -1.0000  0.7036
 4305.600 -1.0000  0.7691
 4305.620  1.0096  0.7835
 4305.640  1.0176  0.8004
 4305.660  1.0122  0.8357
 4305.680  0.9939  0.8383
 4305.700  0.9899  0.8245
 4305.720  1.0108  0.7389
 4305.740  1.0262  0.8236
 4305.760  1.0180  0.8655
 4305.780  0.9964  0.9038
 4305.800  0.9716  0.9133
 4305.820  0.9465  0.9293
 4305.840  0.9173  0.9378
 4305.860  0.8828  0.9481
 4305.880  0.8481  0.9291
 4305.900  0.8188  0.9447
 4305.920  0.8011  0.9447
 4305.940  0.8008  0.9347
 4305.960  0.8172  0.9498
 4305.980  0.8415  0.9360
 4306.000  0.8652  0.9487
 4306.020  0.8836  0.9281
 4306.040  0.8909  0.9259
 4306.060  0.8848  0.9369
 4306.080  0.8696  0.9308
 4306.100  0.8485  0.9295
 4306.120  0.8190  0.9353
 4306.140  0.7744  0.9386
 4306.160  0.7078  0.9313
 4306.180  0.6221  0.9398
 4306.200  0.5299  0.9290
 4306.220  0.4425  0.9317
 4306.240  0.3656  0.9258
 4306.260  0.3008  0.9071
 4306.280  0.2500  0.9130
 4306.300  0.2158  0.8980
 4306.320  0.1972  0.8979
 4306.340  0.1871  0.8750
 4306.360  0.1820  0.8708
 4306.380  0.1872  0.8389
 4306.400  0.2095  0.7789
 4306.420  0.2504  0.7762
 4306.440  0.3108  0.7971
 4306.460  0.3886  0.7983
 4306.480  0.4758  0.8060
 4306.500  0.5615  0.8206
 4306.520  0.6290  0.7948
 4306.540 -1.0000  0.7588
 4306.560 -1.0000  0.7290
 4306.580 -1.0000  0.6639
 4306.600 -1.0000  0.5954
 4306.620 -1.0000  0.4848
 4306.640 -1.0000  0.3467
 4306.660 -1.0000  0.1922
 4306.680 -1.0000  0.0568
 4306.700 -1.0000  0.0140
 4306.720 -1.0000  0.0115
 4306.740 -1.0000  0.0234
 4306.760 -1.0000  0.1156
 4306.780 -1.0000  0.2633
 4306.800 -1.0000  0.3706
 4306.820 -1.0000  0.5123
 4306.840 -1.0000  0.6070
 4306.860 -1.0000  0.6835
 4306.880 -1.0000  0.7286
 4306.900 -1.0000  0.7561
 4306.920  1.0253  0.7679
 4306.940  1.0353  0.7628
 4306.960  1.0496  0.7389
 4306.980  1.0528  0.7011
 4307.000  1.0383  0.7588
 4307.020  1.0191  0.7512
 4307.040  1.0061  0.8298
 4307.060  1.0018  0.8633
 4307.080  0.9965  0.8882
 4307.100  0.9805  0.9098
 4307.120  0.9610  0.9176
 4307.140  0.9462  0.9137
 4307.160  0.9354  0.9248
 4307.180  0.9304  0.9199
 4307.200  0.9352  0.9274
 4307.220  0.9464  0.9130
 4307.240  0.9581  0.9359
 4307.260  0.9695  0.9332
 4307.280  0.9792  0.9345
 4307.300  0.9823  0.9393
 4307.320  0.9782  0.9470
 4307.340  0.9727  0.9458
 4307.360  0.9673  0.9307
 4307.380  0.9551  0.9318
 4307.400  0.9324  0.9299
 4307.420  0.9050  0.9311
 4307.440  0.8764  0.9195
 4307.460  0.8399  0.9095
 4307.480  0.7900  0.9129
 4307.500  0.7357  0.9053
 4307.520  0.6939  0.9041
 4307.540  0.6767  0.8913
 4307.560 -1.0000  0.8331
 4307.580 -1.0000  0.7621
 4307.600 -1.0000  0.6597
 4307.620 -1.0000  0.8311
 4307.640 -1.0000  0.8750
 4307.660  0.9259  0.9066
 4307.680  0.9317  0.9160
 4307.700  0.9393  0.9131
 4307.720  0.9467  0.9244
 4307.740  0.9490  0.9155
 4307.760  0.9520  0.9387
 4307.780  0.9616  0.9413
 4307.800  0.9726  0.9499
 4307.820  0.9769  0.9606
 4307.840  0.9726  0.9582
 4307.860  0.9605  0.9579
 4307.880  0.9447  0.9745
 4307.900  0.9302  0.9632
 4307.920  0.9172  0.9632
 4307.940  0.9042  0.9770
 4307.960  0.8923  0.9654
 4307.980  0.8857  0.9651
 4308.000  0.8887  0.9529
 4308.020  0.9000  0.9592
 4308.040  0.9140  0.9517
 4308.060  0.9278  0.9491
 4308.080  0.9451  0.9546
 4308.100  0.9641  0.9337
 4308.120  0.9764  0.9418
 4308.140  0.9825  0.9122
 4308.160  0.9829  0.8875
 4308.180  0.9700  0.9387
 4308.200  0.9415  0.9395
 4308.220  0.9040  0.9496
 4308.240  0.8664  0.9511
 4308.260  0.8364  0.9448
 4308.280  0.8206  0.9251
 4308.300  0.8302  0.9065
 4308.320  0.8717  0.8721
 4308.340  0.9214  0.7956
 4308.360  0.9454  0.8309
 4308.380  0.9488  0.8887
 4308.400  0.9545  0.9130
 4308.420  0.9580  0.9189
 4308.440  0.9504  0.9385
 4308.460  0.9411  0.9426
 4308.480  0.9336  0.9459
 4308.500  0.9198  0.9537
 4308.520  0.8993  0.9535
 4308.540  0.8769  0.9459
 4308.560  0.8558  0.9480
 4308.580  0.8441  0.9352
 4308.600  0.8498  0.9384
 4308.620  0.8696  0.9254
 4308.640  0.8947  0.9169
 4308.660  0.9172  0.8985
 4308.680 -1.0000  0.8800
 4308.700 -1.0000  0.7721
 4308.720 -1.0000  0.6592
 4308.740 -1.0000  0.6490
 4308.760 -1.0000  0.7964
 4308.780 -1.0000  0.8162
 4308.800  0.9545  0.8598
 4308.820  0.9425  0.8892
 4308.840  0.9310  0.9212
 4308.860  0.9223  0.9334
 4308.880  0.9085  0.9178
 4308.900  0.8783  0.9269
 4308.920  0.8221  0.9158
 4308.940  0.7375  0.9033
 4308.960  0.6348  0.8615
 4308.980  0.5290  0.8542
 4309.000  0.4333  0.8219
 4309.020  0.3563  0.8025
 4309.040  0.2985  0.7629
 4309.060  0.2561  0.7978
 4309.080  0.2251  0.7282
 4309.100  0.2006  0.7901
 4309.120  0.1794  0.8706
 4309.140  0.1682  0.9069
 4309.160  0.1794  0.9214
 4309.180  0.2172  0.9411
 4309.200  0.2722  0.9254
 4309.220  0.3355  0.9410
 4309.240  0.4087  0.9430
 4309.260  0.4963  0.9449
 4309.280  0.5947  0.9469
 4309.300  0.6924  0.9489
 4309.320  0.7774  0.9591
 4309.340  0.8407  0.9643
 4309.360  0.8782  0.9551
 4309.380  0.8975  0.9541
 4309.400  0.9152  0.9543
 4309.420  0.9363  0.9491
 4309.440  0.9518  0.9451
 4309.460  0.9580  0.9452
 4309.480  0.9598  0.9366
 4309.500  0.9621  0.8974
 4309.520  0.9705  0.8763
 4309.540  0.9792  0.8088
 4309.560  0.9706  0.8522
 4309.580  0.9442  0.9081
 4309.600  0.9146  0.9255
 4309.620  0.8927  0.9251
 4309.640  0.8797  0.9217
 4309.660  0.8716  0.8600
 4309.680  0.8795  0.8285
 4309.700  0.9112  0.7142
 4309.720  0.9407  0.7983
 4309.740  0.9512  0.8602
 4309.760  0.9551  0.8865
 4309.780  0.9633  0.8933
 4309.800  0.9753  0.8960
 4309.820  0.9870  0.9245
 4309.840  0.9970  0.9427
 4309.860  1.0064  0.9389
 4309.880  1.0175  0.9549
 4309.900  1.0285  0.9358
 4309.920  1.0293  0.9257
 4309.940  1.0233  0.9010
 4309.960  1.0318  0.8628
 4309.980  1.0487  0.7778
 4310.000  1.0493  0.8571
 4310.020  1.0365  0.8899
 4310.040  1.0206  0.9009
 4310.060  1.0010  0.9355
 4310.080  0.9798  0.9221
 4310.100  0.9585  0.9342
 4310.120  0.9420  0.9465
 4310.140  0.9371  0.9375
 4310.160  0.9430  0.9578
 4310.180  0.9541  0.9504
 4310.200  0.9633  0.9525
 4310.220  0.9649  0.9431
 4310.240  0.9619  0.9481
 4310.260  0.9608  0.9337
 4310.280  0.9575  0.9174
 4310.300  0.9395  0.9269
 4310.320  0.9011  0.9270
 4310.340  0.8439  0.9330
 4310.360  0.7755  0.9377
 4310.380  0.7103  0.9232
 4310.400  0.6662  0.9013
 4310.420  0.6560  0.8697
 4310.440  0.6788  0.8525
 4310.460  0.7181  0.8424
 4310.480  0.7544  0.8124
 4310.500 -1.0000  0.7028
 4310.520 -1.0000  0.7186
 4310.540 -1.0000  0.6791
 4310.560 -1.0000  0.7617
 4310.580 -1.0000  0.8281
 4310.600  0.9470  0.8786
 4310.620  0.9365  0.8961
 4310.640  0.9184  0.9130
 4310.660  0.9071  0.9193
 4310.680  0.9072  0.9259
 4310.700  0.9122  0.9317
 4310.720  0.9155  0.9175
 4310.740  0.9168  0.8881
 4310.760  0.9205  0.9015
 4310.780  0.9251  0.8548
 4310.800  0.9248  0.8951
 4310.820  0.9248  0.8990
 4310.840  0.9312  0.9086
 4310.860  0.9366  0.9260
 4310.880  0.9302  0.9279
 4310.900  0.9101  0.9477
 4310.920  0.8852  0.9376
 4310.940  0.8632  0.9445
 4310.960  0.8411  0.9246
 4310.980  0.8161  0.9113
 4311.000  0.7985  0.8898
 4311.020  0.7995  0.8664
 4311.040  0.8175  0.8420
 4311.060  0.8395  0.7879
 4311.080 -1.0000  0.7842
 4311.100 -1.0000  0.7165
 4311.120 -1.0000  0.6314
 4311.140 -1.0000  0.4012
 4311.160 -1.0000  0.6169
 4311.180 -1.0000  0.7243
 4311.200 -1.0000  0.8389
 4311.220  0.8485  0.8786
 4311.240  0.8730  0.8943
 4311.260  0.9118  0.9088
 4311.280  0.9469  0.8929
 4311.300  0.9684  0.9343
 4311.320  0.9833  0.9424
 4311.340  0.9947  0.9398
 4311.360  1.0006  0.9340
 4311.380  1.0025  0.9381
 4311.400  1.0006  0.9398
 4311.420  0.9977  0.9483
 4311.440  0.9987  0.9280
 4311.460  1.0003  0.9154
 4311.480  1.0030  0.8971
 4311.500  1.0112  0.8473
 4311.520  1.0134  0.8882
 4311.540  0.9948  0.9286
 4311.560  0.9606  0.9463
 4311.580  0.9244  0.9435
 4311.600  0.8854  0.9364
 4311.620  0.8329  0.9189
 4311.640  0.7605  0.9089
 4311.660  0.6676  0.8715
 4311.680  0.5614  0.9143
 4311.700  0.4582  0.9160
 4311.720  0.3689  0.9269
 4311.740  0.2968  0.9269
 4311.760  0.2464  0.9226
 4311.780  0.2203  0.8801
 4311.800 -1.0000  0.8443
 4311.820 -1.0000  0.7924
 4311.840 -1.0000  0.6217
 4311.860 -1.0000  0.7772
 4311.880 -1.0000  0.8513
 4311.900  0.2448  0.8637
 4311.920  0.2835  0.8684
 4311.940  0.3525  0.8298
 4311.960  0.4433  0.8560
 4311.980  0.5495  0.9389
 4312.000  0.6664  0.9233
 4312.020  0.7752  0.9329
 4312.040  0.8553  0.9304
 4312.060  0.9056  0.9304
 4312.080  0.9341  0.9315
 4312.100  0.9451  0.9248
 4312.120  0.9547  0.8953
 4312.140  0.9813  0.8285
 4312.160  1.0102  0.8313
 4312.180  1.0167  0.8893
 4312.200  1.0070  0.9114
 4312.220  0.9973  0.9292
 4312.240  0.9890  0.9269
 4312.260  0.9817  0.9303
 4312.280  0.9772  0.9179
 4312.300  0.9722  0.9344
 4312.320  0.9663  0.9360
 4312.340  0.9640  0.9242
 4312.360  0.9601  0.9047
 4312.380  0.9452  0.9197
 4312.400  0.9247  0.9354
 4312.420  0.9110  0.9563
 4312.440  0.9103  0.9632
 4312.460  0.9213  0.9458
 4312.480  0.9385  0.9334
 4312.500  0.9545  0.9286
 4312.520  0.9631  0.8974
 4312.540  0.9638  0.8451
 4312.560  0.9665  0.8273
 4312.580  0.9762  0.7667
 4312.600  0.9856  0.8251
 4312.620  0.9888  0.8474
 4312.640  0.9855  0.8977
 4312.660  0.9813  0.8982
 4312.680  0.9852  0.8840
 4312.700  0.9958  0.8680
 4312.720  1.0043  0.8766
 4312.740 -1.0000  0.8614
 4312.760 -1.0000  0.7934
 4312.780 -1.0000  0.6713
 4312.800 -1.0000  0.5983
 4312.820 -1.0000  0.7005
 4312.840 -1.0000  0.7555
 4312.860  0.9691  0.8122
 4312.880 -1.0000  0.7991
 4312.900 -1.0000  0.7425
 4312.920 -1.0000  0.6585
 4312.940 -1.0000  0.7402
 4312.960 -1.0000  0.8027
 4312.980  0.9094  0.8654
 4313.000  0.9056  0.8560
 4313.020  0.8935  0.8551
 4313.040  0.8834  0.8354
 4313.060  0.8802  0.8107
 4313.080  0.8737  0.8236
 4313.100 -1.0000  0.8273
 4313.120 -1.0000  0.7694
 4313.140 -1.0000  0.6701
 4313.160 -1.0000  0.5378
 4313.180 -1.0000  0.3257
 4313.200 -1.0000  0.5341
 4313.220 -1.0000  0.6984
 4313.240 -1.0000  0.7952
 4313.260 -1.0000  0.8588
 4313.280  0.5381  0.8832
 4313.300  0.5406  0.8902
 4313.320  0.5428  0.9149
 4313.340  0.5483  0.9110
 4313.360  0.5658  0.9198
 4313.380  0.5988  0.9250
 4313.400  0.6511  0.8992
 4313.420  0.7197  0.9040
 4313.440  0.7857  0.8982
