           1.0000  1.0000
           0.1300  0.0000
 4322.000  0.2224  0.9775
 4322.020  0.2746  0.9662
 4322.040  0.3648  0.9682
 4322.060  0.4644  0.9701
 4322.080  0.5768  0.9721
 4322.100  0.6924  0.9741
 4322.120  0.8015  0.9761
 4322.140  0.8890  0.9780
 4322.160  0.9424  0.9800
 4322.180  0.9644  0.9748
 4322.200  0.9693  0.9913
 4322.220  0.9671  0.9729
 4322.240  0.9632  0.9784
 4322.260  0.9632  0.9803
 4322.280  0.9668  0.9674
 4322.300  0.9705  0.9771
 4322.320  0.9736  0.9524
 4322.340  0.9731  0.9683
 4322.360  0.9659  0.9502
 4322.380  0.9572  0.9768
 4322.400  0.9526  0.9746
 4322.420  0.9467  0.9816
 4322.440  0.9348  0.9793
 4322.460  0.9246  0.9729
 4322.480  0.9264  0.9793
 4322.500  0.9395  0.9761
 4322.520  0.9528  0.9785
 4322.540  0.9598  0.9741
 4322.560  0.9654  0.9773
 4322.580  0.9728  0.9624
 4322.600  0.9810  0.9869
 4322.620  0.9874  0.9725
 4322.640  0.9875  0.9898
 4322.660  0.9837  0.9912
 4322.680  0.9839  0.9875
 4322.700  0.9846  0.9762
 4322.720  0.9747  0.9929
 4322.740  0.9555  0.9825
 4322.760  0.9404  0.9965
 4322.780  0.9357  0.9826
 4322.800  0.9354  0.9911
 4322.820  0.9313  0.9783
 4322.840  0.9220  0.9852
 4322.860  0.9132  0.9748
 4322.880  0.9134  0.9802
 4322.900  0.9245  0.9839
 4322.920  0.9382  0.9774
 4322.940  0.9476  0.9798
 4322.960  0.9544  0.9761
 4322.980  0.9567  0.9798
 4323.000  0.9489  0.9832
 4323.020  0.9334  0.9816
 4323.040  0.9215  0.9904
 4323.060  0.9193  0.9772
 4323.080  0.9185  0.9885
 4323.100  0.9097  0.9714
 4323.120  0.8965  0.9764
 4323.140  0.8899  0.9743
 4323.160  0.8936  0.9700
 4323.180  0.9048  0.9703
 4323.200  0.9211  0.9826
 4323.220  0.9379  0.9735
 4323.240  0.9454  0.9753
 4323.260  0.9389  0.9801
 4323.280  0.9244  0.9852
 4323.300  0.9148  0.9884
 4323.320  0.9196  0.9788
 4323.340  0.9356  0.9784
 4323.360  0.9513  0.9854
 4323.380  0.9571  0.9815
 4323.400  0.9471  0.9750
 4323.420  0.9192  0.9866
 4323.440  0.8742  0.9704
