           0.9700  1.0000
           0.1500  0.0000
 4797.000  0.7394  1.0087
 4797.020  0.8374  0.9149
 4797.040 -1.0000  0.8593
 4797.060 -1.0000  0.7610
 4797.080 -1.0000  0.6292
 4797.100 -1.0000  0.7853
 4797.120 -1.0000  0.8680
 4797.140  0.8849  0.9263
 4797.160  0.8801  0.9669
 4797.180  0.8800  0.9887
 4797.200  0.8851  0.9909
 4797.220  0.8909  1.0077
 4797.240  0.8963  1.0038
 4797.260  0.8985  1.0107
 4797.280  0.8977  1.0228
 4797.300  0.9003  1.0219
 4797.320  0.9044  1.0164
 4797.340  0.8992  1.0240
 4797.360  0.8827  1.0134
 4797.380  0.8650  1.0401
 4797.400  0.8530  1.0165
 4797.420  0.8463  1.0217
 4797.440  0.8470  1.0226
 4797.460  0.8545  1.0068
 4797.480  0.8623  1.0220
 4797.500  0.8696  1.0291
 4797.520  0.8766  1.0134
 4797.540  0.8813  1.0321
 4797.560  0.8858  1.0194
 4797.580  0.8893  1.0087
 4797.600  0.8884  1.0175
 4797.620  0.8855  1.0051
 4797.640  0.8832  0.9880
 4797.660  0.8778  0.9651
 4797.680  0.8641  0.9585
 4797.700  0.8486  1.0069
 4797.720  0.8404  1.0181
 4797.740  0.8361  1.0244
 4797.760  0.8345  1.0317
 4797.780  0.8415  1.0294
 4797.800  0.8500  1.0321
 4797.820  0.8472  1.0247
 4797.840  0.8341  1.0277
 4797.860  0.8180  1.0165
 4797.880  0.8014  1.0213
 4797.900  0.7854  1.0051
 4797.920  0.7691  0.9969
 4797.940  0.7518  0.9921
 4797.960  0.7395  0.9712
 4797.980  0.7414  0.9522
 4798.000  0.7540  0.8954
 4798.020 -1.0000  0.8744
 4798.040 -1.0000  0.7914
 4798.060 -1.0000  0.6498
 4798.080 -1.0000  0.7404
 4798.100 -1.0000  0.8332
 4798.120  0.7735  0.9222
 4798.140  0.7849  0.9529
 4798.160  0.8083  0.9809
 4798.180  0.8311  0.9931
 4798.200  0.8414  1.0091
 4798.220  0.8434  1.0027
 4798.240  0.8463  1.0172
 4798.260  0.8466  1.0191
 4798.280  0.8364  1.0143
 4798.300  0.8269  1.0215
 4798.320  0.8358  0.9937
 4798.340  0.8587  1.0010
 4798.360  0.8781  0.9466
 4798.380  0.8863  0.9984
 4798.400  0.8825  1.0150
 4798.420  0.8598  1.0111
 4798.440  0.8158  1.0215
 4798.460  0.7636  1.0273
 4798.480  0.7177  1.0296
 4798.500  0.6848  1.0279
 4798.520  0.6649  1.0255
 4798.540  0.6546  1.0243
 4798.560  0.6550  1.0262
 4798.580  0.6679  1.0264
 4798.600  0.6846  1.0135
 4798.620  0.6961  1.0111
 4798.640  0.7119  1.0095
 4798.660  0.7411  1.0004
 4798.680  0.7733  0.9781
 4798.700  0.7944  0.9606
 4798.720  0.8045  0.9212
 4798.740 -1.0000  0.8378
 4798.760 -1.0000  0.7499
 4798.780 -1.0000  0.6939
 4798.800 -1.0000  0.8446
 4798.820 -1.0000  0.9041
 4798.840  0.8508  0.9524
 4798.860  0.8372  0.9822
 4798.880  0.8151  0.9903
 4798.900  0.7865  0.9916
 4798.920  0.7515  1.0019
 4798.940  0.7127  0.9912
 4798.960  0.6861  0.9848
 4798.980  0.6942  0.9997
 4799.000  0.7327  0.9751
 4799.020  0.7712  0.9880
 4799.040  0.7866  0.9195
 4799.060  0.7825  0.9940
 4799.080  0.7799  0.9989
 4799.100  0.7887  1.0101
 4799.120  0.8008  1.0090
 4799.140  0.8086  0.9985
 4799.160  0.8103  0.9915
 4799.180  0.8083  0.9886
 4799.200  0.8085  1.0063
 4799.220  0.8173  1.0209
 4799.240  0.8349  1.0301
 4799.260  0.8493  1.0219
 4799.280  0.8500  1.0362
 4799.300  0.8446  1.0416
 4799.320  0.8448  1.0398
 4799.340  0.8459  1.0332
 4799.360  0.8414  1.0341
 4799.380  0.8378  1.0213
 4799.400  0.8396  1.0349
 4799.420  0.8421  1.0218
 4799.440  0.8438  1.0145
 4799.460  0.8486  1.0308
 4799.480  0.8553  1.0172
 4799.500  0.8600  1.0206
 4799.520  0.8613  1.0125
 4799.540  0.8540  1.0045
 4799.560  0.8343  0.9816
 4799.580  0.8091  0.9690
 4799.600  0.7839  0.9689
 4799.620  0.7565  0.9562
 4799.640  0.7308  0.9342
 4799.660 -1.0000  0.8816
 4799.680 -1.0000  0.8033
 4799.700 -1.0000  0.6503
 4799.720 -1.0000  0.6820
 4799.740 -1.0000  0.8253
 4799.760 -1.0000  0.8993
 4799.780  0.6294  0.9558
 4799.800  0.6331  0.9773
